,Concept_ID,fa,zh
833,aufgehen[Sonne]::V,برآمدن,升起
834,aufgehen[Sonne]::V,طلوع کردن,升起
835,untergehen[Sonne]::V,غروب کردن,下落
836,scheinen[Sonne]::V,تابیدن,照射
837,donnern::V,رعد زدن,打雷
838,wehen::V,دمیدن,飘扬
839,strömen::V,روان شدن,流
840,fließen::V,روان شدن,流动
841,sich drehen::V,چرخیدن,转动
842,schwanken::V,خم و راست شدن,摇摆
843,schwingen::V,تاب خوردن,摇
844,schwingen::V,نوسان کردن,摇
845,fallen::V,افتادن,坠落
846,fallen::V,سقوط کردن,坠落
847,brennen::V,سوزاندن,燃烧
848,rauchen::V,دود کردن,冒烟
849,regnen::V,باران آمدن,下雨
850,gefrieren::V,یخ بستن,结冰
851,tauen::V,آب شدن,融化
852,schmelzen::V,آب شدن,溶化
853,trocknen::V,خشک شدن,变干
854,sieden::V,جوشیدن,煮
855,faulen::V,فاسد شدن,腐烂
856,verfaulen::V,پوسیدن,腐烂
857,reißen::V,پاره شدن,撕
858,versinken::V,غرق شدن,下沉
859,vergehen::V,گذشتن,流逝
860,erscheinen::V,ظاهر شدن,出现
861,verschwinden::V,گم شدن,消失
862,verschwinden::V,از بین رفتن,消失
863,sinken::V,پایین آمدن,下降
864,abnehmen::V,کم شدن,减少
865,zunehmen::V,زیاد شدن,增加
866,steigen::V,بالا رفتن,上升
867,wachsen::V,قد کشیدن,生长
868,glänzen::V,برق زدن,发光
869,funkeln::V,جرقه زدن,闪烁
870,lärmen::V,شلوغ کردن,吵闹
871,läuten::V,زنگ زدن,响
872,klingeln::V,زنگ زدن,按铃
873,klirren::V,جرنگ جرنگ صدا کردن,
874,brausen::V,طوفانی بودن,疾驶
875,rauschen::V,خش‌خش کردن,
876,klingen::V,صدا دادن,听起来
877,bellen::V,عوعو کردن,吠
878,heulen::V,زوزه کشیدن,嗥
879,blasen::V,فوت کردن,吹
880,pfeifen::V,سوت زدن,吹口哨
881,schreien::V,فریاد زدن,叫喊
882,stöhnen::V,نالیدن,呻吟
883,zittern::V,لرزیدن,颤抖
884,leben::V,زیستن,生存
885,leben::V,زندگی کردن,生存
886,geboren werden::V,متولد شدن,出生
887,atmen::V,تنفس کردن,呼吸
888,trinken::V,نوشیدن,喝
889,essen::V,خوردن,吃
890,schlucken::V,بلعیدن,咽
891,schlucken::V,قورت دادن,咽
892,müde werden::V,خسته شدن,疲倦
893,einschlafen::V,خواب رفتن,入睡
894,schlafen::V,خوابیدن,睡觉
895,aufwachen::V,از خواب بیدار شدن,睡醒
896,aufstehen::V,بیدار شدن,起床
897,sich erholen::V,استراحت کردن,休养
898,krank werden::V,مریض شدن,生病
899,krank sein::V,بیمار بودن,生病
900,schmerzen::V,درد کردن,疼痛
901,husten::V,سرفه کردن,咳
902,genesen::V,بهبود یافتن,痊愈
903,sterben::V,مردن,死
904,umkommen::V,کشته شدن,丧命
905,sich bewegen::V,حرکت کردن,移动
906,sich rühren::V,تکان خوردن,动弹
907,sich erheben::V,برخواستن,站起
908,sich setzen::V,نشستن,坐
909,hinfallen::V,زمین خوردن,跌倒
910,laufen::V,پیاده رفتن,步行
911,schreiten::V,قدم زدن,迈步
912,spazierengehen::V,گردش رفتن,散步
913,eilen::V,شتاب کردن,急忙
914,sich beeilen::V,عجله کردن,赶快
915,sausen::V,صفیر کشیدن,疾驰
916,rennen::V,دویدن,奔跑
917,springen::V,پریدن,跳
918,klettern::V,بالا رفتن,攀缘
919,schaukeln::V,تاب خوردن,荡秋千
920,kriechen::V,خزیدن,爬行
921,schwimmen::V,شنا کردن,游泳
922,tauchen::V,غواصی کردن,潜水
923,rudern::V,پارو زدن,划船
924,fahren::V,سواره رفتن,行驶
925,fliegen::V,پریدن,飞
926,gehen::V,رفتن,走
927,weggehen::V,رفتن,离去
928,abfahren::V,حرکت کردن,出发
929,anhalten::V,ایست کردن,停住
930,hineingehen::V,داخل شدن,进去
931,eintreten::V,وارد شدن,进入
932,kommen::V,آمدن,来
933,ankommen::V,رسیدن,到达
934,zurückkommen::V,برگشتن,回来
935,bleiben::V,ماندن,停留
936,warten::V,منتظر بودن,等
937,erwarten::V,انتظار داشتن,等候
938,suchen::V,جستجو کردن,找
939,finden::V,یافتن,找到
940,finden::V,پیدا کردن,找到
941,versuchen::V,سعی کردن,尝试
942,versuchen::V,کوشش کردن,尝试
943,vorbereiten::V,آماده کردن,预备
944,lieben::V,عاشق بودن,爱
945,mögen::V,میل داشتن,喜欢
946,mögen::V,دوست داشتن,喜欢
947,lachen::V,خندیدن,笑
948,rühren::V,به رقت آوردن,
949,weinen::V,گریه کردن,哭
950,schimpfen::V,فحاشی کردن,骂
951,sich ärgern::V,ناراحت شدن,生气
952,sich fürchten::V,واهمه کردن,害怕
953,fürchten::V,ترسیدن,害怕
954,fliehen::V,گریختن,逃走
955,flüchten::V,فرار کردن,逃跑
956,sehen::V,دیدن,看
957,anschauen::V,نگاه کردن,注视
958,ansehen::V,تماشا کردن,注视
959,hören::V,شنیدن,听
960,zuhören::V,گوش دادن,倾听
961,probieren::V,چشیدن,尝
962,riechen::V,بوییدن,闻
963,riechen::V,بو کردن,闻
964,fühlen::V,احساس کردن,感到
965,scheinen::V,بنظر آمدن,照耀
966,zu sehen sein::V,دیده شدن,可以看到
967,vernehmen::V,شنیدن,审讯
968,frieren::V,سرد بودن,觉得冷
969,tun::V,کردن,作
970,können::V,توانستن,能
971,wollen::V,خواستن,要
972,anfangen::V,شروع کردن,开始
973,beenden::V,تمام کردن,结束
974,beenden::V,پایان دادن,结束
975,aufhören::V,دست کشیدن,停止
976,gelingen::V,موفق شدن,成功
977,geraten::V,نتیجه دادن,陷于
978,öffnen::V,گشودن,打开
979,öffnen::V,باز کردن,打开
980,schließen::V,بستن,关
981,schließen::V,قفل کردن,关
982,stellen::V,گذاردن,放
983,setzen::V,نشاندن,放
984,legen::V,گذاشتن,摆
985,berühren::V,دست زدن,触
986,berühren::V,لمس کردن,触
987,verbinden::V,وصل کردن,联结
988,bedecken::V,پوشاندن,覆盖
989,aufhängen::V,آویختن,挂
990,anzünden::V,سوزاندن,点
991,aufheben::V,برداشتن,拾起
992,aufheben::V,بلند کردن,拾起
993,zurücklassen::V,گذاشتن,遗留
994,verlieren::V,گم کردن,丧失
995,fallen lassen::V,انداختن,让掉下
996,machen::V,کردن,做
997,machen::V,ساختن,做
998,herstellen::V,ساختن,生产
999,herstellen::V,تولید کردن,生产
1000,bauen::V,ساختن,建造
1001,bauen::V,بنا کردن,建造
1002,reparieren::V,درست کردن,修理
1003,reparieren::V,تعمیر کردن,修理
1004,verbessern::V,بهتر کردن,改进
1005,ändern::V,تغییر دادن,改变
1006,graben::V,کندن,挖
1007,graben::V,گود کردن,挖
1008,beugen::V,کج کردن,弯下
1009,biegen::V,خم کردن,弯
1010,drehen::V,چرخاندن,转动
1011,wenden::V,برگرداندن,转动
1012,umdrehen::V,برگرداندن,转动
1013,heben::V,برداشتن,举起
1014,hochheben::V,برآوردن,抬高
1015,hochheben::V,بلند کردن,抬高
1016,ergreifen::V,گرفتن,抓住
1017,halten::V,نگاه داشتن,拿着
1018,drücken::V,فشار دادن,压
1019,drücken::V,فشار آوردن,压
1020,schieben::V,هل دادن,推
1021,kratzen::V,خاریدن,搔
1022,lecken::V,لیسیدن,舔
1023,beißen::V,گاز زدن,咬
1024,abreißen::V,پاره کردن,撕下
1025,abschneiden::V,بریدن,切断
1026,abschneiden::V,قطع کردن,切断
1027,binden::V,بستن,捆
1028,stecken::V,فرو کردن,插
1029,brechen::V,شکستن,断裂
1030,klopfen::V,کوبیدن,敲
1031,hauen::V,زدن,揍
1032,kleben::V,چسباندن,粘
1033,reiben::V,مالش دادن,摩擦
1034,streichen::V,مالیدن,涂
1035,schleifen::V,تیز کردن,拖曳
1036,schneiden::V,چیدن,切
1037,schneiden::V,بریدن,切
1038,rütteln::V,لرزاندن,颠簸
1039,rütteln::V,تکان دادن,颠簸
1040,schütteln::V,تکان دادن,摇动
1041,schwenken::V,تاب دادن,摇动
1042,schütten::V,ریختن,倒
1043,füllen::V,پر کردن,填满
1044,einwickeln::V,پیچیدن,包
1045,tragen::V,بردن,提
1046,tragen::V,حمل کردن,提
1047,schleppen::V,کشیدن,扛
1048,ziehen::V,کشیدن,拉
1049,aufbewahren::V,نگهداری کردن,保存
1050,werfen::V,انداختن,扔
1051,werfen::V,پرتاب کردن,扔
1052,fangen::V,گرفتن,捕捉
1053,packen::V,گرفتن,抓住
1054,verstecken::V,قایم کردن,藏
1055,verstecken::V,پنهان کردن,藏
1056,teilen::V,قسمت کردن,分
1057,teilen::V,تقسیم کردن,分
1058,schicken::V,فرستادن,派遣
1059,schicken::V,ارسال کردن,派遣
1060,bringen::V,آوردن,带来
1061,hinzufügen::V,افزودن,添加
1062,hinzufügen::V,اضافه کردن,添加
1063,bekommen::V,گرفتن,得到
1064,erhalten::V,دریافت کردن,接到
1065,nehmen::V,گرفتن,拿
1066,nehmen::V,برداشتن,拿
1067,wählen::V,انتخاب کردن,挑选
1068,auswählen::V,برگزیدن,选择
1069,bewahren::V,حفظ کردن,保持
1070,bewahren::V,حفاظت کردن,保持
1071,behindern::V,مانع بودن,防碍
1072,verderben::V,از بین بردن,败坏
1073,beschädigen::V,صدمه زدن,损坏
1074,zerbrechen::V,شکستن,破碎
1075,zerreißen::V,دریدن,撕碎
1076,zerreißen::V,پاره کردن,撕碎
1077,zerstören::V,خراب کردن,毁坏
1078,zerstören::V,ویران کردن,毁坏
1079,verbrennen::V,سوزاندن,燃烧
1080,geben::V,دادن,给
1081,reichen::V,دادن,递给
1082,schenken::V,هدیه دادن,赠送
1083,versprechen::V,قول دادن,许诺
1084,versprechen::V,وعده دادن,许诺
1085,wünschen::V,آرزو کردن,祝
1086,loben::V,ستایش کردن,表扬
1087,küssen::V,بوسیدن,亲
1088,wiegen::V,نوسان کردن,轻摇
1089,zudecken::V,پوشاندن,盖上
1090,wecken::V,بیدار کردن,唤起
1091,zeigen::V,نشان دادن,指
1092,führen::V,رهنمائی کردن,带领
1093,lehren::V,آموختن,教
1094,lehren::V,یاد دادن,教
1095,unterrichten::V,درس دادن,讲课
1096,unterrichten::V,تدریس کردن,讲课
1097,aufziehen::V,تربیت کردن,抚养
1098,leiten::V,اداره کردن,领导
1099,antreiben::V,عجله دادن,催促
1100,lassen::V,وادار کردن,让
1101,einladen::V,دعوت کردن,邀请
1102,einladen::V,مهمان کردن,邀请
1103,vereinigen::V,یکی کردن,统一
1104,vereinigen::V,متحد کردن,统一
1105,besuchen::V,دیدار کردن,参观
1106,treffen::V,ملاقات کردن,会面
1107,sich versammeln::V,جمع شدن,聚集
1108,spielen::V,بازی کردن,玩
1109,singen::V,آواز خواندن,唱歌
1110,tanzen::V,رقصیدن,跳舞
1111,sich trennen::V,جدا شدن,分别
1112,verlassen::V,ترک کردن,离开
1113,retten::V,نجات دادن,救
1114,bewachen::V,حراست کردن,守卫
1115,schützen::V,حفظ کردن,保护
1116,verteidigen::V,دفاع کردن,保卫
1117,sich schlagen::V,کتک‌کاری کردن,打架
1118,schießen::V,تیر زدن,射击
1119,siegen::V,پیروز شدن,获胜
1120,ärgern::V,ناراحت کردن,激怒
1121,schlagen::V,زدن,打
1122,schlagen::V,کوبیدن,打
1123,treten::V,لگد زدن,踢
1124,stechen::V,چاقو زدن,刺
1125,stoßen::V,هل دادن,撞
1126,stehlen::V,دزدیدن,盗窃
1127,stören::V,مزاحم شدن,干扰
1128,belästigen::V,زحمت دادن,打搅
1129,verbergen::V,پنهان کردن,隐藏
1130,täuschen::V,گول زدن,欺骗
1131,täuschen::V,فریب دادن,欺骗
1132,betrügen::V,گول زدن,欺骗
1133,betrügen::V,فریب دادن,欺骗
1134,töten::V,کشتن,杀
1135,wohnen::V,منزل داشتن,居住
1136,wohnen::V,سکونت داشتن,居住
1137,arbeiten::V,کار کردن,工作
1138,sammeln::V,جمع کردن,收集
1139,pflücken::V,چیدن,采
1140,jagen::V,شکار کردن,打猎
1141,fischen::V,صید کردن,捕鱼
1142,fischen::V,ماهی‌گیری کردن,捕鱼
1143,fassen::V,گرفتن,捉住
1144,hüten::V,چراندن,守护
1145,hüten::V,مراقبت کردن,守护
1146,treiben::V,راندن,漂
1147,anbinden::V,متصل کردن,拴
1148,füttern::V,غذا دادن,喂
1149,melken::V,دوشیدن,挤奶
1150,hacken::V,خرد کردن,剁细
1151,gießen::V,ریختن,浇
1152,reifen::V,رسیدن,成熟
1153,zubereiten::V,طبخ کردن,
1154,zubereiten::V,آماده کردن,
1155,kochen::V,پختن,煮
1156,kochen::V,آشپزی کردن,煮
1157,backen::V,پختن,烤
1158,braten::V,سرخ کردن,煎
1159,umrühren::V,هم زدن,搅拌
1160,stricken::V,بافتن,织
1161,nähen::V,دوختن,缝
1162,färben::V,رنگ زدن,染色
1163,reinigen::V,پاک کردن,清洁
1164,reinigen::V,تمیز کردن,清洁
1165,waschen::V,شستن,洗
1166,abwischen::V,زدودن,擦掉
1167,spülen::V,شستن,清洗
1168,fegen::V,جارو کردن,扫
1169,kehren::V,جارو کردن,打扫
1170,baden::V,شنا کردن,给...洗澡
1171,baden::V,حمام کردن,给...洗澡
1172,sich waschen::V,شستشو کردن,洗澡
1173,ausziehen::V,درآوردن,脱
1174,anziehen::V,پوشیدن,穿
1175,sich anziehen::V,لباس پوشیدن,穿衣
1176,kämmen::V,شانه زدن,梳
1177,schmücken::V,زینت دادن,装饰
1178,sagen::V,گفتن,说
1179,sprechen::V,حرف زدن,说
1180,sprechen::V,صحبت کردن,说
1181,reden::V,حرف زدن,讲
1182,reden::V,صحبت کردن,讲
1183,sich unterhalten::V,گپ زدن,聊天
1184,fragen::V,پرسیدن,问
1185,fragen::V,سؤال کردن,问
1186,bitten::V,خواهش کردن,请
1187,bitten::V,درخواست کردن,请
1188,erzählen::V,نقل کردن,叙述
1189,erzählen::V,حکایت کردن,叙述
1190,mitteilen::V,خبر دادن,通知
1191,nennen::V,نامیدن,叫做
1192,rufen::V,صدا کردن,叫
1193,prahlen::V,پز آمدن,吹牛
1194,übersetzen::V,ترجمه کردن,翻译
1195,denken::V,فکر کردن,想
1196,glauben::V,باور کردن,以为
1197,glauben::V,عقیده داشتن,以为
1198,bemerken::V,متوجه شدن,发觉
1199,erkennen::V,شناختن,识别
1200,erkennen::V,تشخیص دادن,识别
1201,begreifen::V,فهمیدن,理解
1202,begreifen::V,درک کردن,理解
1203,verstehen::V,فهمیدن,明白
1204,lernen::V,آموختن,学
1205,lernen::V,یاد گرفتن,学
1206,wissen::V,دانستن,知道
1207,sich erinnern an::V,به یاد آوردن,回忆
1208,vergessen::V,فراموش کردن,忘记
1209,messen::V,اندازه گرفتن,测量
1210,zählen::V,شمردن,数
1211,rechnen::V,حساب کردن,计算
1212,lesen::V,خواندن,读
1213,malen::V,نقاشی کردن,画
1214,zeichnen::V,کشیدن,绘制
1215,zeichnen::V,رسم کردن,绘制
1216,schreiben::V,نوشتن,写
1217,besitzen::V,داشتن,占有
1218,kaufen::V,خریدن,买
1219,kaufen::V,خرید کردن,买
1220,verkaufen::V,فروختن,卖
1221,bezahlen::V,پرداختن,付钱
1222,zahlen::V,پرداخت کردن,支付
1223,beherrschen::V,مسلط بودن,统治
1224,ertragen::V,تحمل کردن,忍耐
