,Concept_ID,ja,ady
713,das::PRN,それ,а
714,das::PRN,それ,мо
715,alles::PRN,全部,зэкӏэ́
716,ich::PRN,私,сэ
717,du::PRN,あなた,о
718,er::PRN,彼,ар
719,wir::PRN,私達,тэ
720,ihr::PRN,あなた達,шъо
721,sie::PRN,彼ら,ахэр
722,was::FPRN,何,сыд
723,wer::FPRN,誰,хэт
724,wer::FPRN,どなた,хэт
725,wo::FADV,どこ,тыдэ́
726,wo::FADV,どこに,тыдэ́
727,wohin::FADV,どこへ,тыдэ́
728,wie::FADV,どう,сыдэущтэ́у
729,warum::FADV,何故,сыд пае́
730,warum::FADV,どうして,сыд пае́
731,wieviel::FNUM,どのくらい,тхьапш
732,wieviel::FNUM,どのくらい,сыд фэди́з
733,eins::NUM,一,зы
734,zwei::NUM,二,тӏу
735,zwei::NUM,二つ,тӏу
736,drei::NUM,三,щы
737,drei::NUM,三つ,щы
738,vier::NUM,四,плӏы
739,vier::NUM,四つ,плӏы
740,fünf::NUM,五,тфы
741,fünf::NUM,五つ,тфы
742,sechs::NUM,六,хы
743,sechs::NUM,六つ,хы
744,sieben::NUM,七,блы
745,sieben::NUM,七つ,блы
746,acht::NUM,八,и
747,acht::NUM,八つ,и
748,neun::NUM,九,бгъу
749,neun::NUM,九つ,бгъу
750,zehn::NUM,十,пшӏы
751,elf::NUM,十一,пшӏыкӏузы́
752,zwölf::NUM,十二,пшӏыкӏутӏу
753,zwanzig::NUM,二十,тӏокӏы́
754,dreißig::NUM,三十,щэкӏы
755,vierzig::NUM,四十,тӏокӏи́тӏу
756,fünfzig::NUM,五十,шъэны́ыкъу
757,sechzig::NUM,六十,тӏокӏи́щ
758,siebzig::NUM,七十,тӏокӏищырэ́ пшӏырэ́
759,achtzig::NUM,八十,тӏокӏи́пӏ
760,neunzig::NUM,九十,тӏокӏиилӏырэ́ пшӏырэ́
761,hundert::NUM,百,шъэ
762,tausend::NUM,千,мин
763,und::CNJ,-と,ыкӏи
764,und::CNJ,そして,ыкӏи
765,oder::CNJ,或いは,е
766,stehen::V,立っている,ущытын
767,stehen::V,立っている,умыхъыен
768,sitzen::V,座っている,уисын
769,sitzen::V,座っている,утесын
770,liegen::V,横になっている,телъы́н
771,hängen::V,掛かっている,къыщылэлын
772,hängen::V,掛かっている,къыщылэлын щыгъын быхъур
773,werden::V,なる,хъун
774,passieren::V,起こる,къэхъун
775,beginnen::V,始まる,къежьэн
776,beginnen::V,始まる,къыублэн
777,enden::V,終わる,ухы́н
778,wechseln::V,変わる,зэхъожьы́н
779,aufgehen[Sonne]::V,出る,къыкъокӏы́н
780,untergehen[Sonne]::V,沈む,къохьан
781,scheinen[Sonne]::V,輝く,къепсыи
782,donnern::V,雷が鳴る,гъогъон
783,wehen::V,吹く,епщэ́н
784,strömen::V,流れる,чъэн
785,fließen::V,流れる,чъэн
786,sich drehen::V,回転する,зыгъэчэрэгъу́н
787,schwanken::V,揺れる,хъые́н
788,schwingen::V,振動する,зыгъэхъые́н
789,fallen::V,落ちる,къефэхы́н
790,brennen::V,燃える,стын
791,rauchen::V,煙を出す,ӏугъо къикӏын
792,regnen::V,雨が降る,къещхы́н
793,gefrieren::V,凍る,дыкъын
794,tauen::V,溶ける,жъун
795,schmelzen::V,溶ける,ткӏун
796,trocknen::V,乾く,гъушъы́н
797,trocknen::V,乾く,чъэпхъу́н
798,sieden::V,沸く,жъон
799,faulen::V,腐る,шъун
800,verfaulen::V,朽ちる,шъун
801,reißen::V,切れる,зэӏэтхъы́н
802,versinken::V,沈む,чӏихьан
803,vergehen::V,経つ,блэкӏы́н
804,erscheinen::V,現れる,къэлъэгъон
805,verschwinden::V,消える,кӏодыжьы́н
806,sinken::V,下がる,
807,abnehmen::V,減る,къыкӏичын
808,zunehmen::V,増える,хэхъо́н
809,steigen::V,上がる,къежьэн
810,wachsen::V,伸びる,хэхъо́н
811,wachsen::V,伸びる,къэкӏы́н
812,glänzen::V,輝く,цӏыу́н
813,funkeln::V,ぴかぴか光る,жъыу́н
814,lärmen::V,騒ぐ,бырсыры́н
815,läuten::V,鳴る,теон
816,klingeln::V,鳴る,теон
817,klirren::V,がらんがらんと鳴る,
818,brausen::V,逆巻く,шъуин
819,rauschen::V,戦ぐ,макъэ гъэӏун
820,klingen::V,鳴る,къыхэӏукӏын
821,bellen::V,吠える,хьакъу́н
822,heulen::V,きゃんきゃん鳴く,быун
823,blasen::V,吹く,епщэ́н
824,pfeifen::V,口笛を吹く,шъуин
825,schreien::V,叫ぶ,куо́н
826,schreien::V,叫ぶ,кӏыи́н
827,stöhnen::V,うめく,щэӏун
828,zittern::V,震える,кӏэзэзын
829,leben::V,生きている,псэу́н
830,geboren werden::V,生まれる,къэхъун
831,atmen::V,呼吸する,жьы къэщэ́н
832,trinken::V,飲む,ешъо́н
833,essen::V,食べる,шхын
834,schlucken::V,飲み込む,бдырыин
835,müde werden::V,眠くなる,пшъын
836,einschlafen::V,寝付く,хэчъыен
837,schlafen::V,眠る,чъые́н
838,aufwachen::V,目が覚める,къэущы́н
839,aufstehen::V,起きる,уцу́н
840,sich erholen::V,休養する,зыгъэпсэфын
841,krank werden::V,病気になる,сымаджэ́ хъун
842,krank sein::V,病気である,сымэджэ́н
843,schmerzen::V,痛む,сымэджэ́н
844,husten::V,咳をする,пскэ́н
845,genesen::V,元気になる,хъужьын
846,sterben::V,死ぬ,лӏэн
847,sterben::V,亡くなる,лӏэн
848,umkommen::V,死亡する,хэкӏодэн
849,sich bewegen::V,移動する,хъые́н
850,sich rühren::V,動く,хъые́н
851,sich erheben::V,立ち上がる,къэтэджын
852,sich setzen::V,座る,тӏысы́н
853,hinfallen::V,転ぶ,ебэджы́н
854,laufen::V,歩く,кӏон
855,schreiten::V,跨ぐ,кӏон
856,spazierengehen::V,散歩する,къэкӏухьэн
857,eilen::V,急ぐ,гузэжъон
858,sich beeilen::V,焦る,гуӏэ́н
859,sausen::V,疾駆する,псынкӏэ́у чъэн
860,rennen::V,走る,чъэн
861,springen::V,跳ぶ,пкӏэн
862,klettern::V,よじ登る,дэцохъоен
863,schaukeln::V,ぶらんこに乗る,уешӏэн
864,kriechen::V,這う,цохъо́н
865,schwimmen::V,泳ぐ,есы́н
866,tauchen::V,潜る,зычӏэгъэо́н
867,rudern::V,漕ぐ,къошъо бэщкӏэ фын
868,fahren::V,行く,кӏон
869,fahren::V,乗車する,кӏон
870,fliegen::V,飛ぶ,быбы́н
871,gehen::V,行く,кӏон
872,weggehen::V,立ち去る,ӏукӏын
873,abfahren::V,出発する,ежьэн
874,anhalten::V,止まる,къэуцу́н
875,hineingehen::V,入る,ихьан
876,eintreten::V,中に入る,чӏэхьан
877,kommen::V,来る,къэкӏо́н
878,ankommen::V,着く,къэсы́н
879,ankommen::V,到着する,къэсы́н
880,zurückkommen::V,帰る,гъэзэжьын
881,bleiben::V,留まる,къэнэ́н
882,warten::V,待つ,пэплъэ́н
883,erwarten::V,期待する,ежэн
884,suchen::V,探る,лъыхъу́н
885,finden::V,見つける,къэгъоты́н
886,finden::V,見つける,къыхэгъэщы́н
887,versuchen::V,試す,пылъы́н
888,vorbereiten::V,準備する,гъэхьазыры́н
889,lieben::V,愛する,шӏу плъэгъу́н
890,mögen::V,好きである,шӏу плъэгъу́н
891,lachen::V,笑う,щхын
892,rühren::V,感情を動かす,гур гъэузын
893,weinen::V,泣く,гъын
894,schimpfen::V,叱る,хъонэн
895,sich ärgern::V,怒る,губжы́н
896,sich ärgern::V,腹を立てる,губжы́н
897,sich fürchten::V,怖がる,щынэ́н
898,fürchten::V,恐れる,щынэ́н
899,fliehen::V,逃げる,
900,flüchten::V,逃亡する,
901,sehen::V,見る,льэгъу́н
902,anschauen::V,眺める,плъэн
903,anschauen::V,眺める,еплъы́н
904,ansehen::V,見る,плъэн
905,hören::V,聞く,зэхэхын
906,zuhören::V,聴く,дэӏо́н
907,probieren::V,食べてみる,хэӏэн
908,riechen::V,気取る,пэмэ́н
909,fühlen::V,感じる,зэхэпшӏэн
910,scheinen::V,ように見える,уащыхъу́н
911,scheinen::V,ように見える,уашӏошӏы́н
912,zu sehen sein::V,見える,зэрэлъэгъу́н
913,vernehmen::V,承る,зэхэхын
914,frieren::V,寒気がする,дыкъын
915,frieren::V,寒気がする,пӏыкӏэн
916,frieren::V,寒気がする,чъыӏэ́ лӏэн
917,tun::V,する,шӏын
918,können::V,出来る,лъэкӏы́н
919,wollen::V,-たい,фэе́н
920,anfangen::V,始める,ублэн
921,beenden::V,終える,ухы́н
922,aufhören::V,止める,щыгъэтын
923,gelingen::V,成功する,хъун
924,geraten::V,当たる,
925,öffnen::V,開く,ӏухы́н
926,öffnen::V,開ける,ӏухы́н
927,schließen::V,閉める,игъэсэн
928,stellen::V,置く,бгъэуцун
929,stellen::V,据える,бгъэуцун
930,setzen::V,座らせる,гъэтӏысы́н
931,legen::V,置く,хэлъхьа́н
932,berühren::V,触る,эӏэн
933,berühren::V,触る,нэсын
934,berühren::V,触れる,эӏэн
935,berühren::V,触れる,нэсын
936,verbinden::V,結びつける,зэхэпхэ́н
937,verbinden::V,結びつける,пхын
938,bedecken::V,覆う,техъо́н
939,aufhängen::V,掛ける,пылъэ́н
940,anzünden::V,燃やす,хэгъэнэ́н
941,anzünden::V,火をつける,хэгъэнэ́н
942,aufheben::V,拾う,
943,zurücklassen::V,残す,къэгъэнэ́н
944,verlieren::V,無くす,чӏэ́нэн
945,verlieren::V,無くす,шӏокӏоды́н
946,fallen lassen::V,落とす,чӏэунэн
947,fallen lassen::V,落とす,пӏэпызын
948,machen::V,作る,шӏын
949,herstellen::V,製造する,шӏы́н
950,bauen::V,建設する,шӏы́н
951,reparieren::V,直す,дыжьы́н
952,reparieren::V,修理する,дыжьы́н
953,verbessern::V,改良する,нахьышӏу пшӏын
954,verbessern::V,改良する,нахь дэгъу пшӏын
955,ändern::V,変える,зэблэхъу́н
956,graben::V,掘る,тӏын
957,beugen::V,折る,
958,biegen::V,曲げる,уфэн
959,drehen::V,回す,гъэчэрегъу́
960,wenden::V,裏返す,пӏонтӏэн
961,wenden::V,裏返す,бгъэзэн
962,wenden::V,裏返す,уӏубын
963,umdrehen::V,裏返す,
964,heben::V,挙げる,ӏэты́н
965,hochheben::V,持ち上げる,ӏэты́н
966,ergreifen::V,取り上げる,къэубыты́н
967,halten::V,持つ,ӏыгъы́н
968,drücken::V,押す,тэӏункӏэн
969,schieben::V,ずらす,уеӏункӏын
970,schieben::V,ずらす,уетӏыргун
971,kratzen::V,引っ掻く,цӏэнтхъун
972,lecken::V,なめる,бзэи́н
973,beißen::V,噛む,ецэкъэ́н
974,abreißen::V,剝ぎ取る,къичын
975,abreißen::V,剝ぎ取る,пытхъын
976,abschneiden::V,切り取る,пыупкӏын
977,abschneiden::V,切り取る,гобзыкӏын
978,binden::V,縛る,епхын
979,stecken::V,差し込む,хэсэн
980,brechen::V,破る,зэпыпкӏын
981,klopfen::V,とんとん叩く,теон
982,hauen::V,叩く,теон
983,kleben::V,貼る,щхэн
984,kleben::V,くっ付ける,щхэн
985,reiben::V,擦る,пӏотын
986,streichen::V,塗る,щыфэн
987,schleifen::V,研ぐ,гъэчаны́н
988,schleifen::V,研ぐ,кӏэлыкӏы́н
989,schneiden::V,切る,бзын
990,rütteln::V,揺さぶる,гъэсысын
991,schütteln::V,振る,гъэсысын
992,schütteln::V,揺さぶる,гъэсысын
993,schwenken::V,振る,ӏэ шӏын
994,schütten::V,注ぐ,икӏэ́н
995,füllen::V,いっぱいにする,из шӏын
996,einwickeln::V,包む,кӏоцӏыщыхьа́н
997,tragen::V,運ぶ,хьын
998,schleppen::V,引きずる,пхьын
999,schleppen::V,引きずる,плъэшъун
1000,ziehen::V,引く,пкъудыин
1001,ziehen::V,引く,пщэн
1002,ziehen::V,引く,плъэшъун
1003,aufbewahren::V,預かる,пӏыгъын
1004,aufbewahren::V,預かる,уухъумэн
1005,werfen::V,投げる,дзын
1006,fangen::V,受ける,къэубыты́н
1007,packen::V,掴む,къэубыты́н
1008,verstecken::V,隠す,бгъэбылъын
1009,teilen::V,分ける,гощы́н
1010,schicken::V,送る,гъахьы́н
1011,bringen::V,持って行く,къэхьы́н
1012,hinzufügen::V,加える,хэгъэхъо́н
1013,bekommen::V,得る,
1014,erhalten::V,受ける,
1015,nehmen::V,取る,къытехы́н
1016,wählen::V,選ぶ,къыхэхы́н
1017,auswählen::V,選ぶ,къыхэхы́н
1018,bewahren::V,保存する,къэухъумэн
1019,behindern::V,妨害する,пэрыохъу хъун
1020,verderben::V,台無しにする,къутэн
1021,beschädigen::V,損傷する,къутэн
1022,zerbrechen::V,割る,къутэн
1023,zerreißen::V,引き裂く,зэӏэтхъы́н
1024,zerstören::V,破壊する,къутэ́н
1025,verbrennen::V,焼く,гъэсты́н
1026,geben::V,上げる,еты́н
1027,reichen::V,渡す,еты́н
1028,schenken::V,贈る,еты́н
1029,versprechen::V,約束する,гъэгугъэ́н
1030,wünschen::V,望む,шӏоигъо́н
1031,loben::V,褒める,щытхъун
1032,küssen::V,キスする,ебэу́н
1033,wiegen::V,揺する,гъэхъыен
1034,zudecken::V,覆う,техъо́н
1035,wecken::V,起こす,къэгъэущы́н
1036,zeigen::V,見せる,гъэлъэгъо́н
1037,führen::V,案内する,щэн
1038,lehren::V,教える,егъэджэ́н
1039,lehren::V,教える,егъэшӏэн
1040,unterrichten::V,通知する,егъэджэ́н
1041,aufziehen::V,育てる,пӏун
1042,leiten::V,導く,гъэзекӏон
1043,antreiben::V,励ます,къепфылӏэн
1044,lassen::V,～させる,еты́н
1045,einladen::V,誘う,къегъэблэгъэн
1046,einladen::V,招待する,къегъэблэгъэн
1047,vereinigen::V,一つにする,зэгогъэхьан
1048,besuchen::V,訪ねる,щыӏэ́н
1049,treffen::V,出会う,ӏукӏэ́н
1050,treffen::V,出会う,пэгъокӏы́н
1051,sich versammeln::V,集まる,зэхэхьан
1052,spielen::V,遊ぶ,джэгу́н
1053,singen::V,歌う,орэ́д къэӏо́н
1054,tanzen::V,踊る,къэшъо́н
1055,sich trennen::V,別れる,зэгокӏыжьы́ных
1056,verlassen::V,別れる,бгынэн
1057,verlassen::V,別れる,хэкӏыжьын
1058,retten::V,救う,къыхэпхыжьын
1059,retten::V,救う,къэбгъэнэжьын
1060,retten::V,助ける,къыхэпхыжьын
1061,retten::V,助ける,къэбгъэнэжьын
1062,bewachen::V,見張る,къэгъэгъунэн
1063,bewachen::V,軽微する,къэгъэгъунэн
1064,schützen::V,保護する,ухъумэ́н
1065,verteidigen::V,守る,къэухъумэн
1066,sich schlagen::V,殴る,эзэон
1067,schießen::V,撃つ,он
1068,siegen::V,勝つ,текӏо́н
1069,ärgern::V,怒らせる,бгъэгубжын
1070,schlagen::V,殴る,ео́н
1071,treten::V,蹴る,
1072,stechen::V,突く,хэӏун
1073,stoßen::V,突く,тӏыро́н
1074,stoßen::V,突く,уеӏункӏын
1075,stehlen::V,盗る,тыгъу́н
1076,stören::V,構う,бгъэгумэкӏын
1077,belästigen::V,邪魔する,бгъэгумэкӏын
1078,verbergen::V,隠す,ушъэфын
1079,täuschen::V,だます,гъэпцӏэ́н
1080,betrügen::V,だます,гъэпцӏэ́н
1081,töten::V,殺す,уикӏын
1082,wohnen::V,住む,дэсын
1083,arbeiten::V,働く,лэжьэ́н
1084,sammeln::V,集める,угъои́н
1085,sammeln::V,収集する,угъои́н
1086,pflücken::V,摘む,къыпычы́н
1087,jagen::V,狩りをする,шэкӏон
1088,jagen::V,狩りをする,ешэкӏон
1089,fischen::V,釣る,пцэжъые уешэн
1090,fassen::V,捕る,къэубыты́н
1091,hüten::V,放牧する,хэхъо́н
1092,treiben::V,追う,пфын
1093,anbinden::V,繋ぐ,епхын
1094,füttern::V,餌をやる,гъэшхэ́н
1095,melken::V,搾乳する,щын
1096,hacken::V,刻む,упкӏэтэн
1097,gießen::V,水をやる,тепкӏэн
1098,reifen::V,熟す,игъо хъун
1099,zubereiten::V,調理する,бгъэхьазырын
1100,kochen::V,煮る,шӏы́н
1101,backen::V,焼く,гъэжъэ́н
1102,braten::V,焼く,гъэжъэ́н
1103,braten::V,炒める,гъэжъэ́н
1104,umrühren::V,混ぜる,зэхэгъэкӏухьан
1105,stricken::V,編む,хъын
1106,nähen::V,縫う,дэн
1107,färben::V,染める,бгъэлэн
1108,reinigen::V,掃除する,укъэбзы́н
1109,waschen::V,洗う,бгыкӏын
1110,waschen::V,洗濯する,бгыкӏын
1111,abwischen::V,拭く,лъэкӏы́н
1112,spülen::V,洗う,дэгъэчъыхьан
1113,spülen::V,すすぐ,дэгъэчъыхьан
1114,fegen::V,掃除する,пхъэнкӏы́н
1115,kehren::V,掃く,пхъэнкӏы́н
1116,baden::V,入浴する,зыгъэпскӏын
1117,sich waschen::V,洗う,зытхьакӏы́н
1118,ausziehen::V,脱ぐ,къытехы́н
1119,anziehen::V,着る,щылъэ́н
1120,sich anziehen::V,着る,зыфэпэн
1121,kämmen::V,梳く,жьын
1122,schmücken::V,飾る,гъэдэхэ́н
1123,sagen::V,言う,къэӏон
1124,sprechen::V,話す,псэлъэ́н
1125,reden::V,話す,гущыӏэ́н
1126,sich unterhalten::V,話をする,зэдэгущыӏэн
1127,fragen::V,聞く,упчӏэ́н
1128,bitten::V,頼む,лъэӏо́н
1129,bitten::V,お願いする,лъэӏо́н
1130,erzählen::V,物語る,къэпӏотэ́н
1131,mitteilen::V,伝える,макъэ егъэӏун
1132,nennen::V,名づける,цӏэ фэусы́н
1133,rufen::V,呼ぶ,джэн
1134,prahlen::V,自慢する,узыщытхъужьы́н
1135,übersetzen::V,訳す,бгъэкӏотэн
1136,denken::V,考える,егупшысэ́н
1137,glauben::V,信じる,уивыхъэ́ телъы́н
1138,bemerken::V,気が付く,гу лъыптэ́н
1139,erkennen::V,認識する,зэхэпхын
1140,erkennen::V,認識する,зэбгъэшӏэн
1141,begreifen::V,分かる,гурыӏо́н
1142,verstehen::V,聞き取る,зэхэхын
1143,lernen::V,学ぶ,еджэ́н
1144,lernen::V,勉強する,еджэ́н
1145,wissen::V,知っている,шӏэн
1146,sich erinnern an::V,思い出す,къэшӏэжьын
1147,vergessen::V,忘れる,пщыгъупшэжьы́н
1148,messen::V,計る,шын
1149,messen::V,測定する,шын
1150,zählen::V,数える,плъытэ́н
1151,rechnen::V,計算する,плъытэ́н
1152,rechnen::V,計算する,угугъэ́н
1153,lesen::V,読む,еджэ́н
1154,malen::V,描く,шӏын
1155,zeichnen::V,写生する,шӏын
1156,schreiben::V,書く,тхын
1157,besitzen::V,所持する,иӏэн
1158,kaufen::V,買う,щэфы́н
1159,verkaufen::V,売る,щэн
1160,bezahlen::V,払う,птын
1161,bezahlen::V,払う,лъыптын
1162,bezahlen::V,払う,птыжьы́н
1163,zahlen::V,支払う,птын
1164,zahlen::V,支払う,лъыптын
1165,beherrschen::V,支配する,иунаеу иӏэн
1166,ertragen::V,耐える,щэчы́н
