,Concept_ID,ca,hy
778,hinab::ADV,cap avall,ներքեւ
779,oben::ADV,dalt,վերեւում
780,hinauf::ADV,cap amunt,վերեւ
781,überall::ADV,pertot,ամենուր
782,überall::ADV,per tot arreu,ամենուր
783,nicht::ADV,no,չէ
784,ein wenig::ADV,una mica,մի քիչ
785,kaum::ADV,a penes,հազիվ
786,sehr::ADV,molt,շատ
787,so::ADV,així,այդպես
788,noch::ADV,encara,դեռ
789,nur::ADV,només,միայն
790,schon::ADV,ja,արդեն
791,wieder::ADV,de nou,նորից
792,wieder::ADV,de nou,դարձյալ
793,vergebens::ADV,en va,իզուր
794,vor::PRP,davānt,դիմացը
795,vor::PRP,enfront de,դիմացը
796,hinter::PRP,darrera,ետեւը
797,unter::PRP,sota,տակ
798,durch::PRP,per,միջով
799,neben::PRP,al costāt de,քովը
800,zwischen::PRP,entre,միջեւ
801,wegen::PRP,a causa de,պատճառով
802,wegen::PRP,a causa de,շնորհից
803,dies::PRN,aquest,սա
804,dies::PRN,aquest,այս
805,das::PRN,això,դա
806,das::PRN,això,այդ
807,alles::PRN,tot,ամեն ինչ
808,ich::PRN,jo,ես
809,du::PRN,tu,դու
810,er::PRN,ell,նա
811,wir::PRN,nosaltres,մենք
812,ihr::PRN,vosaltres,դուք
813,sie::PRN,ells,նրանք
814,sie::PRN,elles,նրանք
815,was::FPRN,què,ինչ
816,wer::FPRN,qui,ով
817,wo::FADV,on,ուր
818,wo::FADV,on,որտեղ
819,wohin::FADV,cap a on,դեպի ուր
820,wie::FADV,com,ինչպես
821,warum::FADV,per què,ինչու
822,wieviel::FNUM,quant,որչափ
823,eins::NUM,u,մեկ
824,zwei::NUM,dos,երկու
825,drei::NUM,tres,երեք
826,vier::NUM,quatre,չորս
827,fünf::NUM,cinc,հինգ
828,sechs::NUM,sis,վեց
829,sieben::NUM,set,յոթ
830,acht::NUM,vuit,ութ
831,neun::NUM,nou,ինը
832,zehn::NUM,deu,տասը
833,elf::NUM,onze,տասնմեկ
834,zwölf::NUM,dotze,տասներկու
835,zwanzig::NUM,vint,քսան
836,dreißig::NUM,trenta,երեսուն
837,vierzig::NUM,quaranta,քառասուն
838,fünfzig::NUM,cinquanta,հիսուն
839,sechzig::NUM,seixanta,վաթսուն
840,siebzig::NUM,setanta,յոթանասուն
841,achtzig::NUM,vuitanta,ութսուն
842,neunzig::NUM,noranta,իննսուն
843,hundert::NUM,cent,հարյուր
844,tausend::NUM,mil,հազար
845,und::CNJ,i,ու
846,oder::CNJ,o,կամ
847,stehen::V,estar de peu,կանգնել
848,sitzen::V,seure,նստել
849,liegen::V,jeure,ստել
850,hängen::V,penjar,կախվել
851,werden::V,fer-se,դառնալ
852,werden::V,posar-se,դառնալ
853,passieren::V,succeir,պատահել
854,beginnen::V,iniciar-se,սկսվել
855,enden::V,acabar-se,վերջանալ
856,enden::V,terminar-se,վերջանալ
857,wechseln::V,canviar,փոխվել
858,aufgehen[Sonne]::V,sortir,բարձրանալ
859,aufgehen[Sonne]::V,sortir,ելնել 
860,untergehen[Sonne]::V,posar-se,մտնել
861,scheinen[Sonne]::V,brillar,շողալ
862,scheinen[Sonne]::V,brillar,փայլել
863,donnern::V,tronar,որոտալ
864,wehen::V,bufar,փչել
865,strömen::V,afluir,հոսել
866,fließen::V,fluir,հոսել
867,sich drehen::V,girar,պտտվել
868,schwanken::V,vacil·lar,տատանվել
869,schwingen::V,oscil·lar,ճոճվել
870,fallen::V,caure,ընկնել
871,fallen::V,tombar,ընկնել
872,brennen::V,cremar,այրվել
873,rauchen::V,fumejar,ծխել
874,regnen::V,ploure,անձրեւ գալ
875,gefrieren::V,gelar-se,սառչել
876,tauen::V,fondre's,լկիլ
877,schmelzen::V,fondre's,հալիլ
878,trocknen::V,assecar-se,չորանալ
879,sieden::V,bullir,եռալ
880,faulen::V,podrir-se,փտել
881,verfaulen::V,podrir-se,նեխել
882,reißen::V,trencar-se,պատռվել
883,reißen::V,trencar-se,ճղվել
884,versinken::V,enfonsar-se,սուզվել
885,vergehen::V,passar,անցնել 
886,erscheinen::V,aparèixer,հայտնվել
887,erscheinen::V,aparèixer,երեւալ
888,verschwinden::V,desaparèixer,անհետանալ
889,sinken::V,baixar,ընկնել
890,sinken::V,descendir,ընկնել
891,abnehmen::V,decréixer,փոքրանալ
892,zunehmen::V,augmentar,մեծանալ
893,steigen::V,pujar,բարձրանալ
894,wachsen::V,créixer,աճել
895,glänzen::V,brillar,նշուլել
896,glänzen::V,brillar,փայլիլ
897,glänzen::V,resplendir,նշուլել
898,glänzen::V,resplendir,փայլիլ
899,funkeln::V,espurnejar,փայլատակել
900,lärmen::V,fer soroll,աղմուկ հանել
901,läuten::V,sonar,զնգալ
902,klingeln::V,trucar,զնգալ
903,klirren::V,dringar,զնգզնգալ
904,brausen::V,rugir,մոլեգնել
905,rauschen::V,murmurar,սոսափել
906,klingen::V,sonar,հնչել
907,bellen::V,lladrar,հաչել
908,heulen::V,udolar,ոռնալ 
909,blasen::V,bufar,փչել 
910,pfeifen::V,xiular,սուլել
911,schreien::V,cridar,գոռալ 
912,stöhnen::V,gemegar,տնքալ
913,zittern::V,tremolar,դողալ
914,leben::V,vīure,ապրել
915,geboren werden::V,néixer,ծնվել
916,atmen::V,respirar,շնչել
917,trinken::V,beure,խմել
918,essen::V,menjar,ուտել
919,schlucken::V,empassar-se,կլանել
920,schlucken::V,empassar-se,կուլ տալ
921,müde werden::V,cansar-se,հոգնել
922,einschlafen::V,adormir-se,քուն մտնել
923,schlafen::V,dormir,քնել
924,aufwachen::V,despertar-se,արթննալ
925,aufstehen::V,llevar-se,ելլել
926,sich erholen::V,descansar,հանգստանալ
927,krank werden::V,posar-se malalt,հիւանդանալ
928,krank sein::V,estar malalt,հիվանդ լինել
929,schmerzen::V,doldre,ցավել
930,husten::V,tossir,հազալ
931,genesen::V,recuperar-se,ապաքինվել
932,sterben::V,morir,մեռնել
933,sterben::V,morir,վախճանվել
934,umkommen::V,perir,կործանվել
935,sich bewegen::V,moure's,ընթանալ
936,sich rühren::V,moure's,շարժվել
937,sich erheben::V,aixecar-se,կանգնել
938,sich erheben::V,aixecar-se,վեր կենալ
939,sich setzen::V,asseure's,նստել
940,hinfallen::V,caure's,ընկնել
941,laufen::V,caminar,քայլել
942,schreiten::V,procedir,ճեմել
943,spazierengehen::V,passejar,շրջագայել
944,eilen::V,anar corrent,շտապել
945,sich beeilen::V,afanyar-se,շտապել 
946,sausen::V,córrer,սլանալ
947,rennen::V,córrer,վազել
948,springen::V,saltar,ցատկել
949,klettern::V,escalar,մագլցել
950,schaukeln::V,gronxar-se,ճոճվել
951,schaukeln::V,gronxar-se,օրորվել
952,schaukeln::V,balancejar-se,ճոճվել
953,schaukeln::V,balancejar-se,օրորվել
954,kriechen::V,reptar,սողալ
955,kriechen::V,arrossegar-se,սողալ
956,schwimmen::V,nadar,լողալ
957,tauchen::V,bussejar,սուզվել
958,tauchen::V,submergir-se,սուզվել
959,rudern::V,remar,թիավարել
960,fahren::V,anar,ընթանալ
961,fliegen::V,volar,թռչել
962,gehen::V,caminar,գնալ
963,weggehen::V,anar-se'n,հեռանալ
964,abfahren::V,partir,ճանապարհվել
965,anhalten::V,aturar-se,կանգնել
966,hineingehen::V,entrar,մտնել
967,eintreten::V,entrar,մտնել
968,kommen::V,venir,գալ
969,ankommen::V,arribar,ժամանել
970,zurückkommen::V,tornar,վերադառնալ
971,bleiben::V,quedar-se,մնալ
972,warten::V,esperar,սպասել
973,erwarten::V,esperar,սպասել
974,suchen::V,buscar,որոնել
975,finden::V,trobar,գտնել
976,versuchen::V,intentar,փորձել
977,vorbereiten::V,preparar,պատրաստել
978,lieben::V,estimar,սիրել
979,mögen::V,agradar a,հավանել
980,mögen::V,agradar a,սիրել
981,lachen::V,riure,ծիծաղել
982,rühren::V,commoure,հուզել
983,rühren::V,emocionar,հուզել
984,weinen::V,plorar,լալ
985,schimpfen::V,renyar,տրտնջալ
986,schimpfen::V,renyar,քրթմնջել
987,sich ärgern::V,enfadar-se,զայրանալ
988,sich fürchten::V,tenir por,վախնալ
989,fürchten::V,témer,վախենալ
990,fliehen::V,fugir,փախչել
991,flüchten::V,refugiar-se,փախչել
992,sehen::V,veure,տեսնել
993,anschauen::V,mirar,դիտել
994,ansehen::V,mirar,նայել
995,hören::V,oir,լսել
996,zuhören::V,escoltar,ունկնդրել
997,probieren::V,provar,համը տեսել
998,riechen::V,olorar,հոտ առնել
999,fühlen::V,sentīr,զգալ
1000,scheinen::V,semblar,երեւալ
1001,zu sehen sein::V,poder-se veure,երեւալ
1002,vernehmen::V,percebre,իմանալ 
1003,frieren::V,tenir fred,մրսել
1004,tun::V,fer,անել
1005,können::V,poder,կարողանալ
1006,wollen::V,voler,ուզել
1007,wollen::V,voler,ցանկանալ
1008,anfangen::V,iniciar,սկսել
1009,beenden::V,acabar,վերջացնել
1010,aufhören::V,deixar,դադարել
1011,gelingen::V,sortir bé,հաջողվել
1012,gelingen::V,sortir bé,գլուխ գալ
1013,geraten::V,sortir,ստացվել
1014,öffnen::V,obrir,բաց անել
1015,schließen::V,tancar,փակել 
1016,stellen::V,posar,դնել
1017,stellen::V,col·locar,դնել
1018,setzen::V,assentar,նստեցնել
1019,legen::V,posar,դնել
1020,berühren::V,tocar,դիպչել
1021,berühren::V,tocar,շոշափել
1022,verbinden::V,unir,շաղկապել
1023,verbinden::V,connectar,շաղկապել
1024,bedecken::V,tapar,ծածկել
1025,bedecken::V,cobrir,ծածկել
1026,aufhängen::V,penjar,կախել
1027,anzünden::V,encendre,վառել
1028,aufheben::V,aixecar,վերցնել
1029,zurücklassen::V,deixar,թողնել
1030,verlieren::V,pērdre,կորցնել
1031,fallen lassen::V,deixar caure,գցել
1032,machen::V,fer,անել
1033,herstellen::V,producir,արտադրել
1034,bauen::V,construir,կառուցել
1035,reparieren::V,reparar,նորոգել
1036,verbessern::V,millorar,բարելավել
1037,ändern::V,canviar,փոխել
1038,graben::V,cavar,փորել
1039,beugen::V,doblegar,ծռել
1040,biegen::V,corbar,թեքել
1041,biegen::V,arquejar,թեքել
1042,drehen::V,girar,ոլորել
1043,wenden::V,girar,պտտել
1044,umdrehen::V,voltar,շրջել
1045,heben::V,pujar,բարձրացնել
1046,heben::V,aixecar,բարձրացնել
1047,hochheben::V,aixecar,բարձրացնել
1048,ergreifen::V,agafar,վարակվել
1049,halten::V,mantenir,բռնել
1050,drücken::V,prémer,ճնշել
1051,drücken::V,estrènyer,ճնշել
1052,schieben::V,empènyer,հրել
1053,kratzen::V,raspar,քերել
1054,lecken::V,llepar,լիզել
1055,beißen::V,mossegar,կծել
1056,abreißen::V,arrencar,պոկել
1057,abschneiden::V,tallar,կտրել 
1058,binden::V,lligar,կապել
1059,stecken::V,ficar,խրել
1060,brechen::V,trencar,կոտրել 
1061,klopfen::V,trucar,թակել
1062,hauen::V,picar,ծեծել
1063,hauen::V,colpejar,ծեծել
1064,kleben::V,enganxar,կպցնել
1065,reiben::V,fregar,շփել
1066,streichen::V,untar,վրան քսել
1067,schleifen::V,afilar,սրել 
1068,schleifen::V,esmolar,սրել 
1069,schneiden::V,tallar,կտրել
1070,rütteln::V,sacsejar,ցնցել
1071,schütteln::V,agitar,թափահարել
1072,schütteln::V,sacsejar,թափահարել
1073,schwenken::V,agitar,ճոճել
1074,schütten::V,abocar,լցնել
1075,füllen::V,omplir,լիքը լցնել
1076,einwickeln::V,embolicar,փաթաթել
1077,tragen::V,dur,կրել
1078,tragen::V,dur,տանել
1079,tragen::V,portar,կրել
1080,tragen::V,portar,տանել
1081,schleppen::V,arrossegar,քաշել
1082,ziehen::V,tirar,ձգել
1083,ziehen::V,tirar,քաշել
1084,ziehen::V,estirar,ձգել
1085,ziehen::V,estirar,քաշել
1086,aufbewahren::V,conservar,պահել 
1087,werfen::V,llançar,նետել
1088,fangen::V,agafar,
1089,fangen::V,atrapar,
1090,packen::V,engrapar,հափշտակել
1091,verstecken::V,amagar,ծածկել
1092,teilen::V,dividir,բաժանել
1093,schicken::V,enviar,ուղարկել
1094,bringen::V,portar,բերել
1095,hinzufügen::V,afegir,ավելացնել
1096,bekommen::V,obtenir,հայթայթել
1097,erhalten::V,rebre,ստանալ
1098,nehmen::V,prendre,վերցնել
1099,wählen::V,triar,ընտրել
1100,wählen::V,elegir,ընտրել
1101,auswählen::V,escollir,գերադասել
1102,auswählen::V,seleccionar,գերադասել
1103,bewahren::V,conservar,պահպանել
1104,behindern::V,impedir,խոչընդոտել
1105,behindern::V,obstaculitzar,խոչընդոտել
1106,verderben::V,espatllar,փչացնել
1107,beschädigen::V,danyar,վնասել
1108,beschädigen::V,destrossar,վնասել
1109,zerbrechen::V,trencar,ջարդել
1110,zerbrechen::V,trencar,կոտրել
1111,zerreißen::V,estripar,պատռել
1112,zerstören::V,destruir,քանդել
1113,verbrennen::V,cremar,այրել
1114,geben::V,donar,տալ
1115,reichen::V,passar,հանձնել
1116,schenken::V,regalar,նվիրել
1117,versprechen::V,prometre,խոստանալ
1118,wünschen::V,desitjar,մաղթել
1119,loben::V,elogiar,գովել
1120,küssen::V,fer un petó a,համբուրել
1121,wiegen::V,bressolar,օրորել
1122,zudecken::V,tapar,վրան գցել
1123,zudecken::V,cobrir,վրան գցել
1124,wecken::V,despertar,զարթնեցնել
1125,zeigen::V,mostrar,ցույց տալ
1126,zeigen::V,ensenyar,ցույց տալ
1127,führen::V,guiar,ուղեկցել
1128,führen::V,conduir,ուղեկցել
1129,lehren::V,ensenyar,սովորեցնել
1130,unterrichten::V,ensenyar,ավանդել
1131,aufziehen::V,criar,դաստիարակել
1132,leiten::V,dirigir,ղեկավարել
1133,leiten::V,dirigir,կառավարել
1134,antreiben::V,impel·lir,շտապեցնել
1135,lassen::V,fer,ստիպել
1136,einladen::V,invitar,հրավիրել
1137,einladen::V,convidar,հրավիրել
1138,vereinigen::V,unir,միացնել
1139,besuchen::V,visitar,այցելել
1140,besuchen::V,anar a veure,այցելել
1141,treffen::V,trobar,հանդիպել
1142,sich versammeln::V,reunir-se,հավաքվել
1143,spielen::V,jugar,խաղալ
1144,singen::V,cantār,երգել
1145,tanzen::V,ballar,պարել
1146,sich trennen::V,separar-se,ցրվել
1147,verlassen::V,deixar,լքել
1148,verlassen::V,abandonar,լքել
1149,retten::V,salvar,փրկել
1150,bewachen::V,vigilar,պահել
1151,schützen::V,protegir,պաշտպանել
1152,verteidigen::V,defensar,պաշտպանել
1153,sich schlagen::V,barallar-se,կռվել
1154,schießen::V,tirar,կրակել
1155,schießen::V,disparar,կրակել
1156,siegen::V,vèncer,հաղթել
1157,ärgern::V,enfadar,ձանձրացնել
1158,schlagen::V,pegar,խփել
1159,schlagen::V,colpejar,խփել
1160,treten::V,donar un cop de peu a,քացի տալ
1161,stechen::V,punxar,խայթել
1162,stechen::V,apunyalar,խայթել
1163,stoßen::V,empènyer,մղել
1164,stehlen::V,robar,գողանալ
1165,stören::V,molestar,խանգարել
1166,belästigen::V,importunar,անհանգստացնել
1167,verbergen::V,amagar,թաքցնել
1168,verbergen::V,ocultar,թաքցնել
1169,täuschen::V,enganyar,խաբել
1170,betrügen::V,estafar,խաբել
1171,töten::V,matar,սպանել 
1172,wohnen::V,vīure,բնակվել
1173,wohnen::V,habitar,բնակվել
1174,arbeiten::V,treballar,աշխատել
1175,sammeln::V,col·leccionar,հավաքել
1176,pflücken::V,collir,քաղել
1177,jagen::V,caçar,որս անել
1178,fischen::V,pescar,ձուկ բռնել
1179,fassen::V,atrapar,բռնել
1180,hüten::V,pasturar,արածեցնել
1181,treiben::V,arriar,հովուել
1182,anbinden::V,lligar,չուանել
1183,füttern::V,donar menjar a,կերակրել
1184,melken::V,munyir,կթել
1185,hacken::V,picar,կոտորել
1186,hacken::V,tallar,կոտորել
1187,gießen::V,regar,ջրել
1188,reifen::V,madurar,հասունանալ 
1189,zubereiten::V,preparar,պատրաստել
1190,kochen::V,coure,եփել
1191,backen::V,coure al forn,թխել
1192,braten::V,rostir,տապակել
1193,umrühren::V,remenar,խառնել
1194,stricken::V,tricotar,գործել
1195,stricken::V,fer punt de mitja,գործել
1196,nähen::V,cosir,կարել
1197,färben::V,tenyir,ներկել
1198,reinigen::V,netejar,մաքրել
1199,waschen::V,rentār,լվանալ
1200,abwischen::V,eixugar,սրբել
1201,spülen::V,esbandir,ողողել
1202,spülen::V,esbandir,պարզաջրել
1203,fegen::V,escombrar,ավլել
1204,kehren::V,escombrar,ավլել
1205,baden::V,banyar-se,լողանալ
1206,sich waschen::V,rentār-se,լվացվել
1207,ausziehen::V,treure's,հանել
1208,anziehen::V,posar-se,հագնել
1209,sich anziehen::V,vestir-se,հագնվել
1210,kämmen::V,pentinar,սանրել
1211,schmücken::V,adornar,զարդարել
1212,sagen::V,dir,ասել
1213,sprechen::V,parlar,խոսել
1214,reden::V,parlar,զրուցել
1215,sich unterhalten::V,conversar,խոսակցել
1216,fragen::V,preguntar,հարցնել
1217,bitten::V,demanar,խնդրել
1218,erzählen::V,contar,պատմել
1219,erzählen::V,explicar,պատմել
1220,mitteilen::V,comunicar,հաղորդել
1221,nennen::V,nomenar,անվանել
1222,rufen::V,cridar,կանչել
1223,prahlen::V,lloar-se,պարծենալ
1224,prahlen::V,jactar-se,պարծենալ
1225,übersetzen::V,traduir,թարգմանել
1226,denken::V,pensar,մտածել
1227,glauben::V,creure,հավատալ
1228,bemerken::V,notar,նկատել
1229,erkennen::V,reconèixer,ճանաչել
1230,begreifen::V,comprendre,հասկանալ
1231,verstehen::V,entendre,ըմբռնել
1232,lernen::V,aprendre,սովորել
1233,wissen::V,saber,իմանալ
1234,sich erinnern an::V,recordar,հիշել
1235,sich erinnern an::V,recordar,մտաբերել
1236,vergessen::V,oblidar,մոռանալ
1237,messen::V,mesurar,չափել
1238,zählen::V,comptar,թվել
1239,zählen::V,comptar,հաշվել
1240,rechnen::V,calcular,հաշվել
1241,rechnen::V,calcular,հաշվարկել
1242,lesen::V,llegir,կարդալ
1243,malen::V,pintar,նկարել
1244,zeichnen::V,dibuixar,գծել
1245,schreiben::V,escrīure,գրել
1246,besitzen::V,posseir,ունենալ
1247,besitzen::V,posseir,տեր լինել
1248,kaufen::V,comprar,գնել
1249,verkaufen::V,vendre,վաճառել
1250,bezahlen::V,pagar,վճարել
1251,zahlen::V,pagar per,վճարել
1252,beherrschen::V,dominar,ղեկավարել
1253,ertragen::V,aguantar,դիմանալ
