,Concept_ID,da,ady
715,ihr::PRN,I,шъо
716,sie::PRN,de,ахэр
717,was::FPRN,hvad,сыд
718,wer::FPRN,hvem,хэт
719,wo::FADV,hvor,тыдэ́
720,wohin::FADV,hvorhen,тыдэ́
721,wie::FADV,hvordan,сыдэущтэ́у
722,warum::FADV,hvorfor,сыд пае́
723,wieviel::FNUM,hvor meget,тхьапш
724,wieviel::FNUM,hvor meget,сыд фэди́з
725,eins::NUM,én,зы
726,zwei::NUM,to,тӏу
727,drei::NUM,tre,щы
728,vier::NUM,fire,плӏы
729,fünf::NUM,fem,тфы
730,sechs::NUM,seks,хы
731,sieben::NUM,syv,блы
732,acht::NUM,otte,и
733,neun::NUM,ni,бгъу
734,zehn::NUM,ti,пшӏы
735,elf::NUM,elleve,пшӏыкӏузы́
736,zwölf::NUM,tolv,пшӏыкӏутӏу
737,zwanzig::NUM,tyve,тӏокӏы́
738,dreißig::NUM,tredive,щэкӏы
739,vierzig::NUM,fyrre,тӏокӏи́тӏу
740,vierzig::NUM,fyrretyve,тӏокӏи́тӏу
741,fünfzig::NUM,halvtreds,шъэны́ыкъу
742,sechzig::NUM,tres,тӏокӏи́щ
743,siebzig::NUM,halvfjerds,тӏокӏищырэ́ пшӏырэ́
744,achtzig::NUM,firs,тӏокӏи́пӏ
745,neunzig::NUM,halvfems,тӏокӏиилӏырэ́ пшӏырэ́
746,hundert::NUM,hundrede,шъэ
747,tausend::NUM,tusind,мин
748,und::CNJ,og,ыкӏи
749,oder::CNJ,eller,е
750,stehen::V,stå,ущытын
751,stehen::V,stå,умыхъыен
752,sitzen::V,sidde,уисын
753,sitzen::V,sidde,утесын
754,liegen::V,ligge,телъы́н
755,hängen::V,hænge,къыщылэлын
756,hängen::V,hænge,къыщылэлын щыгъын быхъур
757,werden::V,blive,хъун
758,passieren::V,ske,къэхъун
759,passieren::V,hænde,къэхъун
760,beginnen::V,begynde,къежьэн
761,beginnen::V,begynde,къыублэн
762,enden::V,ende,ухы́н
763,wechseln::V,veksle,зэхъожьы́н
764,aufgehen[Sonne]::V,gå op,къыкъокӏы́н
765,aufgehen[Sonne]::V,stå op,къыкъокӏы́н
766,untergehen[Sonne]::V,gå ned,къохьан
767,scheinen[Sonne]::V,skinne,къепсыи
768,donnern::V,tordne,гъогъон
769,wehen::V,blæse,епщэ́н
770,strömen::V,strømme,чъэн
771,fließen::V,flyde,чъэн
772,sich drehen::V,dreje sig,зыгъэчэрэгъу́н
773,schwanken::V,vakle,хъые́н
774,schwingen::V,svinge,зыгъэхъые́н
775,fallen::V,falde,къефэхы́н
776,brennen::V,brænde,стын
777,rauchen::V,ryge,ӏугъо къикӏын
778,regnen::V,regne,къещхы́н
779,gefrieren::V,fryse,дыкъын
780,tauen::V,tø,жъун
781,schmelzen::V,smelte,ткӏун
782,trocknen::V,tørre,гъушъы́н
783,trocknen::V,tørre,чъэпхъу́н
784,sieden::V,koge,жъон
785,faulen::V,rådne,шъун
786,verfaulen::V,rådne,шъун
787,reißen::V,briste,зэӏэтхъы́н
788,versinken::V,synke,чӏихьан
789,versinken::V,synke ned,чӏихьан
790,vergehen::V,forløbe,блэкӏы́н
791,erscheinen::V,vise sig,къэлъэгъон
792,verschwinden::V,forsvinde,кӏодыжьы́н
793,sinken::V,synke,
794,abnehmen::V,aftage,къыкӏичын
795,zunehmen::V,tiltage,хэхъо́н
796,steigen::V,stige,къежьэн
797,wachsen::V,gro,хэхъо́н
798,wachsen::V,gro,къэкӏы́н
799,wachsen::V,vokse,хэхъо́н
800,wachsen::V,vokse,къэкӏы́н
801,glänzen::V,glinse,цӏыу́н
802,funkeln::V,tindre,жъыу́н
803,lärmen::V,larme,бырсыры́н
804,läuten::V,ringe,теон
805,klingeln::V,ringe,теон
806,klirren::V,klirre,
807,brausen::V,bruse,шъуин
808,rauschen::V,suse,макъэ гъэӏун
809,klingen::V,lyde,къыхэӏукӏын
810,klingen::V,klinge,къыхэӏукӏын
811,bellen::V,gø,хьакъу́н
812,heulen::V,hyle,быун
813,blasen::V,blæse,епщэ́н
814,pfeifen::V,fløjte,шъуин
815,schreien::V,skrige,куо́н
816,schreien::V,skrige,кӏыи́н
817,stöhnen::V,stønne,щэӏун
818,zittern::V,dirre,кӏэзэзын
819,zittern::V,skælve,кӏэзэзын
820,leben::V,leve,псэу́н
821,geboren werden::V,fødes,къэхъун
822,atmen::V,ånde,жьы къэщэ́н
823,trinken::V,drikke,ешъо́н
824,essen::V,spise,шхын
825,schlucken::V,synke,бдырыин
826,müde werden::V,blive træt,пшъын
827,einschlafen::V,falde i søvn,хэчъыен
828,schlafen::V,sove,чъые́н
829,aufwachen::V,vågne,къэущы́н
830,aufstehen::V,stå op,уцу́н
831,sich erholen::V,komme sig,зыгъэпсэфын
832,krank werden::V,blive syg,сымаджэ́ хъун
833,krank sein::V,være syg,сымэджэ́н
834,schmerzen::V,smerte,сымэджэ́н
835,husten::V,hoste,пскэ́н
836,genesen::V,komme sig,хъужьын
837,sterben::V,dø,лӏэн
838,umkommen::V,omkomme,хэкӏодэн
839,sich bewegen::V,bevæge sig,хъые́н
840,sich rühren::V,røre på sig,хъые́н
841,sich erheben::V,rejse sig,къэтэджын
842,sich setzen::V,sætte sig,тӏысы́н
843,laufen::V,løbe,кӏон
844,schreiten::V,skride,кӏон
845,spazierengehen::V,gå en tur,къэкӏухьэн
846,eilen::V,ile,гузэжъон
847,sich beeilen::V,skynde sig,гуӏэ́н
848,sausen::V,suse,псынкӏэ́у чъэн
849,rennen::V,løbe,чъэн
850,rennen::V,rende,чъэн
851,springen::V,hoppe,пкӏэн
852,springen::V,springe,пкӏэн
853,klettern::V,klatre,дэцохъоен
854,schaukeln::V,gynge,уешӏэн
855,kriechen::V,krybe,цохъо́н
856,schwimmen::V,svømme,есы́н
857,tauchen::V,dykke,зычӏэгъэо́н
858,rudern::V,ro,къошъо бэщкӏэ фын
859,fahren::V,køre,кӏон
860,fliegen::V,flyve,быбы́н
861,gehen::V,gå,кӏон
862,weggehen::V,gå bort,ӏукӏын
863,abfahren::V,køre bort,ежьэн
864,anhalten::V,standse,къэуцу́н
865,hineingehen::V,gå ind,ихьан
866,eintreten::V,træde ind,чӏэхьан
867,kommen::V,komme,къэкӏо́н
868,ankommen::V,ankomme,къэсы́н
869,zurückkommen::V,komme tilbage,гъэзэжьын
870,bleiben::V,blive,къэнэ́н
871,bleiben::V,forblive,къэнэ́н
872,warten::V,vente,пэплъэ́н
873,erwarten::V,vente,ежэн
874,erwarten::V,afvente,ежэн
875,suchen::V,søge,лъыхъу́н
876,finden::V,finde,къэгъоты́н
877,finden::V,finde,къыхэгъэщы́н
878,versuchen::V,forsøge,пылъы́н
879,vorbereiten::V,forberede,гъэхьазыры́н
880,lieben::V,elske,шӏу плъэгъу́н
881,mögen::V,holde af,шӏу плъэгъу́н
882,mögen::V,kunne lide,шӏу плъэгъу́н
883,lachen::V,le,щхын
884,rühren::V,røre,гур гъэузын
885,weinen::V,græde,гъын
886,schimpfen::V,skænde,хъонэн
887,sich ärgern::V,ærgre sig,губжы́н
888,sich fürchten::V,være bange,щынэ́н
889,fürchten::V,være bange for,щынэ́н
890,fliehen::V,flygte,
891,flüchten::V,flygte,
892,sehen::V,se,льэгъу́н
893,anschauen::V,se på,плъэн
894,anschauen::V,se på,еплъы́н
895,anschauen::V,betragte,плъэн
896,anschauen::V,betragte,еплъы́н
897,ansehen::V,anse,плъэн
898,hören::V,høre,зэхэхын
899,zuhören::V,høre til,дэӏо́н
900,probieren::V,smage,хэӏэн
901,probieren::V,smage på,хэӏэн
902,riechen::V,lugte,пэмэ́н
903,fühlen::V,føle,зэхэпшӏэн
904,scheinen::V,synes,уащыхъу́н
905,scheinen::V,synes,уашӏошӏы́н
906,zu sehen sein::V,synes,зэрэлъэгъу́н
907,vernehmen::V,erfare,зэхэхын
908,frieren::V,fryse,дыкъын
909,frieren::V,fryse,пӏыкӏэн
910,frieren::V,fryse,чъыӏэ́ лӏэн
911,tun::V,gøre,шӏын
912,können::V,kunne,лъэкӏы́н
913,wollen::V,ville,фэе́н
914,anfangen::V,begynde,ублэн
915,beenden::V,afslutte,ухы́н
916,aufhören::V,ophøre,щыгъэтын
917,aufhören::V,holde op,щыгъэтын
918,gelingen::V,lykkes,хъун
919,geraten::V,blive,
920,öffnen::V,åbne,ӏухы́н
921,schließen::V,lukke,игъэсэн
922,stellen::V,stille,бгъэуцун
923,setzen::V,sætte,гъэтӏысы́н
924,legen::V,lægge,хэлъхьа́н
925,berühren::V,berøre,эӏэн
926,berühren::V,berøre,нэсын
927,verbinden::V,forbinde,зэхэпхэ́н
928,verbinden::V,forbinde,пхын
929,bedecken::V,dække,техъо́н
930,bedecken::V,bedække,техъо́н
931,aufhängen::V,hænge,пылъэ́н
932,aufhängen::V,hænge op,пылъэ́н
933,anzünden::V,tænde,хэгъэнэ́н
934,anzünden::V,antænde,хэгъэнэ́н
935,aufheben::V,løfte,
936,aufheben::V,tage op,
937,zurücklassen::V,lade tilbage,къэгъэнэ́н
938,verlieren::V,miste,чӏэ́нэн
939,verlieren::V,miste,шӏокӏоды́н
940,fallen lassen::V,tabe,чӏэунэн
941,fallen lassen::V,tabe,пӏэпызын
942,fallen lassen::V,droppe,чӏэунэн
943,fallen lassen::V,droppe,пӏэпызын
944,machen::V,gøre,шӏын
945,herstellen::V,fremstille,шӏы́н
946,bauen::V,bygge,шӏы́н
947,reparieren::V,reparere,дыжьы́н
948,verbessern::V,rette,нахьышӏу пшӏын
949,verbessern::V,rette,нахь дэгъу пшӏын
950,verbessern::V,forbedre,нахьышӏу пшӏын
951,verbessern::V,forbedre,нахь дэгъу пшӏын
952,ändern::V,ændre,зэблэхъу́н
953,graben::V,grave,тӏын
954,beugen::V,bøje,
955,biegen::V,bøje,уфэн
956,drehen::V,dreje,гъэчэрегъу́
957,wenden::V,vende,пӏонтӏэн
958,wenden::V,vende,бгъэзэн
959,wenden::V,vende,уӏубын
960,umdrehen::V,dreje om,
961,heben::V,hæve,ӏэты́н
962,hochheben::V,løfte,ӏэты́н
963,ergreifen::V,gribe fat i,къэубыты́н
964,halten::V,holde,ӏыгъы́н
965,drücken::V,trykke,тэӏункӏэн
966,schieben::V,skyde,уеӏункӏын
967,schieben::V,skyde,уетӏыргун
968,schieben::V,skubbe,уеӏункӏын
969,schieben::V,skubbe,уетӏыргун
970,kratzen::V,klø,цӏэнтхъун
971,kratzen::V,kradse,цӏэнтхъун
972,lecken::V,slikke,бзэи́н
973,beißen::V,bide,ецэкъэ́н
974,abreißen::V,rive af,къичын
975,abreißen::V,rive af,пытхъын
976,abschneiden::V,skære af,пыупкӏын
977,abschneiden::V,skære af,гобзыкӏын
978,binden::V,binde,епхын
979,stecken::V,stikke,хэсэн
980,brechen::V,brække,зэпыпкӏын
981,klopfen::V,banke,теон
982,hauen::V,hugge,теон
983,kleben::V,klistre,щхэн
984,reiben::V,gnide,пӏотын
985,streichen::V,smøre,щыфэн
986,schleifen::V,slibe,гъэчаны́н
987,schleifen::V,slibe,кӏэлыкӏы́н
988,schneiden::V,skære,бзын
989,schneiden::V,klippe,бзын
990,rütteln::V,ruske,гъэсысын
991,schütteln::V,ryste,гъэсысын
992,schwenken::V,svinge,ӏэ шӏын
993,schütten::V,hælde,икӏэ́н
994,füllen::V,fylde,из шӏын
995,einwickeln::V,pakke ind,кӏоцӏыщыхьа́н
996,tragen::V,bære,хьын
997,schleppen::V,slæbe,пхьын
998,schleppen::V,slæbe,плъэшъун
999,ziehen::V,trække,пкъудыин
1000,ziehen::V,trække,пщэн
1001,ziehen::V,trække,плъэшъун
1002,aufbewahren::V,opbevare,пӏыгъын
1003,aufbewahren::V,opbevare,уухъумэн
1004,werfen::V,kaste,дзын
1005,fangen::V,fange,къэубыты́н
1006,packen::V,gribe,къэубыты́н
1007,verstecken::V,gemme,бгъэбылъын
1008,teilen::V,dele,гощы́н
1009,schicken::V,sende,гъахьы́н
1010,bringen::V,bringe,къэхьы́н
1011,hinzufügen::V,tilføje,хэгъэхъо́н
1012,bekommen::V,få,
1013,erhalten::V,få,
1014,nehmen::V,tage,къытехы́н
1015,wählen::V,vælge,къыхэхы́н
1016,auswählen::V,udvælge,къыхэхы́н
1017,bewahren::V,bevare,къэухъумэн
1018,behindern::V,hindre,пэрыохъу хъун
1019,behindern::V,forhindre,пэрыохъу хъун
1020,verderben::V,ødelægge,къутэн
1021,beschädigen::V,beskadige,къутэн
1022,zerbrechen::V,brække itu,къутэн
1023,zerreißen::V,rive itu,зэӏэтхъы́н
1024,zerstören::V,ødelægge,къутэ́н
1025,verbrennen::V,brænde,гъэсты́н
1026,geben::V,give,еты́н
1027,reichen::V,række,еты́н
1028,schenken::V,forære,еты́н
1029,versprechen::V,love,гъэгугъэ́н
1030,wünschen::V,ønske,шӏоигъо́н
1031,loben::V,rose,щытхъун
1032,küssen::V,kysse,ебэу́н
1033,wiegen::V,vugge,гъэхъыен
1034,zudecken::V,dække til,техъо́н
1035,wecken::V,vække,къэгъэущы́н
1036,zeigen::V,vise,гъэлъэгъо́н
1037,führen::V,føre,щэн
1038,lehren::V,lære,егъэджэ́н
1039,lehren::V,lære,егъэшӏэн
1040,unterrichten::V,undervise,егъэджэ́н
1041,aufziehen::V,opdrage,пӏун
1042,leiten::V,lede,гъэзекӏон
1043,antreiben::V,skynde på,къепфылӏэн
1044,lassen::V,få til at,еты́н
1045,einladen::V,indbyde,къегъэблэгъэн
1046,einladen::V,invitere,къегъэблэгъэн
1047,vereinigen::V,forene,зэгогъэхьан
1048,besuchen::V,besøge,щыӏэ́н
1049,treffen::V,møde,ӏукӏэ́н
1050,treffen::V,møde,пэгъокӏы́н
1051,sich versammeln::V,forsamles,зэхэхьан
1052,spielen::V,lege,джэгу́н
1053,spielen::V,spille,джэгу́н
1054,singen::V,synge,орэ́д къэӏо́н
1055,tanzen::V,danse,къэшъо́н
1056,sich trennen::V,skilles,зэгокӏыжьы́ных
1057,verlassen::V,forlade,бгынэн
1058,verlassen::V,forlade,хэкӏыжьын
1059,retten::V,redde,къыхэпхыжьын
1060,retten::V,redde,къэбгъэнэжьын
1061,bewachen::V,bevogte,къэгъэгъунэн
1062,schützen::V,skærme,ухъумэ́н
1063,schützen::V,beskytte,ухъумэ́н
1064,verteidigen::V,forsvare,къэухъумэн
1065,sich schlagen::V,slås,эзэон
1066,schießen::V,skyde,он
1067,siegen::V,sejre,текӏо́н
1068,ärgern::V,ærgre,бгъэгубжын
1069,schlagen::V,slå,ео́н
1070,treten::V,sparke,
1071,stechen::V,stikke,хэӏун
1072,stoßen::V,støde,тӏыро́н
1073,stoßen::V,støde,уеӏункӏын
1074,stehlen::V,stjæle,тыгъу́н
1075,stören::V,forstyrre,бгъэгумэкӏын
1076,belästigen::V,genere,бгъэгумэкӏын
1077,belästigen::V,ulejlige,бгъэгумэкӏын
1078,verbergen::V,skjule,ушъэфын
1079,täuschen::V,villede,гъэпцӏэ́н
1080,betrügen::V,bedrage,гъэпцӏэ́н
1081,töten::V,dræbe,уикӏын
1082,wohnen::V,bo,дэсын
1083,arbeiten::V,arbejde,лэжьэ́н
1084,sammeln::V,samle,угъои́н
1085,pflücken::V,plukke,къыпычы́н
1086,jagen::V,jage,шэкӏон
1087,jagen::V,jage,ешэкӏон
1088,fischen::V,fiske,пцэжъые уешэн
1089,fassen::V,fange,къэубыты́н
1090,hüten::V,vogte,хэхъо́н
1091,treiben::V,drive,пфын
1092,anbinden::V,binde fast,епхын
1093,füttern::V,fodre,гъэшхэ́н
1094,melken::V,malke,щын
1095,hacken::V,hakke,упкӏэтэн
1096,gießen::V,hælde,тепкӏэн
1097,reifen::V,modne,игъо хъун
1098,zubereiten::V,tilberede,бгъэхьазырын
1099,kochen::V,koge,шӏы́н
1100,backen::V,bage,гъэжъэ́н
1101,braten::V,stege,гъэжъэ́н
1102,umrühren::V,røre om,зэхэгъэкӏухьан
1103,stricken::V,strikke,хъын
1104,nähen::V,sy,дэн
1105,färben::V,farve,бгъэлэн
1106,reinigen::V,rense,укъэбзы́н
1107,reinigen::V,gøre ren,укъэбзы́н
1108,waschen::V,vaske,бгыкӏын
1109,abwischen::V,tørre af,лъэкӏы́н
1110,spülen::V,skylle,дэгъэчъыхьан
1111,fegen::V,feje,пхъэнкӏы́н
1112,kehren::V,feje,пхъэнкӏы́н
1113,baden::V,bade,зыгъэпскӏын
1114,sich waschen::V,vaske sig,зытхьакӏы́н
1115,ausziehen::V,tage af,къытехы́н
1116,anziehen::V,tage på,щылъэ́н
1117,sich anziehen::V,klæde sig på,зыфэпэн
1118,kämmen::V,rede,жьын
1119,kämmen::V,frisere,жьын
1120,schmücken::V,pynte,гъэдэхэ́н
1121,schmücken::V,smykke,гъэдэхэ́н
1122,sagen::V,sige,къэӏон
1123,sprechen::V,snakke,псэлъэ́н
1124,reden::V,tale,гущыӏэ́н
1125,reden::V,snakke,гущыӏэ́н
1126,sich unterhalten::V,snakke sammen,зэдэгущыӏэн
1127,fragen::V,spørge,упчӏэ́н
1128,bitten::V,bede,лъэӏо́н
1129,erzählen::V,berette,къэпӏотэ́н
1130,erzählen::V,fortælle,къэпӏотэ́н
1131,mitteilen::V,meddele,макъэ егъэӏун
1132,nennen::V,nævne,цӏэ фэусы́н
1133,rufen::V,råbe,джэн
1134,prahlen::V,prale,узыщытхъужьы́н
1135,übersetzen::V,oversætte,бгъэкӏотэн
1136,denken::V,tænke,егупшысэ́н
1137,glauben::V,tro,уивыхъэ́ телъы́н
1138,bemerken::V,bemærke,гу лъыптэ́н
1139,bemerken::V,lægge mærke til,гу лъыптэ́н
1140,erkennen::V,genkende,зэхэпхын
1141,erkennen::V,genkende,зэбгъэшӏэн
1142,begreifen::V,begribe,гурыӏо́н
1143,verstehen::V,forstå,зэхэхын
1144,lernen::V,lære,еджэ́н
1145,wissen::V,vide,шӏэн
1146,sich erinnern an::V,mindes,къэшӏэжьын
1147,sich erinnern an::V,huske på,къэшӏэжьын
1148,vergessen::V,glemme,пщыгъупшэжьы́н
1149,messen::V,måle,шын
1150,zählen::V,tælle,плъытэ́н
1151,rechnen::V,regne,плъытэ́н
1152,rechnen::V,regne,угугъэ́н
1153,lesen::V,læse,еджэ́н
1154,malen::V,male,шӏын
1155,zeichnen::V,tegne,шӏын
1156,schreiben::V,skrive,тхын
1157,besitzen::V,eje,иӏэн
1158,besitzen::V,besidde,иӏэн
1159,kaufen::V,købe,щэфы́н
1160,verkaufen::V,sælge,щэн
1161,bezahlen::V,betale,птын
1162,bezahlen::V,betale,лъыптын
1163,bezahlen::V,betale,птыжьы́н
1164,zahlen::V,betale,птын
1165,zahlen::V,betale,лъыптын
1166,beherrschen::V,beherske,иунаеу иӏэн
1167,ertragen::V,tåle,щэчы́н
1168,ertragen::V,udholde,щэчы́н
1169,hinfallen::V,,ебэджы́н
