,Concept_ID,uk,zh
860,zuhören::V,слухати,倾听
861,probieren::V,покуштувати,尝
862,riechen::V,нюхати,闻
863,fühlen::V,відчувати,感到
864,scheinen::V,здаватися,照耀
865,zu sehen sein::V,виднітися,可以看到
866,vernehmen::V,почути,审讯
867,frieren::V,мерзнути,觉得冷
868,tun::V,робити,作
869,können::V,могти,能
870,wollen::V,хотіти,要
871,anfangen::V,почати,开始
872,beenden::V,закінчити,结束
873,aufhören::V,перестати,停止
874,gelingen::V,вдатися,成功
875,geraten::V,опинитися,陷于
876,öffnen::V,відкрити,打开
877,schließen::V,закрити,关
878,stellen::V,поставити,放
879,setzen::V,посадити,放
880,legen::V,класти,摆
881,berühren::V,чіпати,触
882,verbinden::V,зв’язати,联结
883,bedecken::V,покрити,覆盖
884,aufhängen::V,повісити,挂
885,anzünden::V,запалити,点
886,aufheben::V,підняти,拾起
887,zurücklassen::V,залишити,遗留
888,verlieren::V,загубити,丧失
889,fallen lassen::V,упустити,让掉下
890,machen::V,зробити,做
891,herstellen::V,виготовити,生产
892,bauen::V,будувати,建造
893,reparieren::V,лагодити,修理
894,verbessern::V,поліпшити,改进
895,ändern::V,змінити,改变
896,graben::V,копати,挖
897,beugen::V,зігнути,弯下
898,biegen::V,погнути,弯
899,drehen::V,вертіти,转动
900,wenden::V,повернути,转动
901,umdrehen::V,перевернути,转动
902,heben::V,піднімати,举起
903,hochheben::V,підняти,抬高
904,ergreifen::V,схопити,抓住
905,halten::V,тримати,拿着
906,drücken::V,натискати,压
907,schieben::V,пхати,推
908,schieben::V,штовхати,推
909,kratzen::V,шкребти,搔
910,lecken::V,лизати,舔
911,beißen::V,кусати,咬
912,abreißen::V,відірвати,撕下
913,abschneiden::V,відрізати,切断
914,binden::V,в’язати,捆
915,stecken::V,увіткнути,插
916,brechen::V,зламати,断裂
917,klopfen::V,стукати,敲
918,hauen::V,бити,揍
919,kleben::V,клеїти,粘
920,reiben::V,терти,摩擦
921,streichen::V,намазати,涂
922,schleifen::V,точити,拖曳
923,schneiden::V,різати,切
924,rütteln::V,хитати,颠簸
925,schütteln::V,трясти,摇动
926,schwenken::V,махати,摇动
927,schütten::V,налити,倒
928,füllen::V,наповнити,填满
929,einwickeln::V,загорнути,包
930,tragen::V,нести,提
931,schleppen::V,тягти,扛
932,ziehen::V,тягнути,拉
933,aufbewahren::V,зберігати,保存
934,werfen::V,кидати,扔
935,fangen::V,ловити,捕捉
936,packen::V,схопити,抓住
937,verstecken::V,сховати,藏
938,teilen::V,розділити,分
939,schicken::V,посилати,派遣
940,bringen::V,принести,带来
941,hinzufügen::V,додати,添加
942,bekommen::V,дістати,得到
943,erhalten::V,одержати,接到
944,nehmen::V,взяти,拿
945,wählen::V,вибрати,挑选
946,auswählen::V,відібрати,选择
947,bewahren::V,зберегти,保持
948,behindern::V,перешкоджати,防碍
949,verderben::V,зіпсувати,败坏
950,beschädigen::V,зашкодити,损坏
951,zerbrechen::V,розбити,破碎
952,zerreißen::V,розірвати,撕碎
953,zerstören::V,зруйнувати,毁坏
954,verbrennen::V,спалити,燃烧
955,geben::V,дати,给
956,reichen::V,передати,递给
957,schenken::V,дарувати,赠送
958,versprechen::V,обіцяти,许诺
959,wünschen::V,бажати,祝
960,loben::V,хвалити,表扬
961,küssen::V,цілувати,亲
962,wiegen::V,качати,轻摇
963,zudecken::V,накрити,盖上
964,wecken::V,розбудити,唤起
965,zeigen::V,показати,指
966,führen::V,вести,带领
967,lehren::V,вчити,教
968,unterrichten::V,викладати,讲课
969,aufziehen::V,виховати,抚养
970,leiten::V,керувати,领导
971,antreiben::V,підганяти,催促
972,lassen::V,змусити,让
973,einladen::V,запросити,邀请
974,vereinigen::V,об’єднати,统一
975,besuchen::V,завітати,参观
976,besuchen::V,відвідати,参观
977,treffen::V,зустріти,会面
978,sich versammeln::V,зібратися,聚集
979,spielen::V,грати,玩
980,singen::V,співати,唱歌
981,tanzen::V,танцювати,跳舞
982,sich trennen::V,розлучитися,分别
983,verlassen::V,покинути,离开
984,retten::V,врятувати,救
985,bewachen::V,охороняти,守卫
986,schützen::V,уберігати,保护
987,verteidigen::V,захистити,保卫
988,sich schlagen::V,битися,打架
989,sich schlagen::V,дратися,打架
990,schießen::V,стріляти,射击
991,siegen::V,перемогти,获胜
992,ärgern::V,сердити,激怒
993,schlagen::V,ударити,打
994,treten::V,штовхати,踢
995,stechen::V,вколоти,刺
996,stoßen::V,штовхнути,撞
997,stehlen::V,украсти,盗窃
998,stören::V,перешкодити,干扰
999,belästigen::V,докучати,打搅
1000,verbergen::V,сховати,隐藏
1001,täuschen::V,обдурити,欺骗
1002,betrügen::V,зшахраювати,欺骗
1003,töten::V,убити,杀
1004,wohnen::V,жити,居住
1005,wohnen::V,мешкати,居住
1006,arbeiten::V,працювати,工作
1007,sammeln::V,зібрати,收集
1008,pflücken::V,зривати,采
1009,jagen::V,полювати,打猎
1010,fischen::V,рибалити,捕鱼
1011,fassen::V,піймати,捉住
1012,hüten::V,пасти,守护
1013,treiben::V,гнати,漂
1014,anbinden::V,прив’язати,拴
1015,füttern::V,годувати,喂
1016,füttern::V,харчувати,喂
1017,melken::V,доїти,挤奶
1018,hacken::V,рубати,剁细
1019,gießen::V,полити,浇
1020,reifen::V,дозріти,成熟
1021,zubereiten::V,зготовити,
1022,zubereiten::V,приготувати,
1023,kochen::V,варити,煮
1024,kochen::V,готувати,煮
1025,backen::V,пекти,烤
1026,braten::V,смажити,煎
1027,umrühren::V,переміщати,搅拌
1028,stricken::V,в’язати,织
1029,nähen::V,шити,缝
1030,färben::V,пофарбувати,染色
1031,reinigen::V,очистити,清洁
1032,waschen::V,мити,洗
1033,abwischen::V,витерти,擦掉
1034,spülen::V,полоскати,清洗
1035,fegen::V,підмітати,扫
1036,kehren::V,мести,打扫
1037,baden::V,купатися,给...洗澡
1038,sich waschen::V,митися,洗澡
1039,ausziehen::V,зняти,脱
1040,anziehen::V,надіти,穿
1041,sich anziehen::V,одягтися,穿衣
1042,sich anziehen::V,одягнутися,穿衣
1043,kämmen::V,зачесати,梳
1044,schmücken::V,оздобити,装饰
1045,sagen::V,сказати,说
1046,sprechen::V,говорити,说
1047,reden::V,розмовляти,讲
1048,sich unterhalten::V,бесідувати,聊天
1049,fragen::V,запитати,问
1050,bitten::V,просити,请
1051,erzählen::V,розповісти,叙述
1052,mitteilen::V,повідомити,通知
1053,nennen::V,назвати,叫做
1054,rufen::V,кликати,叫
1055,prahlen::V,хвалитися,吹牛
1056,übersetzen::V,перекласти,翻译
1057,denken::V,думати,想
1058,denken::V,мислити,想
1059,glauben::V,вірити,以为
1060,bemerken::V,помітити,发觉
1061,erkennen::V,пізнати,识别
1062,begreifen::V,осягнути,理解
1063,verstehen::V,почути,明白
1064,lernen::V,навчатися,学
1065,wissen::V,знати,知道
1066,sich erinnern an::V,пам’ятати,回忆
1067,vergessen::V,забути,忘记
1068,messen::V,міряти,测量
1069,zählen::V,лічити,数
1070,rechnen::V,рахувати,计算
1071,lesen::V,читати,读
1072,malen::V,малювати,画
1073,zeichnen::V,рисувати,绘制
1074,schreiben::V,писати,写
1075,besitzen::V,мати,占有
1076,kaufen::V,купити,买
1077,verkaufen::V,продати,卖
1078,bezahlen::V,заплатити,付钱
1079,zahlen::V,платити,支付
1080,beherrschen::V,володіти,统治
1081,ertragen::V,витерпіти,忍耐
