,Concept_ID,es,ko
849,sieden::V,hervir,끓다
850,faulen::V,pudrirse,부패하다
851,verfaulen::V,pudrirse,썩다
852,reißen::V,romperse,지바찢다
853,versinken::V,hundirse,가라앉다
854,vergehen::V,pasar,지나가다
855,erscheinen::V,aparecer,나타나다
856,verschwinden::V,desaparecer,사라지다
857,sinken::V,bajar,가라앉다
858,abnehmen::V,decrecer,떼어내다
859,abnehmen::V,disminuir,떼어내다
860,zunehmen::V,crecer,증가하다
861,zunehmen::V,aumentar,증가하다
862,steigen::V,subir,상승하다
863,steigen::V,ascender,상승하다
864,wachsen::V,crecer,생기하다
865,glänzen::V,brillar,뛰오나다
866,glänzen::V,resplandecer,뛰오나다
867,funkeln::V,chispear,불티가잍어나다
868,lärmen::V,hacer ruido,떠들다
869,läuten::V,sonar,울시다
870,läuten::V,repicar,울시다
871,klingeln::V,tocar el timbre,초닌총을울리다
872,klirren::V,tintinear,탁탁울리다
873,brausen::V,zumbar,쏴쏴소리내다
874,rauschen::V,murmurar,솨솨
875,klingen::V,sonar,반향하다
876,bellen::V,ladrar,짖다
877,heulen::V,ulular,포효하다
878,blasen::V,soplar,불다
879,pfeifen::V,silbar,피리를불다
880,schreien::V,gritar,절규하다
881,stöhnen::V,gemir,신음하다
882,zittern::V,temblar,저뉼하다
883,leben::V,vivir,살다
884,geboren werden::V,nacer,태어난
885,atmen::V,respirar,숨쉬다
886,trinken::V,beber,마시다
887,essen::V,comer,먹다
888,schlucken::V,tragar,들이켜다
889,müde werden::V,cansarse,
890,müde werden::V,fatigarse,
891,einschlafen::V,dormirse,잠들다
892,schlafen::V,dormir,자다
893,aufwachen::V,despertarse,눈트다
894,aufstehen::V,levantarse,서다
895,sich erholen::V,reposar,회복하다
896,sich erholen::V,descansar,회복하다
897,krank werden::V,caer enfermo,
898,krank sein::V,estar enfermo,
899,schmerzen::V,doler,아프다
900,husten::V,toser,잔기침하다
901,genesen::V,convalecer,낫다
902,genesen::V,restablecerse,낫다
903,sterben::V,morir,죽다
904,umkommen::V,perecer,못쓰게되다
905,sich bewegen::V,moverse,움직이다
906,sich rühren::V,rebullir,움직이다
907,sich erheben::V,levantarse,이러서다
908,sich setzen::V,sentarse,앉히다
909,hinfallen::V,caerse,넘어지다
910,laufen::V,andar,걷다
911,schreiten::V,proceder,보행하다
912,spazierengehen::V,pasear,산보하다
913,spazierengehen::V,pasearse,산보하다
914,eilen::V,correr prisa,서둘다
915,sich beeilen::V,darse prisa,서둘게하다
916,sausen::V,correr,서들러 떠나다
917,rennen::V,correr,달리다
918,springen::V,saltar,도약하다
919,klettern::V,trepar,갑겨오르다
920,klettern::V,escalar,갑겨오르다
921,schaukeln::V,bambolearse,흔들리게하다
922,kriechen::V,reptar,기다
923,kriechen::V,arrastrarse,기다
924,schwimmen::V,nadar,헤엄치다
925,tauchen::V,bucear,잠기다
926,tauchen::V,sumergirse,잠기다
927,rudern::V,remar,물을헤치다
928,fahren::V,ir,가다
929,fahren::V,ir,나르다
930,fliegen::V,volar,날다
931,gehen::V,ir,가다
932,gehen::V,andar,가다
933,weggehen::V,irse,팔리다
934,weggehen::V,marcharse,팔리다
935,abfahren::V,salir,출발하다
936,abfahren::V,partir,출발하다
937,anhalten::V,parar,멈추다
938,anhalten::V,pararse,멈추다
939,hineingehen::V,entrar,(그리로)가다
940,eintreten::V,entrar,들러가다
941,kommen::V,venir,오다
942,ankommen::V,llegar,고챀하다
943,zurückkommen::V,volver,보기
944,zurückkommen::V,regresar,보기
945,bleiben::V,quedarse,체류
946,warten::V,esperar,기다리다
947,erwarten::V,esperar,기대하다
948,suchen::V,buscar,찾다
949,suchen::V,buscar,구하다
950,finden::V,hallar,찾아내다
951,finden::V,encontrar,찾아내다
952,versuchen::V,intentar,시험하다
953,vorbereiten::V,preparar,재비하다
954,lieben::V,amar,사랑하다
955,lieben::V,querer,사랑하다
956,mögen::V,querer,줗아하다
957,lachen::V,reír,웃다
958,rühren::V,conmover,건드리다
959,weinen::V,llorar,울다
960,schimpfen::V,regañar,꾸짖다
961,sich ärgern::V,enfadarse,화를내게 하다
962,sich fürchten::V,tener miedo,두려원하다
963,fürchten::V,temer,두려원하다
964,fürchten::V,tener miedo a,두려원하다
965,fliehen::V,huir,도망치다
966,flüchten::V,escaparse,도주하다
967,sehen::V,ver,보다
968,anschauen::V,mirar,바라보다
969,ansehen::V,mirar,바라보다
970,hören::V,oír,듣다
971,zuhören::V,escuchar,듣다
972,probieren::V,probar,시식하다
973,probieren::V,degustar,시식하다
974,riechen::V,oler,내새를맡다
975,fühlen::V,sentir,느끼다
976,scheinen::V,parecer,...것같다
977,zu sehen sein::V,poder verse,보이는
978,vernehmen::V,oír,듣다
979,vernehmen::V,oír,들어서일다
980,vernehmen::V,percibir,듣다
981,vernehmen::V,percibir,들어서일다
982,frieren::V,tener frío,춥다
983,tun::V,hacer,하다
984,können::V,poder,할주릴다
985,wollen::V,querer,바라다
986,anfangen::V,iniciar,시작하다
987,beenden::V,acabar,다하다
988,beenden::V,terminar,다하다
989,aufhören::V,cesar,그만두다
990,gelingen::V,salir bien,성국하다
991,geraten::V,salir,잘되어가다
992,geraten::V,dar resultado,잘되어가다
993,öffnen::V,abrir,열다
994,schließen::V,cerrar,추측하다
995,stellen::V,poner,세우다
996,stellen::V,colocar,세우다
997,setzen::V,poner,놓다
998,setzen::V,colocar,놓다
999,legen::V,poner,눕히다
1000,berühren::V,tocar,대다
1001,verbinden::V,unir,옝열하다
1002,verbinden::V,juntar,옝열하다
1003,bedecken::V,tapar,덮다
1004,bedecken::V,cubrir,덮다
1005,aufhängen::V,colgar,매달다
1006,anzünden::V,encender,점화하다
1007,aufheben::V,recoger,위로올리다
1008,zurücklassen::V,dejar,튀에남기다
1009,verlieren::V,perder,잃다
1010,fallen lassen::V,dejar caer,떨어뜨리다
1011,machen::V,hacer,하다
1012,herstellen::V,fabricar,제조하다
1013,bauen::V,construir,짓다
1014,reparieren::V,reparar,수셩자다
1015,verbessern::V,mejorar,정정하다
1016,ändern::V,mudar,바꾸다
1017,ändern::V,modificar,바꾸다
1018,graben::V,cavar,파다
1019,beugen::V,doblar,구부리다
1020,beugen::V,inclinar,구부리다
1021,biegen::V,doblar,굽히다
1022,drehen::V,volver,회전
1023,drehen::V,hacer girar,회전
1024,wenden::V,volver,회전시키다
1025,umdrehen::V,revolver,회전시키다
1026,heben::V,levantar,일으아키다
1027,hochheben::V,alzar,틀어올리다
1028,ergreifen::V,coger,잡다
1029,halten::V,tener,잡다
1030,drücken::V,apretar,누르다
1031,schieben::V,empujar,밀다
1032,kratzen::V,rascar,긁다
1033,lecken::V,lamer,핥다
1034,beißen::V,morder,물다
1035,abreißen::V,arrancar,
1036,abschneiden::V,cortar,귾어내다
1037,binden::V,atar,매다
1038,stecken::V,meter,찌르다
1039,brechen::V,romper,금
1040,brechen::V,quebrar,금
1041,klopfen::V,golpear,치다
1042,hauen::V,pegar,때리다
1043,kleben::V,pegar,들러붙다
1044,kleben::V,encolar,들러붙다
1045,reiben::V,frotar,문지르다
1046,streichen::V,untar,쓰다듬다
1047,streichen::V,recubrir,쓰다듬다
1048,schleifen::V,afilar,갈다
1049,schneiden::V,cortar,베다
1050,rütteln::V,agitar,흔들다
1051,schütteln::V,agitar,흔들다
1052,schütteln::V,sacudir,흔들다
1053,schwenken::V,menear,흔들다
1054,schütten::V,verter,따르다
1055,füllen::V,llenar,담다
1056,einwickeln::V,envolver,싸다
1057,tragen::V,llevar,지우다
1058,schleppen::V,arrastrar,끌다
1059,ziehen::V,tirar,당기다
1060,aufbewahren::V,conservar,간직하다
1061,werfen::V,echar,던지다
1062,werfen::V,lanzar,던지다
1063,fangen::V,coger,밥다
1064,packen::V,agarrar,쥐다
1065,verstecken::V,esconder,숨기다
1066,teilen::V,partir,나누다
1067,teilen::V,dividir,나누다
1068,schicken::V,enviar,보내다
1069,bringen::V,traer,가겨
1070,hinzufügen::V,añadir,부가하다
1071,bekommen::V,obtener,얻다
1072,bekommen::V,conseguir,얻다
1073,erhalten::V,recibir,지니다
1074,nehmen::V,tomar,잡다
1075,wählen::V,elegir,선거하다
1076,auswählen::V,escoger,선출하다
1077,auswählen::V,seleccionar,선출하다
1078,bewahren::V,guardar,저장보종
1079,bewahren::V,preservar,저장보종
1080,behindern::V,estorbar,훼방하다
1081,behindern::V,obstaculizar,훼방하다
1082,verderben::V,estropear,못쓰게 되다
1083,beschädigen::V,deteriorar,상하게하다
1084,zerbrechen::V,romper,깨뜨리다
1085,zerbrechen::V,quebrar,깨뜨리다
1086,zerreißen::V,desgarrar,잡아쫓다
1087,zerreißen::V,despedazar,잡아쫓다
1088,zerstören::V,destruir,파괴하다
1089,zerstören::V,destrozar,파괴하다
1090,verbrennen::V,quemar,소실하다
1091,geben::V,dar,주다
1092,reichen::V,pasar,내일다
1093,schenken::V,regalar,주다
1094,versprechen::V,prometer,약속하다
1095,wünschen::V,desear,바라다
1096,loben::V,alabar,칭찬하다
1097,küssen::V,besar,키스하다
1098,wiegen::V,mecer,어르다
1099,zudecken::V,tapar,뚜꺼을하다
1100,zudecken::V,cubrir,뚜꺼을하다
1101,wecken::V,despertar,깨우다
1102,zeigen::V,mostrar,보이다
1103,führen::V,guiar,가게하다
1104,führen::V,conducir,가게하다
1105,lehren::V,enseñar,가르치다
1106,lehren::V,instruir,가르치다
1107,unterrichten::V,enseñar,가르지다
1108,aufziehen::V,criar,사육하다
1109,leiten::V,guiar,이끌다
1110,leiten::V,dirigir,이끌다
1111,antreiben::V,impeler,몰다
1112,antreiben::V,impulsar,몰다
1113,lassen::V,hacer,내버려두다
1114,einladen::V,invitar,초청하다
1115,vereinigen::V,unir,하나로하다
1116,besuchen::V,visitar,방문하다
1117,besuchen::V,ir a ver,방문하다
1118,treffen::V,encontrar,만나다
1119,sich versammeln::V,reunirse,조립하다
1120,sich versammeln::V,congregarse,조립하다
1121,spielen::V,jugar,눌다
1122,singen::V,cantar,노래하다
1123,tanzen::V,bailar,춤추하다
1124,sich trennen::V,separarse,가르다
1125,verlassen::V,dejar,버림받은
1126,verlassen::V,abandonar,버림받은
1127,retten::V,salvar,구조하다
1128,bewachen::V,vigilar,치키다
1129,schützen::V,proteger,보호하다
1130,verteidigen::V,defender,막다
1131,sich schlagen::V,batirse,치다
1132,schießen::V,tirar,쏘다
1133,schießen::V,disparar,쏘다
1134,siegen::V,vencer,이기다
1135,ärgern::V,enojar,성을내게하다
1136,ärgern::V,enfadar,성을내게하다
1137,schlagen::V,pegar,치다
1138,schlagen::V,golpear,치다
1139,treten::V,dar una patada a,디디다
1140,stechen::V,pinchar,찌르다
1141,stoßen::V,empujar,찌르다
1142,stehlen::V,robar,훔치다
1143,stehlen::V,hurtar,훔치다
1144,stören::V,molestar,움직이다
1145,belästigen::V,molestar,괴롭히다
1146,belästigen::V,importunar,괴롭히다
1147,verbergen::V,ocultar,숨기다
1148,verbergen::V,esconder,숨기다
1149,täuschen::V,engañar,속이다
1150,betrügen::V,engañar,속이다
1151,töten::V,matar,죽이다
1152,wohnen::V,vivir,실다
1153,wohnen::V,habitar,실다
1154,arbeiten::V,trabajar,일하다
1155,sammeln::V,recoger,모으다
1156,sammeln::V,coleccionar,모으다
1157,pflücken::V,coger,꿔다
1158,jagen::V,cazar,사냥하다
1159,fischen::V,pescar,고기를잡다
1160,fassen::V,atrapar,움켜쥐다
1161,fassen::V,capturar,움켜쥐다
1162,hüten::V,guardar,망보다
1163,treiben::V,aballar,몰아세우다
1164,anbinden::V,atar,묶다
1165,füttern::V,echar de comer,사료를주다
1166,melken::V,ordeñar,젖을짜다
1167,hacken::V,picar,자르다
1168,hacken::V,cortar,자르다
1169,gießen::V,regar,물을대다
1170,reifen::V,madurar,성숙하다
1171,zubereiten::V,preparar,조제하다
1172,kochen::V,cocer,요리하다
1173,kochen::V,guisar,요리하다
1174,backen::V,hornear,쿱다
1175,backen::V,cocer al horno,쿱다
1176,braten::V,asar,굽다
1177,braten::V,freír,굽다
1178,umrühren::V,remover,교반하다
1179,stricken::V,hacer punto,뜨개질하다
1180,stricken::V,hacer calceta,뜨개질하다
1181,nähen::V,coser,꿰매다
1182,färben::V,teñir,채색하다
1183,färben::V,colorear,채색하다
1184,reinigen::V,limpiar,청소하다
1185,waschen::V,lavar,씻다
1186,abwischen::V,fregar,닦다
1187,abwischen::V,limpiar,닦다
1188,spülen::V,aclarar,씻다
1189,spülen::V,enjuagar,씻다
1190,fegen::V,barrer,소체하다
1191,fegen::V,pasar la escoba,소체하다
1192,kehren::V,barrer,청소하다
1193,baden::V,bañarse,감다
1194,sich waschen::V,lavarse,모믈 씻다
1195,ausziehen::V,quitar,벗다
1196,ausziehen::V,quitarse,벗다
1197,anziehen::V,ponerse,끌어움직이다
1198,sich anziehen::V,vestirse,
1199,kämmen::V,peinar,빗다
1200,schmücken::V,adornar,치레하다
1201,sagen::V,decir,말하다
1202,sprechen::V,hablar,말하다
1203,reden::V,hablar,이야기하다
1204,reden::V,conversar,이야기하다
1205,sich unterhalten::V,charlar,
1206,sich unterhalten::V,conversar,
1207,fragen::V,preguntar,질문하다
1208,bitten::V,rogar,원하다
1209,erzählen::V,contar,이야기하다
1210,mitteilen::V,comunicar,이야기하다
1211,mitteilen::V,participar,이야기하다
1212,nennen::V,llamar,부르다
1213,nennen::V,nombrar,부르다
1214,rufen::V,llamar,불러내다
1215,prahlen::V,jactarse,자랑하다
1216,übersetzen::V,traducir,번역하다
1217,denken::V,pensar,생각하다
1218,glauben::V,creer,믿다
1219,bemerken::V,notar,인자하다
1220,erkennen::V,reconocer,인식하다
1221,begreifen::V,concebir,파악하다
1222,verstehen::V,entender,이해하다
1223,verstehen::V,comprender,이해하다
1224,lernen::V,aprender,배우다
1225,wissen::V,saber,알다
1226,sich erinnern an::V,recordar,상기하다
1227,sich erinnern an::V,acordarse de,상기하다
1228,vergessen::V,olvidar,잊다
1229,messen::V,medir,측정하다
1230,zählen::V,contar,세다
1231,rechnen::V,contar,게산하다
1232,rechnen::V,calcular,게산하다
1233,lesen::V,leer,읽다
1234,malen::V,pintar,그리다
1235,zeichnen::V,dibujar,소묘하다
1236,schreiben::V,escribir,쓰다
1237,besitzen::V,poseer,소유하다
1238,kaufen::V,comprar,사다
1239,verkaufen::V,vender,팔다
1240,bezahlen::V,pagar,지불하다
1241,zahlen::V,pagar,치르다
1242,beherrschen::V,dominar,지배하다
1243,ertragen::V,soportar,참다
