,Concept_ID,uk,cv
741,allein::ADV,один,пӗччен
742,auf einmal::ADV,відразу,кӗмӗрккен
743,zusammen::ADV,разом,пӗрле
744,zusammen::ADV,спільно,пӗрле
745,lange::ADV,довго,вӑрах
746,plötzlich::ADV,раптом,сасартӑк
747,sofort::ADV,зараз,тӳрех
748,später::ADV,пізніше,кайран
749,jetzt::ADV,тепер,халь
750,jetzt::ADV,тепер,халӗ
751,heute::ADV,сьогодні,паян
752,morgen::ADV,завтра,ыран
753,bald::ADV,незабаром,халех
754,bald::ADV,незабаром,кӗҫех
755,dann::ADV,потім,унтан
756,gestern::ADV,вчора,ӗнер
757,einst::ADV,колись,пӗррехинче
758,damals::ADV,тоді,ун чухне
759,damals::ADV,тоді,апла пулсан
760,danach::ADV,згодом,унтан
761,vorher::ADV,раніше,малтан
762,zuerst::ADV,спершу,пирвай
763,zuerst::ADV,спочатку,пирвай
764,einmal::ADV,один раз,пӗррехинче
765,manchmal::ADV,іноді,хӑш чухне
766,manchmal::ADV,інколи,хӑш чухне
767,oft::ADV,часто,тӑтӑш
768,immer::ADV,завжди,ялан
769,niemals::ADV,ніколи,нихӑҫан та
770,hier::ADV,тут,кунта
771,hierhin::ADV,сюди,кунта
772,von hier::ADV,звідси,кунтан
773,dort::ADV,там,унта
774,dort::ADV,там,ҫавӑнта
775,dorthin::ADV,туди,унта
776,dorthin::ADV,туди,ҫавӑнта
777,geradeaus::ADV,прямо,тикӗс
778,vorwärts::ADV,вперед,малалла
779,rückwärts::ADV,назад,хыҫала
780,zurück::ADV,назад,каялла
781,unten::ADV,внизу,аялта
782,hinab::ADV,вниз,аялта
783,oben::ADV,вгорі,ҫӳлте
784,hinauf::ADV,вгору,ҫӳле
785,überall::ADV,скрізь,таҫта та
786,überall::ADV,скрізь,пур ҫӗрте те
787,überall::ADV,скрізь,кирек ӑҫта та
788,nicht::ADV,не,мар
789,ein wenig::ADV,трохи,пӑртак
790,ein wenig::ADV,небагато,пӑртак
791,kaum::ADV,ледве,аран
792,sehr::ADV,дуже,питӗ
793,so::ADV,так,апла
794,noch::ADV,ще,татах
795,nur::ADV,лише,ҫех
796,nur::ADV,тільки,ҫех
797,schon::ADV,вже,ӗнтӗ
798,wieder::ADV,знову,каллех
799,vergebens::ADV,дарма,харам
800,vor::PRP,перед,умӗнче
801,hinter::PRP,ззаду,кайра
802,hinter::PRP,позаду,кайра
803,unter::PRP,під,айне
804,unter::PRP,під,айӗпе
805,unter::PRP,під,айӗнче
806,unter::PRP,під,ҫитеспе
807,durch::PRP,крізь,витӗр
808,neben::PRP,біля,патӗнче
809,zwischen::PRP,між,хушшинче
810,wegen::PRP,з-за,пула
811,wegen::PRP,з-за,пирки
812,wegen::PRP,через,пула
813,wegen::PRP,через,пирки
814,dies::PRN,це,ку
815,dies::PRN,це,ҫак
816,das::PRN,то,ҫав
817,alles::PRN,все,пурте
818,alles::PRN,все,йӑлт
819,ich::PRN,я,эп
820,du::PRN,ти,эс
821,er::PRN,він,вӑл
822,wir::PRN,ми,эпир
823,ihr::PRN,ви,эсир
824,sie::PRN,вони,вӗсем
825,was::FPRN,що,мӗн
826,was::FPRN,що,мӗскер
827,was::FPRN,що,мӗн те пулин
828,wer::FPRN,хто,кам
829,wo::FADV,де,ӑҫта
830,wohin::FADV,куди,ӑҫта
831,wie::FADV,як,епле
832,wie::FADV,як,мӗнле
833,warum::FADV,чому,ма
834,warum::FADV,чому,мӗншӗн
835,wieviel::FNUM,скільки,миҫе
836,eins::NUM,один,пӗр
837,eins::NUM,один,пӗрре
838,zwei::NUM,два,ик
839,zwei::NUM,два,икӗ
840,zwei::NUM,два,иккӗ
841,drei::NUM,три,виҫ
842,drei::NUM,три,виҫӗ
843,drei::NUM,три,виҫҫӗ
844,vier::NUM,чотири,тӑват
845,fünf::NUM,п’ять,пилӗк
846,fünf::NUM,п’ять,пиллӗк
847,sechs::NUM,шість,улт
848,sechs::NUM,шість,ултӑ
849,sechs::NUM,шість,улттӑ
850,sieben::NUM,сім,ҫич
851,sieben::NUM,сім,ҫичӗ
852,sieben::NUM,сім,ҫиччӗ
853,acht::NUM,вісім,сакӑр
854,acht::NUM,вісім,саккӑр
855,neun::NUM,дев’ять,тӑхӑр
856,neun::NUM,дев’ять,тӑххӑр
857,zehn::NUM,десять,вунӑ
858,zehn::NUM,десять,вуннӑ
859,elf::NUM,одинадцять,вун пӗр
860,zwölf::NUM,дванадцять,вун ик
861,zwölf::NUM,дванадцять,вун икӗ
862,zwölf::NUM,дванадцять,вун иккӗ
863,zwanzig::NUM,двадцять,ҫирӗм
864,dreißig::NUM,тридцять,вӑтӑр
865,vierzig::NUM,сорок,хӗрӗх
866,fünfzig::NUM,п’ятдесят,аллӑ
867,sechzig::NUM,шістдесят,утмӑл
868,siebzig::NUM,сімдесят,ҫитмӗл
869,achtzig::NUM,вісімдесят,сакӑр вунӑ
870,achtzig::NUM,вісімдесят,сакӑр вуннӑ
871,neunzig::NUM,дев’яносто,тӑхӑр вун
872,neunzig::NUM,дев’яносто,тӑхӑр вунӑ
873,neunzig::NUM,дев’яносто,тӑхӑр вуннӑ
874,hundert::NUM,сто,ҫӗр
875,tausend::NUM,тисяча,пин
876,und::CNJ,і,та
877,oder::CNJ,або,е
878,stehen::V,стояти,тӑр
879,sitzen::V,сидіти,лар
880,liegen::V,лежати,вырт
881,hängen::V,висіти,усӑнса тӑр
882,hängen::V,висіти,ҫакӑнса тӑр
883,werden::V,стати,пул
884,werden::V,робитися,пул
885,passieren::V,трапитися,пул
886,beginnen::V,початися,пуҫлан
887,enden::V,кінчитися,пӗт
888,enden::V,кінчитися,вӗҫлен
889,wechseln::V,мінятися,улшӑн
890,aufgehen[Sonne]::V,зійти,тух
891,untergehen[Sonne]::V,зайти,анса лар
892,scheinen[Sonne]::V,світити,пӑх
893,donnern::V,гриміти,кӗмсӗртет
894,donnern::V,гриміти,авӑт
895,wehen::V,віяти,варкӑш
896,strömen::V,литися,тӑкӑн
897,fließen::V,текти,юх
898,sich drehen::V,обертатися,ҫаврӑн
899,schwanken::V,коливатися,чӳхен
900,schwingen::V,хитатися,суллан
901,schwingen::V,гойдатися,суллан
902,fallen::V,падати,кип
903,fallen::V,падати,тӳр кип
904,fallen::V,падати,татӑлса ан
905,brennen::V,горіти,ҫун
906,rauchen::V,диміти,мӑкӑрлан
907,rauchen::V,диміти,тӗтӗм кӑлар
908,regnen::V,дощити,ҫумӑр ҫӑвать
909,gefrieren::V,змерзнути,шӑн
910,tauen::V,танути,ирӗл
911,schmelzen::V,плавитися,ирӗл
912,trocknen::V,сохнути,тип
913,sieden::V,кипіти,вӗре
914,faulen::V,гнити,ҫӗр
915,verfaulen::V,згнити,ҫӗр
916,reißen::V,рватися,ҫурӑл
917,versinken::V,тонути,пут
918,vergehen::V,проходити,ирт
919,erscheinen::V,з’явитися,курӑн
920,erscheinen::V,з’явитися,курӑнса кай
921,verschwinden::V,щезнути,ҫухал
922,verschwinden::V,зникнути,ҫухал
923,sinken::V,спадати,чак
924,abnehmen::V,поменшитися,чак
925,zunehmen::V,збільшуватися,пысӑклан
926,steigen::V,підніматися,ҫӗклен
927,wachsen::V,рости,ӳс
928,glänzen::V,блищати,ҫиҫ
929,funkeln::V,блискати,ялкӑш
930,funkeln::V,блискати,йӑлтӑртат
931,lärmen::V,шуміти,шавла
932,läuten::V,дзвонити,шӑнкӑравла
933,klingeln::V,дзвонити,шӑнкӑравла
934,klirren::V,дзвякати,калтлат
935,klirren::V,дзвякати,шӑнкӑлтат
936,brausen::V,бушувати,ахӑр
937,rauschen::V,шелестіти,вашӑлтат
938,rauschen::V,шелестіти,чашӑлтат
939,klingen::V,лунати,янӑра
940,klingen::V,звучати,янӑра
941,bellen::V,гавкати,вӗр
942,heulen::V,вити,ула
943,blasen::V,дунути,вӗр
944,pfeifen::V,свистіти,шӑхӑр
945,schreien::V,кричати,кӑшкӑр
946,stöhnen::V,стогнати,йынӑш
947,zittern::V,тремтіти,чӗтре
948,leben::V,жити,пурӑн
949,geboren werden::V,народитися,ҫурал
950,atmen::V,дихати,сывла
951,trinken::V,пити,ӗҫ
952,essen::V,їсти,ҫи
953,schlucken::V,ковтати,ҫӑт
954,müde werden::V,втомитися,ӗшен
955,einschlafen::V,заснути,ыйха пут
956,einschlafen::V,заснути,ҫывӑрса кай
957,schlafen::V,спати,ҫывӑр
958,aufwachen::V,прокинутися,вӑран
959,aufstehen::V,встати,тӑр
960,sich erholen::V,відпочивати,кан
961,krank werden::V,захворіти,чирле
962,krank sein::V,хворіти,чирле
963,schmerzen::V,боліти,сур
964,schmerzen::V,боліти,ырат
965,husten::V,кашляти,ӳсӗр
966,genesen::V,одужати,сывал
967,genesen::V,одужати,тӳрлен
968,genesen::V,видужати,сывал
969,genesen::V,видужати,тӳрлен
970,sterben::V,померти,вил
971,umkommen::V,згинути,вил
972,sich bewegen::V,рухатися,куҫ
973,sich rühren::V,ворушитися,хускал
974,sich erheben::V,встати,тӑр
975,sich setzen::V,сісти,лар
976,hinfallen::V,упасти,ӳк
977,laufen::V,ходити,ут
978,schreiten::V,крокувати,ут
979,spazierengehen::V,гуляти,уҫӑлса ҫӳре
980,spazierengehen::V,гуляти,уткаласа ҫӳре
981,eilen::V,спішити,васка
982,eilen::V,спішити,хыпалан
983,sich beeilen::V,поспішати,васка
984,sich beeilen::V,поспішати,хыпалан
985,sausen::V,мчатися,ыткӑн
986,sausen::V,мчатися,вӗҫтер
987,rennen::V,бігати,чуп
988,springen::V,скакати,сик
989,springen::V,стрибати,сик
990,klettern::V,лазити,улӑх
991,schaukeln::V,гойдатися,йӳрӗн
992,kriechen::V,повзати,шу
993,kriechen::V,повзати,упален
994,schwimmen::V,пливти,иш
995,schwimmen::V,плавати,иш
996,tauchen::V,пірнати,чӑм
997,rudern::V,гребти,авӑс
998,rudern::V,веслувати,авӑс
999,fahren::V,їхати,пыр
1000,fliegen::V,літати,вӗҫ
1001,gehen::V,іти,кай
1002,weggehen::V,піти,кай
1003,abfahren::V,від’їхати,тапран
1004,abfahren::V,відправитися,тапран
1005,anhalten::V,зупинитися,чарӑн
1006,hineingehen::V,входити,кӗр
1007,eintreten::V,увійти,кӗр
1008,kommen::V,прийти,кил
1009,ankommen::V,прибути,ҫит
1010,zurückkommen::V,повернутися,таврӑн
1011,zurückkommen::V,повернутися,каялла кил
1012,bleiben::V,залишитися,юл
1013,warten::V,чекати,кӗт
1014,erwarten::V,чекати,кӗт
1015,suchen::V,шукати,шыра
1016,finden::V,знайти,туп
1017,versuchen::V,випробовувати,пикен
1018,vorbereiten::V,підготувати,хатӗрле
1019,lieben::V,любити,юрат
1020,mögen::V,любити,кӑмӑлла
1021,mögen::V,любити,килӗштер
1022,mögen::V,подобатися,кӑмӑлла
1023,mögen::V,подобатися,килӗштер
1024,lachen::V,сміятися,кул
1025,lachen::V,сміятися,ахӑлтат
1026,rühren::V,розчулити,ҫулӑх
1027,weinen::V,плакати,йӗр
1028,weinen::V,плакати,макӑр
1029,schimpfen::V,лаятися,вӑрҫ
1030,schimpfen::V,лаятися,ятлаҫ
1031,sich ärgern::V,сердитися,ҫиллен
1032,sich fürchten::V,боятися,шиклен
1033,fürchten::V,боятися,хӑра
1034,fliehen::V,тікати,тар
1035,flüchten::V,утекти,чупса тар
1036,sehen::V,бачити,кур
1037,anschauen::V,поглянути,пӑхса ил
1038,ansehen::V,дивитися на,пӑх
1039,hören::V,чути,илт
1040,zuhören::V,слухати,итле
1041,zuhören::V,слухати,тӑнла
1042,probieren::V,покуштувати,астив
1043,riechen::V,нюхати,шӑршла
1044,fühlen::V,відчувати,туй
1045,fühlen::V,відчувати,сис
1046,scheinen::V,здаватися,туйӑн
1047,zu sehen sein::V,виднітися,курӑн
1048,vernehmen::V,почути,пӑл
1049,frieren::V,мерзнути,йӳтен
1050,tun::V,робити,ту
1051,können::V,могти,пултар
1052,wollen::V,хотіти,те
1053,anfangen::V,почати,пуҫла
1054,beenden::V,закінчити,пӗтер
1055,aufhören::V,перестати,пӑрах
1056,gelingen::V,вдатися,ӑн
1057,geraten::V,опинитися,пул
1058,öffnen::V,відкрити,уҫ
1059,schließen::V,закрити,хуп
1060,stellen::V,поставити,ларт
1061,stellen::V,поставити,тӑрат
1062,setzen::V,посадити,ларт
1063,legen::V,класти,хур
1064,berühren::V,чіпати,перӗн
1065,verbinden::V,зв’язати,сып
1066,bedecken::V,покрити,вит
1067,aufhängen::V,повісити,ҫак
1068,anzünden::V,запалити,ҫут
1069,aufheben::V,підняти,ҫӗкле
1070,zurücklassen::V,залишити,манса хӑвар
1071,verlieren::V,загубити,ҫӗтер
1072,fallen lassen::V,упустити,ӳкер
1073,machen::V,зробити,ту
1074,herstellen::V,виготовити,ӑстала
1075,bauen::V,будувати,ту
1076,reparieren::V,лагодити,юса
1077,verbessern::V,поліпшити,лайӑхлат
1078,ändern::V,змінити,улӑштар
1079,graben::V,копати,чав
1080,graben::V,копати,чакала
1081,beugen::V,зігнути,кукӑрт
1082,biegen::V,погнути,ав
1083,biegen::V,погнути,кукӑрт
1084,drehen::V,вертіти,ҫавӑр
1085,wenden::V,повернути,ӳпӗнтер
1086,umdrehen::V,перевернути,ҫавӑр
1087,heben::V,піднімати,хӑпарт
1088,hochheben::V,підняти,йӑт
1089,ergreifen::V,схопити,тыт
1090,halten::V,тримати,тыт
1091,drücken::V,натискати,пус
1092,schieben::V,пхати,тӗк
1093,schieben::V,пхати,тӗрт
1094,schieben::V,штовхати,тӗк
1095,schieben::V,штовхати,тӗрт
1096,kratzen::V,шкребти,хыр
1097,lecken::V,лизати,ҫула
1098,beißen::V,кусати,ҫырт
1099,beißen::V,кусати,хып
1100,abreißen::V,відірвати,тат
1101,abschneiden::V,відрізати,кас
1102,binden::V,в’язати,ҫых
1103,stecken::V,увіткнути,чик
1104,brechen::V,зламати,хуҫ
1105,klopfen::V,стукати,такка
1106,hauen::V,бити,шакка
1107,kleben::V,клеїти,ҫыпӑҫтар
1108,reiben::V,терти,сӑтӑр
1109,streichen::V,намазати,сӗр
1110,schleifen::V,точити,хӑйра
1111,schneiden::V,різати,кас
1112,rütteln::V,хитати,лӑка
1113,rütteln::V,хитати,силлентер
1114,schütteln::V,трясти,лӑка
1115,schütteln::V,трясти,силлентер
1116,schwenken::V,махати,сулла
1117,schütten::V,налити,тултар
1118,füllen::V,наповнити,тултар
1119,einwickeln::V,загорнути,чӗрке
1120,tragen::V,нести,ҫӗкле
1121,schleppen::V,тягти,сӗтӗр
1122,ziehen::V,тягнути,тӑс
1123,aufbewahren::V,зберігати,усра
1124,werfen::V,кидати,пӑрах
1125,fangen::V,ловити,тыт
1126,packen::V,схопити,тыт
1127,verstecken::V,сховати,пытарса хур
1128,teilen::V,розділити,уйӑр
1129,teilen::V,розділити,пайла
1130,schicken::V,посилати,яр
1131,bringen::V,принести,кӳр
1132,hinzufügen::V,додати,хуш
1133,bekommen::V,дістати,ил
1134,bekommen::V,дістати,туян
1135,erhalten::V,одержати,ил
1136,erhalten::V,одержати,туян
1137,nehmen::V,взяти,ил
1138,wählen::V,вибрати,суйла
1139,auswählen::V,відібрати,суйла
1140,bewahren::V,зберегти,упра
1141,behindern::V,перешкоджати,кансӗрле
1142,behindern::V,перешкоджати,чӑрмантар
1143,verderben::V,зіпсувати,пӑс
1144,beschädigen::V,зашкодити,пӑс
1145,zerbrechen::V,розбити,ват
1146,zerbrechen::V,розбити,ҫӗмӗр
1147,zerreißen::V,розірвати,ҫур
1148,zerstören::V,зруйнувати,иш
1149,verbrennen::V,спалити,ҫунтар
1150,geben::V,дати,пар
1151,reichen::V,передати,пар
1152,schenken::V,дарувати,парнеле
1153,versprechen::V,обіцяти,тума пул
1154,versprechen::V,обіцяти,сӑмах пар
1155,wünschen::V,бажати,сун
1156,loben::V,хвалити,ырла
1157,küssen::V,цілувати,чуп ту
1158,wiegen::V,качати,сиктер
1159,wiegen::V,качати,силле
1160,zudecken::V,накрити,вит
1161,wecken::V,розбудити,вӑрат
1162,zeigen::V,показати,кӑтарт
1163,führen::V,вести,илсе пыр
1164,führen::V,вести,ҫавӑтса пыр
1165,lehren::V,вчити,вёрент
1166,unterrichten::V,викладати,вёрент
1167,aufziehen::V,виховати,вӗрент
1168,leiten::V,керувати,тытса пыр
1169,antreiben::V,підганяти,васкат
1170,lassen::V,змусити,пусахла
1171,lassen::V,змусити,хуш
1172,einladen::V,запросити,чӗн
1173,vereinigen::V,об’єднати,пӗрлештер
1174,besuchen::V,завітати,ҫит
1175,besuchen::V,завітати,кӗрсе кур
1176,besuchen::V,відвідати,ҫит
1177,besuchen::V,відвідати,кӗрсе кур
1178,treffen::V,зустріти,тӗл пул
1179,sich versammeln::V,зібратися,пуҫтарӑн
1180,spielen::V,грати,выля
1181,singen::V,співати,юрла
1182,tanzen::V,танцювати,ташла
1183,sich trennen::V,розлучитися,уйрӑл
1184,verlassen::V,покинути,хӑвар
1185,retten::V,врятувати,ҫӑл
1186,bewachen::V,охороняти,хуралла
1187,schützen::V,уберігати,сыхла
1188,verteidigen::V,захистити,хӳтӗле
1189,sich schlagen::V,битися,ҫапӑҫ
1190,sich schlagen::V,дратися,ҫапӑҫ
1191,schießen::V,стріляти,пер
1192,siegen::V,перемогти,ҫӗн
1193,siegen::V,перемогти,ҫӗнтер
1194,ärgern::V,сердити,тарӑхтар
1195,ärgern::V,сердити,ҫиллентер
1196,schlagen::V,ударити,ҫап
1197,treten::V,штовхати,тап
1198,stechen::V,вколоти,чик
1199,stoßen::V,штовхнути,чыш
1200,stehlen::V,украсти,вӑрла
1201,stören::V,перешкодити,кансӗрле
1202,belästigen::V,докучати,аптӑрат
1203,belästigen::V,докучати,хупла
1204,verbergen::V,сховати,пытар
1205,täuschen::V,обдурити,суй
1206,betrügen::V,зшахраювати,ултала
1207,töten::V,убити,вӗлер
1208,wohnen::V,жити,чуна пар
1209,wohnen::V,жити,парӑнса тӑр
1210,wohnen::V,мешкати,чуна пар
1211,wohnen::V,мешкати,парӑнса тӑр
1212,arbeiten::V,працювати,ӗҫле
1213,sammeln::V,зібрати,пух
1214,pflücken::V,зривати,тат
1215,jagen::V,полювати,сунара ҫӳре
1216,fischen::V,рибалити,пулӑ тыт
1217,fassen::V,піймати,тыт
1218,hüten::V,пасти,кӗт
1219,treiben::V,гнати,хӑвала
1220,anbinden::V,прив’язати,кӑкар
1221,füttern::V,годувати,ҫитер
1222,füttern::V,харчувати,ҫитер
1223,melken::V,доїти,су
1224,hacken::V,рубати,вакла
1225,gießen::V,полити,шӑвар
1226,reifen::V,дозріти,пиҫ
1227,zubereiten::V,зготовити,пӗҫер
1228,zubereiten::V,приготувати,пӗҫер
1229,kochen::V,варити,пӗҫер
1230,kochen::V,готувати,пӗҫер
1231,backen::V,пекти,пӗҫер
1232,braten::V,смажити,ӑшала
1233,umrühren::V,переміщати,хутӑштар
1234,stricken::V,в’язати,ҫых
1235,nähen::V,шити,ҫӗле
1236,färben::V,пофарбувати,пӗвет
1237,reinigen::V,очистити,тасат
1238,waschen::V,мити,ҫу
1239,abwischen::V,витерти,шӑл
1240,spülen::V,полоскати,чӳхе
1241,fegen::V,підмітати,шӑл
1242,kehren::V,мести,шӑл
1243,baden::V,купатися,шыва кӗр
1244,sich waschen::V,митися,ҫӑвӑн
1245,ausziehen::V,зняти,салан
1246,anziehen::V,надіти,тӑхӑн
1247,sich anziehen::V,одягтися,тӑхӑн
1248,sich anziehen::V,одягнутися,тӑхӑн
1249,kämmen::V,зачесати,тура
1250,schmücken::V,оздобити,илемлет
1251,sagen::V,сказати,те
1252,sprechen::V,говорити,кала
1253,reden::V,розмовляти,сӑмахла
1254,reden::V,розмовляти,калаҫ
1255,sich unterhalten::V,бесідувати,пупле
1256,fragen::V,запитати,ыйт
1257,bitten::V,просити,ыйт
1258,erzählen::V,розповісти,каласа пар
1259,mitteilen::V,повідомити,пӗлтер
1260,mitteilen::V,повідомити,хыпарла
1261,nennen::V,назвати,те
1262,nennen::V,назвати,чӗн
1263,rufen::V,кликати,чӗн
1264,prahlen::V,хвалитися,мухтан
1265,prahlen::V,хвалитися,вӗҫкӗнлен
1266,übersetzen::V,перекласти,куҫар
1267,denken::V,думати,шухӑшла
1268,denken::V,мислити,шухӑшла
1269,glauben::V,вірити,ӗнен
1270,bemerken::V,помітити,асӑрха
1271,erkennen::V,пізнати,палла
1272,begreifen::V,осягнути,ӑнлан
1273,verstehen::V,почути,пӗл
1274,lernen::V,навчатися,вӗрен
1275,wissen::V,знати,пӗл
1276,wissen::V,знати,ӑнкар
1277,sich erinnern an::V,пам’ятати,аса ил
1278,vergessen::V,забути,ман
1279,vergessen::V,забути,манса кай
1280,messen::V,міряти,виҫ
1281,zählen::V,лічити,шутла
1282,rechnen::V,рахувати,шутла
1283,lesen::V,читати,вула
1284,malen::V,малювати,ӳкер
1285,zeichnen::V,рисувати,ӳкер
1286,schreiben::V,писати,ҫыр
1287,besitzen::V,мати,тыт
1288,kaufen::V,купити,ил
1289,kaufen::V,купити,туян
1290,verkaufen::V,продати,сут
1291,bezahlen::V,заплатити,тӳле
1292,zahlen::V,платити,тӳле
1293,beherrschen::V,володіти,тыт
1294,ertragen::V,витерпіти,тӳс
