,Concept_ID,cy,mdf
783,damals::ADV,ar y pryd,эста
784,damals::ADV,bryd hynny,эста
785,danach::ADV,wedyn,меле
786,vorher::ADV,o'r blaen,инголи
787,zuerst::ADV,yn gyntaf,ва́сенда
788,einmal::ADV,unwaith,весть
789,manchmal::ADV,weithiau,лия́ста
790,manchmal::ADV,weithiau,ко́ста-ко́ста
791,manchmal::ADV,ar brydiau,лия́ста
792,manchmal::ADV,ar brydiau,ко́ста-ко́ста
793,oft::ADV,yn aml,си́деста
794,oft::ADV,yn fynych,си́деста
795,immer::ADV,bob amser,фалу
796,immer::ADV,bob amser,най
797,niemals::ADV,ni ... byth,аф мзя́рдонга
798,niemals::ADV,ni ... erioed,аф мзя́рдонга
799,hier::ADV,yma,тяса
800,hierhin::ADV,hyd yma,сей
801,hierhin::ADV,hyd yma,тяза
802,von hier::ADV,oddi yma,тя́ста
803,dort::ADV,acw,тоса
804,dorthin::ADV,tuag yno,тов
805,dorthin::ADV,tuag yno,тоза
806,geradeaus::ADV,syth ymlaen,ви́деста
807,vorwärts::ADV,ymlaen,и́нголи
808,rückwärts::ADV,yn ôl,ме́ки
809,zurück::ADV,yn ôl,ме́ки
810,unten::ADV,isod,ала
811,unten::ADV,oddi tanodd,ала
812,hinab::ADV,i lawr,алу
813,hinab::ADV,i waered,алу
814,oben::ADV,fry,вяре
815,hinauf::ADV,i fyny,вяри
816,hinauf::ADV,i'r lan,вяри
817,überall::ADV,ym mhobman,се́мбе ва́стова
818,nicht::ADV,ni,аф
819,nicht::ADV,nid,аф
820,ein wenig::ADV,tipyn,аф лама
821,ein wenig::ADV,ychydig,аф лама
822,kaum::ADV,prin,а́ньцек
823,sehr::ADV,iawn,пяк
824,so::ADV,fel,ста́не
825,so::ADV,felly,ста́не
826,noch::ADV,eto,нинге
827,nur::ADV,yn unig,аньцек
828,schon::ADV,eisoes,ни
829,schon::ADV,yn barod,ни
830,wieder::ADV,drachefn,та́га
831,vergebens::ADV,yn ofer,стак
832,vor::PRP,o flaen,инголе
833,hinter::PRP,ar ôl,фтала
834,hinter::PRP,ar ôl,мельге
835,unter::PRP,islaw,ала
836,durch::PRP,trwy,пачк
837,neben::PRP,ar bwys,ваксса
838,zwischen::PRP,rhwng,ёткса
839,zwischen::PRP,cydrhwng,ёткса
840,wegen::PRP,o achos,сюнеда
841,wegen::PRP,oherwydd,сюнеда
842,dies::PRN,hyn,тя
843,das::PRN,hynny,ся
844,das::PRN,hynny,тона
845,alles::PRN,popeth,сембе
846,ich::PRN,fi,мон
847,du::PRN,ti,тон
848,er::PRN,fe,сон
849,wir::PRN,ni,минь
850,ihr::PRN,chi,тинь
851,sie::PRN,hwy,синь
852,was::FPRN,pa beth,мезе
853,wer::FPRN,pwy,кие
854,wo::FADV,ble,коса
855,wo::FADV,ym mha le,коса
856,wohin::FADV,i ble,ков
857,wohin::FADV,i ble,коза
858,wohin::FADV,i ba le,ков
859,wohin::FADV,i ba le,коза
860,wie::FADV,sut,ко́да
861,warum::FADV,pam,мес
862,wieviel::FNUM,faint,мзя́ра
863,eins::NUM,un,фкя
864,zwei::NUM,dau,кафта
865,drei::NUM,tri,колма
866,vier::NUM,pedwar,ниле
867,fünf::NUM,pump,вете
868,sechs::NUM,chwech,кота
869,sieben::NUM,saith,сисем
870,acht::NUM,wyth,кафкса
871,neun::NUM,naw,ве́йхкса
872,zehn::NUM,deg,кемонь
873,elf::NUM,un ar ddeg,кефкие
874,zwölf::NUM,deuddeg,кемгафтува
875,zwölf::NUM,un deg dau,кемгафтува
876,zwanzig::NUM,ugain,комсь
877,dreißig::NUM,tri deg,колмогемонь
878,dreißig::NUM,deg ar hugain,колмогемонь
879,vierzig::NUM,deugain,нильге́монь
880,fünfzig::NUM,hanner cant,ве́дьгемонь
881,sechzig::NUM,chwe deg,ко́дгемонь
882,siebzig::NUM,saith deg,сизьге́монь
883,siebzig::NUM,deg a thrigain,сизьге́монь
884,achtzig::NUM,wyth deg,ка́фксогемонь
885,achtzig::NUM,pedar ugain,ка́фксогемонь
886,neunzig::NUM,naw deg,ве́йхксогемонь
887,neunzig::NUM,deg a phedwar ugain,ве́йхксогемонь
888,hundert::NUM,cant,сяда
889,tausend::NUM,mil,тёжянь
890,und::CNJ,a,и
891,und::CNJ,a,дъ
892,oder::CNJ,neu,или
893,oder::CNJ,neu,али
894,stehen::V,sefyll,а́щемс стя́да
895,sitzen::V,eistedd,ащемс озада
896,liegen::V,gorwedd,ма́дозь а́щемс
897,hängen::V,hongian,нюрьгомс
898,werden::V,dod yn,арамс
899,werden::V,dod yn,тиевомс
900,werden::V,mynd yn,арамс
901,werden::V,mynd yn,тиевомс
902,passieren::V,digwydd,лисэмс
903,passieren::V,digwydd,эвондамс
904,beginnen::V,cychwyn,ушедомс
905,enden::V,gorffen,лоткамс
906,wechseln::V,newid,по́лафнемс
907,aufgehen[Sonne]::V,codi,стямс
908,aufgehen[Sonne]::V,codi,лисемс
909,untergehen[Sonne]::V,machlud,валгомс
910,scheinen[Sonne]::V,tywynnu,ва́лдоптомс
911,donnern::V,taranu,торамс
912,wehen::V,chwythu,уфа́мс
913,strömen::V,ffrydio,шудемс
914,fließen::V,llifo,шудемс
915,sich drehen::V,troi,шаромс
916,sich drehen::V,cylchdroi,шаромс
917,schwanken::V,siglo,якамс
918,schwingen::V,siglo,люксемс
919,schwingen::V,siglo,нюрьсемс
920,fallen::V,cwympo,прамс
921,fallen::V,cwympo,прашендомс
922,brennen::V,llosgi,паломс
923,rauchen::V,mygu,качадомс
924,regnen::V,glawio,пиземс
925,gefrieren::V,rhewi,эйндамс
926,gefrieren::V,rhewi,кельмомс
927,tauen::V,toddi,соламс
928,tauen::V,meirioli,соламс
929,schmelzen::V,toddi,соламс
930,trocknen::V,sychu,коськомс
931,sieden::V,berwi,лакамс
932,faulen::V,pydru,наксадомс
933,faulen::V,braenu,наксадомс
934,verfaulen::V,pydru,наксадомс
935,verfaulen::V,dadfeilio,наксадомс
936,reißen::V,clecian,сязевомс
937,reißen::V,torri'n glats,сязевомс
938,versinken::V,suddo,ваямс
939,vergehen::V,myned heibio,ётамс
940,vergehen::V,pasio,ётамс
941,erscheinen::V,ymddangos,эвондамс
942,verschwinden::V,diflannu,юма́мс
943,sinken::V,syrthio,валгомс
944,abnehmen::V,lleihau,киремс
945,zunehmen::V,cynyddu,ламокстомс
946,zunehmen::V,cynyddu,рашнемс
947,steigen::V,codi,кеподемс
948,wachsen::V,tyfu,касомс
949,glänzen::V,disgleirio,цинзелдомс
950,glänzen::V,disgleirio,цифордомс
951,funkeln::V,pefrio,ци́фтордомс
952,lärmen::V,cadw sŵn,жалнамс
953,lärmen::V,gwneud twrw,жалнамс
954,läuten::V,canu,гайфтемс
955,klingeln::V,canu,гайфтемс
956,klingeln::V,seinio,гайфтемс
957,klirren::V,tincian,ка́нзеркшнемс
958,brausen::V,rhuo,жоледемс
959,rauschen::V,siffrwd,вжнамс
960,rauschen::V,siffrwd,гамнамс
961,rauschen::V,chwithrwd,вжнамс
962,rauschen::V,chwithrwd,гамнамс
963,klingen::V,seinio,кайгомс
964,bellen::V,cyfarth,ува́мс
965,heulen::V,udo,сувомс
966,heulen::V,udo,урнамс
967,heulen::V,oernadu,сувомс
968,heulen::V,oernadu,урнамс
969,blasen::V,chwythu,уфа́мс
970,pfeifen::V,chwibanu,вяшкомс
971,schreien::V,gweiddi,пешкодомс
972,schreien::V,bloeddio,пешкодомс
973,stöhnen::V,griddfan,куфцемс
974,zittern::V,crynu,таромс
975,leben::V,byw,эрямс
976,geboren werden::V,cael eich geni,шачемс
977,atmen::V,anadlu,ажнамс
978,trinken::V,yfed,симомс
979,essen::V,bwyta,ярхцамс
980,schlucken::V,llyncu,нилемс
981,müde werden::V,blino,сиземс
982,einschlafen::V,mynd i gysgu,матодовомс
983,einschlafen::V,syrthio i gysgu,матодовомс
984,schlafen::V,huno,удомс
985,schlafen::V,cysgu,удомс
986,aufwachen::V,dihuno,съргоземс
987,aufstehen::V,codi,стямс
988,sich erholen::V,ymlacio,ваймосемс
989,sich erholen::V,dadflino,ваймосемс
990,krank werden::V,mynd yn sâl,сярядькстомс
991,krank werden::V,mynd yn wael,сярядькстомс
992,krank sein::V,gwaelu,сярядемс
993,schmerzen::V,brifo,сярядемс
994,husten::V,pesychu,козомс
995,genesen::V,gwella,пъ́чкамс
996,genesen::V,cael yn ôl,пъ́чкамс
997,sterben::V,marw,куломс
998,umkommen::V,trengi,юма́мс
999,sich bewegen::V,symud,шаштомс
1000,sich rühren::V,syflyd,сърхка́мс
1001,sich erheben::V,codi,стямс
1002,sich setzen::V,eistedd,озамс
1003,hinfallen::V,cwympo,прамс
1004,hinfallen::V,cwympo,сяворемс
1005,laufen::V,cerdded,якамс
1006,schreiten::V,camu,молемс
1007,schreiten::V,camu,аськолямс
1008,spazierengehen::V,mynd am dro,якамс
1009,eilen::V,rhuthro,эряскодомс
1010,sich beeilen::V,brysio,эряскодомс
1011,sausen::V,rhuthro,лиемс
1012,rennen::V,rhedeg,арнемс
1013,springen::V,llamu,комотнемс
1014,springen::V,neidio,комотнемс
1015,klettern::V,dringo,ку́цемс
1016,schaukeln::V,siglo,нюрямс
1017,kriechen::V,cropian,шаштомс комада
1018,schwimmen::V,nofio,уемс
1019,tauchen::V,plymio,юпиемс
1020,tauchen::V,plymio,чёпафнемс
1021,tauchen::V,ymsuddo,юпиемс
1022,tauchen::V,ymsuddo,чёпафнемс
1023,rudern::V,rhwyfo,па́немс ве́неж
1024,fahren::V,gyrru,ардомс
1025,fahren::V,dreifio,ардомс
1026,fliegen::V,hedfan,лиемс
1027,gehen::V,mynd,молемс
1028,weggehen::V,mynd,тумс
1029,weggehen::V,ymadael,тумс
1030,abfahren::V,ymadael,тумс
1031,anhalten::V,stopio,лоткамс
1032,hineingehen::V,mynd i mewn,сува́мс
1033,eintreten::V,mynd i,сува́мс
1034,kommen::V,dod,самс
1035,ankommen::V,cyrraedd,самс
1036,ankommen::V,cyrraedd,пачкодемс
1037,zurückkommen::V,dychwelyd,мърдамс
1038,bleiben::V,aros,иля́домс
1039,bleiben::V,sefyll,иля́домс
1040,warten::V,aros,учемс
1041,warten::V,disgwyl,учемс
1042,erwarten::V,disgwyl,учемс
1043,suchen::V,chwilio am,вешемс
1044,finden::V,darganfod,мумс
1045,versuchen::V,profi,варчсемс
1046,versuchen::V,ceisio,варчсемс
1047,vorbereiten::V,paratoi,анокламс
1048,lieben::V,caru,кельгомс
1049,mögen::V,hoffi,кельгомс
1050,lachen::V,chwerthin,рахамс
1051,lachen::V,chwerthin,рахсемс
1052,rühren::V,cynhyrfu,токамс седи
1053,weinen::V,wylo,авардемс
1054,weinen::V,llefain,авардемс
1055,schimpfen::V,grwgnach,сюцемс
1056,sich ärgern::V,gofidio,кяжиямс
1057,sich fürchten::V,ofni,пелемс
1058,fürchten::V,arswydo,пелемс
1059,fliehen::V,ffoi,ворьгодемс
1060,flüchten::V,dianc,ша́домс
1061,flüchten::V,dianc,во́рьгодемс
1062,sehen::V,gweld,няемс
1063,anschauen::V,syllu,ваномс
1064,anschauen::V,edrych,ваномс
1065,ansehen::V,gwylio,ваномс
1066,hören::V,clywed,марямс
1067,zuhören::V,gwrando,ку́лхдоньомс
1068,probieren::V,profi,варжамс
1069,riechen::V,arogli,никса́мс
1070,fühlen::V,teimlo,марямс
1071,fühlen::V,clywed,марямс
1072,scheinen::V,ymddangos,ня́евомс
1073,zu sehen sein::V,dod i'r golwg,ня́евомс
1074,vernehmen::V,clywed sôn am,марямс
1075,frieren::V,bod yn oer,паломс
1076,frieren::V,bod yn oer,кельмомс
1077,tun::V,gwneud,тиемс
1078,können::V,gallu,маштомс
1079,wollen::V,bod mewn angen,-не-
1080,anfangen::V,dechrau,ушедомс
1081,beenden::V,darfod,аде́ламс
1082,beenden::V,gorffen,аде́ламс
1083,aufhören::V,peidio,лоткамс
1084,gelingen::V,llwyddo,удалакшнемс
1085,geraten::V,diweddu,лисемс
1086,öffnen::V,agor,панжемс
1087,schließen::V,cau,сёлгомс
1088,stellen::V,gosod,путомс
1089,setzen::V,gosod,озафнемс
1090,setzen::V,gosod,озавтнемс
1091,legen::V,gosod,путомс
1092,berühren::V,cyffwrdd,токамс
1093,verbinden::V,cysylltu,сотомс
1094,bedecken::V,gorchuddio,комачамс
1095,bedecken::V,gorchuddio,вельхтямс
1096,aufhängen::V,crogi,повфтамс
1097,aufhängen::V,hongian,повфтамс
1098,anzünden::V,cynnau,крьвя́стемс
1099,aufheben::V,codi,кеподемс
1100,aufheben::V,codi,касфтомс
1101,zurücklassen::V,gadael,ка́домс
1102,verlieren::V,colli,юма́фтомс
1103,fallen lassen::V,gollwng,прафтомс
1104,machen::V,gwneud,тиемс
1105,herstellen::V,cynhyrchu,анокламс
1106,bauen::V,adeiladu,путомс
1107,reparieren::V,trwsio,петемс
1108,reparieren::V,atgyweirio,петемс
1109,verbessern::V,diwygio,цебярьгофтомс
1110,ändern::V,altro,полафтомс
1111,graben::V,palu,шу́вомс
1112,graben::V,palu,та́ргамс
1113,graben::V,cloddio,шу́вомс
1114,graben::V,cloddio,та́ргамс
1115,beugen::V,plygu,мяндемс
1116,biegen::V,plygu,комафтомс
1117,drehen::V,troelli,шо́вамс
1118,drehen::V,troelli,ша́рфнемс
1119,wenden::V,troi,ша́рфтомс
1120,umdrehen::V,troi,шарфтомс
1121,heben::V,codi,ке́подемс
1122,hochheben::V,dyrchafu,ке́подемс
1123,hochheben::V,dyrchafu,ка́сфтомс
1124,ergreifen::V,gafael,фатямс
1125,halten::V,dal,кирдемс
1126,drücken::V,pwyso,люпшта́мс
1127,drücken::V,gwasgu,люпшта́мс
1128,schieben::V,gwthio,шашфтомс
1129,kratzen::V,crafu,а́нгорямс
1130,kratzen::V,crafu,киськоря́мс
1131,lecken::V,llyfu,нолсемс
1132,beißen::V,cnoi,сускомс
1133,beißen::V,brathu,сускомс
1134,abreißen::V,tynnu ymaith,сяземс
1135,abschneiden::V,torri,керомс
1136,binden::V,clymu,сотомс
1137,stecken::V,plannu,сялгомс
1138,brechen::V,torri,си́ннемс
1139,brechen::V,torri,ка́лафтомс
1140,klopfen::V,taro,чакамс
1141,klopfen::V,taro,чакиемс
1142,hauen::V,taro,шавомс
1143,hauen::V,taro,пиксомс
1144,kleben::V,gludio,пе́тфнемс
1145,reiben::V,rhwbio,шо́вамс
1146,streichen::V,taenu,вадемс
1147,schleifen::V,hogi,шо́вамс
1148,schneiden::V,torri,керомс
1149,rütteln::V,ysgytio,та́рфтомс
1150,schütteln::V,siglo,шука́демс
1151,schütteln::V,ysgwyd,шука́демс
1152,schwenken::V,siglo,яфодемс
1153,schütten::V,tywallt,каямс
1154,schütten::V,tywallt,нюрьхтя́мс
1155,füllen::V,llenwi,пяшкодемс
1156,einwickeln::V,lapio,тапардамс
1157,tragen::V,cludo,кандомс
1158,schleppen::V,llusgo,ускомс
1159,ziehen::V,tynnu,ускомс
1160,aufbewahren::V,cadw,ванфтомс
1161,werfen::V,taflu,ёрямс
1162,fangen::V,dal,кунда́мс
1163,packen::V,cipio,фатямс
1164,packen::V,crafangu,фатямс
1165,verstecken::V,celu,кяшемс
1166,verstecken::V,cuddio,кяшемс
1167,teilen::V,rhannu,явомс
1168,schicken::V,anfon,кучемс
1169,bringen::V,dod â,кандомс
1170,bringen::V,dod â,пачфтемс
1171,hinzufügen::V,chwanegu,пу́томс та́га
1172,hinzufügen::V,chwanegu,ма́ксомс та́га
1173,bekommen::V,cael,сявомс
1174,erhalten::V,derbyn,сявомс
1175,nehmen::V,cymryd,сявомс
1176,wählen::V,dewis,ко́чкамс
1177,auswählen::V,dethol,кочкамс
1178,bewahren::V,cadw,ванфтомс
1179,behindern::V,atal,шорямс
1180,behindern::V,rhwystro,шорямс
1181,verderben::V,difetha,коламс
1182,verderben::V,difetha,гастямс
1183,beschädigen::V,niweidio,тиендемс зиян
1184,zerbrechen::V,torri,тапамс
1185,zerreißen::V,rhwygo,сяземс
1186,zerstören::V,dinistrio,ка́лафтомс
1187,verbrennen::V,llosgi,пълхта́мс
1188,geben::V,rhoi,ма́ксомс
1189,reichen::V,estyn,максомс
1190,schenken::V,rhoddi,каземс
1191,versprechen::V,addo,ма́ксомс вал
1192,wünschen::V,dymuno,арьсемс
1193,loben::V,canmol,шна́мс
1194,küssen::V,cusanu,палсемс
1195,wiegen::V,siglo,нюря́фтомс
1196,zudecken::V,gorchuddio,вельхтямс
1197,wecken::V,deffro,стя́фтомс
1198,wecken::V,deffro,съ́ргозьфтемс
1199,zeigen::V,dangos,няфтемс
1200,führen::V,arwain,вятемс
1201,lehren::V,dysgu,тонафтомс
1202,unterrichten::V,hyfforddi,тонафтомс
1203,aufziehen::V,dod i fyny,касфтомс
1204,leiten::V,arwain,вятемс
1205,antreiben::V,annog,вятемс
1206,lassen::V,gadael,кошардомс
1207,einladen::V,gwahodd,тердемс
1208,einladen::V,gwahodd,серьгядемс
1209,vereinigen::V,uno,пуроптомс
1210,vereinigen::V,uno,кочкамс марса
1211,vereinigen::V,cyfuno,пуроптомс
1212,vereinigen::V,cyfuno,кочкамс марса
1213,besuchen::V,ymweld â,варжамс
1214,treffen::V,cwrdd,васьфтомс
1215,treffen::V,cyfarfod,васьфтомс
1216,sich versammeln::V,casglu,кочкавомс
1217,sich versammeln::V,cynnull,кочкавомс
1218,spielen::V,chwarae,налхксемс
1219,singen::V,canu,морамс
1220,tanzen::V,dawnsio,кштимс
1221,sich trennen::V,ymwahanu,явомс
1222,verlassen::V,gadael,кадондомс
1223,retten::V,achub,идемс
1224,retten::V,achub,араламс
1225,bewachen::V,gwarchod,ваномс
1226,schützen::V,noddi,а́раламс
1227,verteidigen::V,amddiffyn,а́раламс
1228,sich schlagen::V,ffraeo,тюремс
1229,sich schlagen::V,terfysgu,тюремс
1230,schießen::V,saethu,ляцемс
1231,siegen::V,ennill,сяськомс
1232,ärgern::V,cythruddo,кяжияфтомс
1233,schlagen::V,curo,токамс
1234,treten::V,cicio,тапамс
1235,stechen::V,pigo,пупамс
1236,stechen::V,pigo,сялгомс
1237,stoßen::V,gwthio,тостядемс
1238,stehlen::V,dwyn,саламс
1239,stehlen::V,lladrata,саламс
1240,stören::V,aflonyddu,шорсемс
1241,belästigen::V,trafferthu,токсамс
1242,belästigen::V,trafferthu,аф кадомс ваймама
1243,verbergen::V,cuddio,кяшемс
1244,täuschen::V,twyllo,васькафтомс
1245,täuschen::V,twyllo,кяльготнемс
1246,betrügen::V,hocedu,васькафнемс
1247,töten::V,lladd,шавомс
1248,töten::V,lladd,аде́ламс
1249,wohnen::V,byw,эрямс
1250,arbeiten::V,gweithio,покодемс
1251,sammeln::V,casglu,кочкамс
1252,sammeln::V,casglu,пу́роптомс
1253,pflücken::V,casglu,фатнемс
1254,pflücken::V,casglu,нотфнемс
1255,jagen::V,hela,кунда́мс
1256,fischen::V,pysgota,калонь кунда́мс
1257,fassen::V,dal,кунда́мс
1258,hüten::V,bugeilio,ваномс
1259,treiben::V,gyrru,панемс
1260,anbinden::V,clymu,сотомс
1261,füttern::V,porthi,трямс
1262,füttern::V,porthi,а́ндомс
1263,melken::V,godro,потямс
1264,hacken::V,torri,лазондомс
1265,gießen::V,dyfrhau,валомс
1266,reifen::V,aeddfedu,кенеремс
1267,zubereiten::V,coginio,анокламс
1268,kochen::V,berwi,пидемс
1269,backen::V,pobi,пидемс
1270,backen::V,crasu,пидемс
1271,braten::V,ffrio,пуштомс
1272,umrühren::V,cyffroi,шорямс
1273,stricken::V,gwau,кодамс
1274,nähen::V,gwnïo,стамс
1275,färben::V,lliwio,а́рхтомс
1276,reinigen::V,glanhau,ва́ткамс
1277,reinigen::V,glanhau,а́роптомс
1278,waschen::V,golchi,муськомс
1279,abwischen::V,sychu,нардамс
1280,spülen::V,streulio,оргалдомс
1281,fegen::V,ysgubo,тяемс
1282,kehren::V,ysgubo,тяемс
1283,baden::V,cael bath,э́шелямс
1284,sich waschen::V,ymolchi,штамс
1285,ausziehen::V,tynnu,кайсефтемс
1286,anziehen::V,gwisgo,ща́фтомс
1287,sich anziehen::V,ymwisgo,щамс
1288,kämmen::V,cribo,се́ендемс
1289,schmücken::V,harddu,на́ряжамс
1290,schmücken::V,harddu,ма́зоптомс
1291,schmücken::V,addurno,на́ряжамс
1292,schmücken::V,addurno,ма́зоптомс
1293,sagen::V,dweud,азомс
1294,sagen::V,dweud,мярьгомс
1295,sprechen::V,llefaru,корхтамс
1296,reden::V,siarad,корхнемс
1297,sich unterhalten::V,sgwrsio,корхнемс
1298,fragen::V,gofyn,ки́зефтемс
1299,bitten::V,gofyn am,а́намс
1300,bitten::V,gofyn am,ве́шемс
1301,erzählen::V,dweud,а́зондомс
1302,mitteilen::V,cyfleu,азомс
1303,nennen::V,enwi,лемдемс
1304,nennen::V,enwi,путомс лем
1305,rufen::V,galw,серьгядемс
1306,prahlen::V,brolio,шна́фтомс пря́
1307,prahlen::V,ymffrostio,шна́фтомс пря́
1308,übersetzen::V,cyfieithu,ётафтомс
1309,denken::V,meddwl,арьсемс
1310,glauben::V,credu,кемамс
1311,glauben::V,coelio,кемамс
1312,bemerken::V,sylwi,ня́емс
1313,erkennen::V,adnabod,содамс
1314,begreifen::V,amgyffred,сатомс
1315,verstehen::V,deall,шарьхкодемс
1316,lernen::V,dysgu,тонафнемс
1317,wissen::V,gwybod,со́дамс
1318,sich erinnern an::V,cofio,лятфтамс
1319,vergessen::V,anghofio,юкстамс
1320,messen::V,mesur,ункснемс
1321,zählen::V,cyfrif,лу́вомс
1322,zählen::V,cyfrif,а́рьсемс
1323,rechnen::V,cyfrifo,лувомс
1324,lesen::V,darllen,лувомс
1325,lesen::V,darllen,морафтомс
1326,malen::V,peintio,рисова́ндамс
1327,zeichnen::V,tynnu,рисова́ндамс
1328,schreiben::V,ysgrifennu,сёрмадомс
1329,besitzen::V,meddu,улемс азоркс
1330,kaufen::V,prynu,рамамс
1331,verkaufen::V,gwerthu,мимс
1332,bezahlen::V,talu am,пандомс
1333,zahlen::V,talu,па́ндомс
1334,beherrschen::V,rheoli,азорондамс
1335,beherrschen::V,llywodraethu,азорондамс
1336,ertragen::V,dioddef,кирдемс
