,Concept_ID,ko,es
847,vergehen::V,지나가다,pasar
848,erscheinen::V,나타나다,aparecer
849,verschwinden::V,사라지다,desaparecer
850,sinken::V,가라앉다,bajar
851,abnehmen::V,떼어내다,decrecer
852,abnehmen::V,떼어내다,disminuir
853,zunehmen::V,증가하다,crecer
854,zunehmen::V,증가하다,aumentar
855,steigen::V,상승하다,subir
856,steigen::V,상승하다,ascender
857,wachsen::V,생기하다,crecer
858,glänzen::V,뛰오나다,brillar
859,glänzen::V,뛰오나다,resplandecer
860,funkeln::V,불티가잍어나다,chispear
861,lärmen::V,떠들다,hacer ruido
862,läuten::V,울시다,sonar
863,läuten::V,울시다,repicar
864,klingeln::V,초닌총을울리다,tocar el timbre
865,klirren::V,탁탁울리다,tintinear
866,brausen::V,쏴쏴소리내다,zumbar
867,rauschen::V,솨솨,murmurar
868,klingen::V,반향하다,sonar
869,bellen::V,짖다,ladrar
870,heulen::V,포효하다,ulular
871,blasen::V,불다,soplar
872,pfeifen::V,피리를불다,silbar
873,schreien::V,절규하다,gritar
874,stöhnen::V,신음하다,gemir
875,zittern::V,저뉼하다,temblar
876,leben::V,살다,vivir
877,geboren werden::V,태어난,nacer
878,atmen::V,숨쉬다,respirar
879,trinken::V,마시다,beber
880,essen::V,먹다,comer
881,schlucken::V,들이켜다,tragar
882,einschlafen::V,잠들다,dormirse
883,schlafen::V,자다,dormir
884,aufwachen::V,눈트다,despertarse
885,aufstehen::V,서다,levantarse
886,sich erholen::V,회복하다,reposar
887,sich erholen::V,회복하다,descansar
888,schmerzen::V,아프다,doler
889,husten::V,잔기침하다,toser
890,genesen::V,낫다,convalecer
891,genesen::V,낫다,restablecerse
892,sterben::V,죽다,morir
893,umkommen::V,못쓰게되다,perecer
894,sich bewegen::V,움직이다,moverse
895,sich rühren::V,움직이다,rebullir
896,sich erheben::V,이러서다,levantarse
897,sich setzen::V,앉히다,sentarse
898,hinfallen::V,넘어지다,caerse
899,laufen::V,걷다,andar
900,schreiten::V,보행하다,proceder
901,spazierengehen::V,산보하다,pasear
902,spazierengehen::V,산보하다,pasearse
903,eilen::V,서둘다,correr prisa
904,sich beeilen::V,서둘게하다,darse prisa
905,sausen::V,서들러 떠나다,correr
906,rennen::V,달리다,correr
907,springen::V,도약하다,saltar
908,klettern::V,갑겨오르다,trepar
909,klettern::V,갑겨오르다,escalar
910,schaukeln::V,흔들리게하다,bambolearse
911,kriechen::V,기다,reptar
912,kriechen::V,기다,arrastrarse
913,schwimmen::V,헤엄치다,nadar
914,tauchen::V,잠기다,bucear
915,tauchen::V,잠기다,sumergirse
916,rudern::V,물을헤치다,remar
917,fahren::V,가다,ir
918,fahren::V,나르다,ir
919,fliegen::V,날다,volar
920,gehen::V,가다,ir
921,gehen::V,가다,andar
922,weggehen::V,팔리다,irse
923,weggehen::V,팔리다,marcharse
924,abfahren::V,출발하다,salir
925,abfahren::V,출발하다,partir
926,anhalten::V,멈추다,parar
927,anhalten::V,멈추다,pararse
928,hineingehen::V,(그리로)가다,entrar
929,eintreten::V,들러가다,entrar
930,kommen::V,오다,venir
931,ankommen::V,고챀하다,llegar
932,zurückkommen::V,보기,volver
933,zurückkommen::V,보기,regresar
934,bleiben::V,체류,quedarse
935,warten::V,기다리다,esperar
936,erwarten::V,기대하다,esperar
937,suchen::V,찾다,buscar
938,suchen::V,구하다,buscar
939,finden::V,찾아내다,hallar
940,finden::V,찾아내다,encontrar
941,versuchen::V,시험하다,intentar
942,vorbereiten::V,재비하다,preparar
943,lieben::V,사랑하다,amar
944,lieben::V,사랑하다,querer
945,mögen::V,줗아하다,querer
946,lachen::V,웃다,reír
947,rühren::V,건드리다,conmover
948,weinen::V,울다,llorar
949,schimpfen::V,꾸짖다,regañar
950,sich ärgern::V,화를내게 하다,enfadarse
951,sich fürchten::V,두려원하다,tener miedo
952,fürchten::V,두려원하다,temer
953,fürchten::V,두려원하다,tener miedo a
954,fliehen::V,도망치다,huir
955,flüchten::V,도주하다,escaparse
956,sehen::V,보다,ver
957,anschauen::V,바라보다,mirar
958,ansehen::V,바라보다,mirar
959,hören::V,듣다,oír
960,zuhören::V,듣다,escuchar
961,probieren::V,시식하다,probar
962,probieren::V,시식하다,degustar
963,riechen::V,내새를맡다,oler
964,fühlen::V,느끼다,sentir
965,scheinen::V,...것같다,parecer
966,zu sehen sein::V,보이는,poder verse
967,vernehmen::V,듣다,oír
968,vernehmen::V,듣다,percibir
969,vernehmen::V,들어서일다,oír
970,vernehmen::V,들어서일다,percibir
971,frieren::V,춥다,tener frío
972,tun::V,하다,hacer
973,können::V,할주릴다,poder
974,wollen::V,바라다,querer
975,anfangen::V,시작하다,iniciar
976,beenden::V,다하다,acabar
977,beenden::V,다하다,terminar
978,aufhören::V,그만두다,cesar
979,gelingen::V,성국하다,salir bien
980,geraten::V,잘되어가다,salir
981,geraten::V,잘되어가다,dar resultado
982,öffnen::V,열다,abrir
983,schließen::V,추측하다,cerrar
984,stellen::V,세우다,poner
985,stellen::V,세우다,colocar
986,setzen::V,놓다,poner
987,setzen::V,놓다,colocar
988,legen::V,눕히다,poner
989,berühren::V,대다,tocar
990,verbinden::V,옝열하다,unir
991,verbinden::V,옝열하다,juntar
992,bedecken::V,덮다,tapar
993,bedecken::V,덮다,cubrir
994,aufhängen::V,매달다,colgar
995,anzünden::V,점화하다,encender
996,aufheben::V,위로올리다,recoger
997,zurücklassen::V,튀에남기다,dejar
998,verlieren::V,잃다,perder
999,fallen lassen::V,떨어뜨리다,dejar caer
1000,machen::V,하다,hacer
1001,herstellen::V,제조하다,fabricar
1002,bauen::V,짓다,construir
1003,reparieren::V,수셩자다,reparar
1004,verbessern::V,정정하다,mejorar
1005,ändern::V,바꾸다,mudar
1006,ändern::V,바꾸다,modificar
1007,graben::V,파다,cavar
1008,beugen::V,구부리다,doblar
1009,beugen::V,구부리다,inclinar
1010,biegen::V,굽히다,doblar
1011,drehen::V,회전,volver
1012,drehen::V,회전,hacer girar
1013,wenden::V,회전시키다,volver
1014,umdrehen::V,회전시키다,revolver
1015,heben::V,일으아키다,levantar
1016,hochheben::V,틀어올리다,alzar
1017,ergreifen::V,잡다,coger
1018,halten::V,잡다,tener
1019,drücken::V,누르다,apretar
1020,schieben::V,밀다,empujar
1021,kratzen::V,긁다,rascar
1022,lecken::V,핥다,lamer
1023,beißen::V,물다,morder
1024,abschneiden::V,귾어내다,cortar
1025,binden::V,매다,atar
1026,stecken::V,찌르다,meter
1027,brechen::V,금,romper
1028,brechen::V,금,quebrar
1029,klopfen::V,치다,golpear
1030,hauen::V,때리다,pegar
1031,kleben::V,들러붙다,pegar
1032,kleben::V,들러붙다,encolar
1033,reiben::V,문지르다,frotar
1034,streichen::V,쓰다듬다,untar
1035,streichen::V,쓰다듬다,recubrir
1036,schleifen::V,갈다,afilar
1037,schneiden::V,베다,cortar
1038,rütteln::V,흔들다,agitar
1039,schütteln::V,흔들다,agitar
1040,schütteln::V,흔들다,sacudir
1041,schwenken::V,흔들다,menear
1042,schütten::V,따르다,verter
1043,füllen::V,담다,llenar
1044,einwickeln::V,싸다,envolver
1045,tragen::V,지우다,llevar
1046,schleppen::V,끌다,arrastrar
1047,ziehen::V,당기다,tirar
1048,aufbewahren::V,간직하다,conservar
1049,werfen::V,던지다,echar
1050,werfen::V,던지다,lanzar
1051,fangen::V,밥다,coger
1052,packen::V,쥐다,agarrar
1053,verstecken::V,숨기다,esconder
1054,teilen::V,나누다,partir
1055,teilen::V,나누다,dividir
1056,schicken::V,보내다,enviar
1057,bringen::V,가겨,traer
1058,hinzufügen::V,부가하다,añadir
1059,bekommen::V,얻다,obtener
1060,bekommen::V,얻다,conseguir
1061,erhalten::V,지니다,recibir
1062,nehmen::V,잡다,tomar
1063,wählen::V,선거하다,elegir
1064,auswählen::V,선출하다,escoger
1065,auswählen::V,선출하다,seleccionar
1066,bewahren::V,저장보종,guardar
1067,bewahren::V,저장보종,preservar
1068,behindern::V,훼방하다,estorbar
1069,behindern::V,훼방하다,obstaculizar
1070,verderben::V,못쓰게 되다,estropear
1071,beschädigen::V,상하게하다,deteriorar
1072,zerbrechen::V,깨뜨리다,romper
1073,zerbrechen::V,깨뜨리다,quebrar
1074,zerreißen::V,잡아쫓다,desgarrar
1075,zerreißen::V,잡아쫓다,despedazar
1076,zerstören::V,파괴하다,destruir
1077,zerstören::V,파괴하다,destrozar
1078,verbrennen::V,소실하다,quemar
1079,geben::V,주다,dar
1080,reichen::V,내일다,pasar
1081,schenken::V,주다,regalar
1082,versprechen::V,약속하다,prometer
1083,wünschen::V,바라다,desear
1084,loben::V,칭찬하다,alabar
1085,küssen::V,키스하다,besar
1086,wiegen::V,어르다,mecer
1087,zudecken::V,뚜꺼을하다,tapar
1088,zudecken::V,뚜꺼을하다,cubrir
1089,wecken::V,깨우다,despertar
1090,zeigen::V,보이다,mostrar
1091,führen::V,가게하다,guiar
1092,führen::V,가게하다,conducir
1093,lehren::V,가르치다,enseñar
1094,lehren::V,가르치다,instruir
1095,unterrichten::V,가르지다,enseñar
1096,aufziehen::V,사육하다,criar
1097,leiten::V,이끌다,guiar
1098,leiten::V,이끌다,dirigir
1099,antreiben::V,몰다,impeler
1100,antreiben::V,몰다,impulsar
1101,lassen::V,내버려두다,hacer
1102,einladen::V,초청하다,invitar
1103,vereinigen::V,하나로하다,unir
1104,besuchen::V,방문하다,visitar
1105,besuchen::V,방문하다,ir a ver
1106,treffen::V,만나다,encontrar
1107,sich versammeln::V,조립하다,reunirse
1108,sich versammeln::V,조립하다,congregarse
1109,spielen::V,눌다,jugar
1110,singen::V,노래하다,cantar
1111,tanzen::V,춤추하다,bailar
1112,sich trennen::V,가르다,separarse
1113,verlassen::V,버림받은,dejar
1114,verlassen::V,버림받은,abandonar
1115,retten::V,구조하다,salvar
1116,bewachen::V,치키다,vigilar
1117,schützen::V,보호하다,proteger
1118,verteidigen::V,막다,defender
1119,sich schlagen::V,치다,batirse
1120,schießen::V,쏘다,tirar
1121,schießen::V,쏘다,disparar
1122,siegen::V,이기다,vencer
1123,ärgern::V,성을내게하다,enojar
1124,ärgern::V,성을내게하다,enfadar
1125,schlagen::V,치다,pegar
1126,schlagen::V,치다,golpear
1127,treten::V,디디다,dar una patada a
1128,stechen::V,찌르다,pinchar
1129,stoßen::V,찌르다,empujar
1130,stehlen::V,훔치다,robar
1131,stehlen::V,훔치다,hurtar
1132,stören::V,움직이다,molestar
1133,belästigen::V,괴롭히다,molestar
1134,belästigen::V,괴롭히다,importunar
1135,verbergen::V,숨기다,ocultar
1136,verbergen::V,숨기다,esconder
1137,täuschen::V,속이다,engañar
1138,betrügen::V,속이다,engañar
1139,töten::V,죽이다,matar
1140,wohnen::V,실다,vivir
1141,wohnen::V,실다,habitar
1142,arbeiten::V,일하다,trabajar
1143,sammeln::V,모으다,recoger
1144,sammeln::V,모으다,coleccionar
1145,pflücken::V,꿔다,coger
1146,jagen::V,사냥하다,cazar
1147,fischen::V,고기를잡다,pescar
1148,fassen::V,움켜쥐다,atrapar
1149,fassen::V,움켜쥐다,capturar
1150,hüten::V,망보다,guardar
1151,treiben::V,몰아세우다,aballar
1152,anbinden::V,묶다,atar
1153,füttern::V,사료를주다,echar de comer
1154,melken::V,젖을짜다,ordeñar
1155,hacken::V,자르다,picar
1156,hacken::V,자르다,cortar
1157,gießen::V,물을대다,regar
1158,reifen::V,성숙하다,madurar
1159,zubereiten::V,조제하다,preparar
1160,kochen::V,요리하다,cocer
1161,kochen::V,요리하다,guisar
1162,backen::V,쿱다,hornear
1163,backen::V,쿱다,cocer al horno
1164,braten::V,굽다,asar
1165,braten::V,굽다,freír
1166,umrühren::V,교반하다,remover
1167,stricken::V,뜨개질하다,hacer punto
1168,stricken::V,뜨개질하다,hacer calceta
1169,nähen::V,꿰매다,coser
1170,färben::V,채색하다,teñir
1171,färben::V,채색하다,colorear
1172,reinigen::V,청소하다,limpiar
1173,waschen::V,씻다,lavar
1174,abwischen::V,닦다,fregar
1175,abwischen::V,닦다,limpiar
1176,spülen::V,씻다,aclarar
1177,spülen::V,씻다,enjuagar
1178,fegen::V,소체하다,barrer
1179,fegen::V,소체하다,pasar la escoba
1180,kehren::V,청소하다,barrer
1181,baden::V,감다,bañarse
1182,sich waschen::V,모믈 씻다,lavarse
1183,ausziehen::V,벗다,quitar
1184,ausziehen::V,벗다,quitarse
1185,anziehen::V,끌어움직이다,ponerse
1186,kämmen::V,빗다,peinar
1187,schmücken::V,치레하다,adornar
1188,sagen::V,말하다,decir
1189,sprechen::V,말하다,hablar
1190,reden::V,이야기하다,hablar
1191,reden::V,이야기하다,conversar
1192,fragen::V,질문하다,preguntar
1193,bitten::V,원하다,rogar
1194,erzählen::V,이야기하다,contar
1195,mitteilen::V,이야기하다,comunicar
1196,mitteilen::V,이야기하다,participar
1197,nennen::V,부르다,llamar
1198,nennen::V,부르다,nombrar
1199,rufen::V,불러내다,llamar
1200,prahlen::V,자랑하다,jactarse
1201,übersetzen::V,번역하다,traducir
1202,denken::V,생각하다,pensar
1203,glauben::V,믿다,creer
1204,bemerken::V,인자하다,notar
1205,erkennen::V,인식하다,reconocer
1206,begreifen::V,파악하다,concebir
1207,verstehen::V,이해하다,entender
1208,verstehen::V,이해하다,comprender
1209,lernen::V,배우다,aprender
1210,wissen::V,알다,saber
1211,sich erinnern an::V,상기하다,recordar
1212,sich erinnern an::V,상기하다,acordarse de
1213,vergessen::V,잊다,olvidar
1214,messen::V,측정하다,medir
1215,zählen::V,세다,contar
1216,rechnen::V,게산하다,contar
1217,rechnen::V,게산하다,calcular
1218,lesen::V,읽다,leer
1219,malen::V,그리다,pintar
1220,zeichnen::V,소묘하다,dibujar
1221,schreiben::V,쓰다,escribir
1222,besitzen::V,소유하다,poseer
1223,kaufen::V,사다,comprar
1224,verkaufen::V,팔다,vender
1225,bezahlen::V,지불하다,pagar
1226,zahlen::V,치르다,pagar
1227,beherrschen::V,지배하다,dominar
1228,ertragen::V,참다,soportar
1229,Raureif::N,,escarcha
1230,Grube::N,,foso
1231,Lust::N,,ganas
1232,Nachricht::N,,mensaje
1233,klug::A,,sensato
1234,klug::A,,inteligente
1235,von hier::ADV,,desde aquí
1236,müde werden::V,,cansarse
1237,müde werden::V,,fatigarse
1238,krank werden::V,,caer enfermo
1239,krank sein::V,,estar enfermo
1240,abreißen::V,,arrancar
1241,sich anziehen::V,,vestirse
1242,sich unterhalten::V,,charlar
1243,sich unterhalten::V,,conversar
