,Concept_ID,ar,nl
813,sehr::ADV,جدا,erg
814,sehr::ADV,جدا,zeer
815,sehr::ADV,كثيرا,erg
816,sehr::ADV,كثيرا,zeer
817,so::ADV,كذا,zo
818,so::ADV,كذلك,zo
819,noch::ADV,ما زال,nog
820,nur::ADV,فقط,maar
821,nur::ADV,فقط,alleen
822,schon::ADV,قد,al
823,schon::ADV,قد,reeds
824,wieder::ADV,من جديد,weer
825,wieder::ADV,من جديد,terug
826,wieder::ADV,مرة أخرى,weer
827,wieder::ADV,مرة أخرى,terug
828,vergebens::ADV,عبثا,vergeefs
829,vergebens::ADV,عبثا,tevergeefs
830,vor::PRP,أمام,voor
831,hinter::PRP,خلف,achter
832,hinter::PRP,وراء,achter
833,unter::PRP,تحت,onder
834,unter::PRP,تحت,beneden
835,durch::PRP,عبر,door
836,durch::PRP,خلال,door
837,neben::PRP,جنب,naast
838,neben::PRP,بجانب,naast
839,zwischen::PRP,بين,tussen
840,wegen::PRP,بسبب,wegens
841,wegen::PRP,بسبب,vanwege
842,dies::PRN,هذا,dit
843,das::PRN,ذلك,dat
844,alles::PRN,الكل,alles
845,ich::PRN,أنا,ik
846,du::PRN,أنت,je
847,du::PRN,أنت,jij
848,er::PRN,هو,hij
849,wir::PRN,نحن,we
850,wir::PRN,نحن,wij
851,ihr::PRN,أنتم,jullie
852,ihr::PRN,أنتن,jullie
853,sie::PRN,هم,ze
854,sie::PRN,هم,zij
855,sie::PRN,هن,ze
856,sie::PRN,هن,zij
857,was::FPRN,ما,wat
858,wer::FPRN,من,wie
859,wo::FADV,أين,waar
860,wohin::FADV,إلى أين,waarheen
861,wie::FADV,كيف,hoe
862,warum::FADV,لماذا,waarom
863,wieviel::FNUM,كم,hoeveel
864,eins::NUM,واحد,één
865,zwei::NUM,اثنين,twee
866,drei::NUM,ثلاثة,drie
867,vier::NUM,أربعة,vier
868,fünf::NUM,خمسة,vijf
869,sechs::NUM,ستة,zes
870,sieben::NUM,سبعة,zeven
871,acht::NUM,ثمانية,acht
872,neun::NUM,تسعة,negen
873,zehn::NUM,عشرة,tien
874,elf::NUM,أحد عشر,elf
875,zwölf::NUM,اثنا عشر,twaalf
876,zwanzig::NUM,عشرون,twintig
877,dreißig::NUM,ثلاثون,dertig
878,vierzig::NUM,أربعون,veertig
879,fünfzig::NUM,خمسون,vijftig
880,sechzig::NUM,ستون,zestig
881,siebzig::NUM,سبعون,zeventig
882,achtzig::NUM,ثمانون,tachtig
883,neunzig::NUM,تسعون,negentig
884,hundert::NUM,مئة,honderd
885,tausend::NUM,ألف,duizend
886,und::CNJ,و,en
887,oder::CNJ,أو,of
888,stehen::V,وقف,staan
889,sitzen::V,جلس,zitten
890,liegen::V,رقد,liggen
891,hängen::V,تعلق,hangen
892,werden::V,صار,worden
893,werden::V,أصبح,worden
894,passieren::V,حدث,gebeuren
895,beginnen::V,ابتدأ,beginnen
896,enden::V,انتهى,eindigen
897,wechseln::V,تغير,wijzigen
898,wechseln::V,تغير,veranderen
899,aufgehen[Sonne]::V,شرق,opgaan
900,untergehen[Sonne]::V,غرب,ondergaan
901,scheinen[Sonne]::V,أضاء,schijnen
902,donnern::V,رعد,donderen
903,wehen::V,هب,waaien
904,strömen::V,جرى,stromen
905,fließen::V,سال,vloeien
906,sich drehen::V,دار,draaien
907,sich drehen::V,دار,zich draaien
908,schwanken::V,ترنح,wankelen
909,schwingen::V,ترجح,zwieren
910,fallen::V,سقط,vallen
911,brennen::V,احترق,branden
912,rauchen::V,دخن,roken
913,regnen::V,أمطر,regenen
914,gefrieren::V,تجمد,bevriezen
915,tauen::V,ذاب,dooien
916,schmelzen::V,ذاب,smelten
917,trocknen::V,نشف,drogen
918,sieden::V,غلى,koken
919,sieden::V,غلى,zieden
920,faulen::V,فسد,rotten
921,verfaulen::V,تعفن,verrotten
922,reißen::V,انقطع,scheuren
923,versinken::V,غرق,verzinken
924,vergehen::V,مضى,vergaan
925,erscheinen::V,لاح,opdagen
926,erscheinen::V,لاح,verschijnen
927,erscheinen::V,ظهر,opdagen
928,erscheinen::V,ظهر,verschijnen
929,verschwinden::V,غاب,verdwijnen
930,sinken::V,هبط,zinken
931,abnehmen::V,نقص,afnemen
932,abnehmen::V,نقص,verminderen
933,zunehmen::V,ازداد,toenemen
934,steigen::V,صعد,stijgen
935,steigen::V,صعد,omhooggaan
936,steigen::V,ارتفع,stijgen
937,steigen::V,ارتفع,omhooggaan
938,wachsen::V,نما,groeien
939,wachsen::V,نبت,groeien
940,glänzen::V,لمع,glanzen
941,glänzen::V,لمع,schitteren
942,funkeln::V,تلألأ,fonkelen
943,lärmen::V,ضج,lawaai maken
944,lärmen::V,صخب,lawaai maken
945,läuten::V,قرع,luiden
946,klingeln::V,دق,bellen
947,klirren::V,قعقع,rinkelen
948,brausen::V,عج,bruisen
949,rauschen::V,حف,ruisen
950,klingen::V,رن,klinken
951,bellen::V,نبح,blaffen
952,heulen::V,عوى,huilen
953,blasen::V,نفخ,blazen
954,pfeifen::V,صفر,fluiten
955,schreien::V,صرخ,gillen
956,schreien::V,صرخ,schreeuwen
957,stöhnen::V,أن,steunen
958,zittern::V,ارتعش,beven
959,zittern::V,ارتعش,sidderen
960,leben::V,عاش,leven
961,geboren werden::V,ولد,geboren worden
962,atmen::V,تنفس,ademen
963,trinken::V,شرب,drinken
964,essen::V,أكل,eten
965,schlucken::V,جرع,slikken
966,müde werden::V,تعب,moe worden
967,einschlafen::V,نام,inslapen
968,schlafen::V,نام,slapen
969,aufwachen::V,استيقظ,ontwaken
970,aufwachen::V,استيقظ,wakker worden
971,aufstehen::V,قام,opstaan
972,sich erholen::V,استجم,zich ontspannen
973,krank werden::V,مرض,ziek worden
974,krank sein::V,مرض,ziek zijn
975,schmerzen::V,آلم,pijn doen
976,husten::V,كح,hoesten
977,husten::V,سعل,hoesten
978,genesen::V,نقه,genezen
979,sterben::V,مات,sterven
980,sterben::V,مات,overlijden
981,umkommen::V,هلك,omkomen
982,sich bewegen::V,تحرك,zich bewegen
983,sich rühren::V,تحرك,zich verroeren
984,sich erheben::V,قام,oprijzen
985,sich erheben::V,قام,verrijzen
986,sich setzen::V,جلس,gaan zitten
987,hinfallen::V,وقع,vallen
988,hinfallen::V,وقع,neervallen
989,laufen::V,مشى,lopen
990,schreiten::V,خطا,stappen
991,schreiten::V,خطا,schrijden
992,spazierengehen::V,تنزه,gaan wandelen
993,eilen::V,عجل,ijlen
994,eilen::V,عجل,haasten
995,sich beeilen::V,استعجل,zich haasten
996,sausen::V,أسرع,stuiven
997,rennen::V,عدا,rennen
998,rennen::V,ركض,rennen
999,springen::V,قفز,springen
1000,klettern::V,تسلق,klimmen
1001,klettern::V,تسلق,klauteren
1002,schaukeln::V,تأرجح,schommelen
1003,kriechen::V,دب,kruipen
1004,kriechen::V,زحف,kruipen
1005,schwimmen::V,سبح,zwemmen
1006,tauchen::V,غطس,duiken
1007,rudern::V,جذف,roeien
1008,fahren::V,ركب,rijden
1009,fahren::V,سافر,rijden
1010,fliegen::V,طار,vliegen
1011,gehen::V,سار,gaan
1012,gehen::V,ذهب,gaan
1013,weggehen::V,ذهب,weggaan
1014,weggehen::V,انصرف,weggaan
1015,abfahren::V,رحل,vertrekken
1016,anhalten::V,توقف,stoppen
1017,anhalten::V,توقف,stilhouden
1018,hineingehen::V,دخل,ingaan
1019,hineingehen::V,دخل,binnengaan
1020,eintreten::V,دخل,binnenkomen
1021,kommen::V,أتى,komen
1022,kommen::V,جاء,komen
1023,ankommen::V,وصل,aankomen
1024,zurückkommen::V,عاد,terugkomen
1025,zurückkommen::V,رجع,terugkomen
1026,bleiben::V,مكث,blijven
1027,warten::V,انتظر,wachten
1028,erwarten::V,ترقب,verwachten
1029,erwarten::V,انتظر,verwachten
1030,suchen::V,بحث,zoeken
1031,finden::V,وجد,vinden
1032,versuchen::V,حاول,proberen
1033,versuchen::V,حاول,beproeven
1034,vorbereiten::V,أعد,voorbereiden
1035,vorbereiten::V,حضر,voorbereiden
1036,lieben::V,أحب,houden van
1037,mögen::V,أحب,lusten
1038,mögen::V,أحب,houden van
1039,lachen::V,ضحك,lachen
1040,rühren::V,أثر,roeren
1041,weinen::V,بكى,huilen
1042,weinen::V,بكى,schreien
1043,schimpfen::V,سب,kijven
1044,schimpfen::V,سب,schelden
1045,schimpfen::V,شتم,kijven
1046,schimpfen::V,شتم,schelden
1047,sich ärgern::V,زعل,zich ergeren
1048,sich fürchten::V,هاب,bang zijn
1049,fürchten::V,خاف,vrezen
1050,fürchten::V,خشي,vrezen
1051,fliehen::V,هرب,vluchten
1052,flüchten::V,فر,ontsnappen
1053,flüchten::V,فر,ontkomen
1054,sehen::V,رأى,zien
1055,anschauen::V,نظر,aankijken
1056,ansehen::V,نظر,aanzien
1057,ansehen::V,نظر,bekijken
1058,hören::V,سمع,horen
1059,zuhören::V,أصغى,luisteren
1060,probieren::V,ذاق,proeven
1061,riechen::V,شم,ruiken
1062,riechen::V,استنشق,ruiken
1063,fühlen::V,شعر,voelen
1064,scheinen::V,ظهر,lijken
1065,zu sehen sein::V,ظهر,te zien zijn
1066,vernehmen::V,سمع,vernemen
1067,frieren::V,بردان,het koud hebben
1068,tun::V,فعل,doen
1069,können::V,قدر,kunnen
1070,können::V,استطاع,kunnen
1071,wollen::V,شاء,willen
1072,wollen::V,أراد,willen
1073,anfangen::V,بدأ,beginnen
1074,anfangen::V,بدأ,aanvangen
1075,beenden::V,أنهى,beëindigen
1076,aufhören::V,توقف,ophouden
1077,aufhören::V,انقطع,ophouden
1078,gelingen::V,نجح,lukken
1079,gelingen::V,نجح,gelukken
1080,geraten::V,طلع,uitvallen
1081,öffnen::V,فتح,openen
1082,öffnen::V,فتح,opendoen
1083,schließen::V,أغلق,sluiten
1084,schließen::V,أغلق,dichtdoen
1085,stellen::V,وضع,stellen
1086,stellen::V,وضع,plaatsen
1087,stellen::V,أقام,stellen
1088,stellen::V,أقام,plaatsen
1089,setzen::V,أجلس,zetten
1090,setzen::V,أجلس,plaatsen
1091,legen::V,وضع,leggen
1092,berühren::V,مس,aanraken
1093,berühren::V,لمس,aanraken
1094,verbinden::V,ربط,verbinden
1095,verbinden::V,وصل,verbinden
1096,bedecken::V,غطى,bedekken
1097,aufhängen::V,علق,ophangen
1098,anzünden::V,أوقد,aansteken
1099,aufheben::V,لقط,oprapen
1100,zurücklassen::V,ترك,achterlaten
1101,verlieren::V,فقد,verliezen
1102,fallen lassen::V,أسقط,laten vallen
1103,machen::V,فعل,maken
1104,herstellen::V,صنع,produceren
1105,herstellen::V,صنع,voortbrengen
1106,herstellen::V,أنتج,produceren
1107,herstellen::V,أنتج,voortbrengen
1108,bauen::V,بنى,bouwen
1109,bauen::V,شيد,bouwen
1110,reparieren::V,صلح,repareren
1111,reparieren::V,صلح,herstellen
1112,verbessern::V,صحح,verbeteren
1113,ändern::V,غير,wijzigen
1114,ändern::V,غير,veranderen
1115,graben::V,حفر,graven
1116,beugen::V,ثنى,buigen
1117,beugen::V,أحنى,buigen
1118,biegen::V,لوى,buigen
1119,drehen::V,أدار,draaien
1120,drehen::V,دور,draaien
1121,wenden::V,قلب,keren
1122,wenden::V,قلب,wenden
1123,umdrehen::V,قلب,omdraaien
1124,heben::V,رفع,heffen
1125,heben::V,رفع,optillen
1126,hochheben::V,رفع,tillen
1127,ergreifen::V,مسك,pakken
1128,ergreifen::V,مسك,grijpen
1129,halten::V,مسك,houden
1130,drücken::V,ضغط,drukken
1131,schieben::V,حرك,duwen
1132,schieben::V,حرك,schuiven
1133,kratzen::V,خدش,krassen
1134,lecken::V,لعق,likken
1135,beißen::V,عض,bijten
1136,abreißen::V,قلع,afrukken
1137,abreißen::V,قلع,afscheuren
1138,abschneiden::V,قطع,afsnijden
1139,binden::V,ربط,binden
1140,stecken::V,دس,steken
1141,brechen::V,كسر,breken
1142,klopfen::V,طرق,kloppen
1143,hauen::V,ضرب,houwen
1144,kleben::V,ألصق,plakken
1145,reiben::V,حك,wrijven
1146,streichen::V,نشر,smeren
1147,schleifen::V,سن,slijpen
1148,schneiden::V,قطع,snijden
1149,rütteln::V,رج,schudden
1150,schütteln::V,هز,schudden
1151,schwenken::V,لوح,wuiven
1152,schwenken::V,لوح,zwaaien
1153,schütten::V,صب,gieten
1154,schütten::V,صب,storten
1155,füllen::V,ملأ,vullen
1156,einwickeln::V,لف,inwikkelen
1157,tragen::V,حمل,dragen
1158,schleppen::V,سحب,slepen
1159,ziehen::V,سحب,trekken
1160,aufbewahren::V,حفظ,bewaren
1161,werfen::V,رمى,gooien
1162,werfen::V,ألقى,gooien
1163,fangen::V,التقط,vangen
1164,packen::V,مسك,pakken
1165,packen::V,مسك,vastpakken
1166,verstecken::V,خبأ,verstoppen
1167,teilen::V,قسم,delen
1168,schicken::V,بعث,sturen
1169,schicken::V,أرسل,sturen
1170,bringen::V,جلب,brengen
1171,hinzufügen::V,أضاف,toevoegen
1172,bekommen::V,حصل,verkrijgen
1173,erhalten::V,استلم,krijgen
1174,nehmen::V,أخذ,nemen
1175,wählen::V,اختار,kiezen
1176,wählen::V,اختار,verkiezen
1177,auswählen::V,انتقى,uitkiezen
1178,bewahren::V,حافظ,bewaren
1179,behindern::V,عاق,hinderen
1180,verderben::V,أفسد,bederven
1181,beschädigen::V,أضر,beschadigen
1182,zerbrechen::V,كسر,breken
1183,zerbrechen::V,كسر,stukbreken
1184,zerreißen::V,مزق,scheuren
1185,zerreißen::V,مزق,verscheuren
1186,zerstören::V,دمر,vernielen
1187,verbrennen::V,حرق,branden
1188,verbrennen::V,حرق,verbranden
1189,geben::V,أعطى,geven
1190,reichen::V,ناول,reiken
1191,reichen::V,ناول,aanreiken
1192,schenken::V,وهب,schenken
1193,versprechen::V,وعد,beloven
1194,wünschen::V,تمنى,wensen
1195,loben::V,مدح,loven
1196,loben::V,مدح,prijzen
1197,küssen::V,قبل,kussen
1198,wiegen::V,هدهد,wiegen
1199,zudecken::V,غطى,toedekken
1200,wecken::V,أيقظ,wekken
1201,zeigen::V,أرى,tonen
1202,zeigen::V,أرى,wijzen
1203,führen::V,دل,voeren
1204,lehren::V,علم,leren
1205,unterrichten::V,علم,onderwijzen
1206,aufziehen::V,ربى,grootbrengen
1207,leiten::V,دل,leiden
1208,leiten::V,أدار,leiden
1209,antreiben::V,حث,aandrijven
1210,lassen::V,حدا,laten
1211,einladen::V,دعا,uitnodigen
1212,vereinigen::V,وحد,verenigen
1213,besuchen::V,زار,bezoeken
1214,treffen::V,قابل,treffen
1215,treffen::V,قابل,ontmoeten
1216,sich versammeln::V,اجتمع,zich verzamelen
1217,spielen::V,لعب,spelen
1218,singen::V,غنى,zingen
1219,tanzen::V,رقص,dansen
1220,sich trennen::V,افترق,van elkaar gaan
1221,verlassen::V,ترك,verlaten
1222,retten::V,نجى,redden
1223,retten::V,أنقذ,redden
1224,bewachen::V,حرس,bewaken
1225,schützen::V,حمى,beschermen
1226,verteidigen::V,دافع,verdedigen
1227,sich schlagen::V,تضارب,knokken
1228,schießen::V,أطلق,schieten
1229,siegen::V,انتصر,overwinnen
1230,ärgern::V,أزعل,ergeren
1231,schlagen::V,ضرب,slaan
1232,treten::V,رفس,trappen
1233,treten::V,رفس,schoppen
1234,stechen::V,شك,steken
1235,stechen::V,شك,prikken
1236,stoßen::V,دفع,stoten
1237,stehlen::V,سرق,stelen
1238,stören::V,ضايق,storen
1239,stören::V,ضايق,verstoren
1240,belästigen::V,أزعج,lastig vallen
1241,verbergen::V,كتم,verbergen
1242,täuschen::V,خدع,misleiden
1243,betrügen::V,غش,bedriegen
1244,töten::V,قتل,doden
1245,wohnen::V,سكن,wonen
1246,arbeiten::V,عمل,werken
1247,arbeiten::V,اشتغل,werken
1248,sammeln::V,جمع,inzamelen
1249,sammeln::V,جمع,verzamelen
1250,pflücken::V,جنى,plukken
1251,pflücken::V,قطف,plukken
1252,jagen::V,صاد,jagen
1253,fischen::V,اصطاد,vissen
1254,fassen::V,قبض,vangen
1255,hüten::V,رعى,hoeden
1256,treiben::V,ساق,drijven
1257,anbinden::V,ربط,vastbinden
1258,füttern::V,علف,voeren
1259,melken::V,حلب,melken
1260,hacken::V,فرم,hakken
1261,gießen::V,سقى,gieten
1262,reifen::V,نضج,rijpen
1263,zubereiten::V,حضر,klaarmaken
1264,zubereiten::V,حضر,toebereiden
1265,kochen::V,طبخ,koken
1266,backen::V,خبز,bakken
1267,braten::V,قلى,braden
1268,braten::V,حمر,braden
1269,umrühren::V,قلب,omroeren
1270,stricken::V,حاك,breien
1271,nähen::V,خاط,naaien
1272,färben::V,صبغ,verven
1273,färben::V,صبغ,kleuren
1274,färben::V,لون,verven
1275,färben::V,لون,kleuren
1276,reinigen::V,نظف,reinigen
1277,waschen::V,غسل,wassen
1278,abwischen::V,مسح,afvegen
1279,spülen::V,شطف,spoelen
1280,spülen::V,شطف,afwassen
1281,fegen::V,كنس,vegen
1282,kehren::V,كنس,vegen
1283,baden::V,استحم,baden
1284,sich waschen::V,اغتسل,zich wassen
1285,ausziehen::V,خلع,uittrekken
1286,anziehen::V,لبس,aantrekken
1287,sich anziehen::V,اكتسى,zich aankleden
1288,kämmen::V,مشط,kammen
1289,schmücken::V,زين,tooien
1290,sagen::V,قال,zeggen
1291,sprechen::V,تكلم,spreken
1292,reden::V,تكلم,praten
1293,sich unterhalten::V,تحادث,zich onderhouden
1294,fragen::V,سأل,vragen
1295,bitten::V,رجا,vragen
1296,bitten::V,رجا,verzoeken
1297,erzählen::V,حكي,vertellen
1298,mitteilen::V,بلغ,meedelen
1299,nennen::V,سمى,noemen
1300,rufen::V,نادى,roepen
1301,prahlen::V,فشر,pralen
1302,prahlen::V,تفاخر,pralen
1303,übersetzen::V,ترجم,vertalen
1304,denken::V,فكر,denken
1305,glauben::V,اعتقد,geloven
1306,bemerken::V,لاحظ,bemerken
1307,erkennen::V,عرف,herkennen
1308,begreifen::V,فهم,begrijpen
1309,begreifen::V,أدرك,begrijpen
1310,verstehen::V,فهم,verstaan
1311,lernen::V,درس,leren
1312,wissen::V,علم,weten
1313,sich erinnern an::V,تذكر,zich herinneren aan
1314,vergessen::V,نسي,vergeten
1315,messen::V,قاس,meten
1316,zählen::V,عد,tellen
1317,zählen::V,أحصى,tellen
1318,rechnen::V,حسب,rekenen
1319,lesen::V,قرأ,lezen
1320,malen::V,صور,schilderen
1321,zeichnen::V,رسم,tekenen
1322,schreiben::V,كتب,schrijven
1323,besitzen::V,حاز,bezitten
1324,besitzen::V,ملك,bezitten
1325,kaufen::V,اشترى,kopen
1326,verkaufen::V,باع,verkopen
1327,bezahlen::V,دفع,betalen
1328,zahlen::V,سدد,betalen
1329,beherrschen::V,حكم,beheersen
1330,ertragen::V,أطاق,verdragen
1331,ertragen::V,تحمل,verdragen
