,Concept_ID,av,he
741,sie::PRN,дол,הם
742,sie::PRN,эл,הם
743,was::FPRN,щиб,מה
744,wer::FPRN,щиб,מי
745,wo::FADV,киб,איפה
746,wo::FADV,кибехун,איפה
747,wohin::FADV,кибехун,לאן
748,wie::FADV,кин,איך
749,warum::FADV,щай,למה
750,wieviel::FNUM,кигӏан,כמה
751,eins::NUM,цо,אחד
752,zwei::NUM,кӏиго,שתים
753,drei::NUM,лъабго,שלושה
754,vier::NUM,ункъо,ארבעה
755,fünf::NUM,щуго,חמשה
756,sechs::NUM,анлъго,ששה
757,sieben::NUM,анкьго,שבעה
758,acht::NUM,микьго,שמונה
759,neun::NUM,ичӏго,תשעה
760,zehn::NUM,анцӏго,עשרה
761,elf::NUM,анцӏила цо,אחת עשרה
762,zwölf::NUM,кӏиго-анцӏила,שתים עשרה
763,zwanzig::NUM,къого,עשרים
764,dreißig::NUM,лъеберго,שלושים
765,vierzig::NUM,кӏикъого,ארבעים
766,fünfzig::NUM,кӏикъо́ялда анцӏго,חמשים
767,sechzig::NUM,лъабкъого,ששים
768,siebzig::NUM,лъабкъо́ялда анцӏго,שבעים
769,achtzig::NUM,ункъого,שמונים
770,neunzig::NUM,ункъоялда а́нцӏила,תשעים
771,hundert::NUM,нусго,מאה
772,tausend::NUM,азарго,אלף
773,und::CNJ,ва,ו
774,und::CNJ,-ги,ו
775,oder::CNJ,ялъуни,או
776,stehen::V,бахъунчӏезе,עמד
777,sitzen::V,гӏодов чӏезе,ישב
778,liegen::V,бегизе,שכב
779,hängen::V,базе,היה תלוי
780,werden::V,бахъине,הפך ל
781,passieren::V,лъугьине,קרה
782,passieren::V,лъугьа-бахъине,קרה
783,beginnen::V,байбихьизе,התחיל
784,enden::V,лъугӏизе,הסתים
785,wechseln::V,хиса-басизе,השתנה
786,wechseln::V,хисизе,השתנה
787,aufgehen[Sonne]::V,баккизе,זרח
788,untergehen[Sonne]::V,щинкӏизе,שקע
789,scheinen[Sonne]::V,къалъ-къалъизе,בהק
790,donnern::V,гъугъазе,רעם
791,wehen::V,пуйзе,נשב
792,strömen::V,чвахизе,זרם
793,fließen::V,чвахизе,זרם
794,sich drehen::V,сверизе,הסתובב
795,schwanken::V,хьвагӏезе,התנודד
796,schwanken::V,багъа-бачаризе,התנודד
797,schwingen::V,щвартӏезе,התנענע
798,fallen::V,бортизе,נפל
799,brennen::V,рекӏине,בער
800,rauchen::V,кӏкӏуй буризе,עשן
801,regnen::V,базе,ירד גשם
802,gefrieren::V,гӏу́низе,קפא
803,tauen::V,биаризе,נמס
804,schmelzen::V,биине,התיך
805,trocknen::V,бакъвазе,התיבש
806,sieden::V,гьалдезе,רתח
807,faulen::V,махӏцине,רקב
808,verfaulen::V,туризе,רקב
809,reißen::V,бихъизе,נקרע
810,versinken::V,гъанкъизе,טבע
811,vergehen::V,базе,עבר
812,vergehen::V,бахъизе,עבר
813,vergehen::V,ине,עבר
814,erscheinen::V,баккизе,נגלה
815,erscheinen::V,баккизе,הופיע
816,verschwinden::V,къине,נעלם
817,verschwinden::V,билизе,נעלם
818,sinken::V,гӏодо́бе ккезе,ירד
819,abnehmen::V,тӏаса камизе,הפחית
820,zunehmen::V,гӏемерлъизе,רבה
821,steigen::V,бахине,עלה
822,wachsen::V,кӏодолъизе,גדל
823,glänzen::V,цӏвакизе,נצץ
824,glänzen::V,цӏвакизе,בהק
825,funkeln::V,паркъезе,נצנץ
826,lärmen::V,хъудизе,רעש
827,lärmen::V,чӏиргъдизе,רעש
828,läuten::V,кьабизе,צלצל
829,klingeln::V,кьабизе,צלצל
830,klirren::V,зваргъизе,קרקש
831,brausen::V,гьалаглъизе,געש
832,rauschen::V,шуршудизе,רשרש
833,klingen::V,бахъине,נשמע
834,bellen::V,гъанчдезе,נבח
835,heulen::V,рурудизе,ילל
836,blasen::V,гьохьизе,נשף
837,pfeifen::V,гьещтӏезе,שרק
838,schreien::V,ахӏизе,צעק
839,schreien::V,ахӏдезе,צעק
840,stöhnen::V,зигардизе,נאנק
841,zittern::V,дарран,רעד
842,zittern::V,гьаргьадизе,רעד
843,leben::V,бетӏербахъизе,חי
844,geboren werden::V,лъугьине,נולד
845,atmen::V,хӏухьел биччазе,נשם
846,trinken::V,гьекъезе,שתה
847,essen::V,квине,אכל
848,essen::V,кваназе,אכל
849,schlucken::V,кӏкӏвине,בלע
850,schlucken::V,къулчӏизе,בלע
851,müde werden::V,сваказе,התעיף
852,einschlafen::V,кьижизе,נרדם
853,einschlafen::V,гъапуллъизе,נרדם
854,schlafen::V,кьижизе,ישן
855,aufwachen::V,бигьине,התעורר
856,aufstehen::V,бахъине,קם
857,aufstehen::V,тӏадебахъине,קם
858,sich erholen::V,хьи бахъизе,נפש
859,sich erholen::V,хӏалхьи гьабизе,נפש
860,krank werden::V,унтизе,חלה
861,krank sein::V,унтизе,היה חולה
862,schmerzen::V,унтизе,כאב
863,husten::V,хъегӏизе,השתעל
864,genesen::V,лъилъизе,הבריא
865,sterben::V,хвезе,מת
866,umkommen::V,гьалаглъизе,נספה
867,sich bewegen::V,багъаризе,נע
868,sich bewegen::V,багъаргъизе,נע
869,sich rühren::V,багъаризе,זז
870,sich erheben::V,тӏадебахъине,קם
871,sich erheben::V,бахъине,קם
872,sich setzen::V,гӏодов чӏезе,התישב
873,hinfallen::V,щапизе,נפל
874,laufen::V,хьвадизе,הלך ברגל
875,schreiten::V,чӏезе,פסע
876,spazierengehen::V,тира-сверизе,טיל
877,eilen::V,ракӏхӏалакине,אץ
878,eilen::V,ракӏхӏалакине,מהר
879,eilen::V,дуризе,אץ
880,eilen::V,дуризе,מהר
881,sich beeilen::V,дуризе,מהר
882,sich beeilen::V,гӏедегӏизе,מהר
883,sausen::V,тӏуризе,אץ
884,rennen::V,бекеризе,רץ
885,springen::V,кӏанцӏизе,קפץ
886,klettern::V,хархадизе,טפס
887,schaukeln::V,гьерщезе,התנדנד
888,kriechen::V,хъурщизе,זחל
889,schwimmen::V,лъедезе,שחה
890,tauchen::V,букъардизе,צלל
891,rudern::V,хазе,חתר
892,fahren::V,ине,נסע
893,fliegen::V,боржине,עף
894,gehen::V,ине,הלך
895,weggehen::V,ине,עזב
896,abfahren::V,къокъине,יצא
897,anhalten::V,чӏезе,עצר
898,anhalten::V,тархъизе,עצר
899,anhalten::V,лъалхъизе,עצר
900,hineingehen::V,тӏаделъугьине,נכנס
901,eintreten::V,лъугьине,נכנס
902,kommen::V,бачӏине,בא
903,ankommen::V,щвезе,הגיע
904,ankommen::V,тӏадебачӏине,הגיע
905,zurückkommen::V,тадбуссине,שב
906,zurückkommen::V,тадбуссине,חזר
907,zurückkommen::V,тӏадбуссине,שב
908,zurückkommen::V,тӏадбуссине,חזר
909,bleiben::V,чӏезе,נשאר
910,bleiben::V,хутӏизе,נשאר
911,warten::V,чӏезе,חכה
912,warten::V,чӏезе,המתין
913,erwarten::V,балагьизе,צפה
914,suchen::V,балагьизе,חפש
915,finden::V,батизе,מצא
916,versuchen::V,хӏалбихьизе,נסה
917,vorbereiten::V,хӏадурлъизабизе,הכין
918,lieben::V,балай бегьизе,אהב
919,mögen::V,бокьизе,אהב
920,lachen::V,белъизе,צחק
921,weinen::V,гӏодизе,בכה
922,schimpfen::V,гъанчдезе,גער
923,sich ärgern::V,вагъизе,זעם
924,sich ärgern::V,вагъизе,כעס
925,sich ärgern::V,ццида́хине,זעם
926,sich ärgern::V,ццида́хине,כעס
927,sich fürchten::V,хӏинкъизе,פחד
928,sich fürchten::V,хӏинкъизе,חשש
929,fürchten::V,беркъазе,פחד מ
930,fürchten::V,беркъазе,חשש מ
931,fürchten::V,хӏинкъа-къазе,פחד מ
932,fürchten::V,хӏинкъа-къазе,חשש מ
933,fliehen::V,лъутизе,ברח
934,flüchten::V,лъутизе,נמלט
935,sehen::V,бихьизе,ראה
936,anschauen::V,бертӏамизе,הביט
937,anschauen::V,балагьизе,הביט
938,ansehen::V,бала-гъалагьизе,התבונן
939,hören::V,рагӏизе,שמע
940,zuhören::V,гӏенеккизе,הקשיב
941,probieren::V,кӏалдиб хъва́зе,נסה
942,probieren::V,чӏамизе,נסה
943,riechen::V,су́нтӏизе,הריח
944,fühlen::V,чӏвазе,חש
945,zu sehen sein::V,бихьизе,נראה
946,vernehmen::V,рагӏизе,נודע ל
947,frieren::V,цӏорозе,קר ל
948,tun::V,гьабизе,פעל
949,können::V,кӏвезе,יכל
950,können::V,лъазе,יכל
951,wollen::V,бокьизе,רצה
952,anfangen::V,байбихьизе,התחיל
953,beenden::V,тӏубазабизе,גמר
954,beenden::V,лъугӏизабизе,גמר
955,aufhören::V,бахъизе,סים
956,gelingen::V,бахъизе,הצליח
957,geraten::V,бахъизе,עלה
958,öffnen::V,рагьизе,פתח
959,schließen::V,къазе,סגר
960,stellen::V,чӏвазе,העמיד
961,setzen::V,рекӏинабизе,הושיב
962,setzen::V,гӏодор чӏезаризе,הושיב
963,legen::V,лъезе,שם
964,berühren::V,хъвазе,נגע
965,verbinden::V,хьухьине,קשר
966,verbinden::V,бухьине,קשר
967,bedecken::V,кквезе,כסה
968,aufhängen::V,базе,תלה
969,anzünden::V,бакизе,הצית
970,anzünden::V,рекӏинабизе,הצית
971,zurücklassen::V,тезе,השאיר
972,verlieren::V,билизабизе,אבד
973,fallen lassen::V,бортизабизе,שמט
974,fallen lassen::V,бортизабизе,הפיל
975,machen::V,гьабизе,עשה
976,herstellen::V,гьабизе,יצר
977,herstellen::V,хӏадурлъизабизе,יצר
978,bauen::V,базе,בנה
979,bauen::V,гьабизе,בנה
980,reparieren::V,къачӏазе,תקן
981,verbessern::V,лъикӏлъизабизе,שפר
982,ändern::V,хисизабизе,שנה
983,graben::V,бухъизе,חפר
984,beugen::V,хьетӏизабизе,כפף
985,biegen::V,гьетӏизабизе,כופף
986,drehen::V,тиризабизе,סובב
987,drehen::V,свердизабизе,סובב
988,wenden::V,бегизе,הפך
989,umdrehen::V,бегизе,סובב
990,umdrehen::V,бега-битӏизе,סובב
991,heben::V,борхизе,הרים
992,hochheben::V,борхалъизабизе,הרים
993,hochheben::V,борхизе,הרים
994,ergreifen::V,кквезе,אחז
995,halten::V,кквезе,החזיק
996,drücken::V,къазе,לחץ
997,drücken::V,къанцӏу́зе,לחץ
998,drücken::V,къвал ба́зе,לחץ
999,schieben::V,хъилдизе,הזיז
1000,kratzen::V,хачазе,שרט
1001,kratzen::V,хачазе,שפשף
1002,lecken::V,чӏикӏизе,לקק
1003,beißen::V,хӏанчӏизе,נשך
1004,beißen::V,хӏанчӏизабизе,נשך
1005,abreißen::V,тӏезе,קרע
1006,abreißen::V,тӏезабизе,קרע
1007,abschneiden::V,къотӏизе,חתך
1008,binden::V,бухьине,קשר
1009,stecken::V,къазабизе,תקע
1010,brechen::V,бекизе,שבר
1011,klopfen::V,дванкезе,נקש
1012,hauen::V,базе,הכה
1013,kleben::V,бацӏцӏине,הדביק
1014,reiben::V,хачазе,שפשף
1015,streichen::V,бахине,מרח
1016,streichen::V,жужазе,מרח
1017,schleifen::V,лъухьизе,השחיז
1018,schneiden::V,къотӏизе,גזר
1019,rütteln::V,багъа-бачаризабизе,נענע
1020,schütteln::V,кӏобокӏизе,נער
1021,schwenken::V,гьесадизе,נופף
1022,schwenken::V,гьесадизе,טלטל
1023,schwenken::V,хьвагӏезабизе,נופף
1024,schwenken::V,хьвагӏезабизе,טלטל
1025,schütten::V,тӏезе,שפך
1026,füllen::V,цӏезабизе,מלא
1027,einwickeln::V,жемизе,עטף
1028,tragen::V,баччизе,נשא
1029,schleppen::V,бехъерхъизе,סחב
1030,ziehen::V,цӏазе,משך
1031,aufbewahren::V,цӏунизе,שמר
1032,werfen::V,рехизе,זרק
1033,fangen::V,кквезе,תפס
1034,packen::V,кквезе,אחז
1035,verstecken::V,бахчизе,החביא
1036,teilen::V,бикьизе,חלק
1037,schicken::V,битӏизе,שלח
1038,bringen::V,баччизе,הביא
1039,hinzufügen::V,жубазе,הוסיף
1040,bekommen::V,щвезе,תפס
1041,erhalten::V,щвезе,קבל
1042,erhalten::V,босизе,קבל
1043,nehmen::V,босизе,אחז
1044,wählen::V,бищизе,בחר
1045,auswählen::V,тӏасабищизе,בחר ב
1046,bewahren::V,цӏунизе,קים
1047,behindern::V,квекӏен гьабизе,מנע
1048,verderben::V,хвезабизе,מנע
1049,beschädigen::V,галгъазабизе,הזיק
1050,zerbrechen::V,щущазабизе,נשבר
1051,zerreißen::V,бихъизе,קרע
1052,zerstören::V,биххизабизе,הרס
1053,zerstören::V,биххизабизе,השמיד
1054,verbrennen::V,бухӏизе,שרף
1055,geben::V,кьезе,נתן
1056,reichen::V,кьезе,העביר
1057,schenken::V,кьезе,נתן במתנה
1058,versprechen::V,назру гьабизе,הבטיח
1059,wünschen::V,бокьизе,אחל
1060,loben::V,беццизе,שבח
1061,loben::V,бецца-бекъизе,שבח
1062,küssen::V,баизе,נשק
1063,wiegen::V,чӏучӏадизабизе,נדנד
1064,zudecken::V,тӏадбигъине,כסה
1065,wecken::V,бигьинабизе,עורר
1066,zeigen::V,бихьизабизе,הראה
1067,führen::V,бачине,הביא
1068,führen::V,бачине,הוביל
1069,lehren::V,малъизе,למד
1070,lehren::V,цӏализабизе,למד
1071,unterrichten::V,цӏализабизе,למד
1072,aufziehen::V,гӏезабизе,רומם
1073,leiten::V,нухмалъи гьабизе,נהל
1074,antreiben::V,гӏедегӏизабизе,המרץ
1075,einladen::V,ахӏизе,הזמין
1076,einladen::V,тӏадеахӏизе,הזמין
1077,vereinigen::V,цолъизабизе,אחד
1078,vereinigen::V,цолъизабизе,לכד
1079,besuchen::V,баккизе,בקר
1080,besuchen::V,хьвадизе,בקר
1081,treffen::V,дандчӏвазе,פגש
1082,sich versammeln::V,данделъизе,התאסף
1083,sich versammeln::V,бакӏаризе,התאסף
1084,spielen::V,басандизе,שחק
1085,singen::V,ахӏизе,שר
1086,tanzen::V,кьурдизе,רקד
1087,sich trennen::V,батӏалъизе,נפרד
1088,verlassen::V,тезе,עזב
1089,verlassen::V,рехунтезе,עזב
1090,retten::V,хвасар гьабизе,הציל
1091,retten::V,хвасарлъизабизе,הציל
1092,bewachen::V,цӏунизе,שמר
1093,schützen::V,цӏунизе,אבטח
1094,verteidigen::V,цӏунизе,הגן
1095,sich schlagen::V,багъизе,התכתש
1096,schießen::V,речӏчӏизе,ירה
1097,siegen::V,бергьине,גבר
1098,siegen::V,бергьине,נצח
1099,ärgern::V,вагъизавизе,עצבן
1100,schlagen::V,кьабизе,הכה
1101,schlagen::V,кьабизе,הלקה
1102,treten::V,мал тункизе,בעט
1103,stechen::V,къазабизе,דקר
1104,stoßen::V,тункизе,דחק
1105,stoßen::V,хъилдизе,דחק
1106,stehlen::V,щинкӏизабизе,גנב
1107,stören::V,квекӏен гьабизе,קטע
1108,stören::V,квекӏен гьабизе,הפריע
1109,stören::V,татубахъи гьабизе,קטע
1110,stören::V,татубахъи гьабизе,הפריע
1111,belästigen::V,рахӏатхвезабизе,הציק
1112,belästigen::V,рахӏатхвезабизе,הטריד
1113,verbergen::V,бахчизе,הצניע
1114,verbergen::V,балъго тезе,הצניע
1115,täuschen::V,божуда рекӏкӏ гьабизе,שגע
1116,täuschen::V,гуккизе,שגע
1117,betrügen::V,хӏилла гьабизе,הונה
1118,betrügen::V,сандирахълъи гьабизе,הונה
1119,töten::V,чӏвазе,הרג
1120,wohnen::V,яшав гьабизе,גר
1121,arbeiten::V,хӏалтӏизе,עבד
1122,sammeln::V,бакӏаризе,אסף
1123,pflücken::V,бетӏизе,קטף
1124,jagen::V,чан гьабизе,צד
1125,fischen::V,ччугӏа кквезе,דג
1126,fassen::V,кквезе,תפס
1127,hüten::V,кваназабизе,רעה
1128,treiben::V,гъезе,הוציא
1129,anbinden::V,бухьине,קשר
1130,füttern::V,кваназабизе,הלעיט
1131,melken::V,бечӏчӏизе,חלב
1132,hacken::V,чӏвазе,קצץ
1133,gießen::V,лъалъазе,השקה
1134,reifen::V,барщизе,בשל
1135,zubereiten::V,бежа-белъине,הכין
1136,kochen::V,белъине,בשל
1137,backen::V,базе,אפה
1138,braten::V,бежизе,צלה
1139,braten::V,бежизе,טגן
1140,umrühren::V,багъаризе,ערבב
1141,stricken::V,хьухьине,סרג
1142,nähen::V,букъизе,תפר
1143,färben::V,кьер гьабизе,צבע
1144,reinigen::V,бацӏцӏине,נקה
1145,waschen::V,чуризе,רחץ
1146,waschen::V,чуризе,כבס
1147,abwischen::V,бацӏцӏине,נגב
1148,spülen::V,хулизе,שטף
1149,fegen::V,лъухьизе,טאטא
1150,kehren::V,лъухьизе,טאטא
1151,baden::V,чордезе,טבל
1152,baden::V,чордезе,שחה
1153,ausziehen::V,бахъизе,הוריד
1154,anziehen::V,ретӏине,לבש
1155,sich anziehen::V,ретӏине,התלבש
1156,kämmen::V,хазе,סרק
1157,schmücken::V,чӏухӏизабизе,קשט
1158,sagen::V,бицине,אמר
1159,sprechen::V,бицине,דבר
1160,reden::V,гаргадизе,דבר
1161,sich unterhalten::V,гаргадизе,שוחח
1162,fragen::V,цӏехезе,שאל
1163,fragen::V,гьикъизе,שאל
1164,bitten::V,гьаризе,בקש
1165,erzählen::V,бицине,ספר
1166,mitteilen::V,лъазабизе,מסר
1167,mitteilen::V,лъазабизе,הודיע
1168,nennen::V,цӏар лъезе,קרא בשם
1169,rufen::V,ахӏизе,גיס
1170,rufen::V,ахӏизе,הזמין לבוא
1171,prahlen::V,беццаризе,התרברב
1172,übersetzen::V,буссинабизе,תרגם
1173,denken::V,ургъизе,חשב
1174,glauben::V,божизе,האמין
1175,bemerken::V,берречӏчӏизе,הבחין
1176,erkennen::V,лъазе,זהה
1177,erkennen::V,батӏаго бахъизе,זהה
1178,begreifen::V,бичӏчӏизе,קלט
1179,begreifen::V,бичӏчӏизе,הבין
1180,lernen::V,цӏализе,למד
1181,wissen::V,лъазе,ידע
1182,sich erinnern an::V,ракӏалде щвезе,זכר
1183,vergessen::V,кӏочене,שכח
1184,messen::V,борцине,מדד
1185,zählen::V,рикӏкӏине,ספר
1186,rechnen::V,рикӏкӏине,חשב
1187,lesen::V,цӏализе,קרא
1188,malen::V,бахъизе,ציר
1189,zeichnen::V,бахъизе,שרטט
1190,schreiben::V,хъвазе,כתב
1191,besitzen::V,щвезе,היה בעל של
1192,besitzen::V,бу́кӏине,היה בעל של
1193,kaufen::V,босизе,קנה
1194,kaufen::V,босизе,רכש
1195,verkaufen::V,бичизе,מכר
1196,bezahlen::V,кьезе,שלם
1197,zahlen::V,кьезе,שלם
1198,ertragen::V,баччизе,סבל
1199,Auge::N,,עין
1200,Sehne::N,,גיד
1201,Funke::N,,ניצוץ
1202,Moor::N,,בצה
1203,Elch::N,,דישון
1204,Beere::N,,ענבה
1205,Gedächtnis::N,,זכרון
1206,Ton::N,,צליל
1207,Winkel::N,,פנה
1208,Menge::N,,כמות
1209,Stütze::N,,משען
1210,Figur::N,,פסל
1211,Schuh::N,,נעל
1212,Schnur::N,,חבל
1213,Leine::N,,מושכות
1214,Geschäft::N,,עסקה
1215,voll::A,,מלא
1216,lange::ADV,,הרבה זמן
1217,später::ADV,,לאחר זמן
1218,später::ADV,,יותר מאחר
1219,nicht::ADV,,לא
1220,schon::ADV,,כבר
1221,durch::PRP,,דרך
1222,alles::PRN,,הכל
1223,rühren::V,,נגע ללב
1224,scheinen::V,,נדמה
1225,aufheben::V,,אסף
1226,lassen::V,,נתן
1227,sich waschen::V,,התרחץ
1228,verstehen::V,,הבין
1229,beherrschen::V,,שלט
