,Concept_ID,ru,en
891,brechen::V,сломать,break
892,klopfen::V,стучать,knock
893,hauen::V,бить,hit
894,kleben::V,клеить,glue
895,reiben::V,тереть,rub
896,streichen::V,намазать,spread
897,schleifen::V,точить,grind
898,schneiden::V,резать,cut
899,rütteln::V,шатать,jolt
900,schütteln::V,трясти,shake
901,schwenken::V,махать,swing
902,schütten::V,налить,pour
903,füllen::V,наполнить,fill
904,einwickeln::V,завернуть,wrap
905,tragen::V,нести,carry
906,schleppen::V,тащить,drag
907,ziehen::V,тянуть,pull
908,aufbewahren::V,хранить,keep
909,werfen::V,бросать,throw
910,fangen::V,ловить,catch
911,packen::V,схватить,grab
912,verstecken::V,спрятать,hide
913,teilen::V,разделить,divide
914,schicken::V,посылать,send
915,bringen::V,принести,bring
916,hinzufügen::V,добавить,add
917,bekommen::V,достать,get
918,erhalten::V,получить,receive
919,nehmen::V,взять,take
920,wählen::V,выбрать,choose
921,auswählen::V,отобрать,select
922,bewahren::V,сохранить,preserve
923,behindern::V,препятствовать,hinder
924,verderben::V,испортить,spoil
925,beschädigen::V,повредить,damage
926,zerbrechen::V,разбить,break
927,zerreißen::V,разорвать,tear
928,zerstören::V,разрушить,destroy
929,verbrennen::V,сжечь,burn
930,geben::V,дать,give
931,reichen::V,передать,hand
932,schenken::V,дарить,give
933,versprechen::V,обещать,promise
934,wünschen::V,желать,wish
935,loben::V,хвалить,praise
936,küssen::V,целовать,kiss
937,wiegen::V,качать,rock
938,zudecken::V,накрыть,cover
939,wecken::V,разбудить,wake
940,zeigen::V,показать,show
941,führen::V,вести,guide
942,lehren::V,учить,teach
943,unterrichten::V,преподавать,instruct
944,aufziehen::V,воспитать,bring up
945,leiten::V,руководить,lead
946,antreiben::V,подгонять,urge
947,lassen::V,заставить,let
948,einladen::V,пригласить,invite
949,vereinigen::V,объединить,unite
950,besuchen::V,посетить,visit
951,treffen::V,встретить,meet
952,sich versammeln::V,собраться,assemble
953,spielen::V,играть,play
954,singen::V,петь,sing
955,tanzen::V,плясать,dance
956,tanzen::V,танцевать,dance
957,sich trennen::V,расстаться,separate
958,verlassen::V,покинуть,leave
959,retten::V,спасти,rescue
960,bewachen::V,охранять,guard
961,schützen::V,уберегать,protect
962,verteidigen::V,защитить,defend
963,sich schlagen::V,драться,brawl
964,schießen::V,стрелять,shoot
965,siegen::V,победить,win
966,ärgern::V,сердить,annoy
967,schlagen::V,ударить,beat
968,treten::V,пинать,kick
969,stechen::V,уколоть,sting
970,stoßen::V,толкнуть,shove
971,stehlen::V,украсть,steal
972,stören::V,помешать,disturb
973,belästigen::V,надоедать,bother
974,verbergen::V,скрыть,conceal
975,täuschen::V,обмануть,deceive
976,betrügen::V,смошенничать,cheat
977,töten::V,убить,kill
978,wohnen::V,проживать,dwell
979,arbeiten::V,работать,work
980,sammeln::V,собрать,gather
981,pflücken::V,рвать,pick
982,pflücken::V,срывать,pick
983,jagen::V,охотиться,hunt
984,fischen::V,рыбачить,fish
985,fassen::V,поймать,catch
986,hüten::V,пасти,herd
987,treiben::V,гнать,drive
988,anbinden::V,привязать,tie up
989,füttern::V,кормить,feed
990,melken::V,доить,milk
991,hacken::V,рубить,chop
992,gießen::V,полить,water
993,reifen::V,созреть,ripen
994,zubereiten::V,приготовить,cook
995,kochen::V,варить,boil
996,backen::V,печь,bake
997,braten::V,жарить,fry
998,umrühren::V,перемешать,stir
999,stricken::V,вязать,knit
1000,nähen::V,шить,sew
1001,färben::V,покрасить,dye
1002,reinigen::V,очистить,clean
1003,waschen::V,стирать,wash
1004,abwischen::V,вытереть,wipe
1005,spülen::V,полоскать,rinse
1006,fegen::V,подметать,sweep
1007,kehren::V,мести,sweep
1008,baden::V,купаться,bath
1009,sich waschen::V,мыться,wash
1010,ausziehen::V,снять,take off
1011,anziehen::V,надеть,put on
1012,sich anziehen::V,одеться,get dressed
1013,kämmen::V,причесать,comb
1014,schmücken::V,украсить,decorate
1015,sagen::V,сказать,say
1016,sprechen::V,говорить,speak
1017,reden::V,разговаривать,talk
1018,sich unterhalten::V,беседовать,chat
1019,fragen::V,спросить,ask
1020,bitten::V,просить,request
1021,erzählen::V,рассказать,tell
1022,mitteilen::V,сообщить,convey
1023,nennen::V,назвать,name
1024,rufen::V,звать,call
1025,prahlen::V,хвастаться,brag
1026,übersetzen::V,перевести,translate
1027,denken::V,думать,think
1028,glauben::V,верить,believe
1029,bemerken::V,заметить,notice
1030,erkennen::V,узнать,recognize
1031,begreifen::V,понять,grasp
1032,begreifen::V,постичь,grasp
1033,verstehen::V,услышать,understand
1034,lernen::V,учиться,learn
1035,wissen::V,знать,know
1036,sich erinnern an::V,вспомнить,remember
1037,vergessen::V,забыть,forget
1038,messen::V,мерить,measure
1039,zählen::V,считать,count
1040,rechnen::V,считать,calculate
1041,lesen::V,читать,read
1042,malen::V,рисовать,paint
1043,zeichnen::V,рисовать,draw
1044,schreiben::V,писать,write
1045,besitzen::V,иметь,own
1046,kaufen::V,купить,buy
1047,verkaufen::V,продать,sell
1048,bezahlen::V,заплатить,pay for
1049,zahlen::V,платить,pay
1050,beherrschen::V,владеть,rule
1051,ertragen::V,вытерпеть,endure
