,Concept_ID,ku,ar
799,eins::NUM,yek,واحد
800,zwei::NUM,didu,اثنين
801,drei::NUM,sisê,ثلاثة
802,vier::NUM,çar,أربعة
803,fünf::NUM,penç,خمسة
804,sechs::NUM,şeş,ستة
805,sieben::NUM,heft,سبعة
806,acht::NUM,heşt,ثمانية
807,neun::NUM,neh,تسعة
808,zehn::NUM,deh,عشرة
809,elf::NUM,yazdeh,أحد عشر
810,zwölf::NUM,diwazdeh,اثنا عشر
811,zwanzig::NUM,bîst,عشرون
812,dreißig::NUM,sih,ثلاثون
813,vierzig::NUM,çil,أربعون
814,fünfzig::NUM,pençi,خمسون
815,sechzig::NUM,şêst,ستون
816,siebzig::NUM,heftê,سبعون
817,achtzig::NUM,heştê,ثمانون
818,neunzig::NUM,nod,تسعون
819,hundert::NUM,sêd,مئة
820,tausend::NUM,hezar,ألف
821,und::CNJ,û,و
822,oder::CNJ,an,أو
823,oder::CNJ,yan,أو
824,stehen::V,sekinîn,وقف
825,sitzen::V,rûniştin,جلس
826,liegen::V,paldan,رقد
827,hängen::V,darve kirin,تعلق
828,werden::V,bûn,صار
829,werden::V,bûn,أصبح
830,passieren::V,hatin holê,حدث
831,passieren::V,hatin serê kesî,حدث
832,beginnen::V,li dest pêkirin,ابتدأ
833,enden::V,xalas bû,انتهى
834,wechseln::V,guherandin,تغير
835,wechseln::V,dêgiş kirin,تغير
836,aufgehen[Sonne]::V,hilatin,شرق
837,untergehen[Sonne]::V,çun ava,غرب
838,scheinen[Sonne]::V,şewk de,أضاء
839,donnern::V,gire-gir,رعد
840,wehen::V,ba le de,هب
841,strömen::V,xwe girtin,جرى
842,fließen::V,herikîn,سال
843,sich drehen::V,xwe zivirandin,دار
844,schwanken::V,hejandin,ترنح
845,schwingen::V,libakirin,ترجح
846,fallen::V,ketin,سقط
847,brennen::V,şewitîn,احترق
848,rauchen::V,kişandin,دخن
849,regnen::V,bahran tê,أمطر
850,gefrieren::V,qefilandin,تجمد
851,tauen::V,helandin,ذاب
852,schmelzen::V,helandin,ذاب
853,trocknen::V,zuwabûn,نشف
854,sieden::V,kelîn,غلى
855,faulen::V,xerabûn,فسد
856,verfaulen::V,xerabûn,تعفن
857,reißen::V,jêkirin,انقطع
858,versinken::V,xerq bûn,غرق
859,vergehen::V,derbas bûn,مضى
860,erscheinen::V,peyda bûn,لاح
861,erscheinen::V,peyda bûn,ظهر
862,verschwinden::V,wendabûn,غاب
863,sinken::V,noq bûn,هبط
864,abnehmen::V,kêm bûn,نقص
865,zunehmen::V,qelew bûn,ازداد
866,steigen::V,hildan,صعد
867,steigen::V,hildan,ارتفع
868,wachsen::V,mezin bûn,نما
869,wachsen::V,mezin bûn,نبت
870,glänzen::V,biriqîn,لمع
871,funkeln::V,çikisîn,تلألأ
872,lärmen::V,guşîn,ضج
873,lärmen::V,guşîn,صخب
874,läuten::V,lê de,قرع
875,klingeln::V,sîl dan,دق
876,klingeln::V,ringerin,دق
877,klirren::V,zingzing hat,قعقع
878,brausen::V,guşîn,عج
879,rauschen::V,guşîn,حف
880,klingen::V,deng pe ketin,رن
881,bellen::V,kewtîn,نبح
882,heulen::V,ûrîn,عوى
883,blasen::V,puf kirin,نفخ
884,pfeifen::V,fîkandin,صفر
885,schreien::V,qîrîn,صرخ
886,stöhnen::V,nalîn,أن
887,zittern::V,hejîn,ارتعش
888,leben::V,jihîn,عاش
889,geboren werden::V,hatin dinyê,ولد
890,geboren werden::V,bûn,ولد
891,atmen::V,hilmijîn,تنفس
892,trinken::V,vexwarin,شرب
893,essen::V,xwarin,أكل
894,schlucken::V,daqulbandin,جرع
895,müde werden::V,betilîln,تعب
896,müde werden::V,qerimîn,تعب
897,einschlafen::V,razan,نام
898,schlafen::V,razan,نام
899,schlafen::V,razandin,نام
900,aufwachen::V,şiyarbûn,استيقظ
901,aufstehen::V,rabûn,قام
902,sich erholen::V,baş bûn,استجم
903,krank werden::V,nexweş kêt,مرض
904,krank sein::V,nexweş bû,مرض
905,schmerzen::V,êşandin,آلم
906,husten::V,kuxin,كح
907,husten::V,kuxin,سعل
908,genesen::V,baş bûn,نقه
909,sterben::V,mirin,مات
910,umkommen::V,mirin,هلك
911,sich bewegen::V,leqîn,تحرك
912,sich rühren::V,leqîn,تحرك
913,sich erheben::V,rabûn,قام
914,sich setzen::V,runiştin,جلس
915,hinfallen::V,kêtin,وقع
916,laufen::V,meşîn,مشى
917,schreiten::V,meşkirin,خطا
918,spazierengehen::V,gerandin,تنزه
919,eilen::V,lezandin,عجل
920,sich beeilen::V,zûkirin,استعجل
921,sausen::V,fîzîn,أسرع
922,rennen::V,baz dan,عدا
923,rennen::V,baz dan,ركض
924,springen::V,hilpekîn,قفز
925,klettern::V,hilperikîn,تسلق
926,schaukeln::V,lorandin,تأرجح
927,kriechen::V,xuşandin,دب
928,kriechen::V,xuşandin,زحف
929,schwimmen::V,avjenîn,سبح
930,tauchen::V,qutxuyardin,غطس
931,tauchen::V,noqîn,غطس
932,rudern::V,qaîq ajotin,جذف
933,fahren::V,ajotin,ركب
934,fahren::V,ajotin,سافر
935,fliegen::V,firîn,طار
936,gehen::V,çûn,سار
937,gehen::V,çûn,ذهب
938,weggehen::V,çûn,ذهب
939,weggehen::V,çûn,انصرف
940,abfahren::V,çûyin,رحل
941,anhalten::V,rawestîn,توقف
942,hineingehen::V,ketin hundir,دخل
943,eintreten::V,têketin,دخل
944,kommen::V,hatin,أتى
945,kommen::V,hatin,جاء
946,ankommen::V,gihan,وصل
947,ankommen::V,gihîştin,وصل
948,zurückkommen::V,vegerandin,عاد
949,zurückkommen::V,vegerandin,رجع
950,bleiben::V,sekinîn,مكث
951,warten::V,payîn,انتظر
952,erwarten::V,payîn,ترقب
953,erwarten::V,payîn,انتظر
954,suchen::V,lêgerîn,بحث
955,finden::V,peyda kirin,وجد
956,versuchen::V,çeribandin,حاول
957,vorbereiten::V,amade kirin,أعد
958,vorbereiten::V,amade kirin,حضر
959,lieben::V,hez kirin,أحب
960,mögen::V,dil kirin,أحب
961,lachen::V,kenîn,ضحك
962,rühren::V,hêjan,أثر
963,weinen::V,girîn,بكى
964,schimpfen::V,pevçûn,سب
965,schimpfen::V,pevçûn,شتم
966,sich ärgern::V,enirîn,زعل
967,sich fürchten::V,tirsîn,هاب
968,fürchten::V,tirsin,خاف
969,fürchten::V,tirsin,خشي
970,fliehen::V,bazdan,هرب
971,flüchten::V,revîn,فر
972,sehen::V,dîtin,رأى
973,anschauen::V,sêr kirin,نظر
974,ansehen::V,hesibandin,نظر
975,hören::V,guhdar jirin,سمع
976,zuhören::V,guhdarî kirin,أصغى
977,probieren::V,tehm kirin,ذاق
978,riechen::V,bihn kirin,شم
979,riechen::V,bihn kirin,استنشق
980,fühlen::V,hîs kirin,شعر
981,scheinen::V,xoyer kir,ظهر
982,zu sehen sein::V,diyar bûn,ظهر
983,vernehmen::V,bihîstin,سمع
984,frieren::V,qerişîn,بردان
985,tun::V,kirin,فعل
986,können::V,karin,قدر
987,können::V,karin,استطاع
988,wollen::V,xwestîn,شاء
989,wollen::V,xwestîn,أراد
990,anfangen::V,dest pêkirin,بدأ
991,beenden::V,xelas kirin,أنهى
992,aufhören::V,xelas kirin,توقف
993,aufhören::V,xelas kirin,انقطع
994,gelingen::V,çe bûn,نجح
995,geraten::V,qewîmîn,طلع
996,öffnen::V,vekirin,فتح
997,schließen::V,girtin,أغلق
998,stellen::V,danîn,وضع
999,stellen::V,danîn,أقام
1000,setzen::V,rûniştin,أجلس
1001,legen::V,danîn,وضع
1002,legen::V,razandin,وضع
1003,berühren::V,lêketin,مس
1004,berühren::V,lêketin,لمس
1005,verbinden::V,anîn pê,ربط
1006,verbinden::V,anîn pê,وصل
1007,bedecken::V,sergirtin,غطى
1008,aufhängen::V,aliqandin,علق
1009,anzünden::V,pêxistin,أوقد
1010,aufheben::V,hildan,لقط
1011,zurücklassen::V,hiştin,ترك
1012,zurücklassen::V,vehiştin,ترك
1013,verlieren::V,wendakirin,فقد
1014,fallen lassen::V,xistin bixe,أسقط
1015,fallen lassen::V,xistin,أسقط
1016,machen::V,kirin,فعل
1017,machen::V,çêkirin,فعل
1018,herstellen::V,çê kirin,صنع
1019,herstellen::V,çê kirin,أنتج
1020,herstellen::V,peyda kirin,صنع
1021,herstellen::V,peyda kirin,أنتج
1022,bauen::V,lêkirin,بنى
1023,bauen::V,lêkirin,شيد
1024,reparieren::V,veherînerîn,صلح
1025,verbessern::V,sererastkirin,صحح
1026,ändern::V,degiş kirin,غير
1027,graben::V,kolandin,حفر
1028,beugen::V,tewîn,ثنى
1029,beugen::V,tewîn,أحنى
1030,beugen::V,xwar kirin,ثنى
1031,beugen::V,xwar kirin,أحنى
1032,biegen::V,tewandin,لوى
1033,biegen::V,xwarkirin,لوى
1034,drehen::V,fitilandin,أدار
1035,drehen::V,fitilandin,دور
1036,wenden::V,zivîrin,قلب
1037,umdrehen::V,vegerandin,قلب
1038,heben::V,hildan,رفع
1039,hochheben::V,hildan,رفع
1040,ergreifen::V,dest avêtin,مسك
1041,halten::V,hîştin,مسك
1042,halten::V,sekinîn,مسك
1043,drücken::V,pêl kirin,ضغط
1044,schieben::V,damdan,حرك
1045,kratzen::V,xurandin,خدش
1046,lecken::V,alastin,لعق
1047,beißen::V,gez kirin,عض
1048,abreißen::V,hilşandin,قلع
1049,abschneiden::V,jêkirin,قطع
1050,binden::V,girêdan,ربط
1051,stecken::V,têxistin,دس
1052,brechen::V,şikandin,كسر
1053,klopfen::V,kutandin,طرق
1054,hauen::V,li dan,ضرب
1055,kleben::V,zeliqîn,ألصق
1056,kleben::V,şirêz kirin,ألصق
1057,reiben::V,firikandin,حك
1058,streichen::V,bax dan,نشر
1059,schleifen::V,çarkirin,سن
1060,schneiden::V,jêkirin,قطع
1061,rütteln::V,hejandin,رج
1062,schütteln::V,daweşîn,هز
1063,schwenken::V,têwdan,لوح
1064,schütten::V,rijandin,صب
1065,füllen::V,dagirtin,ملأ
1066,einwickeln::V,pêçandin,لف
1067,tragen::V,kişandin,حمل
1068,tragen::V,rajtin,حمل
1069,schleppen::V,kişandin,سحب
1070,ziehen::V,kişandin,سحب
1071,aufbewahren::V,hilandin,حفظ
1072,werfen::V,avêtin,رمى
1073,werfen::V,avêtin,ألقى
1074,fangen::V,sem kirin,التقط
1075,fangen::V,girtin,التقط
1076,packen::V,pê girtin,مسك
1077,verstecken::V,hîlanin,خبأ
1078,teilen::V,parvekirin,قسم
1079,schicken::V,şandin,بعث
1080,schicken::V,şandin,أرسل
1081,bringen::V,anîn,جلب
1082,bringen::V,birin,جلب
1083,hinzufügen::V,dan ser,أضاف
1084,hinzufügen::V,li tiştekî zêde kirin,أضاف
1085,bekommen::V,standin,حصل
1086,erhalten::V,standin,استلم
1087,nehmen::V,girtin,أخذ
1088,wählen::V,ray dan,اختار
1089,auswählen::V,bijartin,انتقى
1090,bewahren::V,rê li ber girtin,حافظ
1091,bewahren::V,lê xwedî derketin,حافظ
1092,behindern::V,bara wi,عاق
1093,verderben::V,heram bûn,أفسد
1094,beschädigen::V,xerab kirin,أضر
1095,zerbrechen::V,şikênandin,كسر
1096,zerbrechen::V,perçe kirin,كسر
1097,zerreißen::V,qelişandin,مزق
1098,zerstören::V,hilşandin,دمر
1099,verbrennen::V,şewitandin,حرق
1100,geben::V,dan,أعطى
1101,geben::V,dayin,أعطى
1102,reichen::V,besbûn,ناول
1103,reichen::V,têrkirin,ناول
1104,schenken::V,diyarî kirin,وهب
1105,versprechen::V,soz dan,وعد
1106,wünschen::V,dil kirin,تمنى
1107,loben::V,pesinandin,مدح
1108,küssen::V,maçkirin,قبل
1109,wiegen::V,lorandin,هدهد
1110,wiegen::V,wezinandin,هدهد
1111,zudecken::V,nixumandin,غطى
1112,wecken::V,bixwe hesandin,أيقظ
1113,zeigen::V,şanîdan,أرى
1114,führen::V,raber kirin,دل
1115,lehren::V,hîn kirin,علم
1116,unterrichten::V,ders dan,علم
1117,aufziehen::V,mesinkirin,ربى
1118,leiten::V,rêberî kirin,دل
1119,leiten::V,rêberî kirin,أدار
1120,antreiben::V,bezandin,حث
1121,lassen::V,berdan,حدا
1122,lassen::V,hiştin,حدا
1123,einladen::V,dawet kirin,دعا
1124,vereinigen::V,bi yek kirin,وحد
1125,besuchen::V,mêvan bûn,زار
1126,treffen::V,rast hatin,قابل
1127,sich versammeln::V,li hev çivîn,اجتمع
1128,spielen::V,listin,لعب
1129,singen::V,stran,غنى
1130,tanzen::V,reqisîn,رقص
1131,sich trennen::V,hew berdan,افترق
1132,verlassen::V,tanê hişt,ترك
1133,verlassen::V,bêkes,ترك
1134,retten::V,rihakirin,نجى
1135,retten::V,rihakirin,أنقذ
1136,bewachen::V,raçavkirin,حرس
1137,schützen::V,hemet kirin,حمى
1138,verteidigen::V,paraztin,دافع
1139,sich schlagen::V,li hev bezîn,تضارب
1140,schießen::V,agir kirin,أطلق
1141,siegen::V,biser ketin,انتصر
1142,ärgern::V,xeyirandin,أزعل
1143,schlagen::V,lêdan,ضرب
1144,schlagen::V,lêxistin,ضرب
1145,treten::V,têlekirin,رفس
1146,stechen::V,têrekirin,شك
1147,stoßen::V,lêketin,دفع
1148,stehlen::V,dizîn,سرق
1149,stehlen::V,dizî birin,سرق
1150,stören::V,aciz kirin,ضايق
1151,belästigen::V,li tela yeki ketin,أزعج
1152,verbergen::V,veşartin,كتم
1153,verbergen::V,kemîndanîn,كتم
1154,täuschen::V,xapandin,خدع
1155,täuschen::V,lê zexeli kirin,خدع
1156,betrügen::V,xapandin,غش
1157,töten::V,kûştin,قتل
1158,wohnen::V,rûniştin,سكن
1159,arbeiten::V,kar kirin,عمل
1160,arbeiten::V,kar kirin,اشتغل
1161,arbeiten::V,şêxulin,عمل
1162,arbeiten::V,şêxulin,اشتغل
1163,sammeln::V,komkirin,جمع
1164,pflücken::V,çinîn,جنى
1165,pflücken::V,çinîn,قطف
1166,jagen::V,nêçîr kirin,صاد
1167,fischen::V,masî girtin,اصطاد
1168,fassen::V,pê girtin,قبض
1169,fassen::V,sêm kirin,قبض
1170,hüten::V,hei jê man,رعى
1171,treiben::V,bêherandin,ساق
1172,anbinden::V,tewilandin,ربط
1173,füttern::V,xwarine dan lê,علف
1174,melken::V,dotin,حلب
1175,hacken::V,kolandin,فرم
1176,gießen::V,av dan,سقى
1177,reifen::V,kemilîn,نضج
1178,zubereiten::V,çe kirin,حضر
1179,kochen::V,xwarin çe kirin,طبخ
1180,kochen::V,kelandin,طبخ
1181,backen::V,pijandin,خبز
1182,braten::V,qelandin,قلى
1183,braten::V,qelandin,حمر
1184,braten::V,sor kirin,قلى
1185,braten::V,sor kirin,حمر
1186,umrühren::V,têvdan,قلب
1187,stricken::V,hûnan,حاك
1188,nähen::V,kêl kirin,خاط
1189,färben::V,boyax kirin,صبغ
1190,färben::V,boyax kirin,لون
1191,reinigen::V,paqijkirin,نظف
1192,waschen::V,şuştin,غسل
1193,abwischen::V,pakîj kirin,مسح
1194,spülen::V,şuştin,شطف
1195,fegen::V,maliştin,كنس
1196,kehren::V,maliştin,كنس
1197,baden::V,serîşûştin,استحم
1198,sich waschen::V,serîşûştin,اغتسل
1199,ausziehen::V,jê kirin,خلع
1200,anziehen::V,pê kirin,لبس
1201,sich anziehen::V,xwe kirin,اكتسى
1202,kämmen::V,şeh kirin,مشط
1203,schmücken::V,xemilandin,زين
1204,sagen::V,gotin,قال
1205,sagen::V,peyivîn,قال
1206,sprechen::V,peyivîn,تكلم
1207,reden::V,axaftin,تكلم
1208,sich unterhalten::V,hev biştaxilin,تحادث
1209,fragen::V,pirsîn,سأل
1210,fragen::V,pirs kirin,سأل
1211,bitten::V,tika kirin,رجا
1212,erzählen::V,behs kirin,حكي
1213,mitteilen::V,vegotin,بلغ
1214,nennen::V,bi nav kirin,سمى
1215,rufen::V,bakirin,نادى
1216,prahlen::V,pesnê xwe dan,فشر
1217,prahlen::V,pesnê xwe dan,تفاخر
1218,übersetzen::V,qulibandin,ترجم
1219,übersetzen::V,derbas kirin,ترجم
1220,denken::V,fikirîn,فكر
1221,glauben::V,bawer bûn,اعتقد
1222,bemerken::V,bala xwe dan,لاحظ
1223,bemerken::V,çac lê ketin,لاحظ
1224,erkennen::V,pêhesîn,عرف
1225,begreifen::V,fêmkirin,فهم
1226,begreifen::V,fêmkirin,أدرك
1227,verstehen::V,fêmkirin,فهم
1228,lernen::V,halmandin,درس
1229,lernen::V,fêrbun,درس
1230,wissen::V,zanîn,علم
1231,sich erinnern an::V,bir bûn,تذكر
1232,vergessen::V,ji bir kirin,نسي
1233,messen::V,pê kanîn,قاس
1234,zählen::V,hejmardin,عد
1235,zählen::V,hejmardin,أحصى
1236,rechnen::V,hesibandin,حسب
1237,lesen::V,xwendin,قرأ
1238,malen::V,rengandin,صور
1239,malen::V,boyax kirin,صور
1240,zeichnen::V,işaret kirin,رسم
1241,schreiben::V,nivîsandin,كتب
1242,besitzen::V,hebûn,حاز
1243,besitzen::V,hebûn,ملك
1244,kaufen::V,kirîn,اشترى
1245,verkaufen::V,firotin,باع
1246,bezahlen::V,pere dan,دفع
1247,zahlen::V,pere dan,سدد
1248,zahlen::V,dayin,سدد
1249,beherrschen::V,zebt kirin,حكم
1250,beherrschen::V,hukim kirin,حكم
1251,ertragen::V,bihêzkirin,أطاق
1252,ertragen::V,bihêzkirin,تحمل
