,Concept_ID,ml,sl
637,reich::A,സമ്പന്നമായ,bogàt
638,bekannt::A,പരിചിതമായ,znán
639,berühmt::A,പ്രശസ്തനായ,sláven
640,berühmt::A,പ്രശസ്തനായ,znamenít
641,fremd::A,വൈദേശികമായ,túj
642,verschieden::A,വ്യത്യസ്തമായ,razlíčen
643,nah::A,അരികത്തുള്ള,blížnji
644,fern::A,അകലെയുള്ള,dáleč
645,linker::A,അവശേഷിച്ച,lévi
646,rechter::A,വലത്തേ,désni
647,anderer::A,മറ്റുള്ള,drúgi
648,erster::A,ആദ്യത്തെ,pŕvi
649,zweiter::A,രണ്ടാം,drúgi
650,dritter::A,മൂന്നാമത്,trétji
651,letzter::A,അവസാനത്തെ,poslédnji
652,allein::ADV,തനിച്ചുള്ള,sám
653,auf einmal::ADV,ഉടന്,obênem
654,zusammen::ADV,ഒരുമിച്ച,skúpaj
655,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,dólgo
656,plötzlich::ADV,പെട്ടെന്ന്,náglo
657,plötzlich::ADV,പെട്ടെന്ന്,nenádoma
658,sofort::ADV,തത്ക്ഷണം,prècej
659,später::ADV,പിന്നീട്,poznêje
660,jetzt::ADV,ഇപ്പോൾ,zdàj
661,heute::ADV,ഇന്ന്,dánes
662,morgen::ADV,നാളെ,jútri
663,bald::ADV,ഉടനെ,kmálu
664,dann::ADV,അപ്പോൾ,nató
665,gestern::ADV,ഇന്നലെ,včéraj
666,einst::ADV,പണ്ടൊരിക്കല്,nékdaj
667,damals::ADV,അപ്പോൾ,tedàj
668,damals::ADV,അപ്പോൾ,takràt
669,danach::ADV,പിന്നീട്,potèm
670,vorher::ADV,മുൻപ്,poprèj
671,zuerst::ADV,ആദ്യം,spŕva
672,einmal::ADV,ഒരിക്കൽ,ênkrat
673,manchmal::ADV,ചിലപ്പോൾ,včásih
674,oft::ADV,പലപ്പോഴും,pogósto
675,immer::ADV,എപ്പോഴും,védno
676,immer::ADV,എപ്പോഴും,zméraj
677,niemals::ADV,ഒരിക്കലും,nikdàr
678,hier::ADV,ഇവിടെ,tù
679,hier::ADV,ഇവിടെ,túkaj
680,hierhin::ADV,ഇവിടേക്ക്,sèmkaj
681,von hier::ADV,ഇവിടെനിന്ന്,od tú
682,dort::ADV,അവിടെ,tàm
683,dorthin::ADV,അവിടേക്ക്,tjà
684,geradeaus::ADV,മുമ്പിൽ,rávno napréj
685,geradeaus::ADV,മുമന്നോട്ട്,rávno napréj
686,vorwärts::ADV,മുന്നോട്ട്,napréj
687,rückwärts::ADV,തലതിരിച്ച്,zádaj
688,zurück::ADV,പുറകിലേക്ക്,nazáj
689,unten::ADV,താഴെ,dôli
690,unten::ADV,താഴെ,spôdaj
691,hinab::ADV,താഴേക്ക്,dôl
692,oben::ADV,മുകളിൽ,gôri
693,oben::ADV,മുകളിൽ,zgôraj
694,hinauf::ADV,മുകളിൽ,gôr
695,überall::ADV,എല്ലായിടത്തും,povsód
696,nicht::ADV,ഇല്ല,ne
697,ein wenig::ADV,കുറച്ച്,málo
698,kaum::ADV,കഷ്ടിച്ച്,kómaj
699,sehr::ADV,വളരെ,zeló
700,so::ADV,അങ്ങനെ,takó
701,noch::ADV,ഇപ്പോഴും,še
702,nur::ADV,മാത്രം,samó
703,schon::ADV,നേരത്തേ തന്നെ,žè
704,wieder::ADV,വീണ്ടും,spét
705,vergebens::ADV,വിഫല,zamàn
706,vergebens::ADV,വിഫല,zastónj
707,vor::PRP,മുമ്പിൽ,pred
708,hinter::PRP,പുറകിൽ,za
709,unter::PRP,കീഴിൽ,pod
710,durch::PRP,ഉള്ളിലൂടെ,skózi
711,neben::PRP,അടുത്ത്,kràj
712,neben::PRP,അടുത്ത്,póleg
713,zwischen::PRP,ഇടയ്ക്ക്,med
714,zwischen::PRP,ഇടയ്ക്ക്,izmed
715,wegen::PRP,നിമിത്തം,zarádi
716,dies::PRN,ഇത്,tó
717,das::PRN,അത്,tó
718,alles::PRN,എല്ലാം,vsè
719,ich::PRN,ഞാൻ,jàz
720,du::PRN,നിങ്ങൾ,tí
721,er::PRN,അദ്ദേഹം,òn
722,er::PRN,അയാൾ,òn
723,er::PRN,അവൻ,òn
724,er::PRN,അവർ,òn
725,er::PRN,അവൾ,òn
726,wir::PRN,നമ്മൾ,mí
727,ihr::PRN,നിങ്ങൾ,ví
728,sie::PRN,അവർ,ôni
729,was::FPRN,എന്ത്,káj
730,wer::FPRN,ആര്,kdó
731,wo::FADV,എവിടെ,kjé
732,wohin::FADV,എവിടേക്ക്,kám
733,wie::FADV,എങ്ങനെ,kakó
734,warum::FADV,എന്തുകൊണ്ട്,zakáj
735,wieviel::FNUM,എത്ര,kóliko
736,eins::NUM,ഒന്ന്,êden
737,zwei::NUM,രണ്ട്,dvá
738,drei::NUM,മൂന്ന്,trí
739,vier::NUM,നാല്,štíri
740,fünf::NUM,അഞ്ച്,pét
741,sechs::NUM,ആറ്,šést
742,sieben::NUM,ഏഴ്,sédem
743,acht::NUM,എട്ട്,ósem
744,neun::NUM,ഒമ്പത്,devét
745,zehn::NUM,പത്ത്,desét
746,elf::NUM,പതിനൊന്ന്,enájst
747,zwölf::NUM,പന്ത്രണ്ട്,dvánajst
748,zwanzig::NUM,ഇരുപത്,dvájset
749,dreißig::NUM,മുപ്പത്,trídeset
750,vierzig::NUM,നാൽപ്പത്,štírideset
751,fünfzig::NUM,അൻപത്,pétdeset
752,sechzig::NUM,അറുപത്,šéstdeset
753,siebzig::NUM,എഴുപത്,sédemdeset
754,achtzig::NUM,എൺപത്,ósemdeset
755,neunzig::NUM,തൊണ്ണൂറ്,devétdeset
756,hundert::NUM,നൂറ്,stó
757,tausend::NUM,ആയിരം,tísoč
758,und::CNJ,ഉം,in
759,oder::CNJ,അഥവാ,áli
760,stehen::V,നിൽക്കുക,státi
761,sitzen::V,ഇരിക്കുക,sedéti
762,liegen::V,കിടക്കുക,ležáti
763,hängen::V,തൂങ്ങുക,viséti
764,werden::V,ആയിത്തീരുക,postáti
765,passieren::V,സംഭവിക്കുക,zgodíti se
766,beginnen::V,ആരംഭിക്കുക,začéti se
767,enden::V,അവസാനിപ്പിക്കുക,končáti se
768,wechseln::V,മാറ്റുക,ménjati se
769,aufgehen[Sonne]::V,ഉയരുക,vzíti
770,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,zaíti
771,scheinen[Sonne]::V,പ്രകാശിക്കുക,sijáti
772,donnern::V,ഇടിവെട്ടുക,grméti
773,wehen::V,വീശുക,píhati
774,strömen::V,ഒഴുകുക,líti
775,fließen::V,ഒഴുകുക,têči
776,sich drehen::V,ചുറ്റുക,vrtéti se
777,sich drehen::V,കറക്കുക,vrtéti se
778,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,kolébati
779,schwingen::V,ആടുക,níhati
780,fallen::V,വീഴുക,pádati
781,brennen::V,കത്തുക,goréti
782,rauchen::V,പുകയുക,kadíti se
783,regnen::V,മഴ_പെയ്യുക,deževáti
784,gefrieren::V,തണത്ത്_മരവിക്കുക,zmŕzniti
785,tauen::V,അലിയുക,tájati
786,schmelzen::V,ഉരുകുക,kopnéti
787,trocknen::V,വരളുക,sušíti se
788,sieden::V,തിളപ്പിക്കുക,kipéti
789,faulen::V,ചീയുക,gníti
790,verfaulen::V,അഴുകുക,zgníti
791,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,tŕgati se
792,versinken::V,മുക്കുക,pogrézniti se
793,vergehen::V,കടന്നുപോകുക,miníti
794,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,pojáviti se
795,verschwinden::V,അദൃശ്യമാകുക,izgíniti
796,sinken::V,താഴുക,péšati
797,abnehmen::V,കുറിയുക,pojémati
798,zunehmen::V,വർദ്ധിക്കുക,véčati se
799,zunehmen::V,വർദ്ധിക്കുക,množíti se
800,steigen::V,ഉയരുക,dvígati se
801,wachsen::V,വളരുക,rásti
802,glänzen::V,മിന്നുക,sijáti
803,funkeln::V,തിളങ്ങുക,ískriti se
804,lärmen::V,ശബ്ദമുണ്ടാക്കുക,ropotáti
805,lärmen::V,ശബ്ദമുണ്ടാക്കുക,razgrájati
806,läuten::V,മണിമുഴങ്ങുക,zvoníti
807,klingeln::V,ചിലമ്പുക,zvončkljáti
808,klirren::V,കിലുക്കുക,žvenketáti
809,brausen::V,മുഴങ്ങുക,šuméti
810,rauschen::V,അനങ്ങുക,šuštéti
811,rauschen::V,അനങ്ങുക,šelestéti
812,klingen::V,മുഴക്കുക,zvenéti
813,bellen::V,കുരയ്ക്കുക,lájati
814,heulen::V,ഓരിയിടുക,zavíjati
815,blasen::V,ഊതുക,píhniti
816,pfeifen::V,വിസിലടിക്കുക,pískati
817,pfeifen::V,വിസിലടിക്കുക,žvížgati
818,schreien::V,ആക്രോശിക്കുക,kričáti
819,stöhnen::V,അരക്കം,stókati
820,stöhnen::V,ആർത്തനാദം,stókati
821,zittern::V,വിറയ്ക്കുക,drgetáti
822,leben::V,താമസിക്കുക,živéti
823,geboren werden::V,ജനിക്കുക,rodíti se
824,atmen::V,ശ്വസിക്കുക,díhati
825,trinken::V,കുടിക്കുക,píti
826,essen::V,കഴിക്കുക,jésti
827,schlucken::V,വിഴുങ്ങുക,požírati
828,müde werden::V,ക്ഷീണിക്കുക,péšati
829,müde werden::V,ക്ഷീണിക്കുക,utrúditi se
830,einschlafen::V,നിദ്രിക്കുക,zaspáti
831,schlafen::V,ഉറങ്ങുക,spáti
832,aufwachen::V,ഉണരുക,zbudíti se
833,aufstehen::V,എഴുന്നേൽക്കുക,vstáti
834,sich erholen::V,വിശ്രമിക്കുക,oddahníti se
835,krank werden::V,ദീനംപിടിക്കുക,oboléti
836,krank sein::V,രോഗികളാകുക,bíti bolán
837,schmerzen::V,വേദനിക്കുക,boléti
838,husten::V,ചുമയ്ക്കുക,kášljati
839,genesen::V,സുഖപ്പെടുക,okrévati
840,sterben::V,മരിക്കുക,umréti
841,umkommen::V,മരിക്കുക,pogíniti
842,sich bewegen::V,സ്ഥലം_മാറുക,zganíti se
843,sich rühren::V,ചലിക്കുക,premakníti se
844,sich erheben::V,നിൽക്കുക,vstájati
845,sich erheben::V,നിൽക്കുക,vzdígniti se
846,sich setzen::V,ഇരിക്കുക,sésti
847,hinfallen::V,വീഴുക,pásti dôl
848,laufen::V,നടക്കുക,hodíti
849,schreiten::V,നടക്കുക,stópati
850,spazierengehen::V,ഉലാത്തുക,na sprehòd íti
851,eilen::V,പാഞ്ഞെത്തുക,drvéti
852,sich beeilen::V,തിരിക്കുകൂട്ടുക,hitéti
853,sich beeilen::V,തിടുക്കം_കാട്ടുക,hitéti
854,sausen::V,കുതിക്കുക,dírkati
855,rennen::V,ഓടുക,dírjati
856,springen::V,ചാടുക,skákati
857,klettern::V,കയറുക,plézati
858,schaukeln::V,ഇളകുക,kolébati
859,kriechen::V,പതുങ്ങികയറുക,pláziti se
860,schwimmen::V,നീന്തുക,plávati
861,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,potápljati se
862,rudern::V,തുഴയുക,vesláti
863,fahren::V,വാഹനം ഓടിക്കുക,vozíti se
864,fahren::V,വാഹനം ഓടിക്കുക,peljáti se
865,fliegen::V,പറക്കുക,létati
866,gehen::V,പോകുക,íti
867,weggehen::V,വിടുക,odíti
868,abfahren::V,പുറപ്പെടുക,odpeljáti se
869,anhalten::V,നിർത്തുക,ustáviti se
870,hineingehen::V,പ്രവേശിക്കുക,íti nóter
871,eintreten::V,പ്രവേശിക്കുക,vstopíti
872,kommen::V,വരുക,príti
873,ankommen::V,എത്തിച്ചേരുക,prispéti
874,ankommen::V,എത്തിച്ചേരുക,prihájati
875,zurückkommen::V,തിരിച്ചു വരുക,vrníti se
876,bleiben::V,തുടരുക,ostáti
877,warten::V,കാത്തിരിക്കുക,čákati
878,erwarten::V,പ്രതീക്ഷിക്കുക,pričakováti
879,suchen::V,തിരയുക,iskáti
880,finden::V,കണ്ടെത്തുക,nájti
881,versuchen::V,ശ്രമിക്കുക,poskúšati
882,vorbereiten::V,തയ്യാറെടുക്കുക,pripráviti
883,lieben::V,സ്നേഹിക്കുക,ljubíti
884,mögen::V,ഇഷ്ടപ്പെടുക,márati
885,lachen::V,ചിരിക്കുക,smejáti se
886,rühren::V,ഹൃദയം സ്പർശിക്കുക,ganíti
887,weinen::V,തേങ്ങുക,jókati
888,weinen::V,തേങ്ങുക,plákati
889,schimpfen::V,പിറുപിറുക്കുക,psováti
890,schimpfen::V,പിറുപിറുക്കുക,zmérjati
891,sich ärgern::V,കോപിക്കുക,jezíti se
892,sich fürchten::V,പേടിക്കുക,báti se
893,fürchten::V,പേടിക്കുക,báti se
894,fliehen::V,രക്ഷപ്പെടുക,bežáti
895,flüchten::V,രക്ഷപ്പെടുക,pobégniti
896,sehen::V,കാണുക,vídeti
897,anschauen::V,നോക്കുക,oglédati
898,ansehen::V,നോക്കുക,glédati
899,hören::V,കേൾക്കുക,slíšati
900,zuhören::V,ശ്രദ്ധിക്കുക,poslúšati
901,probieren::V,രുചിയുള്ളതായി_തോന്നുക,poskúšati
902,riechen::V,മണത്തു_നോക്കുക,dúhati
903,fühlen::V,സ്പർശിച്ചറിയുക,čutíti
904,scheinen::V,കാണപ്പെടുക,zdéti se
905,zu sehen sein::V,വെളിച്ചപ്പെടുക,vídeti se
906,vernehmen::V,കേൾക്കുക,čúti
907,frieren::V,വിറയ്ക്കുക,zébsti
908,tun::V,ചെയ്യുക,délati
909,können::V,കഴിയുക,môči
910,wollen::V,വേണുക,hotéti
911,anfangen::V,തുടങ്ങുക,začéti
912,beenden::V,പൂർത്തിയാക്കുക,dokončáti
913,aufhören::V,നിർത്തുക,prenéhati
914,gelingen::V,വിജയിക്കുക,uspéti
915,gelingen::V,വിജയിക്കുക,posréčiti se
916,geraten::V,പരിണമിക്കുക,obnêsti se
917,öffnen::V,തുറക്കുക,odpréti
918,schließen::V,അടയ്ക്കുക,zapréti
919,stellen::V,വയ്ക്കുക,postáviti
920,setzen::V,വയ്ക്കുക,posadíti
921,legen::V,ഇടുക,položíti
922,berühren::V,തൊടുക,dotíkati se
923,verbinden::V,ഘടിപ്പിക്കുക,obvézati
924,bedecken::V,മുടുക,pokríti
925,aufhängen::V,കെട്ടിതൂക്കുക,obésiti
926,anzünden::V,കത്തിക്കുക,zažgáti
927,aufheben::V,പെറുക്കിയെടുക്കുക,vzdígniti
928,zurücklassen::V,വച്ചുപോരുക,zapustíti
929,verlieren::V,നഷ്ടപ്പെടുക,izgubíti
930,fallen lassen::V,വീഴ്ത്തുക,navréči
931,machen::V,ഉണ്ടാക്കുക,naredíti
932,machen::V,ഉണ്ടാക്കുക,napráviti
933,herstellen::V,ഉൽപാദിപ്പിക്കുക,izdélati
934,bauen::V,നിർമ്മിക്കുക,gradíti
935,reparieren::V,നന്നാക്കുക,popráviti
936,verbessern::V,മെച്ചപ്പെടുക,izbóljšati
937,ändern::V,മാറ്റംവരുത്തുക,spremeníti
938,graben::V,കുഴിക്കുക,kopáti
939,graben::V,കുഴിക്കുക,grêbsti
940,beugen::V,വണങ്ങുക,upogníti
941,biegen::V,കുനിയുക,zavíjati
942,drehen::V,തിരിക്കുക,vrtéti
943,wenden::V,തിരിയുക,obrníti
944,umdrehen::V,തിരിയുക,zasúkati
945,heben::V,ഉയർത്തുക,dvígati
946,hochheben::V,ഉയർത്തുക,privzdígniti
947,ergreifen::V,ബലമായി_പിടിക്കുക,zgrábiti
948,halten::V,പിടിക്കുക,držáti
949,drücken::V,അമർത്തുക,tiščáti
950,schieben::V,തള്ളുക,ríniti
951,kratzen::V,ചുരണ്ടുക,práskati
952,lecken::V,നക്കുക,lízati
953,beißen::V,കടിക്കുക,grísti
954,abreißen::V,കീറിക്കളയുക,odtŕgati
955,abschneiden::V,മുറിച്ചുമാറ്റുക,odrézati
956,binden::V,കെട്ടുക,vézati
957,stecken::V,തുളയ്ക്കുക,vtakníti
958,brechen::V,ഉടയുക,lomíti
959,klopfen::V,തട്ടുക,tólči
960,hauen::V,അടിക്കുക,séči
961,kleben::V,ഒട്ടിക്കുക,lépiti
962,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,tréti
963,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,dŕgniti
964,streichen::V,പടർത്തുക,namázati
965,schleifen::V,പൊടിക്കുക,brúsiti
966,schneiden::V,മുറിക്കുക,rézati
967,rütteln::V,മുട്ടുക,strésti
968,schütteln::V,കുലുക്കുക,majáti
969,schwenken::V,ആടുക,obrníti
970,schütten::V,ഒഴിക്കുക,sípati
971,füllen::V,നിറയ്ക്കുക,napolníti
972,einwickeln::V,പൊതിയുക,zavíti
973,tragen::V,വഹിക്കുക,nêsti
974,schleppen::V,വലിച്ചിഴയ്ക്കുക,vláčiti
975,ziehen::V,വലിക്കുക,vléči
976,aufbewahren::V,വയ്ക്കുക,shranjeváti
977,werfen::V,എറിയുക,lúčati
978,fangen::V,പിടിക്കുക,ujéti
979,packen::V,തട്ടിപ്പറിക്കുക,prijéti
980,verstecken::V,മറയ്ക്കുക,skríti
981,teilen::V,വിഭജിക്കുക,razdelíti
982,schicken::V,അയയ്ക്കുക,pošíljati
983,bringen::V,കൊണ്ടുവരുക,prinêsti
984,hinzufügen::V,കൂട്ടുക,pristáviti
985,bekommen::V,കിട്ടുക,dobíti
986,erhalten::V,സ്വീകരിക്കുക,prejéti
987,nehmen::V,എടുക്കുക,vzéti
988,wählen::V,തിരഞ്ഞെടുക്കുക,izbírati
989,auswählen::V,തിരഞ്ഞെടുക്കുക,izbráti
990,bewahren::V,പുലർത്തുക,ohraníti
991,behindern::V,തടയിടുക,ovírati
992,verderben::V,നശിപ്പിക്കുക,pokváriti
993,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,poškodováti
994,zerbrechen::V,ഉടയുക,razlomíti
995,zerreißen::V,കീറുക,raztŕgati
996,zerstören::V,നശിപ്പിക്കുക,razrúšiti
997,verbrennen::V,കത്തിനശിക്കുക,sežgáti
998,verbrennen::V,കത്തിച്ചുകളയുക,sežgáti
999,geben::V,കൊടുക്കുക,dáti
1000,geben::V,തരുക,dáti
1001,reichen::V,കൈമാറുക,séči
1002,reichen::V,കൈമാറുക,molíti
1003,schenken::V,സമ്മാനം കൊടുക്കുക,podáriti
1004,versprechen::V,വാഗ്ദാനം_നൽകുക,obljubíti
1005,wünschen::V,ആഗ്രഹിക്കുക,vóščiti
1006,loben::V,പുകഴ്ത്തുക,hváliti
1007,küssen::V,ഉമ്മവയ്ക്കുക,poljubováti
1008,wiegen::V,ഇളകുക,zíbati
1009,zudecken::V,മുടുക,pokríti
1010,wecken::V,ഉണർത്തുക,zbudíti
1011,zeigen::V,കാണിക്കുക,pokázati
1012,führen::V,നടത്തുക,vêsti
1013,lehren::V,പഠിപ്പിക്കുക,učíti
1014,unterrichten::V,പരിശീലിപ്പിക്കുക,poučeváti
1015,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,vzgojíti
1016,leiten::V,നയിക്കുക,uprávljati
1017,antreiben::V,പ്രേരിപ്പിക്കുക,goníti
1018,lassen::V,അനുവദിക്കുക,povzročíti
1019,einladen::V,ക്ഷണിക്കുക,povábiti
1020,vereinigen::V,കൂടിച്ചേരുക,zdrúžiti
1021,besuchen::V,സന്ദർശിക്കുക,obiskáti
1022,treffen::V,തമ്മിൽ കാണുക,pogodíti
1023,sich versammeln::V,സംയോജിപ്പിക്കുക,zbráti se
1024,spielen::V,കളിക്കുക,igráti se
1025,singen::V,പാടുക,péti
1026,tanzen::V,നൃത്തം ചെയ്യുക,plésati
1027,sich trennen::V,നേർപെടുത്തുക,ločíti se
1028,verlassen::V,പിൻവാങ്ങുക,zapustíti
1029,retten::V,രക്ഷിക്കുക,réšiti
1030,bewachen::V,കാവൽനിൽക്കുക,strážiti
1031,schützen::V,പരിരക്ഷിക്കുക,sčítiti
1032,verteidigen::V,പ്രതിരോധിക്കുക,braníti
1033,sich schlagen::V,കലഹിക്കുക,têpsti se
1034,schießen::V,വെടിവെക്കുക,stréljati
1035,siegen::V,വിജയിക്കുക,zmágati
1036,ärgern::V,വിഷമിപ്പിക്കുക,jezíti
1037,ärgern::V,വിഷമിപ്പിക്കുക,razbúriti
1038,schlagen::V,അടിക്കുക,têpsti
1039,schlagen::V,അടിക്കുക,udáriti
1040,treten::V,തൊഴിക്കുക,teptáti
1041,stechen::V,കുത്തുക,ubôsti
1042,stoßen::V,തള്ളുക,peháti
1043,stoßen::V,തള്ളുക,drégniti
1044,stehlen::V,മോഷ്ടിക്കുക,ukrásti
1045,stehlen::V,മോഷ്ടിക്കുക,pokrásti
1046,stören::V,ശല്യപ്പെടുത്തുക,motíti
1047,belästigen::V,മെനക്കെടുക,nadlegováti
1048,verbergen::V,മറയ്ക്കുക,skríti
1049,verbergen::V,ഒളിക്കുക,skríti
1050,täuschen::V,കബളിപ്പിക്കുക,slepíti
1051,betrügen::V,ചതിക്കുക,várati
1052,betrügen::V,ചതിക്കുക,ogoljufáti
1053,töten::V,കൊല്ലുക,ubíti
1054,wohnen::V,താമസിക്കുക,prebívati
1055,arbeiten::V,ജോലിചെയ്യുക,délati
1056,sammeln::V,സഞ്ചയിക്കുക,zbráti
1057,pflücken::V,പറിച്ചെടുക്കുക,obráti
1058,jagen::V,വേട്ടയാടുക,lovíti
1059,fischen::V,മീൻ പിടിക്കുക,ribáriti
1060,fassen::V,പിടിക്കുക,zajéti
1061,hüten::V,ചേർക്കുക,pásti
1062,treiben::V,വാഹനം_ഓടിക്കുക,pogánjati
1063,anbinden::V,കെട്ടിയിടുക,privézati
1064,füttern::V,തീറ്റുക,kŕmiti
1065,melken::V,പാലുകറക്കുക,mólsti
1066,hacken::V,വെട്ടിമുറിക്കുക,sékati
1067,gießen::V,നനയ്ക്കുക,ulíti
1068,reifen::V,പാകമാകുക,zoréti
1069,zubereiten::V,പാചകം_ചെയ്യുക,pripráviti
1070,kochen::V,വേവിക്കുക,kúhati
1071,backen::V,ബേക്ക് ചെയ്യുക,cvréti
1072,braten::V,പോരിക്കുക,pêči
1073,umrühren::V,ഇളക്കുക,preméšati
1074,stricken::V,മെടയുക,plêsti
1075,nähen::V,തുന്നുക,šívati
1076,färben::V,ചായം പൂശുക,bárvati
1077,reinigen::V,വൃത്തിയാക്കുക,očístiti
1078,waschen::V,കഴുകുക,opráti
1079,abwischen::V,തുടയ്ക്കുക,obrísati
1080,spülen::V,കഴുകുക,splakováti
1081,fegen::V,അടിച്ചുവാരുക,pométati
1082,kehren::V,അടിച്ചുവാരുക,mésti
1083,baden::V,നീന്തിത്തുടിക്കുക,kópati se
1084,sich waschen::V,കഴുകുക,umíti se
1085,ausziehen::V,ഇഴുക്കുക,izvléči
1086,anziehen::V,ഉടുക്കുക,obléči
1087,sich anziehen::V,ധരിച്ച നേടുകയുക,obléči se
1088,kämmen::V,മുടിചീകുക,česáti
1089,schmücken::V,അലങ്കരിക്കുക,okrasíti
1090,sagen::V,പറയുക,dejáti
1091,sprechen::V,സംസാരിക്കുക,govoríti
1092,reden::V,സംസാരിക്കുക,rêči
1093,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,razgovárjati se
1094,fragen::V,ചോദിക്കുക,vprášati
1095,bitten::V,അപേക്ഷിക്കുക,prosíti
1096,erzählen::V,പറയുക,práviti
1097,mitteilen::V,അറിയിക്കുക,naznániti
1098,nennen::V,പേരിടുക,imenováti
1099,rufen::V,വിളിക്കുക,klícati
1100,prahlen::V,പൊങ്ങച്ചം പറയുക,baháti se
1101,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,prevêsti
1102,denken::V,ചിന്തിക്കുക,mísliti
1103,glauben::V,വിശ്വസിക്കുക,verjéti
1104,bemerken::V,ശ്രദ്ധിക്കുക,opáziti
1105,erkennen::V,തിരിചറിയുക,spoznáti
1106,begreifen::V,കൈപ്പിടിയിലാക്കുക,pôjmiti
1107,verstehen::V,മനസ്സിലാക്കുക,razuméti
1108,lernen::V,പഠിക്കുക,učíti se
1109,wissen::V,അറിയുക,znáti
1110,wissen::V,അറിയുക,védeti
1111,sich erinnern an::V,ഓർമിക്കുക,spómniti se
1112,vergessen::V,മറക്കുക,pozábiti
1113,messen::V,അളക്കുക,mériti
1114,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,štéti
1115,rechnen::V,ഗണിക്കുക,račúnati
1116,lesen::V,വായിക്കുക,bráti
1117,lesen::V,വായിക്കുക,čítati
1118,malen::V,ചിത്രം വരയ്ക്കുക,slíkati
1119,zeichnen::V,വരയ്ക്കുക,rísati
1120,schreiben::V,എഴുതുക,písati
1121,besitzen::V,സ്വന്തമാക്കുക,iméti
1122,kaufen::V,വാങ്ങുക,kupíti
1123,verkaufen::V,വിൽക്കുക,prodáti
1124,bezahlen::V,പരിഹാരം ചെയ്യുക,pláčati
1125,zahlen::V,പണം അടയ്ക്കുക,plačeváti
1126,beherrschen::V,ഭരിക്കുക,obvládati
1127,ertragen::V,താങ്ങുക,prenêsti
