,Concept_ID,az,el
727,verschieden::A,dürlü,διαφορετικός
728,nah::A,yaxın,κοντινός
729,fern::A,uzaq,μακριά
730,linker::A,sol,αριστερός
731,rechter::A,sağ,δεξιός
732,anderer::A,başqa,άλλος
733,erster::A,birinci,πρώτος
734,zweiter::A,ikinci,δεύτερος
735,dritter::A,üçüncü,τρίτος
736,letzter::A,sonuncu,τελευταίος
737,letzter::A,axırıncı,τελευταίος
738,allein::ADV,tək,μόνος
739,allein::ADV,yalqız,μόνος
740,auf einmal::ADV,birdən,εφάπαξ
741,zusammen::ADV,birlikdə,μαζί
742,lange::ADV,uzun,πολύν καιρό
743,plötzlich::ADV,qəfildən,έξαφνα
744,sofort::ADV,həmən,αμέσως
745,sofort::ADV,dərhal,αμέσως
746,später::ADV,sonra,αργότερα
747,jetzt::ADV,indi,τώρα
748,heute::ADV,bugün,σήμερα
749,morgen::ADV,sabah,αύριο
750,bald::ADV,yaxında,σε λίγο
751,bald::ADV,yaxında,εντός ολίγου
752,bald::ADV,tezliklə,σε λίγο
753,bald::ADV,tezliklə,εντός ολίγου
754,dann::ADV,onda,ύστερα
755,gestern::ADV,dünən,χτες
756,einst::ADV,əvvəllər,ποτέ
757,einst::ADV,əvvəllər,άλλοτε
758,damals::ADV,o vaxt,τότε
759,danach::ADV,sonra,μετά
760,danach::ADV,sonra,ύστερα
761,vorher::ADV,qabaqcadan,πριν
762,vorher::ADV,qabaqcadan,προηγουμένως
763,zuerst::ADV,əvvəl,πρώτα
764,einmal::ADV,bir dəfə,μία φορά
765,manchmal::ADV,hərdənbir,κάποτε
766,oft::ADV,tez-tez,συχνά
767,oft::ADV,tez-tez,πολλές φορές
768,oft::ADV,çox vaxt,συχνά
769,oft::ADV,çox vaxt,πολλές φορές
770,immer::ADV,daimi,πάντα
771,immer::ADV,daimi,πάντοτε
772,immer::ADV,həmişə,πάντα
773,immer::ADV,həmişə,πάντοτε
774,niemals::ADV,əsla,ποτέ
775,niemals::ADV,heç bir zaman,ποτέ
776,hier::ADV,bura,εδώ
777,hier::ADV,burada,εδώ
778,hierhin::ADV,buraya,εδώ
779,von hier::ADV,buradan,από δω
780,dort::ADV,ora,εκεί
781,dort::ADV,orada,εκεί
782,dorthin::ADV,oraya,προς τα κει
783,geradeaus::ADV,düz,κατευθείαν
784,vorwärts::ADV,irəli,εμπρός
785,rückwärts::ADV,geri,πίσω
786,zurück::ADV,geriyə,πίσω
787,unten::ADV,aşağıda,κάτω
788,hinab::ADV,aşağı,προς τα κάτω
789,oben::ADV,yuxarıda,πάνω
790,oben::ADV,yuxarıda,επάνω
791,hinauf::ADV,yuxarı,προς τα πάνω
792,überall::ADV,hər yerdə,παντού
793,nicht::ADV,-ma-,δεν
794,ein wenig::ADV,bir az,λιγάκι
795,kaum::ADV,güclə,μόλις
796,sehr::ADV,çox,πολύ
797,so::ADV,belə,έτσι
798,noch::ADV,hələ,ακόμα
799,nur::ADV,yalnız,μόνο
800,schon::ADV,artıq,ήδη
801,schon::ADV,artıq,κιόλας
802,wieder::ADV,yenə,ξανά
803,vergebens::ADV,boş yerə,μάταια
804,vor::PRP,önündə,μπροστά σε
805,vor::PRP,önündə,μπροστά από
806,hinter::PRP,arxasında,πίσω από 
807,unter::PRP,altında,υπό
808,unter::PRP,altında,κάτω από
809,durch::PRP,içindən,διά
810,durch::PRP,içindən,διά μέσου
811,neben::PRP,yanında,δίπλα σε
812,zwischen::PRP,arasında,μεταξύ
813,zwischen::PRP,arasında,ανάμεσα σε
814,wegen::PRP,üçün,για
815,wegen::PRP,üçün,λόγω
816,wegen::PRP,ötəri,για
817,wegen::PRP,ötəri,λόγω
818,dies::PRN,bu,αυτό
819,das::PRN,o,το
820,alles::PRN,hər şey,όλα
821,ich::PRN,mən,εγώ
822,du::PRN,sən,σύ
823,du::PRN,sən,εσύ
824,er::PRN,o,αυτός
825,wir::PRN,biz,εμείς
826,ihr::PRN,siz,εσείς
827,sie::PRN,onlar,αυτοί
828,was::FPRN,nə,τι
829,wer::FPRN,kim,ποιος
830,wo::FADV,harada,πού
831,wohin::FADV,haraya,πού
832,wohin::FADV,haraya,για πού
833,wie::FADV,necə,πώς
834,warum::FADV,niyə,γιατί
835,warum::FADV,nə üçün,γιατί
836,wieviel::FNUM,neçə,πόσος
837,wieviel::FNUM,nə qədər,πόσος
838,eins::NUM,bir,ένα
839,zwei::NUM,iki,δύο
840,drei::NUM,üç,τρία
841,drei::NUM,üç,τρεις
842,vier::NUM,dörd,τέσσερα
843,vier::NUM,dörd,τέσσερις
844,fünf::NUM,beş,πέντε
845,sechs::NUM,altı,έξι
846,sieben::NUM,yeddi,εφτά
847,acht::NUM,səkkiz,οχτώ
848,neun::NUM,doqquz,εννιά
849,zehn::NUM,on,δέκα
850,elf::NUM,on bir,έντεκα
851,zwölf::NUM,on iki,δώδεκα
852,zwanzig::NUM,iyirmi,είκοσι
853,dreißig::NUM,otuz,τριάντα
854,vierzig::NUM,qırx,σαράντα
855,fünfzig::NUM,əlli,πενήντα
856,sechzig::NUM,altmış,εξήντα
857,siebzig::NUM,yetmiş,εβδομήντα
858,achtzig::NUM,səksən,ογδόντα
859,neunzig::NUM,doxsan,ενενήντα
860,hundert::NUM,yüz,εκατό
861,tausend::NUM,min,χίλιοι
862,und::CNJ,və,και
863,oder::CNJ,ya,ή
864,stehen::V,durmaq,στέκομαι
865,stehen::V,durmaq,είμαι όρθιος
866,sitzen::V,oturmaq,κάθομαι
867,liegen::V,uzanmaq,είμαι ξαπλωμένος
868,hängen::V,asılmaq,κρέμομαι
869,werden::V,olmaq,γίνομαι
870,passieren::V,olmaq,συμβαίνω
871,passieren::V,baş vermək,συμβαίνω
872,beginnen::V,başlamaq,αρχίζω
873,enden::V,bitmək,τελειώνω
874,wechseln::V,dəyişmək,αλλάζω
875,aufgehen[Sonne]::V,doğmaq,βγαίνω
876,aufgehen[Sonne]::V,doğmaq,ανατέλλω
877,untergehen[Sonne]::V,batmaq,δύω
878,untergehen[Sonne]::V,batmaq,βασιλεύω
879,scheinen[Sonne]::V,parlamaq,λάμπω
880,donnern::V,guruldamaq,βροντώ
881,wehen::V,əsmək,φυσώ
882,strömen::V,axmaq,ρέω
883,strömen::V,axmaq,τρέχω
884,fließen::V,axmaq,ρέω
885,sich drehen::V,dönmək,γυρίζω
886,sich drehen::V,dönmək,στρέφομαι
887,schwanken::V,yellənmək,ταλαντεύομαι
888,schwingen::V,yellənmək,αιωρούμαι
889,schwingen::V,yellənmək,ταλαντεύομαι
890,fallen::V,düşmek,πέφτω
891,brennen::V,yanmaq,καίω
892,rauchen::V,tüstüləmək,καπνίζω
893,regnen::V,yağmaq,βρέχω
894,gefrieren::V,donmaq,παγώνω
895,tauen::V,ərimək,λειώνω
896,schmelzen::V,ərimək,λειώνω
897,trocknen::V,qurumaq,στεγνώνω
898,sieden::V,qaynamaq,βράζω
899,faulen::V,çürümək,σαπίζω
900,verfaulen::V,çürümək,σαπίζω
901,reißen::V,yırtılmaq,σχίζω
902,versinken::V,batmaq,βουλιάζω
903,versinken::V,batmaq,βυθίζομαι
904,vergehen::V,ötmək,περνώ
905,erscheinen::V,görünmək,εμφανίζομαι
906,verschwinden::V,yox olmaq,χάνομαι
907,verschwinden::V,yox olmaq,εξαφανίζομαι
908,sinken::V,enmək,κατεβαίνω
909,abnehmen::V,azalmaq,μειώνομαι 
910,zunehmen::V,artmaq,αυξάνω
911,zunehmen::V,artmaq,μεγαλώνω
912,steigen::V,yüksəlmək,ανεβαίνω
913,wachsen::V,böyümək,μεγαλώνω
914,glänzen::V,parlamaq,γυαλίζω
915,funkeln::V,parıldamaq,αστράφτω
916,funkeln::V,parıldamaq,σπιθοβολώ
917,lärmen::V,səs-küy etmək,θορυβώ
918,läuten::V,çalmaq,χτυπώ 
919,klingeln::V,zəng etmək,κουδουνίζω
920,klirren::V,cingildəmək,κουδουνίζω
921,brausen::V,gurlamaq,βουΐζω
922,rauschen::V,xışıldamaq,βουΐζω
923,klingen::V,səslənmək,ηχώ
924,bellen::V,hürmək,γαυγίζω
925,heulen::V,ulamaq,ουρλιάζω
926,blasen::V,üfləmək,φυσώ
927,pfeifen::V,fit vermek,σφυρίζω
928,schreien::V,bağırmaq,κραυγάζω
929,schreien::V,qışqırmaq,κραυγάζω
930,stöhnen::V,inləmək,βογγώ
931,zittern::V,titrəmək,τρέμω
932,leben::V,yaşamaq,ζω
933,geboren werden::V,doğmaq,γεννιέμαι
934,atmen::V,nəfəs almaq,αναπνέω
935,trinken::V,içmek,πίνω
936,essen::V,yemək,τρώω
937,schlucken::V,udmaq,καταπίνω
938,müde werden::V,yorulmaq,κουράζομαι
939,einschlafen::V,yuxuya getmək,αποκοιμιέμαι
940,schlafen::V,uyumaq,κοιμάμαι
941,aufwachen::V,oyanmaq,ξυπνώ
942,aufstehen::V,yuxudan durmaq,σηκώνομαι
943,sich erholen::V,dincəlmək,ξεκουράζομαι
944,krank werden::V,xəstə olmaq,αρρωσταίνω
945,krank sein::V,azarlanmaq,ασθενώ
946,krank sein::V,xəstələnmək,ασθενώ
947,schmerzen::V,ağrimaq,πονώ
948,husten::V,öksürmək,βήχω
949,genesen::V,sağalmaq,θεραπεύομαι
950,sterben::V,ölmək,πεθαίνω
951,sterben::V,vəfat etmək,πεθαίνω
952,umkommen::V,həlak olmaq,πεθαίνω
953,sich bewegen::V,hərəkət etmək,κουνιέμαι
954,sich rühren::V,tərpənmək,σαλεύω
955,sich erheben::V,qalxmaq,επαναστατώ
956,sich setzen::V,oturmaq,κάθομαι
957,hinfallen::V,yıxılmaq,πέφτω κάτω
958,laufen::V,yerimək,τρέχω
959,schreiten::V,addım atmaq,βαδίζω
960,spazierengehen::V,gəzmək,κάνω βόλτα
961,spazierengehen::V,gəzmək,πηγαίνω περίπατο
962,eilen::V,atılmaq,σπεύδω
963,sich beeilen::V,tələsmək,βιάζομαι
964,sausen::V,çırpmaq,τρέχω γρήγορα
965,rennen::V,qaçmaq,τρέχω
966,springen::V,sıçramaq,πηδώ
967,klettern::V,dırmanmaq,σκαρφαλώνω
968,schaukeln::V,sallanmaq,κουνιέμαι
969,kriechen::V,sürünmək,έρπω
970,kriechen::V,sürünmək,σέρνομαι
971,schwimmen::V,üzmek,κολυμπώ
972,tauchen::V,dalmaq,βουτώ
973,rudern::V,avarlamaq,κωπηλατώ
974,fahren::V,sürmək,πηγαίνω
975,fliegen::V,uçmaq,πετώ
976,gehen::V,getmək,βαδίζω
977,gehen::V,getmək,πηγαίνω
978,weggehen::V,getmək,φεύγω
979,abfahren::V,yola düşmək,ξεκινώ
980,abfahren::V,yola düşmək,αναχωρώ
981,anhalten::V,saxlamaq,σταματώ
982,hineingehen::V,girmək,μπαίνω
983,eintreten::V,girmək,μπαίνω
984,eintreten::V,girmək,εισέρχομαι
985,eintreten::V,daxil olmaq,μπαίνω
986,eintreten::V,daxil olmaq,εισέρχομαι
987,kommen::V,gəlmək,έρχομαι
988,ankommen::V,gəlib çatmaq,φτάνω
989,zurückkommen::V,qayıtmaq,επιστρέφω
990,bleiben::V,qalmaq,μένω
991,warten::V,gözləmək,περιμένω
992,erwarten::V,bəkləmək,αναμένω
993,erwarten::V,bəkləmək,περιμένω
994,suchen::V,aramaq,ψάχνω
995,suchen::V,axtarmaq,ψάχνω
996,finden::V,tapmaq,βρίσκω
997,versuchen::V,çalışmaq,προσπαθώ
998,vorbereiten::V,hazırlamaq,προετοιμάζω
999,lieben::V,sevmək,αγαπώ
1000,mögen::V,xoşlamaq,μου αρέσει
1001,lachen::V,gülmək,γελώ
1002,rühren::V,həyəcanlandırmaq,συγκινώ
1003,weinen::V,ağlamaq,κλαίω
1004,schimpfen::V,küfr etmək,βρίζω
1005,sich ärgern::V,acıqlanmaq,θυμώνω
1006,sich fürchten::V,qorxmaq,φοβάμαι
1007,fürchten::V,qorxmaq,φοβάμαι
1008,fliehen::V,qaçmaq,φεύγω
1009,flüchten::V,qaçmaq,δραπετεύω
1010,sehen::V,görmək,βλέπω
1011,anschauen::V,baxmaq,κοιτάζω
1012,ansehen::V,baxmaq,βλέπω
1013,hören::V,duymaq,ακούω
1014,hören::V,eşitmək,ακούω
1015,zuhören::V,dinləmək,ακούω
1016,probieren::V,dadına baxmaq,δοκιμάζω
1017,riechen::V,qoxlamaq,μυρίζω
1018,riechen::V,qoxlamaq,οσφραίνομαι
1019,fühlen::V,duymaq,αισθάνομαι
1020,scheinen::V,görünmək,φαίνομαι
1021,zu sehen sein::V,görünmək,φαίνομαι
1022,vernehmen::V,eşitmək,ακούω
1023,vernehmen::V,eşitmək,μαθαίνω
1024,frieren::V,üşümək,κρυώνω
1025,tun::V,etmək,κάνω
1026,können::V,bilmək,ξέρω
1027,können::V,bilmək,μπορώ
1028,können::V,bacarmaq,ξέρω
1029,können::V,bacarmaq,μπορώ
1030,wollen::V,istəmək,θέλω
1031,anfangen::V,başlamaq,αρχίζω
1032,beenden::V,bitirmək,τελειώνω
1033,aufhören::V,bitmək,παύω
1034,aufhören::V,qurtarmaq,παύω
1035,gelingen::V,müvəffəq olmaq,πετυχαίνω
1036,geraten::V,düşmək,γίνομαι
1037,öffnen::V,açmaq,ανοίγω
1038,schließen::V,qapamaq,κλείνω
1039,stellen::V,qoymaq,θέτω
1040,setzen::V,oturtmaq,θέτω
1041,legen::V,qoymaq,θέτω
1042,berühren::V,toxunmaq,εγγίζω
1043,verbinden::V,bağlamaq,συνδέω
1044,bedecken::V,örtmək,σκεπάζω
1045,aufhängen::V,asmaq,κρεμώ
1046,anzünden::V,yandırmaq,ανάβω
1047,aufheben::V,qaldırmaq,σηκώνω
1048,zurücklassen::V,buraxmaq,εγκαταλείπω
1049,verlieren::V,itirmək,χάνω
1050,fallen lassen::V,düşürmək,αφήνω να πέσει
1051,machen::V,etmək,κάνω
1052,machen::V,etmək,φτιάχνω
1053,herstellen::V,istehsal etmək,κατασκευάζω
1054,bauen::V,tikmək,χτίζω
1055,bauen::V,tikmək,οικοδομώ
1056,reparieren::V,təmir etmək,επισκευάζω
1057,reparieren::V,təmir etmək,επιδιορθώνω
1058,verbessern::V,düzəltmək,βελτιώνω
1059,verbessern::V,düzəltmək,καλυτερεύω
1060,ändern::V,dəyişdirmək,αλλάζω
1061,graben::V,qazımaq,σκάβω
1062,beugen::V,əymək,λυγίζω
1063,biegen::V,bükmək,κάμπτω
1064,drehen::V,döndərmək,στρέφω
1065,wenden::V,çevirmək,γυρίζω
1066,umdrehen::V,çevirmək,γυρίζω
1067,heben::V,qaldırmaq,υψώνω
1068,heben::V,qaldırmaq,σηκώνω
1069,hochheben::V,qaldırmaq,υψώνω
1070,hochheben::V,qaldırmaq,σηκώνω
1071,ergreifen::V,tutmaq,πιάνω
1072,ergreifen::V,tutmaq,αρπάζω
1073,halten::V,saxlamaq,βαστώ
1074,drücken::V,sıxmaq,πιέζω
1075,schieben::V,sürmək,σπρώχνω
1076,kratzen::V,qaşımaq,γρατσουνίζω
1077,lecken::V,yalamaq,γλείφω
1078,beißen::V,dişləmək,δαγκάνω
1079,abreißen::V,qoparmaq,κόβω
1080,abreißen::V,qoparmaq,σχίζω
1081,abschneiden::V,ayırmaq,αποκόπτω
1082,binden::V,bağlamaq,δένω
1083,stecken::V,soxmaq,χώνω
1084,brechen::V,qırmaq,σπάζω
1085,klopfen::V,sındırmaq,χτυπώ
1086,klopfen::V,sındırmaq,τινάζω
1087,hauen::V,vurmaq,χτυπώ
1088,kleben::V,apışdırmaq,κολλώ
1089,reiben::V,ovmaq,τρίβω
1090,streichen::V,sürtmək,αλείφω
1091,schleifen::V,bülövləmək,ακονίζω
1092,schneiden::V,kəsmək,κόβω
1093,rütteln::V,sirkələmək,σείω
1094,rütteln::V,sirkələmək,τινάζω
1095,schütteln::V,çalxalamaq,σείω
1096,schütteln::V,çalxalamaq,κουνώ
1097,schwenken::V,yelləmək,κουνώ
1098,schütten::V,tökmək,χύνω
1099,füllen::V,doldurmaq,γεμίζω
1100,einwickeln::V,sarımaq,τυλίγω
1101,tragen::V,daşımaq,φέρνω
1102,schleppen::V,sürükləmək,κουβαλώ
1103,ziehen::V,çəkmək,τραβώ
1104,aufbewahren::V,gizlətmək,φυλάω
1105,werfen::V,atmaq,ρίχνω
1106,fangen::V,tutmaq,πιάνω
1107,packen::V,yaxalamaq,τσακώνω
1108,verstecken::V,gizlətmək,κρύβω
1109,teilen::V,bölmək,μερίζω
1110,schicken::V,yollamaq,στέλνω
1111,schicken::V,göndərmək,στέλνω
1112,bringen::V,gətirmək,φέρνω
1113,hinzufügen::V,əlavə etmək,προσθέτω
1114,bekommen::V,almaq,προσκομίζω
1115,bekommen::V,əldə etmək,προσκομίζω
1116,erhalten::V,almaq,παίρνω
1117,erhalten::V,almaq,λαμβάνω
1118,nehmen::V,almaq,πιάνω
1119,nehmen::V,almaq,παίρνω
1120,wählen::V,seçmək,εκλέγω
1121,auswählen::V,arımaq,διαλέγω
1122,bewahren::V,qorumaq,διατηρώ
1123,behindern::V,mane olmaq,εμποδίζω
1124,verderben::V,pozmaq,χαλώ
1125,beschädigen::V,zədələmək,ζημιώνω
1126,zerbrechen::V,qırmaq,σπάζω
1127,zerbrechen::V,sındırmaq,σπάζω
1128,zerreißen::V,yırtmaq,σχίζω
1129,zerstören::V,dağıtmaq,καταστρέφω
1130,verbrennen::V,yandırmaq,καίω
1131,geben::V,vermək,δίνω
1132,reichen::V,uzatmaq,δίνω
1133,schenken::V,vermək,χαρίζω
1134,versprechen::V,vəd vermək,υπόσχομαι
1135,wünschen::V,arzulamaq,εύχομαι
1136,loben::V,tərifləmək,επαινώ
1137,küssen::V,öpmək,φιλώ
1138,wiegen::V,tərpətmək,κουνώ
1139,wiegen::V,tərpətmək,νανουρίζω
1140,zudecken::V,örtmək,σκεπάζω
1141,wecken::V,oyatmaq,ξυπνώ
1142,zeigen::V,göstərmək,δείχνω
1143,führen::V,rəhbərlik etmək,οδηγώ
1144,lehren::V,öyrətmək,διδάσκω
1145,unterrichten::V,öyrətmək,διδάσκω
1146,unterrichten::V,dərs vermək,διδάσκω
1147,aufziehen::V,tərbiyə etmək,ανατρέφω
1148,leiten::V,idarə etmək,ηγούμαι
1149,leiten::V,idarə etmək,διευθύνω
1150,antreiben::V,bizləmək,σπρώχνω
1151,antreiben::V,bizləmək,παρακινώ
1152,lassen::V,-tırmaq,αφήνω
1153,einladen::V,dəvət etmək,προσκαλώ
1154,vereinigen::V,birləşdirmək,ενώνω
1155,besuchen::V,baş çəkmək,επισκέπτομαι
1156,besuchen::V,ziyarət etmək,επισκέπτομαι
1157,treffen::V,rastlaşmaq,συναντώ
1158,treffen::V,rast gəlmək,συναντώ
1159,sich versammeln::V,toplanmaq,μαζεύομαι
1160,spielen::V,oynamaq,παίζω
1161,singen::V,oxumaq,τραγουδώ
1162,tanzen::V,oynamaq,χορεύω
1163,tanzen::V,rəqs etmək,χορεύω
1164,sich trennen::V,ayrılmaq,αποχωρίζομαι
1165,verlassen::V,tərk etmək,εγκαταλείπω
1166,retten::V,xilas etmək,σώζω
1167,bewachen::V,gözətmək,φρουρώ
1168,schützen::V,qorumaq,προστατεύω
1169,verteidigen::V,qorumaq,υπερασπίζω
1170,sich schlagen::V,döyüşmək,χτυπιέμαι
1171,schießen::V,atmaq,πυροβολώ
1172,schießen::V,atəş açmaq,πυροβολώ
1173,siegen::V,yenmək,νικώ
1174,ärgern::V,acışdırmaq,τσαντίζω
1175,schlagen::V,döymək,χτυπώ
1176,treten::V,təpmək,κλοτσώ
1177,stechen::V,soxmaq,τρυπώ
1178,stoßen::V,itələmək,ωθώ
1179,stoßen::V,itələmək,σπρώχνω
1180,stehlen::V,çalmaq,κλέβω
1181,stehlen::V,oğurlamaq,κλέβω
1182,stören::V,pozmaq,διαταράσσω
1183,belästigen::V,narahat etmək,ενοχλώ
1184,verbergen::V,gizləmək,κρύβω
1185,täuschen::V,aldatmaq,παραπλανώ
1186,betrügen::V,aldatmaq,απατώ
1187,töten::V,öldürmək,σκοτώνω
1188,töten::V,öldürmək,θανατώνω
1189,wohnen::V,yaşamaq,μένω
1190,wohnen::V,yaşamaq,κατοικώ
1191,arbeiten::V,işləmək,δουλεύω
1192,arbeiten::V,işləmək,εργάζομαι
1193,arbeiten::V,çalışmaq,δουλεύω
1194,arbeiten::V,çalışmaq,εργάζομαι
1195,sammeln::V,yığmaq,μαζεύω
1196,sammeln::V,yığmaq,συλλέγω
1197,sammeln::V,toplamaq,μαζεύω
1198,sammeln::V,toplamaq,συλλέγω
1199,pflücken::V,qoparmaq,κόβω
1200,jagen::V,ovlamaq,κυνηγώ
1201,fischen::V,balıq tutmaq,ψαρεύω
1202,fassen::V,tutmaq,πιάνω
1203,hüten::V,güdmək,φυλάγω
1204,hüten::V,güdmək,προσέχω
1205,treiben::V,haylamaq,οδηγώ
1206,anbinden::V,bağlamaq,δένω
1207,füttern::V,bəsləmək,ταΐζω
1208,melken::V,sağmaq,αρμέγω
1209,hacken::V,yarmaq,κόβω
1210,gießen::V,sulamaq,ποτίζω
1211,reifen::V,dəymək,ωριμάζω
1212,zubereiten::V,bişirmək,ετοιμάζω
1213,kochen::V,qaynatmaq,βράζω
1214,backen::V,bişirmək,ψήνω
1215,braten::V,qızartmaq,τηγανίζω
1216,umrühren::V,qarışdırmaq,ανακατεύω
1217,stricken::V,hörmək,πλέκω
1218,nähen::V,tikmək,ράβω
1219,färben::V,boyamaq,βάφω
1220,färben::V,boyamaq,χρωματίζω
1221,reinigen::V,təmizləmək,καθαρίζω
1222,waschen::V,yumaq,πλένω
1223,abwischen::V,silmək,σφουγγίζω
1224,spülen::V,çalxamaq,ξεπλένω
1225,fegen::V,süpürmək,σκουπίζω
1226,kehren::V,süpürmək,σκουπίζω
1227,baden::V,çimmək,κάνω μπάνιο
1228,sich waschen::V,yuyunmaq,πλένομαι
1229,ausziehen::V,soyunmaq,βγάζω
1230,anziehen::V,geymək,φορώ
1231,sich anziehen::V,geyinmək,ντύνομαι
1232,kämmen::V,daramaq,χτενίζω
1233,schmücken::V,bəzəmək,στολίζω
1234,sagen::V,demək,λέω
1235,sagen::V,söymek,λέω
1236,sprechen::V,danışmaq,μιλώ
1237,reden::V,danışmaq,μιλώ
1238,reden::V,danışmaq,κουβεντιάζω
1239,sich unterhalten::V,söhbət etmək,συνομιλώ
1240,sich unterhalten::V,söhbət etmək,κουβεντιάζω
1241,fragen::V,soruşmaq,ρωτώ
1242,bitten::V,diləmək,ζητώ
1243,bitten::V,diləmək,παρακαλώ
1244,bitten::V,xahiş etmək,ζητώ
1245,bitten::V,xahiş etmək,παρακαλώ
1246,erzählen::V,bəhs etmək,διηγούμαι
1247,mitteilen::V,bildirmək,πληροφορώ
1248,nennen::V,adlandırmaq,ονομάζω
1249,rufen::V,çağırmaq,φωνάζω
1250,prahlen::V,öyünmək,καυχιέμαι
1251,übersetzen::V,tərcümə etmək,μεταφράζω
1252,denken::V,düşünmək,σκέφτομαι
1253,denken::V,fikirləşmək,σκέφτομαι
1254,glauben::V,inanmaq,πιστεύω
1255,bemerken::V,qeyd etmək,παρατηρώ
1256,erkennen::V,tanımaq,αναγνωρίζω
1257,begreifen::V,anlamaq,καταλαβαίνω
1258,verstehen::V,duymaq,ακούω
1259,lernen::V,öyrənmək,μαθαίνω
1260,wissen::V,bilmək,ξέρω
1261,sich erinnern an::V,xatırlamaq,θυμάμαι
1262,vergessen::V,unutmaq,ξεχνώ
1263,messen::V,ölçmək,μετρώ
1264,zählen::V,saymaq,μετρώ
1265,rechnen::V,hesablamaq,λογαριάζω
1266,lesen::V,oxumaq,διαβάζω
1267,malen::V,şəkil çəkmək,ζωγραφίζω
1268,zeichnen::V,cızmaq,σχεδιάζω
1269,schreiben::V,yazmaq,γράφω
1270,besitzen::V,yiyələnmək,κατέχω
1271,besitzen::V,malik olmaq,κατέχω
1272,kaufen::V,satın almaq,αγοράζω
1273,verkaufen::V,satmaq,πουλώ
1274,bezahlen::V,ödəmək,πληρώνω
1275,zahlen::V,ödəmək,πληρώνω
1276,beherrschen::V,idarə etmək,κυριαρχώ
1277,ertragen::V,dözmək,βαστώ
1278,ertragen::V,dözmək,αντέχω
