,Concept_ID,he,kn
563,taub::A,חרש,ಕಿವುಡಾದ
564,kräftig::A,חסן,ಪ್ರಬಲ
565,stark::A,חזק,ಶಕ್ತಿವಂತ
566,schwach::A,חלש,ದುರ್ಬಲ
567,fett::A,שמן,ಕೊಬ್ಬಿದ
568,schlank::A,רזה,ತೆಳ್ಳಗಿನ
569,hübsch::A,יפה תאר,ಅಂದವಾದ
570,böse::A,רשע,ಕೆಟ್ಟ
571,dumm::A,טפש,ಮಂದ
572,faul::A,עצלן,ಆಲಸ
573,fleißig::A,חרוץ,ಕಡಗುವ
574,geizig::A,קמצן,ಜುಗ್ಗ
575,klug::A,נבון,ಚತುರ
576,klug::A,פקח,ಚತುರ
577,geschickt::A,מימן,ದಕ್ಷ
578,lieb::A,יקר,ಪ್ರಿಯ
579,lieb::A,אהוב,ಪ್ರಿಯ
580,lustig::A,עליז,ಖುಷಿಯಾದ
581,sanft::A,עדין,ಸೌಮ್ಯ
582,hungrig::A,רעב,ಹಸಿದ
583,krank::A,חולה,ಅಸ್ವಸ್ಥ
584,nackt::A,ערום,ನಗ್ನ
585,traurig::A,עצוב,ದುಃಖಿತ
586,lebendig::A,חי,ಜೀವಂತ
587,gut::A,טוב,ಒಳ್ಳೆಯ
588,schlecht::A,גרוע,ದುಷ್ಟ
589,richtig::A,נכון,ಸರಿ
590,schlimm::A,רע,ಅಸಹ್ಯ
591,wahr::A,אמתי,ನಿಜ
592,alt::A,ישן,ಮುದಿ
593,neu::A,חדש,ಹೊಸ
594,ehemalig::A,לשעבר,ಮಾಜೀ
595,alt[Lebewesen]::A,זקן,ವೃದ್ಧ
596,jung::A,צעיר,ಎಳ
597,arm::A,עני,ಬಡ
598,reich::A,עשיר,ಶ್ರೀಮಂತ
599,bekannt::A,ידוע,ಅಪ್ತ
600,berühmt::A,מפרסם,ಪ್ರಸಿದ್ಧ
601,fremd::A,זר,ಪರಕೀಯ
602,verschieden::A,שונה,ಬೇರೆ
603,nah::A,קרוב,ಹತ್ತಿರವಾದ
604,fern::A,רחוק,ದೂರದ
605,linker::A,שמאלי,ಎಡ
606,rechter::A,ימין,ಬಲ
607,anderer::A,אחר,ಇತರ
608,erster::A,ראשון,ಪ್ರಥಮ
609,zweiter::A,שני,ದ್ವಿತೀಯ
610,dritter::A,שלישי,ಮೂರನೆಯಜಗತ್ತು
611,letzter::A,אחרון,ಅಂತ್ಯ
612,allein::ADV,לבד,ಒಬ್ಬನೇ
613,auf einmal::ADV,בו-זמנית,ಒಡನೆ
614,zusammen::ADV,ביחד,ಒಟ್ಟಿಗೆ
615,lange::ADV,הרבה זמן,ದೀರ್ಘ
616,plötzlich::ADV,לפתע,ಅನಾಮತ್ತು
617,plötzlich::ADV,פתאום,ಅನಾಮತ್ತು
618,sofort::ADV,מיד,ಜಾಗ್ರತೆ
619,später::ADV,לאחר זמן,ತರುವಾಯ
620,später::ADV,יותר מאחר,ತರುವಾಯ
621,jetzt::ADV,עכשיו,ಈಗ
622,heute::ADV,היום,ಇಂದು
623,morgen::ADV,מחר,ನಾಳೆ
624,bald::ADV,בקרוב,ಬೇಗ
625,dann::ADV,אחר-כך,ಆಗ
626,gestern::ADV,אתמול,ನಿನ್ನೆ
627,einst::ADV,לפנים,ಪೂರ್ವದಲ್ಲಿ
628,damals::ADV,אז,ಆಗ
629,danach::ADV,אחר-כך,ಆಮೇಲೆ
630,vorher::ADV,לפני זה,ಮುಂಚೆ
631,zuerst::ADV,קדם,ಮೊದಲಿಗೆ
632,einmal::ADV,פעם,ಒಮ್ಮೆ
633,manchmal::ADV,לפעמים,ಆಗಾಗ
634,oft::ADV,לעתים קרובות,ಅನೇಕಸಲ
635,immer::ADV,תמיד,ಯಾವಾಗಲೂ
636,niemals::ADV,אף פעם,ಯಾವಾಗಲೂ ಇಲ್ಲ
637,hier::ADV,כאן,ಇಲ್ಲಿ
638,hierhin::ADV,פה,ಇತ್ತ
639,von hier::ADV,מפה,ಇಲ್ಲಿಂದ
640,dort::ADV,שם,ಅಲ್ಲಿ
641,dorthin::ADV,שם,ಅಲ್ಲಿಗೆ
642,geradeaus::ADV,ישר,ಸೀದಾ
643,vorwärts::ADV,קדימה,ಮುನ್ನೆಡೆವ
644,rückwärts::ADV,לאחור,ಹಿಂದುಗಡೆಗೆ
645,zurück::ADV,בחזרה,ಹಿಂದಕ್ಕೆ
646,zurück::ADV,אחורנית,ಹಿಂದಕ್ಕೆ
647,unten::ADV,למטה,ಕೆಳಗೆ
648,hinab::ADV,למטה,ಕೆಳಕ್ಕೆ
649,oben::ADV,מעל,ಮೇಲೆ
650,oben::ADV,למעלה,ಮೇಲೆ
651,hinauf::ADV,למעלה,ಮೇಲಕ್ಕೆ
652,überall::ADV,בכל מקום,ಎಲ್ಲಸ್ಥಳಗಳು
653,nicht::ADV,לא,ಇಲ್ಲ
654,nicht::ADV,לא,ಅಲ್ಲ
655,ein wenig::ADV,קצת,ತುಸು
656,kaum::ADV,בקשי,ಕಠಿನವಾಗಿ
657,sehr::ADV,מאוד,ಬಹು
658,so::ADV,כך,ಅಷ್ಟು
659,so::ADV,ככה,ಅಷ್ಟು
660,noch::ADV,עוד,ಇನ್ನು
661,noch::ADV,עדין,ಇನ್ನು
662,nur::ADV,רק,ಕೇವಲ
663,schon::ADV,כבר,ಆಗಲೇ
664,wieder::ADV,שוב,ಪುನಃ
665,vergebens::ADV,לריק,ನಿಷ್ಫಲವಾಗಿ
666,vergebens::ADV,לשוא,ನಿಷ್ಫಲವಾಗಿ
667,vor::PRP,מול,ಮುಂದೆ
668,hinter::PRP,מאחורי,ಹಿಂದ
669,unter::PRP,מתחת,ಕೆಳ
670,durch::PRP,דרך,ನೇರವಾಗಿ
671,neben::PRP,ליד,ಅಧರ ಬಲಿಕ
672,neben::PRP,על-יד,ಅಧರ ಬಲಿಕ
673,zwischen::PRP,בין,ನಡುವೆ
674,wegen::PRP,בשל,ಅಧಕ್ಕಗಿ
675,wegen::PRP,בגלל,ಅಧಕ್ಕಗಿ
676,dies::PRN,זה,ಈ
677,das::PRN,זה,ಅದು
678,alles::PRN,הכל,ಎಲ್ಲ
679,ich::PRN,אני,ನಾನು
680,du::PRN,את,ನೀನು
681,du::PRN,אתה,ನೀನು
682,er::PRN,הוא,ಅವನು
683,er::PRN,הוא,ಇವನು
684,wir::PRN,אנחנו,ನಾವು
685,ihr::PRN,לה,ನೀವು
686,sie::PRN,הם,ಅವರು
687,was::FPRN,מה,ಏನು
688,wer::FPRN,מי,ಯಾರಿಗೆ
689,wo::FADV,איפה,ಎಲ್ಲಿ
690,wohin::FADV,לאן,ಎಲ್ಲಿಗೆ
691,wie::FADV,איך,ಹೇಗೆ
692,warum::FADV,למה,ಏಕೆ
693,wieviel::FNUM,כמה,ಎಷ್ಟು
694,eins::NUM,אחד,ಒಂದು
695,zwei::NUM,שתים,ಎರಡು
696,drei::NUM,שלושה,ಮೂರು
697,vier::NUM,ארבעה,ನಾಲ್ಕು
698,fünf::NUM,חמשה,ಅಯ್ದು
699,sechs::NUM,ששה,ಆರು
700,sieben::NUM,שבעה,ಏಳು
701,acht::NUM,שמונה,ಎಂಟು
702,neun::NUM,תשעה,ಒಂಭಬತ್ತು
703,zehn::NUM,עשרה,ಹತ್ತು
704,elf::NUM,אחת עשרה,ಹನ್ನೊಂದು
705,zwölf::NUM,שתים עשרה,ಹನ್ನೆರಡು
706,zwanzig::NUM,עשרים,ಇಪ್ಪತ್ತು
707,dreißig::NUM,שלושים,ಮೂವತ್ತು
708,vierzig::NUM,ארבעים,ನಲವತ್ತು
709,fünfzig::NUM,חמשים,ಐವತ್ತು
710,sechzig::NUM,ששים,ಅರುವತ್ತು
711,siebzig::NUM,שבעים,ಎಪ್ಪತ್ತು
712,achtzig::NUM,שמונים,ಎಂಬತ್ತು
713,neunzig::NUM,תשעים,ತೊಂಬತ್ತು
714,hundert::NUM,מאה,ನೂರು
715,tausend::NUM,אלף,ಸಾವಿರ
716,und::CNJ,ו,ಮತ್ತು
717,oder::CNJ,או,ಅಥವಾ
718,stehen::V,עמד,ನಿಲ್ಲು
719,sitzen::V,ישב,ಕುಳ್ಳಿರು
720,liegen::V,שכב,ಮಲಗಿಕೊ
721,hängen::V,היה תלוי,ಇಳಿಯಬಿಡು
722,werden::V,הפך ל,ಆಗು
723,passieren::V,קרה,ಆಗು
724,beginnen::V,התחיל,ಆರಂಭಿಸು
725,enden::V,הסתים,ಕೊನೆಗಾಣು
726,wechseln::V,השתנה,ಮಾರ್ಪಡಿಸು
727,aufgehen[Sonne]::V,זרח,ಮೂಡು
728,untergehen[Sonne]::V,שקע,ಮುಳುಗು
729,scheinen[Sonne]::V,בהק,ಹೊಳೆ
730,donnern::V,רעם,ಗುಡುಗಾಗು
731,wehen::V,נשב,ತೀಡು
732,strömen::V,זרם,ಹರಿ
733,fließen::V,זרם,ಹರಿ
734,sich drehen::V,הסתובב,ಸುತ್ತು
735,schwanken::V,התנודד,ಓಲಾಡು
736,schwingen::V,התנענע,ತೂಗು
737,fallen::V,נפל,ಉದುರು
738,brennen::V,בער,ಉರಿ
739,rauchen::V,עשן,ಹೊಗೆಬಿಡು
740,regnen::V,ירד גשם,ಸುರಿ
741,gefrieren::V,קפא,ಹೆಪ್ಪುಗಟ್ಟು
742,tauen::V,נמס,ಬೆಚ್ಚಗಾಗು
743,schmelzen::V,התיך,ಕರಗು
744,trocknen::V,התיבש,ಒಣಗು
745,sieden::V,רתח,ಕುದಿ
746,faulen::V,רקב,ಕೊಳೆ
747,verfaulen::V,רקב,ನಶಿಸು
748,reißen::V,נקרע,ಒಡೆ
749,versinken::V,טבע,ಮುಳುಗು
750,vergehen::V,עבר,ಸಾಗು
751,erscheinen::V,נגלה,ತೋರು
752,erscheinen::V,הופיע,ತೋರು
753,verschwinden::V,נעלם,ಮಾಯವಾಗು
754,sinken::V,ירד,ಕುಸಿ
755,abnehmen::V,הפחית,ತಗ್ಗು
756,zunehmen::V,רבה,ಬೆಳೆ
757,steigen::V,עלה,ಉಬ್ಬು
758,wachsen::V,גדל,ಬೆಳೆ
759,glänzen::V,נצץ,ಮಿರುಗು
760,glänzen::V,בהק,ಮಿರುಗು
761,funkeln::V,נצנץ,ಮಿನುಗು
762,lärmen::V,רעש,ಶಬ್ದ ಮಾಡಲು
763,läuten::V,צלצל,ಬಾರಿಸು
764,klingeln::V,צלצל,ಅನುರಣಿಸು
765,klirren::V,קרקש,ಕಿಣಿಕಿಣಿಸು
766,brausen::V,געש,ಅಬ್ಬರಿಸು
767,rauschen::V,רשרש,ಮರ್ಮರಗುಟ್ಟಿಸು
768,klingen::V,נשמע,ಉಸಿರು
769,bellen::V,נבח,ಬಗುಳು
770,heulen::V,ילל,ಅರಚು
771,blasen::V,נשף,ಗಾಳಿ ಊದು
772,pfeifen::V,שרק,ಸಿಳ್ಳೆಯೂದು
773,schreien::V,צעק,ಕರೆ
774,stöhnen::V,נאנק,ನರಳು
775,zittern::V,רעד,ನಡುಗು
776,leben::V,חי,ಇರು
777,geboren werden::V,נולד,ಉಂಟಾಗು
778,atmen::V,נשם,ಉಸಿರು
779,trinken::V,שתה,ಕುಡಿ
780,essen::V,אכל,ತಿನ್ನು
781,schlucken::V,בלע,ನುಂಗು
782,müde werden::V,התעיף,ಬಳಲು
783,einschlafen::V,נרדם,ನಿದ್ಧೆಹೋಗು
784,schlafen::V,ישן,ನಿದ್ರಿಸು
785,aufwachen::V,התעורר,ಏಳು
786,aufstehen::V,קם,ಏಳು
787,sich erholen::V,נפש,ಸುಧಾರಿಸು
788,krank werden::V,חלה,ಬೇನೆಬೀಳು
789,krank sein::V,היה חולה,ಕೆಟ್ಟ ಎಂದು
790,schmerzen::V,כאב,ಕಚ್ಚು
791,husten::V,השתעל,ಕೆಮ್ಮು
792,genesen::V,הבריא,ಮತ್ತೆಹೊದಿಸು
793,sterben::V,מת,ಮೃತಪಡು
794,umkommen::V,נספה,ಹಾಳಾಗು
795,sich bewegen::V,נע,ಚಲಿಸು
796,sich rühren::V,זז,ಕದಲು
797,sich erheben::V,קם,ಏಳು
798,sich setzen::V,התישב,ಕೂರು
799,hinfallen::V,נפל,ಬೀಳು
800,laufen::V,הלך ברגל,ನಡೆ
801,schreiten::V,פסע,ಮೆಲ್ಲಗೆ ನಡೆ
802,spazierengehen::V,טיל,ವಿಹರಿಸು
803,eilen::V,אץ,ಮುನ್ನುಗ್ಗು
804,eilen::V,מהר,ಮುನ್ನುಗ್ಗು
805,sich beeilen::V,מהר,ಆತುರಪಡು
806,sausen::V,אץ,ಒಗೆ
807,rennen::V,רץ,ಓಡು
808,springen::V,קפץ,ಜಿಗಿ
809,klettern::V,טפס,ಏರು
810,schaukeln::V,התנדנד,ತೂಗು
811,kriechen::V,זחל,ತೆವಳು
812,schwimmen::V,שחה,ಈಜು
813,tauchen::V,צלל,ಕೆಳಗಿಳಿ
814,rudern::V,חתר,ಸಾಗಿಸು
815,fahren::V,נסע,ನಡೆಸು
816,fliegen::V,עף,ಹಾರು
817,gehen::V,הלך,ಹೋಗು
818,weggehen::V,עזב,ಹೊರಡು
819,abfahren::V,יצא,ತೆರಳು
820,anhalten::V,עצר,ನಿಲ್ಲು
821,hineingehen::V,נכנס,ಒಳಹೊಗು
822,eintreten::V,נכנס,ಒಳಹೊಗು
823,kommen::V,בא,ಬರು
824,ankommen::V,הגיע,ಬರು
825,zurückkommen::V,שב,ಹಿಂದಿರುಗು
826,zurückkommen::V,חזר,ಹಿಂದಿರುಗು
827,bleiben::V,נשאר,ಇರು
828,warten::V,חכה,ಇರು
829,warten::V,המתין,ಇರು
830,erwarten::V,צפה,ನಿರೀಕ್ಷಿಸು
831,suchen::V,חפש,ಹುಡುಕು
832,finden::V,מצא,ಕಂಡುಕೊ
833,versuchen::V,נסה,ಪ್ರಯತ್ನಿಸು
834,vorbereiten::V,הכין,ಸಿದ್ಧವಾಗು
835,lieben::V,אהב,ಪ್ರೀತಿಸು
836,mögen::V,אהב,ಇಷ್ಟಪಡು
837,lachen::V,צחק,ನಗು
838,rühren::V,נגע ללב,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
839,weinen::V,בכה,ಅಳು
840,schimpfen::V,גער,ಗೊಣಗು
841,sich ärgern::V,זעם,ಗಣಗಾಡು
842,sich ärgern::V,כעס,ಗಣಗಾಡು
843,sich fürchten::V,פחד,ನಡುಗು
844,sich fürchten::V,חשש,ನಡುಗು
845,fürchten::V,פחד מ,ಹೆದರು
846,fürchten::V,חשש מ,ಹೆದರು
847,fliehen::V,ברח,ಓಡಿಹೋಗು
848,flüchten::V,נמלט,ಪಾರಾಗು
849,sehen::V,ראה,ಕಾಣು
850,anschauen::V,הביט,ನೋಡು
851,ansehen::V,התבונן,ನಿರೀಕ್ಷಿಸು
852,hören::V,שמע,ಕೇಳು
853,zuhören::V,הקשיב,ಆಲಿಸು
854,probieren::V,נסה,ರುಚಿ ನೋಡು
855,riechen::V,הריח,ಮೂಸು
856,fühlen::V,חש,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
857,scheinen::V,נדמה,ತೋರು
858,zu sehen sein::V,נראה,ಕಾಣಿಸು
859,vernehmen::V,נודע ל,ಕೇಳು
860,frieren::V,קר ל,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
861,tun::V,פעל,ಮಾಡು
862,können::V,יכל,ಮಾಡಬಲ್ಲ
863,wollen::V,רצה,ಬಯಸು
864,anfangen::V,התחיל,ಪ್ರಾರಂಭಿಸು
865,beenden::V,גמר,ನಿಲ್ಲಿಸು
866,aufhören::V,סים,ಮುಗಿಸು
867,gelingen::V,הצליח,ಯಶಸ್ವಿಯಾಗು
868,geraten::V,עלה,ಉತ್ಪತ್ತಿಮಾಡು
869,öffnen::V,פתח,ತೆರೆ
870,schließen::V,סגר,ಮುಚ್ಚು
871,stellen::V,העמיד,ಇಕ್ಕು
872,setzen::V,הושיב,ಇಡು
873,legen::V,שם,ಇಡು
874,berühren::V,נגע,ತಾಕು
875,verbinden::V,קשר,ಕೂಡಿಸು
876,bedecken::V,כסה,ಮುಚ್ಚು
877,aufhängen::V,תלה,ತೂಗುಹಾಕು
878,anzünden::V,הצית,ಹತ್ತಿಸು
879,aufheben::V,אסף,ಆಯಿ
880,zurücklassen::V,השאיר,ಬಿಡು
881,verlieren::V,אבד,ಕಳೆ
882,fallen lassen::V,שמט,ಬೀಳಿಸು
883,fallen lassen::V,הפיל,ಬೀಳಿಸು
884,machen::V,עשה,ಮಾಡು
885,herstellen::V,יצר,ತಯಾರಿಸು
886,bauen::V,בנה,ಕಟ್ಟು
887,reparieren::V,תקן,ಸರಿಪಡಿಸು
888,verbessern::V,שפר,ತಿದ್ದು
889,ändern::V,שנה,ಬದಲಾಯಿಸು
890,graben::V,חפר,ಅಗೆ
891,beugen::V,כפף,ಬಗ್ಗಿಸು
892,biegen::V,כופף,ಬಗ್ಗಿಸು
893,drehen::V,סובב,ತಿರುಗು
894,wenden::V,הפך,ತಿರುಗು
895,umdrehen::V,סובב,ತಿರುಗಿಸು
896,heben::V,הרים,ಎತ್ತು
897,hochheben::V,הרים,ಎತ್ತು
898,ergreifen::V,אחז,ಆಕ್ರಮಿಸು
899,halten::V,החזיק,ಹಿಡಿ
900,drücken::V,לחץ,ಒತ್ತು
901,schieben::V,הזיז,ನೂಕು
902,kratzen::V,שרט,ತರಚಿಕೊಳ್ಳು
903,kratzen::V,שפשף,ತರಚಿಕೊಳ್ಳು
904,lecken::V,לקק,ನೆಕ್ಕು
905,beißen::V,נשך,ಕಚ್ಚು
906,abreißen::V,קרע,ಹರಿ
907,abschneiden::V,חתך,ಕತ್ತರಿಸು
908,binden::V,קשר,ಕಟ್ಟು
909,stecken::V,תקע,ಸಿಕ್ಕಿಸು
910,brechen::V,שבר,ಮುರಿ
911,klopfen::V,נקש,ತಟ್ಟು
912,hauen::V,הכה,ಹೊಡೆ
913,kleben::V,הדביק,ಅಂಟಿಸು
914,reiben::V,שפשף,ಉಜ್ಜು
915,streichen::V,מרח,ಹರಡು
916,schleifen::V,השחיז,ಮಸೆ
917,schneiden::V,גזר,ಕತ್ತರಿಸು
918,rütteln::V,נענע,ಕುಲುಕಿಸು
919,schütteln::V,נער,ಅಲುಗಿಸು
920,schwenken::V,נופף,ತೂಗಾಡು
921,schwenken::V,טלטל,ತೂಗಾಡು
922,schütten::V,שפך,ಎರೆ
923,füllen::V,מלא,ತುಂಬಿಸು
924,einwickeln::V,עטף,ಹೊದಿಸು
925,tragen::V,נשא,ಹೊರು
926,schleppen::V,סחב,ಜಗ್ಗು
927,ziehen::V,משך,ಎಳೆ
928,aufbewahren::V,שמר,ಇಟ್ಟುಕೊ
929,werfen::V,זרק,ಎಸೆ
930,fangen::V,תפס,ಹಿಡಿ
931,packen::V,אחז,ಸೆಳೆ
932,verstecken::V,החביא,ಮುಚ್ಚಿಡು
933,teilen::V,חלק,ವಿಭಜಿಸು
934,schicken::V,שלח,ಕಳುಹಿಸು
935,bringen::V,הביא,ತರು
936,hinzufügen::V,הוסיף,ಕೂಡಿಸು
937,bekommen::V,תפס,ಸಂಪಾದಿಸು
938,erhalten::V,קבל,ಪಡೆ
939,nehmen::V,אחז,ಹಿಡಿ
940,wählen::V,בחר,ಆರಿಸು
941,auswählen::V,בחר ב,ಆಯಿ
942,bewahren::V,קים,ರಕ್ಷಿಸಿಡು
943,behindern::V,מנע,ಅಡ್ಡಿಮಾಡು
944,verderben::V,מנע,ಕೆಡಿಸು
945,beschädigen::V,הזיק,ಹಾಳುಮಾಡು
946,zerbrechen::V,נשבר,ಮುರಿ
947,zerreißen::V,קרע,ಸೀಳು
948,zerstören::V,הרס,ಅಳಿಸು
949,zerstören::V,השמיד,ಅಳಿಸು
950,verbrennen::V,שרף,ಸುಡು
951,geben::V,נתן,ಕೊಡು
952,reichen::V,העביר,ಕೊಡು
953,schenken::V,נתן במתנה,ಅರ್ಪಿಸು
954,versprechen::V,הבטיח,ವಾಗ್ದಾನಮಾಡು
955,wünschen::V,אחל,ಬಯಸು
956,loben::V,שבח,ಹೊಗಳು
957,küssen::V,נשק,ಚುಂಬಿಸು
958,wiegen::V,נדנד,ತೂಗು
959,zudecken::V,כסה,ಹಾಸು
960,wecken::V,עורר,ಎಬ್ಬಿಸು
961,zeigen::V,הראה,ತೋರಿಸು
962,führen::V,הביא,ದಾರಿತೋರಿಸು
963,führen::V,הוביל,ದಾರಿತೋರಿಸು
964,lehren::V,למד,ಕಲಿಸು
965,unterrichten::V,למד,ಬೋಧಿಸು
966,aufziehen::V,רומם,ಸಲಹು
967,leiten::V,נהל,ಮುಂದಾಳಾಗಿರು 
968,antreiben::V,המרץ,ಓಡಿಸು
969,lassen::V,נתן,ಮಾಡಲುಬಿಡು
970,einladen::V,הזמין,ಆಹ್ವಾನಿಸು
971,vereinigen::V,אחד,ಒಂದಾಗು
972,vereinigen::V,לכד,ಒಂದಾಗು
973,besuchen::V,בקר,ಭೇಟಿಯಾಗು
974,treffen::V,פגש,ಸಂಧಿಸು
975,sich versammeln::V,התאסף,ನೆರೆ
976,spielen::V,שחק,ಆಡು
977,singen::V,שר,ಹಾಡು
978,tanzen::V,רקד,ಕುಣಿ
979,sich trennen::V,נפרד,ಪ್ರತ್ಯೇಮಾಡು
980,verlassen::V,עזב,ಕಳೆ
981,retten::V,הציל,ರಕ್ಷಿಸು
982,bewachen::V,שמר,ಕಾಪಾಡು
983,schützen::V,אבטח,ಸಂರಕ್ಷಿಸು
984,verteidigen::V,הגן,ಕಾಪಿಡು
985,sich schlagen::V,התכתש,ಕಿತ್ತಾಟ
986,schießen::V,ירה,ಎಸೆ
987,siegen::V,גבר,ಗೆಲ್ಲು
988,siegen::V,נצח,ಗೆಲ್ಲು
989,ärgern::V,עצבן,ರೇಗಿಸು
990,schlagen::V,הכה,ಹೊಡೆ
991,schlagen::V,הלקה,ಹೊಡೆ
992,treten::V,בעט,ಒದೆ
993,stechen::V,דקר,ಚುಚ್ಚು
994,stoßen::V,דחק,ತಳ್ಳು
995,stehlen::V,גנב,ಕದಿ
996,stören::V,קטע,ಕತಕು
997,stören::V,הפריע,ಕತಕು
998,belästigen::V,הציק,ತೊಂದರೆ
999,belästigen::V,הטריד,ತೊಂದರೆ
1000,verbergen::V,הצניע,ಮರೆಮಾಜು
1001,täuschen::V,שגע,ಠಕ್ಕಿಸು
1002,betrügen::V,הונה,ವಂಚಿಸು
1003,töten::V,הרג,ಕೊಲ್ಲು
1004,wohnen::V,גר,ವಾಸಿಸು
1005,arbeiten::V,עבד,ಕೆಲಸ ಮಾಡು
1006,sammeln::V,אסף,ಸಂಚಯಿಸು
1007,pflücken::V,קטף,ಬಿಡಿಸು
1008,jagen::V,צד,ಬೇಟೆಯಾಡು
1009,fischen::V,דג,ಮೀನು ಹಿಡಿ
1010,fassen::V,תפס,ಹಿಡಿ
1011,hüten::V,רעה,ಗುಂಪುಸೇರಿಸು
1012,treiben::V,הוציא,ದಬ್ಬು
1013,anbinden::V,קשר,ಬಿಗಿ
1014,füttern::V,הלעיט,ಮೇಯಿಸು
1015,melken::V,חלב,ಹಾಲು ಕರೆ
1016,hacken::V,קצץ,ತುಂಡರಿಸು
1017,gießen::V,השקה,ನೀರುಹಾಕು
1018,reifen::V,בשל,ಕಳಿ
1019,zubereiten::V,הכין,ಅಡಿಗೆಮಾಡು
1020,kochen::V,בשל,ಅಡು
1021,backen::V,אפה,ಬೇಯಿಸು
1022,braten::V,צלה,ಕರಿ
1023,braten::V,טגן,ಕರಿ
1024,umrühren::V,ערבב,ಕಲಕು
1025,stricken::V,סרג,ಹೆಣೆ
1026,nähen::V,תפר,ಹೊಲಿ
1027,färben::V,צבע,ಬಣ್ಣ ಹತ್ತು
1028,reinigen::V,נקה,ಸ್ವಚ್ಛಮಾಡು
1029,waschen::V,רחץ,ತೊಳೆ
1030,waschen::V,כבס,ತೊಳೆ
1031,abwischen::V,נגב,ಒರಸು
1032,spülen::V,שטף,ಗಲಬರಿಸು
1033,fegen::V,טאטא,ಗುಡಿಸು
1034,kehren::V,טאטא,ಗುಡಿಸು
1035,baden::V,טבל,ಸ್ನಾನಮಾಡು
1036,baden::V,שחה,ಸ್ನಾನಮಾಡು
1037,sich waschen::V,התרחץ,ತೊಳೆ
1038,ausziehen::V,הוריד,ಬಿಚ್ಚು
1039,anziehen::V,לבש,ಹಾಕು
1040,sich anziehen::V,התלבש,ಹಾಕು
1041,kämmen::V,סרק,ಬಾಚು
1042,schmücken::V,קשט,ಅಲಂಕರಿಸು
1043,sagen::V,אמר,ಹೇಳು
1044,sprechen::V,דבר,ನುಡಿ
1045,reden::V,דבר,ನುಡಿ
1046,sich unterhalten::V,שוחח,ಹರಟೆ ಹೊಡಿ
1047,fragen::V,שאל,ವಿಚಾರಿಸು
1048,bitten::V,בקש,ಬೇಡು
1049,erzählen::V,ספר,ಹೇಳು
1050,mitteilen::V,מסר,ತಿಳಿಸು
1051,mitteilen::V,הודיע,ತಿಳಿಸು
1052,nennen::V,קרא בשם,ಹೆಸರಿಡು
1053,rufen::V,גיס,ಕರೆ
1054,rufen::V,הזמין לבוא,ಕರೆ
1055,prahlen::V,התרברב,ಜಂಬ ಕೊಚ್ಚು
1056,übersetzen::V,תרגם,ಭಾಷಾಂತರಿಸು
1057,denken::V,חשב,ಯೋಚಿಸು
1058,glauben::V,האמין,ನಂಬು
1059,bemerken::V,הבחין,ಗಮನಿಸು
1060,erkennen::V,זהה,ಗುರುತುಹಿಡಿ
1061,begreifen::V,קלט,ಗ್ರಹಿಸು
1062,begreifen::V,הבין,ಗ್ರಹಿಸು
1063,verstehen::V,הבין,ಅರ್ಥಮಾಡಿಕೊ
1064,lernen::V,למד,ಕಲಿ
1065,wissen::V,ידע,ಅರಿ
1066,sich erinnern an::V,זכר,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1067,vergessen::V,שכח,ಮರೆತುವಿಡು
1068,messen::V,מדד,ಅಳೆ
1069,zählen::V,ספר,ಗಣಿಸು
1070,rechnen::V,חשב,ಲೆಕ್ಕ ಹಾಕು
1071,lesen::V,קרא,ಓದು
1072,malen::V,ציר,ಬಿಡಿಸು
1073,zeichnen::V,שרטט,ಬಿಡಿಸು
1074,schreiben::V,כתב,ಬರೆ
1075,besitzen::V,היה בעל של,ಒಡೆಯನಾಗಿರು
1076,kaufen::V,קנה,ಕೊಳ್ಳು
1077,kaufen::V,רכש,ಕೊಳ್ಳು
1078,verkaufen::V,מכר,ಕೊಡು
1079,bezahlen::V,שלם,ಬೆಲೆತೆರು
1080,zahlen::V,שלם,ಹಣವನ್ನುಕೊಡು
1081,beherrschen::V,שלט,ಅಧಿಕಾರ ನಡೆಸು
1082,ertragen::V,סבל,ಸಹಿಸು
