,Concept_ID,et,bn
725,alles::PRN,kõik,সব
726,ich::PRN,mina,আমি
727,du::PRN,sina,তুমি
728,er::PRN,tema,উনি
729,wir::PRN,me,আমরা
730,ihr::PRN,te,তোমরা
731,sie::PRN,nad,তারা
732,was::FPRN,mis,কি
733,wer::FPRN,kes,কে
734,wo::FADV,kus,কোথায়
735,wohin::FADV,kuhu,কোথায়
736,wie::FADV,kuidas,কেমন
737,warum::FADV,miks,কেন
738,wieviel::FNUM,mitu,কত
739,wieviel::FNUM,kui palju,কত
740,eins::NUM,üks,অক
741,zwei::NUM,kaks,দুই
742,drei::NUM,kolm,তিন
743,vier::NUM,neli,চার
744,fünf::NUM,viis,পাঁচ
745,sechs::NUM,kuus,ছয়
746,sieben::NUM,seitse,সাত
747,acht::NUM,kaheksa,আট
748,neun::NUM,üheksa,নয়
749,zehn::NUM,kümme,দশ
750,elf::NUM,üksteist,এগারো
751,zwölf::NUM,kaksteist,দ্বাদশ
752,zwanzig::NUM,kakskümmend,বিশ
753,dreißig::NUM,kolmkümmend,ত্রিশ
754,vierzig::NUM,nelikümmend,চল্লিশ
755,fünfzig::NUM,viiskümmend,পঞ্চাশ
756,sechzig::NUM,kuuskümmend,ষাট
757,siebzig::NUM,seitsekümmend,সত্তর
758,achtzig::NUM,kaheksakümmend,আশি
759,neunzig::NUM,üheksakümmend,নব্বুই
760,hundert::NUM,sada,শত
761,tausend::NUM,tuhat,হাজার
762,und::CNJ,ja,আর
763,und::CNJ,ja,এবং
764,oder::CNJ,või,বা
765,stehen::V,seisma,দাঁড়ানো
766,sitzen::V,istuma,বসা
767,liegen::V,lamama,শোয়া
768,hängen::V,rippuma,ঝোলা
769,werden::V,saama,হইয়া উঠা
770,werden::V,hakkama,হইয়া উঠা
771,passieren::V,juhtuma,ঘটা
772,beginnen::V,algama,আরম্ভ হওয়া
773,beginnen::V,hakkama,আরম্ভ হওয়া
774,enden::V,lõppema,শেষ হওয়া
775,wechseln::V,vahelduma,রূপাস্তর করা
776,aufgehen[Sonne]::V,tõusma,উদিত হওয়া
777,untergehen[Sonne]::V,loojuma,অস্ত যাওয়া
778,scheinen[Sonne]::V,paistma,আলো দেওয়া
779,donnern::V,kõmisema,বজ্রধ্বনি করা
780,wehen::V,puhuma,প্রবাহিত হওয়া
781,strömen::V,voolama,প্রবাহিত হওয়া
782,fließen::V,voolama,ছুটা
783,sich drehen::V,pöörduma,পাক খাওয়া
784,schwanken::V,kõikuma,দোলা
785,schwingen::V,võnkuma,দোলা
786,fallen::V,langema,পড়া
787,brennen::V,põlema,সেঁকা
788,rauchen::V,suitsema,ধোঁয়া ছড়ান
789,regnen::V,sadama,বর্ষণ_করা
790,gefrieren::V,kinni külmuma,হিমায়িত হওয়া
791,tauen::V,sulama,গলা
792,schmelzen::V,sulama,গলা
793,trocknen::V,kuivama,শুষ্ক করা
794,sieden::V,keema,ফোঁড়া
795,faulen::V,mädanema,ক্ষয় হওয়া
796,verfaulen::V,mädanema,ক্ষয় হওয়া 
797,reißen::V,rebenema,ছিঁড়া
798,versinken::V,uppuma,ডুবা
799,vergehen::V,mööduma,যাওয়া
800,erscheinen::V,ilmuma,আসা
801,verschwinden::V,kaduma,অদৃশ্য হওয়া
802,sinken::V,vajuma,হ্রাস হওয়া
803,sinken::V,langema,হ্রাস হওয়া
804,abnehmen::V,vähenema,হ্রাস হওয়া
805,abnehmen::V,kahenema,হ্রাস হওয়া
806,zunehmen::V,kasvama,বৃদ্ধি পাওয়া
807,steigen::V,tõusma,ওঠা
808,steigen::V,üles minema,ওঠা
809,wachsen::V,kasvama,বড় হওয়া
810,glänzen::V,läikimä,জ্বলা
811,funkeln::V,sädelema,জ্বল্জ্বল করা
812,lärmen::V,lärmama,
813,läuten::V,helisema,রুসুঝুসু করা
814,klingeln::V,helisema,বাজা
815,klirren::V,kõlisema,টুংটাং-শব্দ করা
816,brausen::V,kohisema,গর্জন করা
817,rauschen::V,kohisema,মর্মরধ্বনি করা
818,klingen::V,kõlama,শব্দ করা
819,bellen::V,haukuma,ঘেউ ঘেউ করা
820,heulen::V,uluma,গর্জন করা
821,blasen::V,puhuma,ফুঁ দেওয়া
822,pfeifen::V,vilistama,শিস্ দেওয়া
823,schreien::V,karjuma,চিৎকার করা
824,stöhnen::V,oigama,গোঁ-গো করা
825,zittern::V,värisema,কাঁপা
826,leben::V,elama,বাঁচা
827,leben::V,elus olema,বাঁচা
828,geboren werden::V,sündima,জন্মানো
829,atmen::V,hingama,শ্বাস ফেলা
830,trinken::V,jooma,পান করা
831,essen::V,sööma,ভক্ষণ করা
832,schlucken::V,neelama,গেলা
833,müde werden::V,väsima,পরিশ্রান্ত হওয়া
834,einschlafen::V,uinuma,নিদ্রামগ্ন হওয়া
835,schlafen::V,magama,নিদ্রা যাওয়া
836,aufwachen::V,ärkama,জাগা
837,aufstehen::V,ärkama,জাগা
838,aufstehen::V,üles tõusma,জাগা
839,sich erholen::V,puhkama,আরাম করা
840,krank werden::V,haigestuma,অসুস্থ হত্তয়া
841,krank werden::V,haigeks jääma,অসুস্থ হত্তয়া
842,krank sein::V,haige olema,রূগ্ণ হত্তয়া
843,schmerzen::V,valutama,কন্কন করা
844,husten::V,köhima,কাশা
845,genesen::V,toibuma,আরোগ্য হওয়া
846,sterben::V,surema,মারা যাওয়া
847,umkommen::V,surma saama,মারা যাওয়া
848,sich bewegen::V,liikuma,চলা
849,sich rühren::V,liikuma,নড়া
850,sich erheben::V,kerkima,উদিত হওয়া
851,sich setzen::V,istet võtma,বসা
852,hinfallen::V,kukkuma,পড়া
853,hinfallen::V,maha kukkuma,পড়া
854,laufen::V,kõndima,হাঁটা
855,schreiten::V,astuma,হাঁটা
856,spazierengehen::V,jalutama,পায়চারি করা
857,eilen::V,ruttama,ত্বরাম্বিত করা
858,eilen::V,kiirustama,ত্বরাম্বিত করা
859,sich beeilen::V,ruttama,ত্বরাম্বিত করা
860,sich beeilen::V,kiirustama,ত্বরাম্বিত করা
861,sausen::V,kihutama,ধেয়ে যাওয়া
862,sausen::V,tormama,ধেয়ে যাওয়া
863,rennen::V,jooksma,চলা
864,rennen::V,kihutama,চলা
865,springen::V,hüppama,লাফানো
866,klettern::V,ronima,আরোহণ করা
867,schaukeln::V,kiikuma,দোলা
868,kriechen::V,roomama,হামাগুড়ি দেওয়া
869,schwimmen::V,ujuma,সাঁতার কাটা
870,tauchen::V,sukelduma,ডোবা
871,rudern::V,sõudma,দাঁড় টানা
872,fahren::V,sõitma,চালান
873,fliegen::V,lendama,ওড়া
874,gehen::V,käima,যাওয়া
875,gehen::V,minema,যাওয়া
876,weggehen::V,ära minema,প্রস্থান করা
877,weggehen::V,välja minema,প্রস্থান করা
878,abfahren::V,väljuma,প্রস্থান করা
879,abfahren::V,ära sõitma,প্রস্থান করা
880,anhalten::V,peatuma,থামা
881,hineingehen::V,sisenema,ঢোকা
882,hineingehen::V,sisse minema,ঢোকা
883,eintreten::V,sisenema,ঢোকা
884,eintreten::V,sisse astuma,ঢোকা
885,kommen::V,tulema,আসা
886,ankommen::V,saabuma,আসা
887,zurückkommen::V,tagasi tulema,ফিরা
888,bleiben::V,jääma,থাকা
889,warten::V,ootama,অপেক্ষা করা
890,erwarten::V,ootama,অপেক্ষা করা
891,erwarten::V,lootma,অপেক্ষা করা
892,suchen::V,otsima,খোঁজ করা
893,finden::V,leidma,পাওয়া
894,versuchen::V,püüdma,পরখ করা
895,versuchen::V,üritama,পরখ করা
896,versuchen::V,katsetama,পরখ করা
897,vorbereiten::V,valmistama,প্রস্তুত করা
898,lieben::V,armastama,ভালবাসা
899,mögen::V,sallima,পছন্দ করা
900,mögen::V,meeldima,পছন্দ করা
901,lachen::V,naerma,হাসা
902,rühren::V,liigutama,হৃদয়ম্পর্শ করা
903,rühren::V,heldima panema,হৃদয়ম্পর্শ করা
904,weinen::V,nutma,কাঁদা
905,schimpfen::V,sõimama,নালিশ করা
906,sich ärgern::V,ärrituma,রাগ হত্তয়া
907,sich ärgern::V,vihastuma,রাগ হত্তয়া
908,sich fürchten::V,kartma,ভয় করা
909,sich fürchten::V,hirmu tundma,ভয় করা
910,fürchten::V,kartma,ডরা
911,fliehen::V,põgenema,পালানো
912,flüchten::V,põgenema,পালানো
913,sehen::V,nägema,দেখা
914,anschauen::V,vaatama,দেখা
915,ansehen::V,vaatama,দেখা
916,hören::V,kuulma,শোনা
917,zuhören::V,kuulama,শোনা
918,probieren::V,proovima,পরখ করা
919,riechen::V,nuusutama,শুঁকা
920,fühlen::V,tundma,অনুভব করা
921,scheinen::V,näida,মনে হত্তয়া
922,scheinen::V,ilmuda,মনে হত্তয়া
923,zu sehen sein::V,ilmuma,দেখা দেত্তয়া
924,vernehmen::V,üle kuulama,শোনা
925,frieren::V,külmetada,শীত লাগা
926,tun::V,tegema,করা
927,können::V,võima,পারা
928,können::V,oskama,পারা
929,wollen::V,tahtma,ইচ্ছা করা
930,anfangen::V,hakkama,আরম্ভ করা
931,anfangen::V,alustama,আরম্ভ করা
932,beenden::V,lõpetama,শেষ করা
933,aufhören::V,lakkama,থামা
934,gelingen::V,õnnestuma,সিদ্ধিলাভ করা
935,geraten::V,jõudma,পরিণত হত্তয়া
936,öffnen::V,avama,খোলা
937,schließen::V,sulgema,বন্ধ করা
938,stellen::V,panema,স্থাপন করা
939,stellen::V,asetama,স্থাপন করা
940,setzen::V,panema,স্থাপন করা
941,legen::V,panema,স্থাপন করা
942,legen::V,asetama,স্থাপন করা
943,berühren::V,riivama,স্পর্শ করা
944,berühren::V,puudutama,স্পর্শ করা
945,verbinden::V,ühendama,সংযুক্ত করা
946,bedecken::V,katma,ঢাকা
947,aufhängen::V,riputama,ঝুলানো
948,anzünden::V,süütama,জ্বালান
949,aufheben::V,üles tõstma,কুড়াইয়া তোলা
950,zurücklassen::V,jätma,পরিত্যাগ করা
951,verlieren::V,kaotama,হারান
952,fallen lassen::V,maha pillama,ফেলা
953,fallen lassen::V,kukkuda laskma,ফেলা
954,machen::V,tegema,গঠন করা
955,herstellen::V,valmistama,সৃষ্টি করা
956,bauen::V,ehitama,নির্মাণ করা
957,reparieren::V,parandama,মেরামত করা
958,verbessern::V,parandama,উন্নতিলাভ করা
959,ändern::V,muutma,পরিবর্তিত করা
960,ändern::V,ümber tegema,পরিবর্তিত করা
961,graben::V,kaevama,খনন করা
962,beugen::V,painutama,নোয়া
963,biegen::V,painutama,নোয়া
964,drehen::V,keerama,ঘোরান
965,wenden::V,ümber pöörama,উলটাইয়া দেত্তয়া
966,umdrehen::V,ümber keerama,উলটানো
967,heben::V,tõstma,উত্তোলন করা
968,hochheben::V,üles tõstma,উঁচু করা
969,hochheben::V,kõrgele tõstma,উঁচু করা
970,ergreifen::V,haarama,দখল করা
971,halten::V,hoidma,ধরা
972,drücken::V,pigistama,টেপা
973,schieben::V,lükkama,ঠেলা
974,kratzen::V,kraapima,চাঁচা
975,lecken::V,lakkuma,চাটা
976,beißen::V,purema,দংশন করা
977,beißen::V,hammustama,দংশন করা
978,abreißen::V,rebima,বিচ্ছিন্ন করা
979,abreißen::V,ära rebima,বিচ্ছিন্ন করা
980,abschneiden::V,ära lõikama,বিচ্ছিন্ন করা
981,binden::V,siduma,বন্ধন করা
982,stecken::V,pistma,বিদ্ধ করা
983,brechen::V,murdma,ভাঙা
984,klopfen::V,koputama,আঘাত করা
985,hauen::V,lööma,আঘাত করা
986,kleben::V,kleepima,সাঁটা
987,reiben::V,hõõruma,ঘষা
988,streichen::V,silitama,ছড়াইয়া
989,schleifen::V,lihvima,ধার দেওয়া
990,schleifen::V,teritama,ধার দেওয়া
991,schneiden::V,lõikama,কাটা
992,rütteln::V,raputama,নাড়ান
993,schütteln::V,raputama,নড়া
994,schütteln::V,loksutama,নড়া
995,schwenken::V,vehkima,দোলা
996,schwenken::V,lehvitama,দোলা
997,schütten::V,kallama,বর্ষণ করা
998,füllen::V,täitma,পরিপূর্ণ করা
999,einwickeln::V,sisse mähkima,মুড়া
1000,tragen::V,kandma,বহন করা
1001,schleppen::V,tassima,টানা
1002,schleppen::V,lohistama,টানা
1003,ziehen::V,vedama,টানা
1004,ziehen::V,tõmbama,টানা
1005,aufbewahren::V,säilitama,রাখা
1006,aufbewahren::V,alal hoidma,রাখা
1007,werfen::V,viskama,ছুড়া
1008,fangen::V,püüdma,লোফা
1009,packen::V,kinni haarama,ধরা
1010,packen::V,kinni võtma,ধরা
1011,verstecken::V,peitma,গোপন করা
1012,teilen::V,jagama,বিভক্ত করা
1013,teilen::V,jaotama,বিভক্ত করা
1014,schicken::V,saatma,প্রেরণ করা
1015,bringen::V,viima,আনা
1016,hinzufügen::V,lisama,একত্র করা
1017,bekommen::V,saama,পাওয়া
1018,erhalten::V,saama,পাওয়া
1019,nehmen::V,võtma,নেওয়া
1020,wählen::V,valima,বাছা
1021,auswählen::V,valima,বাছা
1022,bewahren::V,hoidma,বাঁচাইয়া রাখা
1023,behindern::V,takistama,বাধা দেওয়া
1024,verderben::V,rikkuma,নষ্ট করা
1025,beschädigen::V,rikkuma,ক্ষতি করা
1026,zerbrechen::V,katki tegema,ভাঙ্গিয়া যাওয়া
1027,zerreißen::V,katki rebima,ছিঁড়া
1028,zerstören::V,purustama,বিনাশ করা
1029,verbrennen::V,põletama,দহন করা
1030,geben::V,andma,দেওয়া
1031,reichen::V,andma,দেওয়া
1032,reichen::V,ulatama,দেওয়া
1033,schenken::V,kinkima,উপহার দেত্তয়া
1034,versprechen::V,lubama,প্রতিশ্রুতি দেওয়া
1035,versprechen::V,tõotama,প্রতিশ্রুতি দেওয়া
1036,wünschen::V,soovima,আকাঙ্ক্ষা করা
1037,loben::V,kiitma,প্রশংসা করা
1038,küssen::V,suudlema,চুম্বন করা
1039,wiegen::V,hällitama,দুলানো
1040,zudecken::V,kaanetama,ঢাকা
1041,zudecken::V,kinni katma,ঢাকা
1042,wecken::V,äratama,জাগানো
1043,zeigen::V,näitama,দেখানো
1044,führen::V,juhatama,পথ দেখানো
1045,lehren::V,õpetama,শেখানো
1046,unterrichten::V,õpetama,শিক্ষা দেওয়া
1047,aufziehen::V,üles kasvatama,পালন করা
1048,leiten::V,juhtima,পরিচালনা করা
1049,antreiben::V,ergutama,চালনা করা
1050,lassen::V,laskma,অনুমতি দেওয়া
1051,einladen::V,kutsuma,নিমন্ত্রণ করা
1052,vereinigen::V,ühendama,এক করা
1053,besuchen::V,külastama,দেখিতে যাওয়া
1054,treffen::V,kohtama,সন্মুখীন হওয়া
1055,sich versammeln::V,kogunema,জড়ো হওয়া
1056,spielen::V,mängima,খেলা
1057,singen::V,laulma,গাওয়া
1058,tanzen::V,tantsima,নাচা
1059,sich trennen::V,lahku minema,পৃথক করা
1060,verlassen::V,maha jätma,পরিত্যাগ করা
1061,retten::V,päästma,উদ্ধার করা
1062,bewachen::V,valvama,পাহারা দেওয়া
1063,schützen::V,kaitsma,রক্ষা করা
1064,verteidigen::V,kaitsma,রক্ষা করা
1065,sich schlagen::V,kaklema,লড়াই করা
1066,schießen::V,tulistama,তীরবেগে ছোটা
1067,siegen::V,võitma,জেতা
1068,ärgern::V,ärritama,বিরক্ত করা
1069,ärgern::V,vihastama,বিরক্ত করা
1070,schlagen::V,lööma,আঘাত করা
1071,treten::V,sõtkuma,লাথি মারা
1072,stechen::V,pistma,দংশন করা
1073,stechen::V,torkama,দংশন করা
1074,stoßen::V,tõukama,ঠেলা
1075,stehlen::V,varastama,অপহরণ করা
1076,stören::V,segama,ঘাঁটান
1077,stören::V,häirima,ঘাঁটান
1078,belästigen::V,ahistama,বিরক্ত করা
1079,verbergen::V,peitma,গোপন করা
1080,verbergen::V,varjama,গোপন করা
1081,täuschen::V,petma,প্রবঞ্চনা করা
1082,täuschen::V,tüssama,প্রবঞ্চনা করা
1083,betrügen::V,petma,প্রতারণা করা
1084,betrügen::V,tüssama,প্রতারণা করা
1085,betrügen::V,truudust murtma,প্রতারণা করা
1086,töten::V,tapma,হত্যা করা
1087,töten::V,surmama,হত্যা করা
1088,wohnen::V,elama,বাস করা
1089,arbeiten::V,töötama,কাজ করা
1090,sammeln::V,koguma,সংগ্রহ করা
1091,sammeln::V,korjama,সংগ্রহ করা
1092,pflücken::V,noppima,চয়ন করা
1093,jagen::V,jahtima,শিকার করা
1094,fischen::V,kalastama,মাছ ধরা
1095,fischen::V,kala püüdma,মাছ ধরা
1096,fassen::V,püüdma,ধরা
1097,hüten::V,karjatama,যুথভুক্ত করা
1098,treiben::V,ajama,চালনা করা
1099,anbinden::V,kinni siduma,বন্ধন করা
1100,füttern::V,söötma,ভোজন করানো
1101,melken::V,lüpsma,দুগ্ধ দোহন করা
1102,hacken::V,raiuma,কাটা
1103,hacken::V,lõhkuma,কাটা
1104,gießen::V,kastma,বর্ষণ করা
1105,reifen::V,valmima,পাকা
1106,zubereiten::V,valmistama,রন্ধন করা
1107,kochen::V,keetma,রন্ধন করা
1108,backen::V,küpsetama,সেকা
1109,braten::V,praadima,ভাজা
1110,umrühren::V,segama,নড়ানো
1111,stricken::V,kuduma,বোনা
1112,nähen::V,õmblema,সেলাই করা
1113,färben::V,värvima,রঞ্জিত করা
1114,reinigen::V,puhastama,পরিষ্কার করা
1115,waschen::V,pesema,পরিষ্কার করা
1116,abwischen::V,puhtaks pühkima,মুছা
1117,spülen::V,uhtma,পরিষ্কার করা
1118,fegen::V,pühkima,ঝাঁট দেওয়া
1119,kehren::V,pühkima,ঝাঁট দেওয়া
1120,baden::V,suplema,অবগাহন করা
1121,baden::V,kümblema,অবগাহন করা
1122,sich waschen::V,end pesema,ধোয়া
1123,ausziehen::V,käest võtma,খুলা
1124,ausziehen::V,jalast võtma,খুলা
1125,ausziehen::V,seljast võtma,খুলা
1126,anziehen::V,jalga panema,গায়ে দেত্তয়া
1127,sich anziehen::V,riietuma,পোশাক পরা
1128,kämmen::V,kammima,আঁচড়ানো
1129,schmücken::V,kaunistama,সাজান করা
1130,sagen::V,ütlema,উচ্চারণ করা
1131,sprechen::V,rääkima,বলা
1132,sprechen::V,kõnelema,বলা
1133,reden::V,kõnelema,আলাপ করা
1134,sich unterhalten::V,vestlema,আড্ডা দেওয়া
1135,fragen::V,küsima,জিজ্ঞাসা করা
1136,bitten::V,paluma,প্রার্থনা করা
1137,erzählen::V,jutustama,বর্ণনা করা
1138,mitteilen::V,teatama,বলা
1139,mitteilen::V,teada andma,বলা
1140,nennen::V,nimetama,নাম দেওয়া
1141,rufen::V,kutsuma,আমন্ত্রণ করা
1142,prahlen::V,hooplema,বড়াই করা
1143,übersetzen::V,tõlkima,ভাষাস্তরিত করা
1144,denken::V,mõtlema,ভাবা
1145,glauben::V,uskuma,বিশ্বাস করা
1146,bemerken::V,märkama,লক্ষ্য করা
1147,erkennen::V,ära tundma,চিনিতে পারা
1148,begreifen::V,aru saama,উপলব্ধি করা
1149,verstehen::V,mõistma,উপলব্ধি করা
1150,lernen::V,õppima,শেখা
1151,wissen::V,teadma,জানা
1152,sich erinnern an::V,mäletama,মনে করা
1153,vergessen::V,unustama,বিস্মৃত হওয়া
1154,messen::V,mõõtma,মাপা
1155,zählen::V,loendama,গণনা করা
1156,rechnen::V,arvutama,হিসাব করা
1157,lesen::V,lugema,পাঠ করা
1158,malen::V,maalima,আঁকা
1159,zeichnen::V,joonistama,ছকা
1160,schreiben::V,kirjutama,লেখা
1161,besitzen::V,omama,অধিকার করা
1162,kaufen::V,ostma,ক্রয় করা
1163,verkaufen::V,müüma,বেচা
1164,bezahlen::V,tasuma,প্রদান করা
1165,zahlen::V,maksma,প্রদান করা
1166,beherrschen::V,valitsema,শাসন করা
1167,ertragen::V,taluma,বহন করা
