,Concept_ID,bn,da
733,aufgehen[Sonne]::V,উদিত হওয়া,gå op
734,aufgehen[Sonne]::V,উদিত হওয়া,stå op
735,untergehen[Sonne]::V,অস্ত যাওয়া,gå ned
736,scheinen[Sonne]::V,আলো দেওয়া,skinne
737,donnern::V,বজ্রধ্বনি করা,tordne
738,wehen::V,প্রবাহিত হওয়া,blæse
739,strömen::V,প্রবাহিত হওয়া,strømme
740,fließen::V,ছুটা,flyde
741,sich drehen::V,পাক খাওয়া,dreje sig
742,schwanken::V,দোলা,vakle
743,schwingen::V,দোলা,svinge
744,fallen::V,পড়া,falde
745,brennen::V,সেঁকা,brænde
746,rauchen::V,ধোঁয়া ছড়ান,ryge
747,regnen::V,বর্ষণ_করা,regne
748,gefrieren::V,হিমায়িত হওয়া,fryse
749,tauen::V,গলা,tø
750,schmelzen::V,গলা,smelte
751,trocknen::V,শুষ্ক করা,tørre
752,sieden::V,ফোঁড়া,koge
753,faulen::V,ক্ষয় হওয়া,rådne
754,verfaulen::V,ক্ষয় হওয়া ,rådne
755,reißen::V,ছিঁড়া,briste
756,versinken::V,ডুবা,synke
757,versinken::V,ডুবা,synke ned
758,vergehen::V,যাওয়া,forløbe
759,erscheinen::V,আসা,vise sig
760,verschwinden::V,অদৃশ্য হওয়া,forsvinde
761,sinken::V,হ্রাস হওয়া,synke
762,abnehmen::V,হ্রাস হওয়া,aftage
763,zunehmen::V,বৃদ্ধি পাওয়া,tiltage
764,steigen::V,ওঠা,stige
765,wachsen::V,বড় হওয়া,gro
766,wachsen::V,বড় হওয়া,vokse
767,glänzen::V,জ্বলা,glinse
768,funkeln::V,জ্বল্জ্বল করা,tindre
769,läuten::V,রুসুঝুসু করা,ringe
770,klingeln::V,বাজা,ringe
771,klirren::V,টুংটাং-শব্দ করা,klirre
772,brausen::V,গর্জন করা,bruse
773,rauschen::V,মর্মরধ্বনি করা,suse
774,klingen::V,শব্দ করা,lyde
775,klingen::V,শব্দ করা,klinge
776,bellen::V,ঘেউ ঘেউ করা,gø
777,heulen::V,গর্জন করা,hyle
778,blasen::V,ফুঁ দেওয়া,blæse
779,pfeifen::V,শিস্ দেওয়া,fløjte
780,schreien::V,চিৎকার করা,skrige
781,stöhnen::V,গোঁ-গো করা,stønne
782,zittern::V,কাঁপা,dirre
783,zittern::V,কাঁপা,skælve
784,leben::V,বাঁচা,leve
785,geboren werden::V,জন্মানো,fødes
786,atmen::V,শ্বাস ফেলা,ånde
787,trinken::V,পান করা,drikke
788,essen::V,ভক্ষণ করা,spise
789,schlucken::V,গেলা,synke
790,müde werden::V,পরিশ্রান্ত হওয়া,blive træt
791,einschlafen::V,নিদ্রামগ্ন হওয়া,falde i søvn
792,schlafen::V,নিদ্রা যাওয়া,sove
793,aufwachen::V,জাগা,vågne
794,aufstehen::V,জাগা,stå op
795,sich erholen::V,আরাম করা,komme sig
796,krank werden::V,অসুস্থ হত্তয়া,blive syg
797,krank sein::V,রূগ্ণ হত্তয়া,være syg
798,schmerzen::V,কন্কন করা,smerte
799,husten::V,কাশা,hoste
800,genesen::V,আরোগ্য হওয়া,komme sig
801,sterben::V,মারা যাওয়া,dø
802,umkommen::V,মারা যাওয়া,omkomme
803,sich bewegen::V,চলা,bevæge sig
804,sich rühren::V,নড়া,røre på sig
805,sich erheben::V,উদিত হওয়া,rejse sig
806,sich setzen::V,বসা,sætte sig
807,hinfallen::V,পড়া,
808,laufen::V,হাঁটা,løbe
809,schreiten::V,হাঁটা,skride
810,spazierengehen::V,পায়চারি করা,gå en tur
811,eilen::V,ত্বরাম্বিত করা,ile
812,sich beeilen::V,ত্বরাম্বিত করা,skynde sig
813,sausen::V,ধেয়ে যাওয়া,suse
814,rennen::V,চলা,løbe
815,rennen::V,চলা,rende
816,springen::V,লাফানো,hoppe
817,springen::V,লাফানো,springe
818,klettern::V,আরোহণ করা,klatre
819,schaukeln::V,দোলা,gynge
820,kriechen::V,হামাগুড়ি দেওয়া,krybe
821,schwimmen::V,সাঁতার কাটা,svømme
822,tauchen::V,ডোবা,dykke
823,rudern::V,দাঁড় টানা,ro
824,fahren::V,চালান,køre
825,fliegen::V,ওড়া,flyve
826,gehen::V,যাওয়া,gå
827,weggehen::V,প্রস্থান করা,gå bort
828,abfahren::V,প্রস্থান করা,køre bort
829,anhalten::V,থামা,standse
830,hineingehen::V,ঢোকা,gå ind
831,eintreten::V,ঢোকা,træde ind
832,kommen::V,আসা,komme
833,ankommen::V,আসা,ankomme
834,zurückkommen::V,ফিরা,komme tilbage
835,bleiben::V,থাকা,blive
836,bleiben::V,থাকা,forblive
837,warten::V,অপেক্ষা করা,vente
838,erwarten::V,অপেক্ষা করা,vente
839,erwarten::V,অপেক্ষা করা,afvente
840,suchen::V,খোঁজ করা,søge
841,finden::V,পাওয়া,finde
842,versuchen::V,পরখ করা,forsøge
843,vorbereiten::V,প্রস্তুত করা,forberede
844,lieben::V,ভালবাসা,elske
845,mögen::V,পছন্দ করা,holde af
846,mögen::V,পছন্দ করা,kunne lide
847,lachen::V,হাসা,le
848,rühren::V,হৃদয়ম্পর্শ করা,røre
849,weinen::V,কাঁদা,græde
850,schimpfen::V,নালিশ করা,skænde
851,sich ärgern::V,রাগ হত্তয়া,ærgre sig
852,sich fürchten::V,ভয় করা,være bange
853,fürchten::V,ডরা,være bange for
854,fliehen::V,পালানো,flygte
855,flüchten::V,পালানো,flygte
856,sehen::V,দেখা,se
857,anschauen::V,দেখা,se på
858,anschauen::V,দেখা,betragte
859,ansehen::V,দেখা,anse
860,hören::V,শোনা,høre
861,zuhören::V,শোনা,høre til
862,probieren::V,পরখ করা,smage
863,probieren::V,পরখ করা,smage på
864,riechen::V,শুঁকা,lugte
865,fühlen::V,অনুভব করা,føle
866,scheinen::V,মনে হত্তয়া,synes
867,zu sehen sein::V,দেখা দেত্তয়া,synes
868,vernehmen::V,শোনা,erfare
869,frieren::V,শীত লাগা,fryse
870,tun::V,করা,gøre
871,können::V,পারা,kunne
872,wollen::V,ইচ্ছা করা,ville
873,anfangen::V,আরম্ভ করা,begynde
874,beenden::V,শেষ করা,afslutte
875,aufhören::V,থামা,ophøre
876,aufhören::V,থামা,holde op
877,gelingen::V,সিদ্ধিলাভ করা,lykkes
878,geraten::V,পরিণত হত্তয়া,blive
879,öffnen::V,খোলা,åbne
880,schließen::V,বন্ধ করা,lukke
881,stellen::V,স্থাপন করা,stille
882,setzen::V,স্থাপন করা,sætte
883,legen::V,স্থাপন করা,lægge
884,berühren::V,স্পর্শ করা,berøre
885,verbinden::V,সংযুক্ত করা,forbinde
886,bedecken::V,ঢাকা,dække
887,bedecken::V,ঢাকা,bedække
888,aufhängen::V,ঝুলানো,hænge
889,aufhängen::V,ঝুলানো,hænge op
890,anzünden::V,জ্বালান,tænde
891,anzünden::V,জ্বালান,antænde
892,aufheben::V,কুড়াইয়া তোলা,løfte
893,aufheben::V,কুড়াইয়া তোলা,tage op
894,zurücklassen::V,পরিত্যাগ করা,lade tilbage
895,verlieren::V,হারান,miste
896,fallen lassen::V,ফেলা,tabe
897,fallen lassen::V,ফেলা,droppe
898,machen::V,গঠন করা,gøre
899,herstellen::V,সৃষ্টি করা,fremstille
900,bauen::V,নির্মাণ করা,bygge
901,reparieren::V,মেরামত করা,reparere
902,verbessern::V,উন্নতিলাভ করা,rette
903,verbessern::V,উন্নতিলাভ করা,forbedre
904,ändern::V,পরিবর্তিত করা,ændre
905,graben::V,খনন করা,grave
906,beugen::V,নোয়া,bøje
907,biegen::V,নোয়া,bøje
908,drehen::V,ঘোরান,dreje
909,wenden::V,উলটাইয়া দেত্তয়া,vende
910,umdrehen::V,উলটানো,dreje om
911,heben::V,উত্তোলন করা,hæve
912,hochheben::V,উঁচু করা,løfte
913,ergreifen::V,দখল করা,gribe fat i
914,halten::V,ধরা,holde
915,drücken::V,টেপা,trykke
916,schieben::V,ঠেলা,skyde
917,schieben::V,ঠেলা,skubbe
918,kratzen::V,চাঁচা,klø
919,kratzen::V,চাঁচা,kradse
920,lecken::V,চাটা,slikke
921,beißen::V,দংশন করা,bide
922,abreißen::V,বিচ্ছিন্ন করা,rive af
923,abschneiden::V,বিচ্ছিন্ন করা,skære af
924,binden::V,বন্ধন করা,binde
925,stecken::V,বিদ্ধ করা,stikke
926,brechen::V,ভাঙা,brække
927,klopfen::V,আঘাত করা,banke
928,hauen::V,আঘাত করা,hugge
929,kleben::V,সাঁটা,klistre
930,reiben::V,ঘষা,gnide
931,streichen::V,ছড়াইয়া,smøre
932,schleifen::V,ধার দেওয়া,slibe
933,schneiden::V,কাটা,skære
934,schneiden::V,কাটা,klippe
935,rütteln::V,নাড়ান,ruske
936,schütteln::V,নড়া,ryste
937,schwenken::V,দোলা,svinge
938,schütten::V,বর্ষণ করা,hælde
939,füllen::V,পরিপূর্ণ করা,fylde
940,einwickeln::V,মুড়া,pakke ind
941,tragen::V,বহন করা,bære
942,schleppen::V,টানা,slæbe
943,ziehen::V,টানা,trække
944,aufbewahren::V,রাখা,opbevare
945,werfen::V,ছুড়া,kaste
946,fangen::V,লোফা,fange
947,packen::V,ধরা,gribe
948,verstecken::V,গোপন করা,gemme
949,teilen::V,বিভক্ত করা,dele
950,schicken::V,প্রেরণ করা,sende
951,bringen::V,আনা,bringe
952,hinzufügen::V,একত্র করা,tilføje
953,bekommen::V,পাওয়া,få
954,erhalten::V,পাওয়া,få
955,nehmen::V,নেওয়া,tage
956,wählen::V,বাছা,vælge
957,auswählen::V,বাছা,udvælge
958,bewahren::V,বাঁচাইয়া রাখা,bevare
959,behindern::V,বাধা দেওয়া,hindre
960,behindern::V,বাধা দেওয়া,forhindre
961,verderben::V,নষ্ট করা,ødelægge
962,beschädigen::V,ক্ষতি করা,beskadige
963,zerbrechen::V,ভাঙ্গিয়া যাওয়া,brække itu
964,zerreißen::V,ছিঁড়া,rive itu
965,zerstören::V,বিনাশ করা,ødelægge
966,verbrennen::V,দহন করা,brænde
967,geben::V,দেওয়া,give
968,reichen::V,দেওয়া,række
969,schenken::V,উপহার দেত্তয়া,forære
970,versprechen::V,প্রতিশ্রুতি দেওয়া,love
971,wünschen::V,আকাঙ্ক্ষা করা,ønske
972,loben::V,প্রশংসা করা,rose
973,küssen::V,চুম্বন করা,kysse
974,wiegen::V,দুলানো,vugge
975,zudecken::V,ঢাকা,dække til
976,wecken::V,জাগানো,vække
977,zeigen::V,দেখানো,vise
978,führen::V,পথ দেখানো,føre
979,lehren::V,শেখানো,lære
980,unterrichten::V,শিক্ষা দেওয়া,undervise
981,aufziehen::V,পালন করা,opdrage
982,leiten::V,পরিচালনা করা,lede
983,antreiben::V,চালনা করা,skynde på
984,lassen::V,অনুমতি দেওয়া,få til at
985,einladen::V,নিমন্ত্রণ করা,indbyde
986,einladen::V,নিমন্ত্রণ করা,invitere
987,vereinigen::V,এক করা,forene
988,besuchen::V,দেখিতে যাওয়া,besøge
989,treffen::V,সন্মুখীন হওয়া,møde
990,sich versammeln::V,জড়ো হওয়া,forsamles
991,spielen::V,খেলা,lege
992,spielen::V,খেলা,spille
993,singen::V,গাওয়া,synge
994,tanzen::V,নাচা,danse
995,sich trennen::V,পৃথক করা,skilles
996,verlassen::V,পরিত্যাগ করা,forlade
997,retten::V,উদ্ধার করা,redde
998,bewachen::V,পাহারা দেওয়া,bevogte
999,schützen::V,রক্ষা করা,skærme
1000,schützen::V,রক্ষা করা,beskytte
1001,verteidigen::V,রক্ষা করা,forsvare
1002,sich schlagen::V,লড়াই করা,slås
1003,schießen::V,তীরবেগে ছোটা,skyde
1004,siegen::V,জেতা,sejre
1005,ärgern::V,বিরক্ত করা,ærgre
1006,schlagen::V,আঘাত করা,slå
1007,treten::V,লাথি মারা,sparke
1008,stechen::V,দংশন করা,stikke
1009,stoßen::V,ঠেলা,støde
1010,stehlen::V,অপহরণ করা,stjæle
1011,stören::V,ঘাঁটান,forstyrre
1012,belästigen::V,বিরক্ত করা,genere
1013,belästigen::V,বিরক্ত করা,ulejlige
1014,verbergen::V,গোপন করা,skjule
1015,täuschen::V,প্রবঞ্চনা করা,villede
1016,betrügen::V,প্রতারণা করা,bedrage
1017,töten::V,হত্যা করা,dræbe
1018,wohnen::V,বাস করা,bo
1019,arbeiten::V,কাজ করা,arbejde
1020,sammeln::V,সংগ্রহ করা,samle
1021,pflücken::V,চয়ন করা,plukke
1022,jagen::V,শিকার করা,jage
1023,fischen::V,মাছ ধরা,fiske
1024,fassen::V,ধরা,fange
1025,hüten::V,যুথভুক্ত করা,vogte
1026,treiben::V,চালনা করা,drive
1027,anbinden::V,বন্ধন করা,binde fast
1028,füttern::V,ভোজন করানো,fodre
1029,melken::V,দুগ্ধ দোহন করা,malke
1030,hacken::V,কাটা,hakke
1031,gießen::V,বর্ষণ করা,hælde
1032,reifen::V,পাকা,modne
1033,zubereiten::V,রন্ধন করা,tilberede
1034,kochen::V,রন্ধন করা,koge
1035,backen::V,সেকা,bage
1036,braten::V,ভাজা,stege
1037,umrühren::V,নড়ানো,røre om
1038,stricken::V,বোনা,strikke
1039,nähen::V,সেলাই করা,sy
1040,färben::V,রঞ্জিত করা,farve
1041,reinigen::V,পরিষ্কার করা,rense
1042,reinigen::V,পরিষ্কার করা,gøre ren
1043,waschen::V,পরিষ্কার করা,vaske
1044,abwischen::V,মুছা,tørre af
1045,spülen::V,পরিষ্কার করা,skylle
1046,fegen::V,ঝাঁট দেওয়া,feje
1047,kehren::V,ঝাঁট দেওয়া,feje
1048,baden::V,অবগাহন করা,bade
1049,sich waschen::V,ধোয়া,vaske sig
1050,ausziehen::V,খুলা,tage af
1051,anziehen::V,গায়ে দেত্তয়া,tage på
1052,sich anziehen::V,পোশাক পরা,klæde sig på
1053,kämmen::V,আঁচড়ানো,rede
1054,kämmen::V,আঁচড়ানো,frisere
1055,schmücken::V,সাজান করা,pynte
1056,schmücken::V,সাজান করা,smykke
1057,sagen::V,উচ্চারণ করা,sige
1058,sprechen::V,বলা,snakke
1059,reden::V,আলাপ করা,tale
1060,reden::V,আলাপ করা,snakke
1061,sich unterhalten::V,আড্ডা দেওয়া,snakke sammen
1062,fragen::V,জিজ্ঞাসা করা,spørge
1063,bitten::V,প্রার্থনা করা,bede
1064,erzählen::V,বর্ণনা করা,berette
1065,erzählen::V,বর্ণনা করা,fortælle
1066,mitteilen::V,বলা,meddele
1067,nennen::V,নাম দেওয়া,nævne
1068,rufen::V,আমন্ত্রণ করা,råbe
1069,prahlen::V,বড়াই করা,prale
1070,übersetzen::V,ভাষাস্তরিত করা,oversætte
1071,denken::V,ভাবা,tænke
1072,glauben::V,বিশ্বাস করা,tro
1073,bemerken::V,লক্ষ্য করা,bemærke
1074,bemerken::V,লক্ষ্য করা,lægge mærke til
1075,erkennen::V,চিনিতে পারা,genkende
1076,begreifen::V,উপলব্ধি করা,begribe
1077,verstehen::V,উপলব্ধি করা,forstå
1078,lernen::V,শেখা,lære
1079,wissen::V,জানা,vide
1080,sich erinnern an::V,মনে করা,mindes
1081,sich erinnern an::V,মনে করা,huske på
1082,vergessen::V,বিস্মৃত হওয়া,glemme
1083,messen::V,মাপা,måle
1084,zählen::V,গণনা করা,tælle
1085,rechnen::V,হিসাব করা,regne
1086,lesen::V,পাঠ করা,læse
1087,malen::V,আঁকা,male
1088,zeichnen::V,ছকা,tegne
1089,schreiben::V,লেখা,skrive
1090,besitzen::V,অধিকার করা,eje
1091,besitzen::V,অধিকার করা,besidde
1092,kaufen::V,ক্রয় করা,købe
1093,verkaufen::V,বেচা,sælge
1094,bezahlen::V,প্রদান করা,betale
1095,zahlen::V,প্রদান করা,betale
1096,beherrschen::V,শাসন করা,beherske
1097,ertragen::V,বহন করা,tåle
1098,ertragen::V,বহন করা,udholde
1099,lärmen::V,,larme
