,Concept_ID,br,hy
750,ihr::PRN,c'hwi,դուք
751,sie::PRN,int,նրանք
752,was::FPRN,petra,ինչ
753,wer::FPRN,piv,ով
754,wo::FADV,pelec'h,ուր
755,wo::FADV,pelec'h,որտեղ
756,wohin::FADV,da belec'h,դեպի ուր
757,wie::FADV,penaos,ինչպես
758,warum::FADV,perak,ինչու
759,wieviel::FNUM,pet,որչափ
760,eins::NUM,unan,մեկ
761,zwei::NUM,daou,երկու
762,drei::NUM,tri,երեք
763,vier::NUM,pevar,չորս
764,fünf::NUM,pemp,հինգ
765,sechs::NUM,c'hwec'h,վեց
766,sieben::NUM,seizh,յոթ
767,acht::NUM,eizh,ութ
768,neun::NUM,nav,ինը
769,zehn::NUM,dek,տասը
770,elf::NUM,unnek,տասնմեկ
771,zwölf::NUM,daouzek,տասներկու
772,zwanzig::NUM,ugent,քսան
773,dreißig::NUM,tregont,երեսուն
774,vierzig::NUM,daou-ugent,քառասուն
775,fünfzig::NUM,hanter-kant,հիսուն
776,sechzig::NUM,tri-ugent,վաթսուն
777,siebzig::NUM,dek ha tri-ugent,յոթանասուն
778,achtzig::NUM,pevar-ugent,ութսուն
779,neunzig::NUM,dek ha pevar-ugent,իննսուն
780,hundert::NUM,kant,հարյուր
781,tausend::NUM,mil,հազար
782,und::CNJ,ha,ու
783,oder::CNJ,pe,կամ
784,stehen::V,bezañ a-sav,կանգնել
785,sitzen::V,azezañ,նստել
786,sitzen::V,bezañ en e goazez,նստել
787,liegen::V,bezañ en e c'hourvez,ստել
788,hängen::V,krougañ,կախվել
789,werden::V,dazonet,դառնալ
790,passieren::V,c'hoarvezout,պատահել
791,beginnen::V,stagañ,սկսվել
792,enden::V,achuiñ,վերջանալ
793,wechseln::V,cheñch,փոխվել
794,aufgehen[Sonne]::V,dirouzañ,բարձրանալ
795,aufgehen[Sonne]::V,dirouzañ,ելնել 
796,scheinen[Sonne]::V,lugernañ,շողալ
797,scheinen[Sonne]::V,lugernañ,փայլել
798,donnern::V,taranal,որոտալ
799,wehen::V,c'hwezhañ,փչել
800,strömen::V,deredek,հոսել
801,fließen::V,redek,հոսել
802,sich drehen::V,troiñ,պտտվել
803,schwanken::V,trantellat,տատանվել
804,schwingen::V,froumal,ճոճվել
805,fallen::V,kouezhañ,ընկնել
806,brennen::V,deviñ,այրվել
807,rauchen::V,divogedañ,ծխել
808,regnen::V,glavañ,անձրեւ գալ
809,gefrieren::V,reviñ,սառչել
810,tauen::V,diskornañ,լկիլ
811,schmelzen::V,teuziñ,հալիլ
812,trocknen::V,sec'hañ,չորանալ
813,sieden::V,berviñ,եռալ
814,faulen::V,breinañ,փտել
815,verfaulen::V,breinañ,նեխել
816,reißen::V,darnaouiñ,պատռվել
817,reißen::V,darnaouiñ,ճղվել
818,versinken::V,sodellañ,սուզվել
819,vergehen::V,tremen,անցնել 
820,erscheinen::V,donet war-wel,հայտնվել
821,erscheinen::V,donet war-wel,երեւալ
822,verschwinden::V,monet diwar wel,անհետանալ
823,sinken::V,en em izelat,ընկնել
824,abnehmen::V,nebeutaat,փոքրանալ
825,zunehmen::V,kreskiñ,մեծանալ
826,steigen::V,sevel,բարձրանալ
827,wachsen::V,kreskiñ,աճել
828,glänzen::V,lugernañ,նշուլել
829,glänzen::V,lugernañ,փայլիլ
830,funkeln::V,elieniñ,փայլատակել
831,lärmen::V,rabotat,աղմուկ հանել
832,klirren::V,diridignat,զնգզնգալ
833,klirren::V,sterlinkañ,զնգզնգալ
834,brausen::V,gwegal,մոլեգնել
835,rauschen::V,trouzal,սոսափել
836,klingen::V,seniñ,հնչել
837,bellen::V,harzhal,հաչել
838,heulen::V,yudal,ոռնալ 
839,blasen::V,c'hwezhañ,փչել 
840,pfeifen::V,c'hwitellat,սուլել
841,schreien::V,huchal,գոռալ 
842,stöhnen::V,hirvoudiñ,տնքալ
843,zittern::V,krenañ,դողալ
844,leben::V,bevañ,ապրել
845,geboren werden::V,genel,ծնվել
846,atmen::V,tennañ e anal,շնչել
847,trinken::V,evañ,խմել
848,essen::V,debriñ,ուտել
849,schlucken::V,lonkañ,կլանել
850,schlucken::V,lonkañ,կուլ տալ
851,müde werden::V,skuizhañ,հոգնել
852,einschlafen::V,menel kousket,քուն մտնել
853,schlafen::V,kousket,քնել
854,aufwachen::V,dihuniñ,արթննալ
855,aufstehen::V,sevel,ելլել
856,sich erholen::V,diskuizhañ,հանգստանալ
857,krank werden::V,klañviñ,հիւանդանալ
858,krank sein::V,bezañ klañv,հիվանդ լինել
859,schmerzen::V,skourjezañ,ցավել
860,husten::V,pasaat,հազալ
861,husten::V,peudal,հազալ
862,genesen::V,pareañ,ապաքինվել
863,sterben::V,mervel,մեռնել
864,sterben::V,mervel,վախճանվել
865,umkommen::V,perisañ,կործանվել
866,sich bewegen::V,bouljal,ընթանալ
867,sich rühren::V,fiñval,շարժվել
868,sich erheben::V,sevel,կանգնել
869,sich erheben::V,sevel,վեր կենալ
870,sich setzen::V,azezañ,նստել
871,sich setzen::V,mont en e goazez,նստել
872,hinfallen::V,kouezhañ,ընկնել
873,laufen::V,redek,քայլել
874,schreiten::V,kerzhet,ճեմել
875,spazierengehen::V,pourmen,շրջագայել
876,eilen::V,hastañ,շտապել
877,sich beeilen::V,hastañ,շտապել 
878,sausen::V,karzhañ,սլանալ
879,rennen::V,redek,վազել
880,springen::V,lammat,ցատկել
881,klettern::V,krimpat,մագլցել
882,schaukeln::V,brañsellat,ճոճվել
883,schaukeln::V,brañsellat,օրորվել
884,kriechen::V,skrampañ,սողալ
885,schwimmen::V,neuial,լողալ
886,tauchen::V,splujañ,սուզվել
887,rudern::V,roeñvat,թիավարել
888,fahren::V,kas,ընթանալ
889,fahren::V,bleniañ,ընթանալ
890,fliegen::V,nijal,թռչել
891,gehen::V,mont,գնալ
892,weggehen::V,mont kuit,հեռանալ
893,abfahren::V,mont kuit,ճանապարհվել
894,anhalten::V,chom a-sav,կանգնել
895,hineingehen::V,monet e-barzh,մտնել
896,eintreten::V,monet e-barzh,մտնել
897,kommen::V,dont,գալ
898,ankommen::V,erruout,ժամանել
899,zurückkommen::V,addonet,վերադառնալ
900,bleiben::V,chom,մնալ
901,warten::V,gortoz,սպասել
902,erwarten::V,gortoz,սպասել
903,suchen::V,klask,որոնել
904,finden::V,kavout,գտնել
905,versuchen::V,klask,փորձել
906,vorbereiten::V,aozañ,պատրաստել
907,lieben::V,karout,սիրել
908,mögen::V,karout,հավանել
909,mögen::V,karout,սիրել
910,lachen::V,c'hoarzin,ծիծաղել
911,rühren::V,tenerañ,հուզել
912,weinen::V,gouelañ,լալ
913,schimpfen::V,krozal,տրտնջալ
914,schimpfen::V,krozal,քրթմնջել
915,sich ärgern::V,fachañ,զայրանալ
916,sich ärgern::V,en em fachañ,զայրանալ
917,fliehen::V,tec'het,փախչել
918,flüchten::V,tuzañ,փախչել
919,sehen::V,gwelet,տեսնել
920,anschauen::V,sellout ouzh,դիտել
921,ansehen::V,sellout ouzh,նայել
922,hören::V,klevet,լսել
923,zuhören::V,selaou,ունկնդրել
924,probieren::V,blasa,համը տեսել
925,riechen::V,klevet,հոտ առնել
926,fühlen::V,santout,զգալ
927,scheinen::V,diskouez bezañ,երեւալ
928,zu sehen sein::V,bezañ gwelus,երեւալ
929,vernehmen::V,merzhañ,իմանալ 
930,frieren::V,anoued,մրսել
931,tun::V,ober,անել
932,können::V,gouzout,կարողանալ
933,wollen::V,fellout da,ուզել
934,wollen::V,fellout da,ցանկանալ
935,wollen::V,kaout c'hoant da,ուզել
936,wollen::V,kaout c'hoant da,ցանկանալ
937,anfangen::V,kregiñ,սկսել
938,beenden::V,achuiñ,վերջացնել
939,aufhören::V,paouez,դադարել
940,öffnen::V,digeriñ,բաց անել
941,schließen::V,serriñ,փակել 
942,stellen::V,lakaat,դնել
943,setzen::V,lakaat,նստեցնել
944,legen::V,lakaat,դնել
945,berühren::V,touch,դիպչել
946,berühren::V,touch,շոշափել
947,verbinden::V,eren,շաղկապել
948,bedecken::V,goloiñ,ծածկել
949,aufhängen::V,istribilhañ,կախել
950,anzünden::V,alumiñ,վառել
951,anzünden::V,c'hwezzañ,վառել
952,aufheben::V,dastum,վերցնել
953,zurücklassen::V,lezel,թողնել
954,verlieren::V,koll,կորցնել
955,fallen lassen::V,laoskel,գցել
956,fallen lassen::V,lezel da gouezhel,գցել
957,machen::V,ober,անել
958,herstellen::V,fardañ,արտադրել
959,bauen::V,sevel,կառուցել
960,reparieren::V,adaozañ,նորոգել
961,verbessern::V,gwellaat,բարելավել
962,ändern::V,cheñch,փոխել
963,graben::V,kleuzañ,փորել
964,beugen::V,plegañ,ծռել
965,biegen::V,krommañ,թեքել
966,drehen::V,treiñ,ոլորել
967,wenden::V,treiñ,պտտել
968,umdrehen::V,treiñ,շրջել
969,heben::V,sevel,բարձրացնել
970,hochheben::V,sevel,բարձրացնել
971,ergreifen::V,kemer,վարակվել
972,halten::V,dalc'hen,բռնել
973,drücken::V,bountañ,ճնշել
974,schieben::V,poulzañ,հրել
975,kratzen::V,skrabat,քերել
976,lecken::V,lipat,լիզել
977,beißen::V,kregiñ,կծել
978,abreißen::V,diframmañ,պոկել
979,abschneiden::V,troc'hañ,կտրել 
980,binden::V,stagañ,կապել
981,stecken::V,sankañ,խրել
982,brechen::V,darnaouiñ,կոտրել 
983,klopfen::V,skoiñ,թակել
984,hauen::V,dornañ,ծեծել
985,kleben::V,pegañ,կպցնել
986,reiben::V,taravat,շփել
987,reiben::V,trekiñ,շփել
988,streichen::V,toazañ,վրան քսել
989,schleifen::V,lemmañ,սրել 
990,schneiden::V,troc'hañ,կտրել
991,rütteln::V,tordorosañ,ցնցել
992,schütteln::V,hejañ,թափահարել
993,schütten::V,diskargañ,լցնել
994,füllen::V,kargañ,լիքը լցնել
995,einwickeln::V,gronnañ,փաթաթել
996,tragen::V,dougen,կրել
997,tragen::V,dougen,տանել
998,schleppen::V,stlejal,քաշել
999,ziehen::V,sachañ,ձգել
1000,ziehen::V,sachañ,քաշել
1001,aufbewahren::V,miret,պահել 
1002,werfen::V,teuler,նետել
1003,fangen::V,tapañ,
1004,packen::V,krapat,հափշտակել
1005,verstecken::V,kuzhat,ծածկել
1006,teilen::V,rannañ,բաժանել
1007,schicken::V,kas,ուղարկել
1008,bringen::V,degas,բերել
1009,hinzufügen::V,lakat ouzhpenn,ավելացնել
1010,bekommen::V,kaout,հայթայթել
1011,erhalten::V,kaout,ստանալ
1012,nehmen::V,kemer,վերցնել
1013,wählen::V,choaz,ընտրել
1014,auswählen::V,dibab,գերադասել
1015,bewahren::V,mirout,պահպանել
1016,behindern::V,diaezañ,խոչընդոտել
1017,verderben::V,lovrañ,փչացնել
1018,beschädigen::V,gwallegañ,վնասել
1019,zerbrechen::V,torriñ,ջարդել
1020,zerbrechen::V,torriñ,կոտրել
1021,zerreißen::V,diroegiñ,պատռել
1022,zerstören::V,distrujañ,քանդել
1023,verbrennen::V,deviñ,այրել
1024,geben::V,reiñ,տալ
1025,schenken::V,donezonañ,նվիրել
1026,versprechen::V,prometiñ,խոստանալ
1027,wünschen::V,hetiñ,մաղթել
1028,loben::V,feurmiñ,գովել
1029,küssen::V,pokat,համբուրել
1030,wiegen::V,pouezañ,օրորել
1031,zudecken::V,goloiñ,վրան գցել
1032,wecken::V,dihuniñ,զարթնեցնել
1033,zeigen::V,diskouez,ցույց տալ
1034,führen::V,kas,ուղեկցել
1035,lehren::V,deskiñ,սովորեցնել
1036,unterrichten::V,kelenn,ավանդել
1037,leiten::V,bleinañ,ղեկավարել
1038,leiten::V,bleinañ,կառավարել
1039,antreiben::V,poulzañ,շտապեցնել
1040,lassen::V,leuskel,ստիպել
1041,einladen::V,pediñ,հրավիրել
1042,vereinigen::V,unisañ,միացնել
1043,besuchen::V,gweladenniñ,այցելել
1044,treffen::V,kejal,հանդիպել
1045,treffen::V,ankontrañ,հանդիպել
1046,sich versammeln::V,bodennañ,հավաքվել
1047,spielen::V,c'hoari,խաղալ
1048,singen::V,kanañ,երգել
1049,tanzen::V,dañsal,պարել
1050,sich trennen::V,dispartiañ,ցրվել
1051,verlassen::V,lezel,լքել
1052,retten::V,saveteiñ,փրկել
1053,bewachen::V,mesa,պահել
1054,schützen::V,diwall,պաշտպանել
1055,verteidigen::V,difenn,պաշտպանել
1056,sich schlagen::V,lopañ,կռվել
1057,siegen::V,trec'hiñ,հաղթել
1058,ärgern::V,hegasiñ,ձանձրացնել
1059,schlagen::V,skeiñ,խփել
1060,treten::V,botaouiñ,քացի տալ
1061,stechen::V,pikat,խայթել
1062,stoßen::V,stokañ,մղել
1063,stehlen::V,laerezh,գողանալ
1064,stören::V,direnkañ,խանգարել
1065,belästigen::V,dregasiñ,անհանգստացնել
1066,verbergen::V,skoachañ,թաքցնել
1067,täuschen::V,tromplañ,խաբել
1068,betrügen::V,lorbañ,խաբել
1069,töten::V,lazhañ,սպանել 
1070,wohnen::V,bezañ o chom,բնակվել
1071,arbeiten::V,labourat,աշխատել
1072,sammeln::V,dastum,հավաքել
1073,pflücken::V,kuntuilhañ,քաղել
1074,jagen::V,chaseal,որս անել
1075,fischen::V,pesketa,ձուկ բռնել
1076,fassen::V,pakañ,բռնել
1077,hüten::V,geota,արածեցնել
1078,anbinden::V,stagañ,չուանել
1079,füttern::V,boueta,կերակրել
1080,melken::V,goro,կթել
1081,hacken::V,difrakal,կոտորել
1082,gießen::V,dourañ,ջրել
1083,reifen::V,azviñ,հասունանալ 
1084,zubereiten::V,keginañ,պատրաստել
1085,kochen::V,poazhañ,եփել
1086,backen::V,fritañ,թխել
1087,braten::V,rostañ,տապակել
1088,stricken::V,stammañ,գործել
1089,nähen::V,gwriat,կարել
1090,färben::V,livañ,ներկել
1091,reinigen::V,naetañ,մաքրել
1092,waschen::V,gwalc'hiñ,լվանալ
1093,abwischen::V,torchañ,սրբել
1094,spülen::V,disgwalc'hiñ,ողողել
1095,spülen::V,disgwalc'hiñ,պարզաջրել
1096,fegen::V,skubañ,ավլել
1097,kehren::V,skubañ,ավլել
1098,baden::V,kouronkañ,լողանալ
1099,sich waschen::V,en em walc'hiñ,լվացվել
1100,sich anziehen::V,gwiskañ,հագնվել
1101,kämmen::V,kribat,սանրել
1102,schmücken::V,kinklañ,զարդարել
1103,sagen::V,larêt,ասել
1104,sagen::V,lavaret,ասել
1105,sprechen::V,komz,խոսել
1106,reden::V,kaozeal,զրուցել
1107,sich unterhalten::V,balbotal,խոսակցել
1108,fragen::V,goulenn,հարցնել
1109,bitten::V,goulenn,խնդրել
1110,erzählen::V,kontañ,պատմել
1111,mitteilen::V,kemenn,հաղորդել
1112,nennen::V,anviñ,անվանել
1113,rufen::V,gelver,կանչել
1114,prahlen::V,fougeal,պարծենալ
1115,übersetzen::V,treiñ,թարգմանել
1116,denken::V,soñjal,մտածել
1117,glauben::V,krediñ,հավատալ
1118,bemerken::V,apresevañ,նկատել
1119,erkennen::V,anavout,ճանաչել
1120,begreifen::V,meizañ,հասկանալ
1121,verstehen::V,kompren,ըմբռնել
1122,lernen::V,deskiñ,սովորել
1123,wissen::V,gouzout,իմանալ
1124,sich erinnern an::V,kaout soñj e,հիշել
1125,sich erinnern an::V,kaout soñj e,մտաբերել
1126,vergessen::V,ankouaat,մոռանալ
1127,messen::V,muzuliañ,չափել
1128,zählen::V,kontañ,թվել
1129,zählen::V,kontañ,հաշվել
1130,rechnen::V,jedañ,հաշվել
1131,rechnen::V,jedañ,հաշվարկել
1132,lesen::V,lenn,կարդալ
1133,malen::V,livañ,նկարել
1134,zeichnen::V,tresañ,գծել
1135,schreiben::V,skrivañ,գրել
1136,besitzen::V,kaout,ունենալ
1137,besitzen::V,kaout,տեր լինել
1138,kaufen::V,prenañ,գնել
1139,verkaufen::V,gwerzhañ,վաճառել
1140,bezahlen::V,paeañ,վճարել
1141,zahlen::V,paeañ,վճարել
1142,beherrschen::V,mestroniañ,ղեկավարել
1143,ertragen::V,anduriñ,դիմանալ
1144,Grube::N,,փոս
1145,Spur::N,,հետք
1146,Lehm::N,,կավ
1147,Laut::N,,հնչյուն
1148,Laut::N,,ձայն
1149,Winkel::N,,անկյուն
1150,Lagerfeuer::N,,բացօդեայ կրակ
1151,vergebens::ADV,,իզուր
1152,untergehen[Sonne]::V,,մտնել
1153,läuten::V,,զնգալ
1154,klingeln::V,,զնգալ
1155,sich fürchten::V,,վախնալ
1156,fürchten::V,,վախենալ
1157,gelingen::V,,հաջողվել
1158,gelingen::V,,գլուխ գալ
1159,geraten::V,,ստացվել
1160,schwenken::V,,ճոճել
1161,reichen::V,,հանձնել
1162,aufziehen::V,,դաստիարակել
1163,schießen::V,,կրակել
1164,treiben::V,,հովուել
1165,umrühren::V,,խառնել
1166,ausziehen::V,,հանել
1167,anziehen::V,,հագնել
