,Concept_ID,es,kn
575,scharf::A,afilado,ತೀಕ್ಷ್ಣ
576,stumpf::A,sin filo,ಮೊಂಡು
577,schwer::A,pesado,ಭಾರಿ
578,schön::A,bello,ಸುಂದರ
579,schön::A,hermoso,ಸುಂದರ
580,heiß::A,caluroso,ಬಿಸಿ
581,warm::A,cálido,ಬಿಸಿ
582,warm::A,caliente,ಬಿಸಿ
583,kalt::A,frío,ತಣ್ಣನೆಯ
584,kühl::A,fresco,ತಂಪಾದ
585,frisch::A,fresco,ನಿರ್ಮಲ
586,feucht::A,húmedo,ಒದ್ದೆಯಾದ
587,nass::A,mojado,ಒದ್ದೆಯಾದ
588,trocken::A,seco,ಶುಷ್ಕ
589,voll::A,lleno,ತುಂಬಿದ
590,leer::A,vacío,ಖಾಲಿ
591,offen::A,abierto,ಮುಚ್ಚಲ್ಲದ
592,geschlossen::A,cerrado,ಮುಚ್ಚಿದ
593,sauber::A,limpio,ಶುದ್ಧ
594,schmutzig::A,sucio,ಅಶುದ್ಧ
595,roh::A,crudo,ಹಸಿ
596,reif::A,maduro,ಹಣ್ಣಾದ
597,lecker::A,rico,ಗುಚಿಕರ
598,lecker::A,sabroso,ಗುಚಿಕರ
599,süß::A,dulce,ಸಿಹಿ
600,bitter::A,amargo,ಕಹಿ
601,sauer::A,agrio,ಹುಳಿಯಾದ
602,hell::A,claro,ಹೊಳೆಯುವ
603,dunkel::A,oscuro,ಮಬ್ಬಾದ
604,schwarz::A,negro,ಕಪ್ಪು
605,weiß::A,blanco,ಬಿಳಿಯ
606,rot::A,rojo,ಕೆಂಪು
607,gelb::A,amarillo,ಹಳದಯ
608,blau::A,azul,ನೀಲ
609,grün::A,verde,ಕಾಯಾದ
610,grau::A,gris,ಬೂದುಬಣ್ಣದ
611,bunt::A,multicolor,ವರ್ಣರಂಜಿತ
612,billig::A,barato,ಅಗ್ಗ
613,teuer::A,caro,ದುಬಾರಿಯಾದ
614,wertvoll::A,valioso,ಅಮೂಲ್ಯ
615,wertvoll::A,precioso,ಅಮೂಲ್ಯ
616,blind::A,ciego,ಅಂಧ
617,taub::A,sordo,ಕಿವುಡಾದ
618,kräftig::A,fuerte,ಪ್ರಬಲ
619,stark::A,fuerte,ಶಕ್ತಿವಂತ
620,stark::A,vigoroso,ಶಕ್ತಿವಂತ
621,schwach::A,débil,ದುರ್ಬಲ
622,fett::A,obeso,ಕೊಬ್ಬಿದ
623,schlank::A,esbelto,ತೆಳ್ಳಗಿನ
624,hübsch::A,mono,ಅಂದವಾದ
625,hübsch::A,guapo,ಅಂದವಾದ
626,böse::A,malo,ಕೆಟ್ಟ
627,dumm::A,tonto,ಮಂದ
628,dumm::A,estúpido,ಮಂದ
629,faul::A,vago,ಆಲಸ
630,faul::A,perezoso,ಆಲಸ
631,fleißig::A,aplicado,ಕಡಗುವ
632,fleißig::A,diligente,ಕಡಗುವ
633,geizig::A,avaro,ಜುಗ್ಗ
634,klug::A,sensato,ಚತುರ
635,klug::A,inteligente,ಚತುರ
636,geschickt::A,hábil,ದಕ್ಷ
637,lieb::A,querido,ಪ್ರಿಯ
638,lustig::A,alegre,ಖುಷಿಯಾದ
639,sanft::A,suave,ಸೌಮ್ಯ
640,hungrig::A,hambriento,ಹಸಿದ
641,krank::A,enfermo,ಅಸ್ವಸ್ಥ
642,nackt::A,desnudo,ನಗ್ನ
643,traurig::A,triste,ದುಃಖಿತ
644,lebendig::A,vivo,ಜೀವಂತ
645,lebendig::A,viviente,ಜೀವಂತ
646,gut::A,bueno,ಒಳ್ಳೆಯ
647,schlecht::A,malo,ದುಷ್ಟ
648,richtig::A,justo,ಸರಿ
649,richtig::A,correcto,ಸರಿ
650,schlimm::A,malo,ಅಸಹ್ಯ
651,schlimm::A,grave,ಅಸಹ್ಯ
652,wahr::A,verídico,ನಿಜ
653,wahr::A,verdadero,ನಿಜ
654,alt::A,viejo,ಮುದಿ
655,neu::A,nuevo,ಹೊಸ
656,ehemalig::A,antiguo,ಮಾಜೀ
657,alt[Lebewesen]::A,viejo,ವೃದ್ಧ
658,jung::A,joven,ಎಳ
659,arm::A,pobre,ಬಡ
660,reich::A,rico,ಶ್ರೀಮಂತ
661,bekannt::A,conocido,ಅಪ್ತ
662,berühmt::A,famoso,ಪ್ರಸಿದ್ಧ
663,berühmt::A,célebre,ಪ್ರಸಿದ್ಧ
664,fremd::A,extraño,ಪರಕೀಯ
665,verschieden::A,diverso,ಬೇರೆ
666,verschieden::A,distinto,ಬೇರೆ
667,verschieden::A,diferente,ಬೇರೆ
668,nah::A,cercano,ಹತ್ತಿರವಾದ
669,fern::A,lejano,ದೂರದ
670,linker::A,izquierdo,ಎಡ
671,rechter::A,derecho,ಬಲ
672,anderer::A,otro,ಇತರ
673,erster::A,primero,ಪ್ರಥಮ
674,zweiter::A,segundo,ದ್ವಿತೀಯ
675,dritter::A,tercero,ಮೂರನೆಯಜಗತ್ತು
676,letzter::A,último,ಅಂತ್ಯ
677,allein::ADV,a solo,ಒಬ್ಬನೇ
678,auf einmal::ADV,de una vez,ಒಡನೆ
679,zusammen::ADV,juntos,ಒಟ್ಟಿಗೆ
680,lange::ADV,mucho tiempo,ದೀರ್ಘ
681,plötzlich::ADV,de repente,ಅನಾಮತ್ತು
682,sofort::ADV,en seguida,ಜಾಗ್ರತೆ
683,später::ADV,más tarde,ತರುವಾಯ
684,jetzt::ADV,ahora,ಈಗ
685,heute::ADV,hoy,ಇಂದು
686,morgen::ADV,mañana,ನಾಳೆ
687,bald::ADV,pronto,ಬೇಗ
688,bald::ADV,en breve,ಬೇಗ
689,dann::ADV,luego,ಆಗ
690,dann::ADV,entonces,ಆಗ
691,gestern::ADV,ayer,ನಿನ್ನೆ
692,einst::ADV,antaño,ಪೂರ್ವದಲ್ಲಿ
693,damals::ADV,entonces,ಆಗ
694,danach::ADV,después,ಆಮೇಲೆ
695,vorher::ADV,antes,ಮುಂಚೆ
696,zuerst::ADV,primero,ಮೊದಲಿಗೆ
697,einmal::ADV,una vez,ಒಮ್ಮೆ
698,manchmal::ADV,a veces,ಆಗಾಗ
699,oft::ADV,a menudo,ಅನೇಕಸಲ
700,oft::ADV,con frecuencia,ಅನೇಕಸಲ
701,immer::ADV,siempre,ಯಾವಾಗಲೂ
702,niemals::ADV,jamás,ಯಾವಾಗಲೂ ಇಲ್ಲ
703,hier::ADV,aquí,ಇಲ್ಲಿ
704,hierhin::ADV,acá,ಇತ್ತ
705,von hier::ADV,desde aquí,ಇಲ್ಲಿಂದ
706,dort::ADV,ahí,ಅಲ್ಲಿ
707,dort::ADV,allí,ಅಲ್ಲಿ
708,dorthin::ADV,allí,ಅಲ್ಲಿಗೆ
709,dorthin::ADV,hacia allí,ಅಲ್ಲಿಗೆ
710,geradeaus::ADV,todo derecho,ಸೀದಾ
711,vorwärts::ADV,adelante,ಮುನ್ನೆಡೆವ
712,rückwärts::ADV,hacia atrás,ಹಿಂದುಗಡೆಗೆ
713,zurück::ADV,atrás,ಹಿಂದಕ್ಕೆ
714,unten::ADV,abajo,ಕೆಳಗೆ
715,hinab::ADV,hacia abajo,ಕೆಳಕ್ಕೆ
716,oben::ADV,arriba,ಮೇಲೆ
717,hinauf::ADV,hacia arriba,ಮೇಲಕ್ಕೆ
718,überall::ADV,por todas partes,ಎಲ್ಲಸ್ಥಳಗಳು
719,nicht::ADV,no,ಇಲ್ಲ
720,nicht::ADV,no,ಅಲ್ಲ
721,ein wenig::ADV,un poco,ತುಸು
722,kaum::ADV,apenas,ಕಠಿನವಾಗಿ
723,sehr::ADV,muy,ಬಹು
724,sehr::ADV,mucho,ಬಹು
725,so::ADV,tan,ಅಷ್ಟು
726,noch::ADV,aún,ಇನ್ನು
727,noch::ADV,todavía,ಇನ್ನು
728,nur::ADV,solamente,ಕೇವಲ
729,schon::ADV,ya,ಆಗಲೇ
730,wieder::ADV,de nuevo,ಪುನಃ
731,vergebens::ADV,en vano,ನಿಷ್ಫಲವಾಗಿ
732,vor::PRP,antes de,ಮುಂದೆ
733,vor::PRP,delante de,ಮುಂದೆ
734,hinter::PRP,tras,ಹಿಂದ
735,hinter::PRP,detrás de,ಹಿಂದ
736,unter::PRP,bajo,ಕೆಳ
737,unter::PRP,debajo de,ಕೆಳ
738,durch::PRP,por,ನೇರವಾಗಿ
739,durch::PRP,a través de,ನೇರವಾಗಿ
740,neben::PRP,al lado de,ಅಧರ ಬಲಿಕ
741,zwischen::PRP,entre,ನಡುವೆ
742,wegen::PRP,por,ಅಧಕ್ಕಗಿ
743,wegen::PRP,a causa de,ಅಧಕ್ಕಗಿ
744,dies::PRN,esto,ಈ
745,das::PRN,eso,ಅದು
746,das::PRN,esto,ಅದು
747,alles::PRN,todo,ಎಲ್ಲ
748,ich::PRN,yo,ನಾನು
749,du::PRN,tú,ನೀನು
750,er::PRN,él,ಅವನು
751,er::PRN,él,ಇವನು
752,wir::PRN,nosotros,ನಾವು
753,ihr::PRN,vosotros,ನೀವು
754,sie::PRN,ellos,ಅವರು
755,was::FPRN,qué,ಏನು
756,wer::FPRN,quién,ಯಾರಿಗೆ
757,wo::FADV,dónde,ಎಲ್ಲಿ
758,wohin::FADV,adónde,ಎಲ್ಲಿಗೆ
759,wohin::FADV,hacia dónde,ಎಲ್ಲಿಗೆ
760,wie::FADV,cómo,ಹೇಗೆ
761,warum::FADV,por qué,ಏಕೆ
762,wieviel::FNUM,cuánto,ಎಷ್ಟು
763,eins::NUM,uno,ಒಂದು
764,zwei::NUM,dos,ಎರಡು
765,drei::NUM,tres,ಮೂರು
766,vier::NUM,cuatro,ನಾಲ್ಕು
767,fünf::NUM,cinco,ಅಯ್ದು
768,sechs::NUM,seis,ಆರು
769,sieben::NUM,siete,ಏಳು
770,acht::NUM,ocho,ಎಂಟು
771,neun::NUM,nueve,ಒಂಭಬತ್ತು
772,zehn::NUM,diez,ಹತ್ತು
773,elf::NUM,once,ಹನ್ನೊಂದು
774,zwölf::NUM,doce,ಹನ್ನೆರಡು
775,zwanzig::NUM,veinte,ಇಪ್ಪತ್ತು
776,dreißig::NUM,treinta,ಮೂವತ್ತು
777,vierzig::NUM,cuarenta,ನಲವತ್ತು
778,fünfzig::NUM,cincuenta,ಐವತ್ತು
779,sechzig::NUM,sesenta,ಅರುವತ್ತು
780,siebzig::NUM,setenta,ಎಪ್ಪತ್ತು
781,achtzig::NUM,ochenta,ಎಂಬತ್ತು
782,neunzig::NUM,noventa,ತೊಂಬತ್ತು
783,hundert::NUM,cien,ನೂರು
784,hundert::NUM,ciento,ನೂರು
785,tausend::NUM,mil,ಸಾವಿರ
786,und::CNJ,y,ಮತ್ತು
787,oder::CNJ,o,ಅಥವಾ
788,stehen::V,estar de pie,ನಿಲ್ಲು
789,sitzen::V,estar sentado,ಕುಳ್ಳಿರು
790,liegen::V,yacer,ಮಲಗಿಕೊ
791,liegen::V,estar acostado,ಮಲಗಿಕೊ
792,hängen::V,pender,ಇಳಿಯಬಿಡು
793,werden::V,hacerse,ಆಗು
794,passieren::V,suceder,ಆಗು
795,beginnen::V,iniciarse,ಆರಂಭಿಸು
796,beginnen::V,principiar,ಆರಂಭಿಸು
797,enden::V,acabar,ಕೊನೆಗಾಣು
798,enden::V,terminar,ಕೊನೆಗಾಣು
799,wechseln::V,variar,ಮಾರ್ಪಡಿಸು
800,wechseln::V,alternar,ಮಾರ್ಪಡಿಸು
801,aufgehen[Sonne]::V,salir,ಮೂಡು
802,untergehen[Sonne]::V,ponerse,ಮುಳುಗು
803,untergehen[Sonne]::V,descender,ಮುಳುಗು
804,scheinen[Sonne]::V,brillar,ಹೊಳೆ
805,donnern::V,tronar,ಗುಡುಗಾಗು
806,wehen::V,soplar,ತೀಡು
807,strömen::V,afluir,ಹರಿ
808,fließen::V,fluir,ಹರಿ
809,fließen::V,correr,ಹರಿ
810,sich drehen::V,girar,ಸುತ್ತು
811,schwanken::V,vacilar,ಓಲಾಡು
812,schwingen::V,oscilar,ತೂಗು
813,fallen::V,caer,ಉದುರು
814,brennen::V,arder,ಉರಿ
815,brennen::V,quemar,ಉರಿ
816,rauchen::V,humear,ಹೊಗೆಬಿಡು
817,rauchen::V,echar humo,ಹೊಗೆಬಿಡು
818,regnen::V,llover,ಸುರಿ
819,gefrieren::V,helarse,ಹೆಪ್ಪುಗಟ್ಟು
820,tauen::V,deshelarse,ಬೆಚ್ಚಗಾಗು
821,schmelzen::V,fundirse,ಕರಗು
822,schmelzen::V,derretirse,ಕರಗು
823,trocknen::V,secarse,ಒಣಗು
824,sieden::V,hervir,ಕುದಿ
825,faulen::V,pudrirse,ಕೊಳೆ
826,verfaulen::V,pudrirse,ನಶಿಸು
827,reißen::V,romperse,ಒಡೆ
828,versinken::V,hundirse,ಮುಳುಗು
829,vergehen::V,pasar,ಸಾಗು
830,erscheinen::V,aparecer,ತೋರು
831,verschwinden::V,desaparecer,ಮಾಯವಾಗು
832,sinken::V,bajar,ಕುಸಿ
833,abnehmen::V,decrecer,ತಗ್ಗು
834,abnehmen::V,disminuir,ತಗ್ಗು
835,zunehmen::V,crecer,ಬೆಳೆ
836,zunehmen::V,aumentar,ಬೆಳೆ
837,steigen::V,subir,ಉಬ್ಬು
838,steigen::V,ascender,ಉಬ್ಬು
839,wachsen::V,crecer,ಬೆಳೆ
840,glänzen::V,brillar,ಮಿರುಗು
841,glänzen::V,resplandecer,ಮಿರುಗು
842,funkeln::V,chispear,ಮಿನುಗು
843,lärmen::V,hacer ruido,ಶಬ್ದ ಮಾಡಲು
844,läuten::V,sonar,ಬಾರಿಸು
845,läuten::V,repicar,ಬಾರಿಸು
846,klingeln::V,tocar el timbre,ಅನುರಣಿಸು
847,klirren::V,tintinear,ಕಿಣಿಕಿಣಿಸು
848,brausen::V,zumbar,ಅಬ್ಬರಿಸು
849,rauschen::V,murmurar,ಮರ್ಮರಗುಟ್ಟಿಸು
850,klingen::V,sonar,ಉಸಿರು
851,bellen::V,ladrar,ಬಗುಳು
852,heulen::V,ulular,ಅರಚು
853,blasen::V,soplar,ಗಾಳಿ ಊದು
854,pfeifen::V,silbar,ಸಿಳ್ಳೆಯೂದು
855,schreien::V,gritar,ಕರೆ
856,stöhnen::V,gemir,ನರಳು
857,zittern::V,temblar,ನಡುಗು
858,leben::V,vivir,ಇರು
859,geboren werden::V,nacer,ಉಂಟಾಗು
860,atmen::V,respirar,ಉಸಿರು
861,trinken::V,beber,ಕುಡಿ
862,essen::V,comer,ತಿನ್ನು
863,schlucken::V,tragar,ನುಂಗು
864,müde werden::V,cansarse,ಬಳಲು
865,müde werden::V,fatigarse,ಬಳಲು
866,einschlafen::V,dormirse,ನಿದ್ಧೆಹೋಗು
867,schlafen::V,dormir,ನಿದ್ರಿಸು
868,aufwachen::V,despertarse,ಏಳು
869,aufstehen::V,levantarse,ಏಳು
870,sich erholen::V,reposar,ಸುಧಾರಿಸು
871,sich erholen::V,descansar,ಸುಧಾರಿಸು
872,krank werden::V,caer enfermo,ಬೇನೆಬೀಳು
873,krank sein::V,estar enfermo,ಕೆಟ್ಟ ಎಂದು
874,schmerzen::V,doler,ಕಚ್ಚು
875,husten::V,toser,ಕೆಮ್ಮು
876,genesen::V,convalecer,ಮತ್ತೆಹೊದಿಸು
877,genesen::V,restablecerse,ಮತ್ತೆಹೊದಿಸು
878,sterben::V,morir,ಮೃತಪಡು
879,umkommen::V,perecer,ಹಾಳಾಗು
880,sich bewegen::V,moverse,ಚಲಿಸು
881,sich rühren::V,rebullir,ಕದಲು
882,sich erheben::V,levantarse,ಏಳು
883,sich setzen::V,sentarse,ಕೂರು
884,hinfallen::V,caerse,ಬೀಳು
885,laufen::V,andar,ನಡೆ
886,schreiten::V,proceder,ಮೆಲ್ಲಗೆ ನಡೆ
887,spazierengehen::V,pasear,ವಿಹರಿಸು
888,spazierengehen::V,pasearse,ವಿಹರಿಸು
889,eilen::V,correr prisa,ಮುನ್ನುಗ್ಗು
890,sich beeilen::V,darse prisa,ಆತುರಪಡು
891,sausen::V,correr,ಒಗೆ
892,rennen::V,correr,ಓಡು
893,springen::V,saltar,ಜಿಗಿ
894,klettern::V,trepar,ಏರು
895,klettern::V,escalar,ಏರು
896,schaukeln::V,bambolearse,ತೂಗು
897,kriechen::V,reptar,ತೆವಳು
898,kriechen::V,arrastrarse,ತೆವಳು
899,schwimmen::V,nadar,ಈಜು
900,tauchen::V,bucear,ಕೆಳಗಿಳಿ
901,tauchen::V,sumergirse,ಕೆಳಗಿಳಿ
902,rudern::V,remar,ಸಾಗಿಸು
903,fahren::V,ir,ನಡೆಸು
904,fliegen::V,volar,ಹಾರು
905,gehen::V,ir,ಹೋಗು
906,gehen::V,andar,ಹೋಗು
907,weggehen::V,irse,ಹೊರಡು
908,weggehen::V,marcharse,ಹೊರಡು
909,abfahren::V,salir,ತೆರಳು
910,abfahren::V,partir,ತೆರಳು
911,anhalten::V,parar,ನಿಲ್ಲು
912,anhalten::V,pararse,ನಿಲ್ಲು
913,hineingehen::V,entrar,ಒಳಹೊಗು
914,eintreten::V,entrar,ಒಳಹೊಗು
915,kommen::V,venir,ಬರು
916,ankommen::V,llegar,ಬರು
917,zurückkommen::V,volver,ಹಿಂದಿರುಗು
918,zurückkommen::V,regresar,ಹಿಂದಿರುಗು
919,bleiben::V,quedarse,ಇರು
920,warten::V,esperar,ಇರು
921,erwarten::V,esperar,ನಿರೀಕ್ಷಿಸು
922,suchen::V,buscar,ಹುಡುಕು
923,finden::V,hallar,ಕಂಡುಕೊ
924,finden::V,encontrar,ಕಂಡುಕೊ
925,versuchen::V,intentar,ಪ್ರಯತ್ನಿಸು
926,vorbereiten::V,preparar,ಸಿದ್ಧವಾಗು
927,lieben::V,amar,ಪ್ರೀತಿಸು
928,lieben::V,querer,ಪ್ರೀತಿಸು
929,mögen::V,querer,ಇಷ್ಟಪಡು
930,lachen::V,reír,ನಗು
931,rühren::V,conmover,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
932,weinen::V,llorar,ಅಳು
933,schimpfen::V,regañar,ಗೊಣಗು
934,sich ärgern::V,enfadarse,ಗಣಗಾಡು
935,sich fürchten::V,tener miedo,ನಡುಗು
936,fürchten::V,temer,ಹೆದರು
937,fürchten::V,tener miedo a,ಹೆದರು
938,fliehen::V,huir,ಓಡಿಹೋಗು
939,flüchten::V,escaparse,ಪಾರಾಗು
940,sehen::V,ver,ಕಾಣು
941,anschauen::V,mirar,ನೋಡು
942,ansehen::V,mirar,ನಿರೀಕ್ಷಿಸು
943,hören::V,oír,ಕೇಳು
944,zuhören::V,escuchar,ಆಲಿಸು
945,probieren::V,probar,ರುಚಿ ನೋಡು
946,probieren::V,degustar,ರುಚಿ ನೋಡು
947,riechen::V,oler,ಮೂಸು
948,fühlen::V,sentir,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
949,scheinen::V,parecer,ತೋರು
950,zu sehen sein::V,poder verse,ಕಾಣಿಸು
951,vernehmen::V,oír,ಕೇಳು
952,vernehmen::V,percibir,ಕೇಳು
953,frieren::V,tener frío,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
954,tun::V,hacer,ಮಾಡು
955,können::V,poder,ಮಾಡಬಲ್ಲ
956,wollen::V,querer,ಬಯಸು
957,anfangen::V,iniciar,ಪ್ರಾರಂಭಿಸು
958,beenden::V,acabar,ನಿಲ್ಲಿಸು
959,beenden::V,terminar,ನಿಲ್ಲಿಸು
960,aufhören::V,cesar,ಮುಗಿಸು
961,gelingen::V,salir bien,ಯಶಸ್ವಿಯಾಗು
962,geraten::V,salir,ಉತ್ಪತ್ತಿಮಾಡು
963,geraten::V,dar resultado,ಉತ್ಪತ್ತಿಮಾಡು
964,öffnen::V,abrir,ತೆರೆ
965,schließen::V,cerrar,ಮುಚ್ಚು
966,stellen::V,poner,ಇಕ್ಕು
967,stellen::V,colocar,ಇಕ್ಕು
968,setzen::V,poner,ಇಡು
969,setzen::V,colocar,ಇಡು
970,legen::V,poner,ಇಡು
971,berühren::V,tocar,ತಾಕು
972,verbinden::V,unir,ಕೂಡಿಸು
973,verbinden::V,juntar,ಕೂಡಿಸು
974,bedecken::V,tapar,ಮುಚ್ಚು
975,bedecken::V,cubrir,ಮುಚ್ಚು
976,aufhängen::V,colgar,ತೂಗುಹಾಕು
977,anzünden::V,encender,ಹತ್ತಿಸು
978,aufheben::V,recoger,ಆಯಿ
979,zurücklassen::V,dejar,ಬಿಡು
980,verlieren::V,perder,ಕಳೆ
981,fallen lassen::V,dejar caer,ಬೀಳಿಸು
982,machen::V,hacer,ಮಾಡು
983,herstellen::V,fabricar,ತಯಾರಿಸು
984,bauen::V,construir,ಕಟ್ಟು
985,reparieren::V,reparar,ಸರಿಪಡಿಸು
986,verbessern::V,mejorar,ತಿದ್ದು
987,ändern::V,mudar,ಬದಲಾಯಿಸು
988,ändern::V,modificar,ಬದಲಾಯಿಸು
989,graben::V,cavar,ಅಗೆ
990,beugen::V,doblar,ಬಗ್ಗಿಸು
991,beugen::V,inclinar,ಬಗ್ಗಿಸು
992,biegen::V,doblar,ಬಗ್ಗಿಸು
993,drehen::V,volver,ತಿರುಗು
994,drehen::V,hacer girar,ತಿರುಗು
995,wenden::V,volver,ತಿರುಗು
996,umdrehen::V,revolver,ತಿರುಗಿಸು
997,heben::V,levantar,ಎತ್ತು
998,hochheben::V,alzar,ಎತ್ತು
999,ergreifen::V,coger,ಆಕ್ರಮಿಸು
1000,halten::V,tener,ಹಿಡಿ
1001,drücken::V,apretar,ಒತ್ತು
1002,schieben::V,empujar,ನೂಕು
1003,kratzen::V,rascar,ತರಚಿಕೊಳ್ಳು
1004,lecken::V,lamer,ನೆಕ್ಕು
1005,beißen::V,morder,ಕಚ್ಚು
1006,abreißen::V,arrancar,ಹರಿ
1007,abschneiden::V,cortar,ಕತ್ತರಿಸು
1008,binden::V,atar,ಕಟ್ಟು
1009,stecken::V,meter,ಸಿಕ್ಕಿಸು
1010,brechen::V,romper,ಮುರಿ
1011,brechen::V,quebrar,ಮುರಿ
1012,klopfen::V,golpear,ತಟ್ಟು
1013,hauen::V,pegar,ಹೊಡೆ
1014,kleben::V,pegar,ಅಂಟಿಸು
1015,kleben::V,encolar,ಅಂಟಿಸು
1016,reiben::V,frotar,ಉಜ್ಜು
1017,streichen::V,untar,ಹರಡು
1018,streichen::V,recubrir,ಹರಡು
1019,schleifen::V,afilar,ಮಸೆ
1020,schneiden::V,cortar,ಕತ್ತರಿಸು
1021,rütteln::V,agitar,ಕುಲುಕಿಸು
1022,schütteln::V,agitar,ಅಲುಗಿಸು
1023,schütteln::V,sacudir,ಅಲುಗಿಸು
1024,schwenken::V,menear,ತೂಗಾಡು
1025,schütten::V,verter,ಎರೆ
1026,füllen::V,llenar,ತುಂಬಿಸು
1027,einwickeln::V,envolver,ಹೊದಿಸು
1028,tragen::V,llevar,ಹೊರು
1029,schleppen::V,arrastrar,ಜಗ್ಗು
1030,ziehen::V,tirar,ಎಳೆ
1031,aufbewahren::V,conservar,ಇಟ್ಟುಕೊ
1032,werfen::V,echar,ಎಸೆ
1033,werfen::V,lanzar,ಎಸೆ
1034,fangen::V,coger,ಹಿಡಿ
1035,packen::V,agarrar,ಸೆಳೆ
1036,verstecken::V,esconder,ಮುಚ್ಚಿಡು
1037,teilen::V,partir,ವಿಭಜಿಸು
1038,teilen::V,dividir,ವಿಭಜಿಸು
1039,schicken::V,enviar,ಕಳುಹಿಸು
1040,bringen::V,traer,ತರು
1041,hinzufügen::V,añadir,ಕೂಡಿಸು
1042,bekommen::V,obtener,ಸಂಪಾದಿಸು
1043,bekommen::V,conseguir,ಸಂಪಾದಿಸು
1044,erhalten::V,recibir,ಪಡೆ
1045,nehmen::V,tomar,ಹಿಡಿ
1046,wählen::V,elegir,ಆರಿಸು
1047,auswählen::V,escoger,ಆಯಿ
1048,auswählen::V,seleccionar,ಆಯಿ
1049,bewahren::V,guardar,ರಕ್ಷಿಸಿಡು
1050,bewahren::V,preservar,ರಕ್ಷಿಸಿಡು
1051,behindern::V,estorbar,ಅಡ್ಡಿಮಾಡು
1052,behindern::V,obstaculizar,ಅಡ್ಡಿಮಾಡು
1053,verderben::V,estropear,ಕೆಡಿಸು
1054,beschädigen::V,deteriorar,ಹಾಳುಮಾಡು
1055,zerbrechen::V,romper,ಮುರಿ
1056,zerbrechen::V,quebrar,ಮುರಿ
1057,zerreißen::V,desgarrar,ಸೀಳು
1058,zerreißen::V,despedazar,ಸೀಳು
1059,zerstören::V,destruir,ಅಳಿಸು
1060,zerstören::V,destrozar,ಅಳಿಸು
1061,verbrennen::V,quemar,ಸುಡು
1062,geben::V,dar,ಕೊಡು
1063,reichen::V,pasar,ಕೊಡು
1064,schenken::V,regalar,ಅರ್ಪಿಸು
1065,versprechen::V,prometer,ವಾಗ್ದಾನಮಾಡು
1066,wünschen::V,desear,ಬಯಸು
1067,loben::V,alabar,ಹೊಗಳು
1068,küssen::V,besar,ಚುಂಬಿಸು
1069,wiegen::V,mecer,ತೂಗು
1070,zudecken::V,tapar,ಹಾಸು
1071,zudecken::V,cubrir,ಹಾಸು
1072,wecken::V,despertar,ಎಬ್ಬಿಸು
1073,zeigen::V,mostrar,ತೋರಿಸು
1074,führen::V,guiar,ದಾರಿತೋರಿಸು
1075,führen::V,conducir,ದಾರಿತೋರಿಸು
1076,lehren::V,enseñar,ಕಲಿಸು
1077,lehren::V,instruir,ಕಲಿಸು
1078,unterrichten::V,enseñar,ಬೋಧಿಸು
1079,aufziehen::V,criar,ಸಲಹು
1080,leiten::V,guiar,ಮುಂದಾಳಾಗಿರು 
1081,leiten::V,dirigir,ಮುಂದಾಳಾಗಿರು 
1082,antreiben::V,impeler,ಓಡಿಸು
1083,antreiben::V,impulsar,ಓಡಿಸು
1084,lassen::V,hacer,ಮಾಡಲುಬಿಡು
1085,einladen::V,invitar,ಆಹ್ವಾನಿಸು
1086,vereinigen::V,unir,ಒಂದಾಗು
1087,besuchen::V,visitar,ಭೇಟಿಯಾಗು
1088,besuchen::V,ir a ver,ಭೇಟಿಯಾಗು
1089,treffen::V,encontrar,ಸಂಧಿಸು
1090,sich versammeln::V,reunirse,ನೆರೆ
1091,sich versammeln::V,congregarse,ನೆರೆ
1092,spielen::V,jugar,ಆಡು
1093,singen::V,cantar,ಹಾಡು
1094,tanzen::V,bailar,ಕುಣಿ
1095,sich trennen::V,separarse,ಪ್ರತ್ಯೇಮಾಡು
1096,verlassen::V,dejar,ಕಳೆ
1097,verlassen::V,abandonar,ಕಳೆ
1098,retten::V,salvar,ರಕ್ಷಿಸು
1099,bewachen::V,vigilar,ಕಾಪಾಡು
1100,schützen::V,proteger,ಸಂರಕ್ಷಿಸು
1101,verteidigen::V,defender,ಕಾಪಿಡು
1102,sich schlagen::V,batirse,ಕಿತ್ತಾಟ
1103,schießen::V,tirar,ಎಸೆ
1104,schießen::V,disparar,ಎಸೆ
1105,siegen::V,vencer,ಗೆಲ್ಲು
1106,ärgern::V,enojar,ರೇಗಿಸು
1107,ärgern::V,enfadar,ರೇಗಿಸು
1108,schlagen::V,pegar,ಹೊಡೆ
1109,schlagen::V,golpear,ಹೊಡೆ
1110,treten::V,dar una patada a,ಒದೆ
1111,stechen::V,pinchar,ಚುಚ್ಚು
1112,stoßen::V,empujar,ತಳ್ಳು
1113,stehlen::V,robar,ಕದಿ
1114,stehlen::V,hurtar,ಕದಿ
1115,stören::V,molestar,ಕತಕು
1116,belästigen::V,molestar,ತೊಂದರೆ
1117,belästigen::V,importunar,ತೊಂದರೆ
1118,verbergen::V,ocultar,ಮರೆಮಾಜು
1119,verbergen::V,esconder,ಮರೆಮಾಜು
1120,täuschen::V,engañar,ಠಕ್ಕಿಸು
1121,betrügen::V,engañar,ವಂಚಿಸು
