,Concept_ID,zh,ja
870,geraten::V,陷于,当たる
871,öffnen::V,打开,開く
872,öffnen::V,打开,開ける
873,schließen::V,关,閉める
874,stellen::V,放,置く
875,stellen::V,放,据える
876,setzen::V,放,座らせる
877,legen::V,摆,置く
878,berühren::V,触,触る
879,berühren::V,触,触れる
880,verbinden::V,联结,結びつける
881,bedecken::V,覆盖,覆う
882,aufhängen::V,挂,掛ける
883,anzünden::V,点,燃やす
884,anzünden::V,点,火をつける
885,aufheben::V,拾起,拾う
886,zurücklassen::V,遗留,残す
887,verlieren::V,丧失,無くす
888,fallen lassen::V,让掉下,落とす
889,machen::V,做,作る
890,herstellen::V,生产,製造する
891,bauen::V,建造,建設する
892,reparieren::V,修理,直す
893,reparieren::V,修理,修理する
894,verbessern::V,改进,改良する
895,ändern::V,改变,変える
896,graben::V,挖,掘る
897,beugen::V,弯下,折る
898,biegen::V,弯,曲げる
899,drehen::V,转动,回す
900,wenden::V,转动,裏返す
901,umdrehen::V,转动,裏返す
902,heben::V,举起,挙げる
903,hochheben::V,抬高,持ち上げる
904,ergreifen::V,抓住,取り上げる
905,halten::V,拿着,持つ
906,drücken::V,压,押す
907,schieben::V,推,ずらす
908,kratzen::V,搔,引っ掻く
909,lecken::V,舔,なめる
910,beißen::V,咬,噛む
911,abreißen::V,撕下,剝ぎ取る
912,abschneiden::V,切断,切り取る
913,binden::V,捆,縛る
914,stecken::V,插,差し込む
915,brechen::V,断裂,破る
916,klopfen::V,敲,とんとん叩く
917,hauen::V,揍,叩く
918,kleben::V,粘,貼る
919,kleben::V,粘,くっ付ける
920,reiben::V,摩擦,擦る
921,streichen::V,涂,塗る
922,schleifen::V,拖曳,研ぐ
923,schneiden::V,切,切る
924,rütteln::V,颠簸,揺さぶる
925,schütteln::V,摇动,振る
926,schütteln::V,摇动,揺さぶる
927,schwenken::V,摇动,振る
928,schütten::V,倒,注ぐ
929,füllen::V,填满,いっぱいにする
930,einwickeln::V,包,包む
931,tragen::V,提,運ぶ
932,schleppen::V,扛,引きずる
933,ziehen::V,拉,引く
934,aufbewahren::V,保存,預かる
935,werfen::V,扔,投げる
936,fangen::V,捕捉,受ける
937,packen::V,抓住,掴む
938,verstecken::V,藏,隠す
939,teilen::V,分,分ける
940,schicken::V,派遣,送る
941,bringen::V,带来,持って行く
942,hinzufügen::V,添加,加える
943,bekommen::V,得到,得る
944,erhalten::V,接到,受ける
945,nehmen::V,拿,取る
946,wählen::V,挑选,選ぶ
947,auswählen::V,选择,選ぶ
948,bewahren::V,保持,保存する
949,behindern::V,防碍,妨害する
950,verderben::V,败坏,台無しにする
951,beschädigen::V,损坏,損傷する
952,zerbrechen::V,破碎,割る
953,zerreißen::V,撕碎,引き裂く
954,zerstören::V,毁坏,破壊する
955,verbrennen::V,燃烧,焼く
956,geben::V,给,上げる
957,reichen::V,递给,渡す
958,schenken::V,赠送,贈る
959,versprechen::V,许诺,約束する
960,wünschen::V,祝,望む
961,loben::V,表扬,褒める
962,küssen::V,亲,キスする
963,wiegen::V,轻摇,揺する
964,zudecken::V,盖上,覆う
965,wecken::V,唤起,起こす
966,zeigen::V,指,見せる
967,führen::V,带领,案内する
968,lehren::V,教,教える
969,unterrichten::V,讲课,通知する
970,aufziehen::V,抚养,育てる
971,leiten::V,领导,導く
972,antreiben::V,催促,励ます
973,lassen::V,让,～させる
974,einladen::V,邀请,誘う
975,einladen::V,邀请,招待する
976,vereinigen::V,统一,一つにする
977,besuchen::V,参观,訪ねる
978,treffen::V,会面,出会う
979,sich versammeln::V,聚集,集まる
980,spielen::V,玩,遊ぶ
981,singen::V,唱歌,歌う
982,tanzen::V,跳舞,踊る
983,sich trennen::V,分别,別れる
984,verlassen::V,离开,別れる
985,retten::V,救,救う
986,retten::V,救,助ける
987,bewachen::V,守卫,見張る
988,bewachen::V,守卫,軽微する
989,schützen::V,保护,保護する
990,verteidigen::V,保卫,守る
991,sich schlagen::V,打架,殴る
992,schießen::V,射击,撃つ
993,siegen::V,获胜,勝つ
994,ärgern::V,激怒,怒らせる
995,schlagen::V,打,殴る
996,treten::V,踢,蹴る
997,stechen::V,刺,突く
998,stoßen::V,撞,突く
999,stehlen::V,盗窃,盗る
1000,stören::V,干扰,構う
1001,belästigen::V,打搅,邪魔する
1002,verbergen::V,隐藏,隠す
1003,täuschen::V,欺骗,だます
1004,betrügen::V,欺骗,だます
1005,töten::V,杀,殺す
1006,wohnen::V,居住,住む
1007,arbeiten::V,工作,働く
1008,sammeln::V,收集,集める
1009,sammeln::V,收集,収集する
1010,pflücken::V,采,摘む
1011,jagen::V,打猎,狩りをする
1012,fischen::V,捕鱼,釣る
1013,fassen::V,捉住,捕る
1014,hüten::V,守护,放牧する
1015,treiben::V,漂,追う
1016,anbinden::V,拴,繋ぐ
1017,füttern::V,喂,餌をやる
1018,melken::V,挤奶,搾乳する
1019,hacken::V,剁细,刻む
1020,gießen::V,浇,水をやる
1021,reifen::V,成熟,熟す
1022,kochen::V,煮,煮る
1023,backen::V,烤,焼く
1024,braten::V,煎,焼く
1025,braten::V,煎,炒める
1026,umrühren::V,搅拌,混ぜる
1027,stricken::V,织,編む
1028,nähen::V,缝,縫う
1029,färben::V,染色,染める
1030,reinigen::V,清洁,掃除する
1031,waschen::V,洗,洗う
1032,waschen::V,洗,洗濯する
1033,abwischen::V,擦掉,拭く
1034,spülen::V,清洗,洗う
1035,spülen::V,清洗,すすぐ
1036,fegen::V,扫,掃除する
1037,kehren::V,打扫,掃く
1038,baden::V,给...洗澡,入浴する
1039,sich waschen::V,洗澡,洗う
1040,ausziehen::V,脱,脱ぐ
1041,anziehen::V,穿,着る
1042,sich anziehen::V,穿衣,着る
1043,kämmen::V,梳,梳く
1044,schmücken::V,装饰,飾る
1045,sagen::V,说,言う
1046,sprechen::V,说,話す
1047,reden::V,讲,話す
1048,sich unterhalten::V,聊天,話をする
1049,fragen::V,问,聞く
1050,bitten::V,请,頼む
1051,bitten::V,请,お願いする
1052,erzählen::V,叙述,物語る
1053,mitteilen::V,通知,伝える
1054,nennen::V,叫做,名づける
1055,rufen::V,叫,呼ぶ
1056,prahlen::V,吹牛,自慢する
1057,übersetzen::V,翻译,訳す
1058,denken::V,想,考える
1059,glauben::V,以为,信じる
1060,bemerken::V,发觉,気が付く
1061,erkennen::V,识别,認識する
1062,begreifen::V,理解,分かる
1063,verstehen::V,明白,聞き取る
1064,lernen::V,学,学ぶ
1065,lernen::V,学,勉強する
1066,wissen::V,知道,知っている
1067,sich erinnern an::V,回忆,思い出す
1068,vergessen::V,忘记,忘れる
1069,messen::V,测量,計る
1070,messen::V,测量,測定する
1071,zählen::V,数,数える
1072,rechnen::V,计算,計算する
1073,lesen::V,读,読む
1074,malen::V,画,描く
1075,zeichnen::V,绘制,写生する
1076,schreiben::V,写,書く
1077,besitzen::V,占有,所持する
1078,kaufen::V,买,買う
1079,verkaufen::V,卖,売る
1080,bezahlen::V,付钱,払う
1081,zahlen::V,支付,支払う
1082,beherrschen::V,统治,支配する
1083,ertragen::V,忍耐,耐える
1084,vergebens::ADV,,無駄に
1085,klirren::V,,がらんがらんと鳴る
1086,rauschen::V,,戦ぐ
1087,rühren::V,,感情を動かす
1088,zubereiten::V,,調理する
