,Concept_ID,sk,kk
800,faul::A,lenivý,жалқау
801,faul::A,lenivý,еріншек
802,fleißig::A,snaživý,ұқыпты
803,fleißig::A,usilovný,ұқыпты
804,geizig::A,skupý,сараң
805,geizig::A,lakomý,сараң
806,klug::A,múdry,жетік
807,klug::A,múdry,ақылды
808,klug::A,bystrý,жетік
809,klug::A,bystrý,ақылды
810,geschickt::A,zručný,шебер
811,geschickt::A,šikovný,шебер
812,lieb::A,milý,абзал
813,lieb::A,milý,айналайын
814,lustig::A,veselý,көңілді
815,sanft::A,nežný,жуас
816,hungrig::A,lačný,аш
817,hungrig::A,hladný,аш
818,krank::A,chorý,кеселді
819,krank::A,nemocný,кеселді
820,nackt::A,nahý,жалаңаш
821,traurig::A,smutný,қапа
822,lebendig::A,živý,тірі
823,lebendig::A,živý,жанды
824,gut::A,dobrý,жақсы
825,schlecht::A,zlý,жаман
826,richtig::A,správny,дұрыс
827,schlimm::A,zlý,жаман
828,schlimm::A,nepríjemný,жаман
829,wahr::A,pravý,нағыз
830,wahr::A,pravdivý,нағыз
831,alt::A,starý,ескі
832,neu::A,nový,жаңа
833,ehemalig::A,bývalý,өткен
834,ehemalig::A,bývalý,бұрынғы
835,alt[Lebewesen]::A,starý,кексе
836,jung::A,mladý,науша
837,arm::A,chudobný,кедей
838,arm::A,chudobný,дәулетсіз
839,reich::A,bohatý,малды
840,bekannt::A,známy,таныс
841,bekannt::A,známy,көзтаныс
842,berühmt::A,slávny,атақты
843,berühmt::A,povestný,атақты
844,fremd::A,cudzí,бөтен
845,verschieden::A,rôzny,түрлі
846,verschieden::A,rozličný,түрлі
847,nah::A,blízky,жуық
848,nah::A,blízky,етене
849,fern::A,ďaleký,алыс
850,fern::A,ďaleký,алыстағы
851,linker::A,ľavý,сол
852,linker::A,ľavý,солшыл
853,rechter::A,pravý,оң
854,anderer::A,iný,өзге
855,anderer::A,iný,былайғы
856,anderer::A,druhý,өзге
857,anderer::A,druhý,былайғы
858,erster::A,prvý,алғашқы
859,zweiter::A,druhý,екінші
860,dritter::A,tretí,үшінші
861,letzter::A,ostatný,артқы
862,letzter::A,ostatný,кейінгі
863,letzter::A,posledný,артқы
864,letzter::A,posledný,кейінгі
865,allein::ADV,sám,серіксіз
866,auf einmal::ADV,zároveň,бірден
867,zusammen::ADV,spolu,бірлесіп
868,zusammen::ADV,spoločne,бірлесіп
869,lange::ADV,dlho,ұзақ
870,plötzlich::ADV,náhle,кенет
871,sofort::ADV,hneď,әне-міне дегенше
872,sofort::ADV,ihneď,әне-міне дегенше
873,später::ADV,neskoršie,артынан
874,jetzt::ADV,teraz,енді
875,jetzt::ADV,teraz,қазір
876,heute::ADV,dnes,бүгін
877,morgen::ADV,zajtra,ертең
878,bald::ADV,skoro,тез
879,dann::ADV,nato,онан соң
880,dann::ADV,nato,сонан соң
881,dann::ADV,potom,онан соң
882,dann::ADV,potom,сонан соң
883,gestern::ADV,včera,кеше
884,einst::ADV,kedysi,бірде
885,einst::ADV,kedysi,бір кезде
886,einst::ADV,niekedy,бірде
887,einst::ADV,niekedy,бір кезде
888,damals::ADV,vtedy,анада
889,danach::ADV,potom,онан соң
890,danach::ADV,potom,сонан соң
891,danach::ADV,podľa toho,онан соң
892,danach::ADV,podľa toho,сонан соң
893,vorher::ADV,napred,бұрын
894,vorher::ADV,predtým,бұрын
895,zuerst::ADV,najprv,әуелі
896,zuerst::ADV,najprv,алдымен
897,einmal::ADV,raz,бір жолы
898,einmal::ADV,jedenkrát,бір жолы
899,manchmal::ADV,občas,кейде
900,manchmal::ADV,niekedy,кейде
901,oft::ADV,často,ылғи
902,immer::ADV,vždy,өнебойы
903,immer::ADV,ustavične,өнебойы
904,niemals::ADV,nikdy,ешуақытта
905,hier::ADV,tu,бұнда
906,hier::ADV,tu,осында
907,hierhin::ADV,sem,бермен
908,hierhin::ADV,tade,бермен
909,von hier::ADV,odtiaľto,бер жақтан
910,dort::ADV,tam,анда
911,dorthin::ADV,ta,әрі
912,dorthin::ADV,tam,әрі
913,geradeaus::ADV,rovno,тура
914,geradeaus::ADV,priamo,тура
915,vorwärts::ADV,napred,ілгері
916,rückwärts::ADV,nazad,артқа
917,zurück::ADV,späť,кейін қарай
918,zurück::ADV,naspäť,кейін қарай
919,unten::ADV,dolu,төменде
920,unten::ADV,naspodku,төменде
921,hinab::ADV,dolu,астына
922,hinab::ADV,dolu,төмен
923,oben::ADV,hore,жоғарыда
924,oben::ADV,navrchu,жоғарыда
925,hinauf::ADV,hore,өрге
926,hinauf::ADV,navrch,өрге
927,überall::ADV,všade,әрқайда
928,nicht::ADV,nie,емес
929,ein wenig::ADV,trocha,азырақ
930,ein wenig::ADV,trocha,аздаған
931,ein wenig::ADV,trocha,азғантай
932,kaum::ADV,ledva,зорға
933,sehr::ADV,veľmi,орасан
934,so::ADV,tak,бұлай
935,so::ADV,tak,былайша
936,so::ADV,takto,бұлай
937,so::ADV,takto,былайша
938,noch::ADV,ešte,әлі
939,nur::ADV,len,ғана
940,schon::ADV,už,түге
941,wieder::ADV,zasa,жаңа
942,wieder::ADV,zasa,қайта
943,wieder::ADV,zasa,жаңадан
944,vergebens::ADV,márne,бекер
945,vergebens::ADV,nadarmo,бекер
946,vor::PRP,pred,алды
947,hinter::PRP,za,артынан
948,unter::PRP,pod,түп
949,unter::PRP,pod,маңында
950,durch::PRP,cez,арқылы
951,neben::PRP,pri,іргеде
952,neben::PRP,pri,жанында
953,neben::PRP,vedľa,іргеде
954,neben::PRP,vedľa,жанында
955,zwischen::PRP,medzi,арада
956,wegen::PRP,pre,үшін
957,wegen::PRP,kvôli,үшін
958,dies::PRN,to,бұ
959,dies::PRN,to,осы
960,dies::PRN,táto,бұ
961,dies::PRN,táto,осы
962,das::PRN,to,сол
963,alles::PRN,všetko,дүйім
964,alles::PRN,všetko,күллі
965,ich::PRN,ja,мен
966,du::PRN,ty,сен
967,er::PRN,on,ол
968,wir::PRN,my,біз
969,ihr::PRN,vy,сіз
970,sie::PRN,oni,олар
971,was::FPRN,čo,не
972,wer::FPRN,kto,кім
973,wo::FADV,kde,кәні
974,wo::FADV,kde,қайда
975,wohin::FADV,kam,қайда
976,wie::FADV,ako,калай
977,warum::FADV,prečo,неғып
978,wieviel::FNUM,koľko,неше
979,wieviel::FNUM,koľko,қанша
980,eins::NUM,jeden,бір
981,zwei::NUM,dva,екі
982,drei::NUM,tri,үш
983,vier::NUM,štyri,төрт
984,fünf::NUM,päť,бес
985,sechs::NUM,šesť,алты
986,sieben::NUM,sedem,жеті
987,acht::NUM,osem,сегіз
988,neun::NUM,deväť,тоғыз
989,zehn::NUM,desať,он
990,elf::NUM,jedenásť,он бір
991,zwölf::NUM,dvanásť,он екі
992,zwanzig::NUM,dvadsať,жиырма
993,dreißig::NUM,tridsať,отыз
994,vierzig::NUM,štyridsať,қырық
995,fünfzig::NUM,päťdesiat,елу
996,sechzig::NUM,šesťdesiat,алпыс
997,siebzig::NUM,sedemdesiat,жетпіс
998,achtzig::NUM,osemdesiat,сексен
999,neunzig::NUM,deväťdesiat,тоқсан
1000,hundert::NUM,sto,жүз
1001,tausend::NUM,tisíc,мың
1002,und::CNJ,i,та
1003,oder::CNJ,alebo,әлде
1004,oder::CNJ,alebo,немесе
1005,stehen::V,stáť,тұру
1006,sitzen::V,sedieť,отыру
1007,liegen::V,ležať,жату
1008,hängen::V,visieť,ілу
1009,werden::V,stať sa,болу
1010,werden::V,stať sa,түрегелу
1011,passieren::V,stať sa,болу
1012,beginnen::V,začať sa,басталу
1013,enden::V,končiť sa,ада болу
1014,wechseln::V,meniť sa,құбылу
1015,wechseln::V,meniť sa,өзгеру
1016,aufgehen[Sonne]::V,vychádzať,шығу
1017,untergehen[Sonne]::V,zapadnúť,батыру
1018,scheinen[Sonne]::V,svietiť,жылтырау
1019,donnern::V,hrmieť,күркіреу
1020,wehen::V,viať,огып тур
1021,strömen::V,prúdiť,сорғалау
1022,fließen::V,tiecť,ағу
1023,sich drehen::V,točiť sa,айналу
1024,sich drehen::V,krútiť sa,айналу
1025,schwanken::V,kolísať,толықсу
1026,schwanken::V,klátiť sa,толықсу
1027,schwingen::V,kývať sa,тербелу
1028,schwingen::V,chvieť sa,тербелу
1029,fallen::V,padať,құлау
1030,fallen::V,padať,жығылу
1031,fallen::V,padať,төмендеу
1032,brennen::V,páliť,жану
1033,brennen::V,horieť,жану
1034,rauchen::V,dymiť sa,түтету
1035,regnen::V,pršať,жауу
1036,gefrieren::V,zamrznút,мұздай қату
1037,gefrieren::V,zamrznút,мұз боп қату
1038,tauen::V,taviť sa,жібу
1039,schmelzen::V,taviť sa,еру
1040,trocknen::V,schnúť,курау
1041,sieden::V,vrieť,қайнау
1042,faulen::V,hniť,иістену
1043,verfaulen::V,zhniť,шіру
1044,reißen::V,pretrhnúť sa,жыртылу
1045,versinken::V,zapadnúť,малтығу
1046,versinken::V,potopiť sa,малтығу
1047,vergehen::V,plynúť,өту
1048,erscheinen::V,objaviť sa,көріну
1049,erscheinen::V,objaviť sa,көрініп қалу
1050,verschwinden::V,zmiznúť,ғайып_болу
1051,sinken::V,klesať,ылдилау
1052,sinken::V,klesať,төмендеу
1053,abnehmen::V,ubúdať,кемітілу
1054,zunehmen::V,pribúdať,көбею
1055,steigen::V,stúpať,қобу
1056,steigen::V,stúpať,көтерілу
1057,steigen::V,stúpať,жоғарылау
1058,wachsen::V,rásť,өсу
1059,glänzen::V,jagať sa,жалтырау
1060,glänzen::V,lesknúť sa,жалтырау
1061,funkeln::V,iskriť sa,жарқырау
1062,funkeln::V,iskriť sa,нұрлану
1063,funkeln::V,iskriť sa,жылтылдау
1064,lärmen::V,lomoziť,шулау
1065,lärmen::V,lomoziť,шуылдау
1066,läuten::V,cengať,қоңыраулату
1067,klingeln::V,zvoniť,дыңғырлау
1068,klirren::V,rinčať,дыңылдату
1069,brausen::V,hučať,тасу
1070,rauschen::V,šumieť,сусылдау
1071,rauschen::V,šumieť,сыбдырлау
1072,klingen::V,znieť,дыбыс шығару
1073,klingen::V,zvoniť,дыбыс шығару
1074,bellen::V,štekať,үру
1075,bellen::V,brechať,үру
1076,heulen::V,vyť,ұлу
1077,blasen::V,duť,үру
1078,blasen::V,fúkať,үру
1079,pfeifen::V,pískať,ысқыру
1080,pfeifen::V,hvízdať,ысқыру
1081,schreien::V,kričať,шыңғыру
1082,schreien::V,kričať,айғайлау
1083,schreien::V,kričať,байбайлау
1084,schreien::V,kričať,бажалақтау
1085,stöhnen::V,stenať,ыңырсу
1086,stöhnen::V,stenať,ыңкылдау
1087,zittern::V,triasť sa,қалш
1088,zittern::V,triasť sa,қалшылдату
1089,leben::V,žiť,жасау
1090,leben::V,žiť,күнелту
1091,leben::V,žiť,күн көру
1092,leben::V,žiť,тіршілік ету
1093,geboren werden::V,narodiť sa,туу
1094,atmen::V,dýchať,дем алу
1095,atmen::V,dýchať,ауа жұту
1096,trinken::V,piť,ішу
1097,trinken::V,piť,ұрттау
1098,essen::V,jesť,жеу
1099,essen::V,jesť,тамақтану
1100,schlucken::V,zhltnuť,жұту
1101,müde werden::V,unaviť sa,болдыру
1102,einschlafen::V,usnúť,үйыктап калу
1103,einschlafen::V,zaspať,үйыктап калу
1104,schlafen::V,spať,ұйықтау
1105,aufwachen::V,zobudiť sa,ояну
1106,aufstehen::V,vstať,ояну
1107,sich erholen::V,zotavovať sa,тынығу
1108,sich erholen::V,oddýchovať si,тынығу
1109,krank werden::V,ochorieť,кеселдену
1110,krank werden::V,ochorieť,сырқаттану
1111,krank werden::V,ochorieť,ауырып қалу
1112,krank werden::V,ochorieť,ауыра бастау
1113,krank werden::V,ochorieť,кеселге ұшырау
1114,krank werden::V,ochorieť,сырқаттанып қалу
1115,krank sein::V,chorieť,ауыру
1116,krank sein::V,chorieť,сырқаттану
1117,krank sein::V,byť chorý,ауыру
1118,krank sein::V,byť chorý,сырқаттану
1119,schmerzen::V,bolieť,ауырады
1120,husten::V,kašľať,жөтелу
1121,genesen::V,uzdraviť sa,айығу
1122,sterben::V,umrieť,өлу
1123,sterben::V,umrieť,қайтыс
1124,sterben::V,umrieť,жантапсыру
1125,sterben::V,zomrieť,өлу
1126,sterben::V,zomrieť,қайтыс
1127,sterben::V,zomrieť,жантапсыру
1128,umkommen::V,zahynúť,өлу
1129,umkommen::V,zahynúť,қаза табу
1130,sich bewegen::V,pohybovať sa,жылжу
1131,sich rühren::V,hnúť sa,қыбырлау
1132,sich erheben::V,zdvihnúť sa,тұру
1133,sich setzen::V,sadnúť si,отыру
1134,hinfallen::V,spadnúť,жығылу
1135,laufen::V,bežať,жояу жүру
1136,schreiten::V,kráčať,кадамдау
1137,spazierengehen::V,prechádzať sa,қыдыру
1138,eilen::V,súriť,асығу
1139,eilen::V,súriť,жеделдену
1140,eilen::V,súriť,жедепдеу
1141,sich beeilen::V,ponáhľať sa,асығу
1142,sich beeilen::V,ponáhľať sa,жеделдену
1143,sausen::V,hučať,заулау
1144,rennen::V,bežať,жүгіру
1145,springen::V,skákať,секіру
1146,klettern::V,liezť,өрмелеп шығу
1147,schaukeln::V,húpať,тербелу
1148,schaukeln::V,hojdať,тербелу
1149,kriechen::V,liezť,еңбектеу
1150,kriechen::V,plaziť sa,еңбектеу
1151,schwimmen::V,plávať,жүзу
1152,schwimmen::V,plávať,малту
1153,schwimmen::V,plávať,қалықтау
1154,tauchen::V,ponoriť sa,сүңгу
1155,rudern::V,veslovať,есу
1156,fahren::V,ísť,бару
1157,fahren::V,jazdiť,бару
1158,fliegen::V,letieť,ұшу
1159,gehen::V,ísť,бару
1160,weggehen::V,odísť,кету
1161,weggehen::V,odchádzať,кету
1162,abfahren::V,odcestovať,жөнелу
1163,anhalten::V,zadržať sa,тоқтау
1164,anhalten::V,zastaviť sa,тоқтау
1165,hineingehen::V,vchádzať,кіру
1166,eintreten::V,vojsť,ену
1167,eintreten::V,vstúpiť,ену
1168,kommen::V,prísť,жету
1169,ankommen::V,prísť,келу
1170,ankommen::V,doraziť,келу
1171,zurückkommen::V,vrátiť sa,қайту
1172,bleiben::V,ostať,қалу
1173,bleiben::V,zostať,қалу
1174,warten::V,čakať,тосу
1175,erwarten::V,očakávať,күту
1176,suchen::V,hľadať,іздеу
1177,finden::V,nájsť,табу
1178,versuchen::V,skúsiť,талпыну
1179,versuchen::V,pokúsiť sa,талпыну
1180,vorbereiten::V,pripraviť,әзірлеу
1181,lieben::V,ľúbiť,сүю
1182,lieben::V,milovať,сүю
1183,mögen::V,mať rád,жарату
1184,mögen::V,mať rád,жақсы_көру
1185,lachen::V,smiať sa,күлу
1186,lachen::V,smiať sa,күлісу
1187,rühren::V,dojať,көңілін бұзу
1188,weinen::V,plakať,жылау
1189,schimpfen::V,nadávať,ақырып-бақыру
1190,sich ärgern::V,hnevať sa,ашулану
1191,sich ärgern::V,zlostiť sa,ашулану
1192,sich fürchten::V,báť sa,сескену
1193,fürchten::V,báť sa,қауіптену
1194,fürchten::V,báť sa,сақсыну
1195,fliehen::V,utekať,қашу
1196,fliehen::V,utekať,қашып кету
1197,flüchten::V,utiecť,қашу
1198,flüchten::V,utiecť,қашып кету
1199,sehen::V,vidieť,көру
1200,anschauen::V,pozrieť sa na,назар салу
1201,ansehen::V,pozrieť,тамашалау
1202,hören::V,počúvať,есту
1203,zuhören::V,počúvať,тыңдау
1204,zuhören::V,počúvať,құлақ қою
1205,probieren::V,ochutnať,тату
1206,probieren::V,ochutnať,дәм тату
1207,riechen::V,ňuchať,иіскеу
1208,fühlen::V,cítiť,сезу
1209,fühlen::V,cítiť,сезіну
1210,fühlen::V,pociťovať,сезу
1211,fühlen::V,pociťovať,сезіну
1212,scheinen::V,zdať sa,болып көріну
1213,zu sehen sein::V,byť vidieť,көріну
1214,vernehmen::V,počuť,есту
1215,vernehmen::V,počuť,есітіп қалу
1216,frieren::V,mrznúť,тоңу
1217,frieren::V,mrznúť,жаурау
1218,frieren::V,oziabať,тоңу
1219,frieren::V,oziabať,жаурау
1220,tun::V,robiť,ету
1221,tun::V,robiť,істеу
1222,können::V,môcť,білу
1223,wollen::V,chcieť,қалау
1224,anfangen::V,začať,бастау
1225,beenden::V,skončiť,бітіру
1226,beenden::V,skončiť,адақтау
1227,beenden::V,skončiť,тамамдау
1228,beenden::V,skončiť,аяқтап шығу
1229,aufhören::V,prestať,доғару
1230,gelingen::V,podariť sa,жолы түсу
1231,geraten::V,dariť sa,калу
1232,öffnen::V,otvoriť,ашу
1233,öffnen::V,otvoriť,ашып қою
1234,schließen::V,zavrieť,жабу
1235,stellen::V,postaviť,қою
1236,stellen::V,postaviť,қойдыру
1237,setzen::V,posadiť,отырғызу
1238,legen::V,klásť,салу
1239,legen::V,klásť,калау
1240,legen::V,položiť,салу
1241,legen::V,položiť,калау
1242,berühren::V,dotykať sa,тию
1243,verbinden::V,spojiť,байлап алу
1244,verbinden::V,spojiť,сабақтастыру
1245,bedecken::V,pokryť,бүркеу
1246,aufhängen::V,zavesiť,ілу
1247,aufhängen::V,zavesiť,асып қою
1248,anzünden::V,zapáliť,тұтату
1249,aufheben::V,zdvihnúť,көтеру
1250,zurücklassen::V,zanechať,қалдыру
1251,verlieren::V,stratiť,жоғалту
1252,fallen lassen::V,pustiť,құлатып алу
1253,fallen lassen::V,pustiť,қолдан түсіріп алу
1254,machen::V,robiť,ету
1255,machen::V,robiť,жасау
1256,machen::V,robiť,жасап шығару
1257,herstellen::V,vyrobiť,жасап шығару
1258,bauen::V,stavať,тұрғызу
1259,bauen::V,budovať,тұрғызу
1260,reparieren::V,opraviť,оңдау
1261,verbessern::V,zlepšiť,дұрыстау
1262,ändern::V,zmeniť,өзгерту
1263,ändern::V,preinačiť,өзгерту
1264,graben::V,ryť,үңгу
1265,graben::V,kopať,үңгу
1266,beugen::V,ohnúť,буғу
1267,biegen::V,ohnúť,ию
1268,biegen::V,ohnúť,майыстыру
1269,drehen::V,točiť,айналдыру
1270,drehen::V,krútiť,айналдыру
1271,wenden::V,obrátiť,екінші жағын айналдыру
1272,wenden::V,prevrátiť,екінші жағын айналдыру
1273,umdrehen::V,otočiť,бұру
1274,umdrehen::V,obrátiť,бұру
1275,heben::V,dvíhať,көтеру
1276,heben::V,povzniesť,көтеру
1277,hochheben::V,zdvihnúť,жоғарылату
1278,hochheben::V,zdvihnúť,көтеру
1279,ergreifen::V,uchopiť sa,бас_салу
1280,ergreifen::V,uchopiť sa,шап_беріп_ұстап_алу
1281,ergreifen::V,uchopiť sa,шап_беру
1282,ergreifen::V,uchopiť sa,шап_ете_түсу
1283,halten::V,držať,тұту
1284,halten::V,držať,ұстау
1285,drücken::V,tisnúť,басу
1286,schieben::V,posunovať,итеру
1287,kratzen::V,škrabať,қыру
1288,lecken::V,lízať,жалау
1289,beißen::V,kúsať,қабу
1290,beißen::V,kúsať,тістеу
1291,beißen::V,kúsať,қауып алу
1292,abreißen::V,odtrhnúť,үзу
1293,abschneiden::V,odrezať,қырқу
1294,abschneiden::V,odkrojiť,қырқу
1295,binden::V,zaviazať,байланыстыру
1296,binden::V,zaviazať,байлап_алу
1297,binden::V,zaviazať,байластыру
1298,binden::V,zaviazať,байлау
1299,binden::V,zaviazať,буу
1300,binden::V,zaviazať,матау
1301,binden::V,zaviazať,сабақтастыру
1302,binden::V,zaviazať,ұштастыру
1303,binden::V,priviazať,байланыстыру
1304,binden::V,priviazať,байлап_алу
1305,binden::V,priviazať,байластыру
1306,binden::V,priviazať,байлау
1307,binden::V,priviazať,буу
1308,binden::V,priviazať,матау
1309,binden::V,priviazať,сабақтастыру
1310,binden::V,priviazať,ұштастыру
1311,stecken::V,strčiť,сұғу
1312,brechen::V,zlomiť,сындыру
1313,klopfen::V,tĺcť,қағу
1314,klopfen::V,klopať,қағу
1315,hauen::V,nabiť,соғу
1316,kleben::V,lepiť,желімдеу
1317,kleben::V,nalepiť,желімдеу
1318,reiben::V,trieť,үйкеу
1319,streichen::V,namazať,сүйкеу
1320,schleifen::V,ostríť,егеу
1321,schleifen::V,ostríť,қайрау
1322,schleifen::V,ostríť,егеулеу
1323,schneiden::V,rezať,кесу
1324,schneiden::V,strihať,кесу
1325,rütteln::V,triasť,қозғау
1326,rütteln::V,triasť,жұлмалау
1327,rütteln::V,lomcovať,қозғау
1328,rütteln::V,lomcovať,жұлмалау
1329,schütteln::V,triasť,дірілдету
1330,schütteln::V,triasť,селкілдету
1331,schütteln::V,potriasť,дірілдету
1332,schütteln::V,potriasť,селкілдету
1333,schwenken::V,mávať,бұлғау
1334,schwenken::V,mávať,сермеу
1335,schütten::V,sypať,құю
1336,füllen::V,plniť,толтыру
1337,einwickeln::V,zabaliť,орау
1338,tragen::V,niesť,алып жүру
1339,schleppen::V,vliecť,тарту
1340,ziehen::V,ťahať,тарту
1341,aufbewahren::V,uložiť,сақтау
1342,aufbewahren::V,uschovať,сақтау
1343,werfen::V,hodiť,лақтыру
1344,werfen::V,vrhnúť,лақтыру
1345,fangen::V,chytať,қармау
1346,fangen::V,chytať,қағып алу
1347,packen::V,baliť,шап беру
1348,packen::V,baliť,шап ете түсу
1349,packen::V,baliť,шап беріп ұстап алу
1350,packen::V,chytiť,шап беру
1351,packen::V,chytiť,шап ете түсу
1352,packen::V,chytiť,шап беріп ұстап алу
1353,verstecken::V,skryť,тығу
1354,verstecken::V,skryť,жасыру
1355,verstecken::V,schovať,тығу
1356,verstecken::V,schovať,жасыру
1357,teilen::V,podeliť,бөлу
1358,teilen::V,rozdeliť,бөлу
1359,schicken::V,posielať,жіберу
1360,bringen::V,priniesť,әкелу
1361,bringen::V,priniesť,алып келу
1362,hinzufügen::V,pripojiť,қосу
1363,hinzufügen::V,pripojiť,үстеу
1364,bekommen::V,dostať,алу
1365,erhalten::V,prijať,алмақ
1366,nehmen::V,vziať,алу
1367,nehmen::V,vziať,алмақ
1368,wählen::V,voliť,таңдау
1369,auswählen::V,vybrať,екшеу
1370,auswählen::V,vybrať,саралау
1371,auswählen::V,vybrať,сұрыптау
1372,auswählen::V,vybrať,сайлап алу
1373,auswählen::V,vyvoliť,екшеу
1374,auswählen::V,vyvoliť,саралау
1375,auswählen::V,vyvoliť,сұрыптау
1376,auswählen::V,vyvoliť,сайлап алу
1377,bewahren::V,zachovať,сақтау
1378,behindern::V,zavadzať,оралғы болу
1379,behindern::V,byť v ceste,оралғы болу
1380,verderben::V,skaziť,бүлдіру
1381,beschädigen::V,ublížiť,бұзу
1382,beschädigen::V,poškodiť,бұзу
1383,zerbrechen::V,rozbiť,уату
1384,zerbrechen::V,prelomiť,уату
1385,zerreißen::V,pretrhnúť,жырту
1386,zerstören::V,zničiť,қирату
1387,zerstören::V,zničiť,талқандау
1388,verbrennen::V,spáliť,өртеу
1389,verbrennen::V,spáliť,жандыру
1390,verbrennen::V,spáliť,өртеп жіберу
1391,verbrennen::V,spáliť,жандырып жіберу
1392,geben::V,dať,беру
1393,reichen::V,podať,беру
1394,schenken::V,darovať,тарту
1395,versprechen::V,sľúbiť,уәде беру
1396,wünschen::V,želať,тілеу
1397,loben::V,chváliť,мақтау
1398,loben::V,chváliť,дәріптеу
1399,küssen::V,bozkať,сүю
1400,wiegen::V,kolísať,тербеу
1401,zudecken::V,prikryť,бүркеу
1402,wecken::V,zobudiť,ояту
1403,zeigen::V,ukázať,көрсету
1404,führen::V,viesť,ерту
1405,führen::V,viesť,жетектеу
1406,lehren::V,učiť,оқыту
1407,unterrichten::V,vyučovať,оқыту
1408,aufziehen::V,vychovať,бағу
1409,leiten::V,viesť,басқару
1410,leiten::V,viesť,жетекшілік ету
1411,antreiben::V,popudiť,асықтыру
1412,lassen::V,dať,-ткізу
1413,lassen::V,dať,мәжбүр ету
1414,einladen::V,pozvať,шақыру
1415,einladen::V,povolať,шақыру
1416,vereinigen::V,spojiť,біріктіру
1417,vereinigen::V,spojiť,біріктіріп қою
1418,vereinigen::V,zjednotiť,біріктіру
1419,vereinigen::V,zjednotiť,біріктіріп қою
1420,besuchen::V,navštíviť,кіріп шығу
1421,besuchen::V,navštíviť,барып шығу
1422,treffen::V,stretnúť,кездесу
1423,sich versammeln::V,zhromaždiť sa,топталу
1424,spielen::V,hrať,ойнау
1425,singen::V,spievať,сайрау
1426,tanzen::V,tancovať,билеу
1427,sich trennen::V,rozísť sa,айрылысу
1428,verlassen::V,opustiť,тастау
1429,retten::V,zachrániť,құтқару
1430,bewachen::V,strážiť,күзету
1431,schützen::V,chrániť,жақтау
1432,schützen::V,chrániť,жақтасу
1433,verteidigen::V,brániť,қорғау
1434,sich schlagen::V,biť sa,алысу
1435,schießen::V,streliť,ату
1436,schießen::V,strieľať,ату
1437,siegen::V,zvíťaziť,жеңу
1438,ärgern::V,hnevať,ашуландыру
1439,ärgern::V,zlostiť,ашуландыру
1440,schlagen::V,biť,ұру
1441,schlagen::V,udrieť,ұру
1442,treten::V,kopnúť,тебу
1443,stechen::V,bodnúť,шаншу
1444,stechen::V,pichnúť,шаншу
1445,stoßen::V,udrieť,түрту
1446,stehlen::V,kradnúť,ұрлау
1447,stören::V,vyrušiť,кесірлен
1448,belästigen::V,obťažovať,мазасын алу
1449,verbergen::V,skryť,сездірмеу
1450,täuschen::V,sklamať,жалған айту
1451,betrügen::V,klamať,алдау
1452,betrügen::V,klamať,алдап кету
1453,betrügen::V,klamať,ақымақ қылу
1454,betrügen::V,podvádzať,алдау
1455,betrügen::V,podvádzať,алдап кету
1456,betrügen::V,podvádzať,ақымақ қылу
1457,töten::V,zabiť,құрту
1458,töten::V,zabiť,өлтіру
1459,töten::V,usmrtiť,құрту
1460,töten::V,usmrtiť,өлтіру
1461,wohnen::V,bývať,мекендеу
1462,wohnen::V,bývať,өмір сүру
1463,arbeiten::V,pracovať,істеу
1464,arbeiten::V,pracovať,еңбектену
1465,sammeln::V,zbierať,жыю
1466,pflücken::V,trhať,жұлу
1467,pflücken::V,oberať,жұлу
1468,jagen::V,poľovať,аулау
1469,fischen::V,loviť ryby,балык_аулау
1470,fischen::V,chytať ryby,балык_аулау
1471,fassen::V,uloviť,ұстау
1472,hüten::V,pásť,жаю
1473,hüten::V,pásť,бағу
1474,treiben::V,hnať,айдау
1475,anbinden::V,priviazať,байлау
1476,füttern::V,kŕmiť,ас ішкізу
1477,füttern::V,kŕmiť,азықтандыру
1478,füttern::V,kŕmiť,қоректендіру
1479,melken::V,dojiť,сауу
1480,hacken::V,seknúť,турау
1481,gießen::V,polievať,суару
1482,reifen::V,dozrieť,жетілу
1483,zubereiten::V,pripraviť,даяр ету
1484,kochen::V,variť,асу
1485,backen::V,piecť,пісіру
1486,backen::V,smažiť,пісіру
1487,braten::V,piecť,қуыру
1488,braten::V,pražiť,қуыру
1489,umrühren::V,pomiešať,былғалау
1490,umrühren::V,pomiešať,сапырылыстыру
1491,stricken::V,pliesť,торлау
1492,stricken::V,pliesť,тоқу
1493,nähen::V,šiť,тігу
1494,färben::V,zafarbiť,бояу
1495,färben::V,zafarbiť,сырлау
1496,reinigen::V,čistiť,аршу
1497,reinigen::V,čistiť,тазалау
1498,waschen::V,myť,жуу
1499,abwischen::V,utrieť,сүрту
1500,spülen::V,vyplachovať,шаю
1501,fegen::V,zametať,сыпыру
1502,kehren::V,zametať,сыпыру
1503,baden::V,kúpať sa,шомылу
1504,sich waschen::V,umývať sa,жуыну
1505,ausziehen::V,zobliecť,шешу
1506,anziehen::V,obliecť,кигізу
1507,sich anziehen::V,obliecť sa,киіну
1508,kämmen::V,česať,тарау
1509,schmücken::V,ozdobiť,әсемдеу
1510,schmücken::V,ozdobiť,мәнерлеу
1511,schmücken::V,ozdobiť,көріктендіру
1512,sagen::V,povedať,деу
1513,sagen::V,povedať,айту
1514,sprechen::V,hovoriť,деу
1515,sprechen::V,hovoriť,айту
