,Concept_ID,ar,hu
814,hinauf::ADV,إلى الأعلى,fel
815,hinauf::ADV,إلى الأعلى,felfelé
816,überall::ADV,في كل مكان,mindenütt
817,nicht::ADV,لا,nem
818,nicht::ADV,لم,nem
819,ein wenig::ADV,قليلا,egy kicsit
820,kaum::ADV,كاد لا,alig
821,sehr::ADV,جدا,nagyon
822,sehr::ADV,كثيرا,nagyon
823,so::ADV,كذا,úgy
824,so::ADV,كذلك,úgy
825,noch::ADV,ما زال,még
826,nur::ADV,فقط,csak
827,nur::ADV,فقط,csupán
828,schon::ADV,قد,már
829,wieder::ADV,من جديد,ismét
830,wieder::ADV,من جديد,megint
831,wieder::ADV,مرة أخرى,ismét
832,wieder::ADV,مرة أخرى,megint
833,vergebens::ADV,عبثا,hiába
834,vor::PRP,أمام,előtt
835,hinter::PRP,خلف,mögött
836,hinter::PRP,وراء,mögött
837,unter::PRP,تحت,alatt
838,durch::PRP,عبر,át
839,durch::PRP,عبر,keresztül
840,durch::PRP,خلال,át
841,durch::PRP,خلال,keresztül
842,neben::PRP,جنب,mellett
843,neben::PRP,بجانب,mellett
844,zwischen::PRP,بين,között
845,wegen::PRP,بسبب,miatt
846,wegen::PRP,بسبب,végett
847,dies::PRN,هذا,ez
848,das::PRN,ذلك,az
849,alles::PRN,الكل,minden
850,ich::PRN,أنا,én
851,du::PRN,أنت,te
852,er::PRN,هو,ő
853,wir::PRN,نحن,mi
854,ihr::PRN,أنتم,ti
855,ihr::PRN,أنتن,ti
856,sie::PRN,هم,ők
857,sie::PRN,هن,ők
858,was::FPRN,ما,mi
859,wer::FPRN,من,ki
860,wo::FADV,أين,hol
861,wohin::FADV,إلى أين,hova
862,wie::FADV,كيف,hogy
863,wie::FADV,كيف,hogyan
864,warum::FADV,لماذا,miért
865,wieviel::FNUM,كم,hány
866,wieviel::FNUM,كم,mennyi
867,eins::NUM,واحد,egy
868,zwei::NUM,اثنين,kettő
869,drei::NUM,ثلاثة,három
870,vier::NUM,أربعة,négy
871,fünf::NUM,خمسة,öt
872,sechs::NUM,ستة,hat
873,sieben::NUM,سبعة,hét
874,acht::NUM,ثمانية,nyolc
875,neun::NUM,تسعة,kilenc
876,zehn::NUM,عشرة,tíz
877,elf::NUM,أحد عشر,tizenegy
878,zwölf::NUM,اثنا عشر,tizenkettő
879,zwanzig::NUM,عشرون,húsz
880,dreißig::NUM,ثلاثون,harminc
881,vierzig::NUM,أربعون,negyven
882,fünfzig::NUM,خمسون,ötven
883,sechzig::NUM,ستون,hatvan
884,siebzig::NUM,سبعون,hetven
885,achtzig::NUM,ثمانون,nyolcvan
886,neunzig::NUM,تسعون,kilencven
887,hundert::NUM,مئة,száz
888,tausend::NUM,ألف,ezer
889,und::CNJ,و,és
890,und::CNJ,و,meg
891,oder::CNJ,أو,vagy
892,stehen::V,وقف,áll
893,sitzen::V,جلس,ül
894,liegen::V,رقد,fekszik
895,hängen::V,تعلق,függ
896,werden::V,صار,lesz
897,werden::V,أصبح,lesz
898,passieren::V,حدث,történik
899,beginnen::V,ابتدأ,kezdődik
900,enden::V,انتهى,végződik
901,enden::V,انتهى,befejeződik
902,wechseln::V,تغير,változik
903,aufgehen[Sonne]::V,شرق,kel
904,untergehen[Sonne]::V,غرب,lemegy
905,scheinen[Sonne]::V,أضاء,süt
906,donnern::V,رعد,dörög
907,wehen::V,هب,fúj
908,strömen::V,جرى,áramlik
909,fließen::V,سال,folyik
910,sich drehen::V,دار,forog
911,schwanken::V,ترنح,inog
912,schwanken::V,ترنح,ingadozik
913,schwingen::V,ترجح,leng
914,fallen::V,سقط,esik
915,brennen::V,احترق,ég
916,rauchen::V,دخن,füstöl
917,regnen::V,أمطر,esik
918,gefrieren::V,تجمد,megfagy
919,tauen::V,ذاب,olvad
920,schmelzen::V,ذاب,olvad
921,schmelzen::V,ذاب,elolvad
922,trocknen::V,نشف,szárad
923,sieden::V,غلى,forr
924,faulen::V,فسد,rothad
925,verfaulen::V,تعفن,elrothad
926,verfaulen::V,تعفن,megrothad
927,reißen::V,انقطع,szakad
928,versinken::V,غرق,süllyed
929,versinken::V,غرق,elsüllyed
930,vergehen::V,مضى,múlik
931,vergehen::V,مضى,elmúlik
932,erscheinen::V,لاح,feltűnik
933,erscheinen::V,لاح,megjelenik
934,erscheinen::V,ظهر,feltűnik
935,erscheinen::V,ظهر,megjelenik
936,verschwinden::V,غاب,letűnik
937,sinken::V,هبط,süllyed
938,abnehmen::V,نقص,apad
939,abnehmen::V,نقص,csökken
940,zunehmen::V,ازداد,növekszik
941,zunehmen::V,ازداد,gyarapszik
942,steigen::V,صعد,emelkedik
943,steigen::V,ارتفع,emelkedik
944,wachsen::V,نما,nő
945,wachsen::V,نما,terem
946,wachsen::V,نما,növekszik
947,wachsen::V,نبت,nő
948,wachsen::V,نبت,terem
949,wachsen::V,نبت,növekszik
950,glänzen::V,لمع,ragyog
951,glänzen::V,لمع,fénylik
952,funkeln::V,تلألأ,csillog
953,funkeln::V,تلألأ,tündöklik
954,lärmen::V,ضج,lármázik
955,lärmen::V,صخب,lármázik
956,läuten::V,قرع,cseng
957,klingeln::V,دق,csenget
958,klirren::V,قعقع,csörömpöl
959,brausen::V,عج,zúg
960,brausen::V,عج,morajlik
961,rauschen::V,حف,zúg
962,klingen::V,رن,hangzik
963,bellen::V,نبح,ugat
964,heulen::V,عوى,bőg
965,heulen::V,عوى,üvölt
966,blasen::V,نفخ,fúj
967,pfeifen::V,صفر,fütyül
968,schreien::V,صرخ,kiált
969,schreien::V,صرخ,kiabál
970,stöhnen::V,أن,nyög
971,zittern::V,ارتعش,remeg
972,zittern::V,ارتعش,reszket
973,leben::V,عاش,él
974,geboren werden::V,ولد,születik
975,atmen::V,تنفس,lélegzik
976,trinken::V,شرب,iszik
977,essen::V,أكل,eszik
978,schlucken::V,جرع,nyel
979,müde werden::V,تعب,elfárad
980,müde werden::V,تعب,kifárad
981,einschlafen::V,نام,elalszik
982,schlafen::V,نام,alszik
983,aufwachen::V,استيقظ,felébred
984,aufstehen::V,قام,felkel
985,sich erholen::V,استجم,pihen
986,krank werden::V,مرض,megbetegedik
987,krank werden::V,مرض,belebetegszik
988,krank sein::V,مرض,betegeskedik
989,schmerzen::V,آلم,fáj
990,husten::V,كح,köhög
991,husten::V,سعل,köhög
992,genesen::V,نقه,meggyógyul
993,sterben::V,مات,hal
994,umkommen::V,هلك,elpusztul
995,sich bewegen::V,تحرك,mozog
996,sich rühren::V,تحرك,mozdul
997,sich erheben::V,قام,feláll
998,sich erheben::V,قام,felemelkedik
999,sich setzen::V,جلس,ül
1000,sich setzen::V,جلس,leül
1001,hinfallen::V,وقع,bukik
1002,hinfallen::V,وقع,elesik
1003,laufen::V,مشى,jár
1004,schreiten::V,خطا,lép
1005,spazierengehen::V,تنزه,sétál
1006,eilen::V,عجل,siet
1007,sich beeilen::V,استعجل,siet
1008,sausen::V,أسرع,robog
1009,rennen::V,عدا,fut
1010,rennen::V,عدا,szalad
1011,rennen::V,ركض,fut
1012,rennen::V,ركض,szalad
1013,springen::V,قفز,ugrik
1014,klettern::V,تسلق,kúszik
1015,schaukeln::V,تأرجح,hintázik
1016,kriechen::V,دب,kúszik
1017,kriechen::V,زحف,kúszik
1018,schwimmen::V,سبح,úszik
1019,tauchen::V,غطس,merül
1020,rudern::V,جذف,evez
1021,fahren::V,ركب,jár
1022,fahren::V,ركب,megy
1023,fahren::V,ركب,utazik
1024,fahren::V,سافر,jár
1025,fahren::V,سافر,megy
1026,fahren::V,سافر,utazik
1027,fliegen::V,طار,száll
1028,gehen::V,سار,megy
1029,gehen::V,ذهب,megy
1030,weggehen::V,ذهب,elmegy
1031,weggehen::V,انصرف,elmegy
1032,abfahren::V,رحل,indul
1033,anhalten::V,توقف,megáll
1034,hineingehen::V,دخل,bemegy
1035,eintreten::V,دخل,belép
1036,kommen::V,أتى,jön
1037,kommen::V,جاء,jön
1038,ankommen::V,وصل,érkezik
1039,ankommen::V,وصل,megérkezik
1040,zurückkommen::V,عاد,visszajön
1041,zurückkommen::V,رجع,visszajön
1042,bleiben::V,مكث,marad
1043,bleiben::V,مكث,megmarad
1044,warten::V,انتظر,vár
1045,warten::V,انتظر,várakozik
1046,erwarten::V,ترقب,vár
1047,erwarten::V,ترقب,megvár
1048,erwarten::V,انتظر,vár
1049,erwarten::V,انتظر,megvár
1050,suchen::V,بحث,kutat
1051,finden::V,وجد,talál
1052,versuchen::V,حاول,megpróbál
1053,versuchen::V,حاول,megkísérel
1054,vorbereiten::V,أعد,előkészít
1055,vorbereiten::V,حضر,előkészít
1056,lieben::V,أحب,szeret
1057,mögen::V,أحب,szeret
1058,lachen::V,ضحك,nevet
1059,rühren::V,أثر,mozdít
1060,weinen::V,بكى,sír
1061,schimpfen::V,سب,szid
1062,schimpfen::V,سب,szitkozódik
1063,schimpfen::V,شتم,szid
1064,schimpfen::V,شتم,szitkozódik
1065,sich ärgern::V,زعل,mérgelődik
1066,sich ärgern::V,زعل,bosszankodik
1067,sich fürchten::V,هاب,fél
1068,sich fürchten::V,هاب,retteg
1069,fürchten::V,خاف,fél
1070,fürchten::V,خشي,fél
1071,fliehen::V,هرب,menekül
1072,flüchten::V,فر,elmenekül
1073,sehen::V,رأى,néz
1074,anschauen::V,نظر,megnéz
1075,ansehen::V,نظر,néz
1076,ansehen::V,نظر,ránéz
1077,ansehen::V,نظر,megnéz
1078,hören::V,سمع,hall
1079,zuhören::V,أصغى,hallgat
1080,zuhören::V,أصغى,meghallgat
1081,probieren::V,ذاق,kóstol
1082,probieren::V,ذاق,megkóstol
1083,riechen::V,شم,szagol
1084,riechen::V,استنشق,szagol
1085,fühlen::V,شعر,érez
1086,scheinen::V,ظهر,tűnik
1087,scheinen::V,ظهر,látszik
1088,zu sehen sein::V,ظهر,mutatkozik
1089,vernehmen::V,سمع,hall
1090,frieren::V,بردان,fázik
1091,tun::V,فعل,csinál
1092,tun::V,فعل,cselekszik
1093,können::V,قدر,tud
1094,können::V,استطاع,tud
1095,wollen::V,شاء,akar
1096,wollen::V,أراد,akar
1097,anfangen::V,بدأ,kezd
1098,beenden::V,أنهى,befejez
1099,aufhören::V,توقف,megszűnik
1100,aufhören::V,انقطع,megszűnik
1101,gelingen::V,نجح,sikerül
1102,geraten::V,طلع,kerül
1103,geraten::V,طلع,jut
1104,öffnen::V,فتح,nyit
1105,öffnen::V,فتح,kinyit
1106,schließen::V,أغلق,csuk
1107,schließen::V,أغلق,becsuk
1108,stellen::V,وضع,állít
1109,stellen::V,وضع,helyez
1110,stellen::V,أقام,állít
1111,stellen::V,أقام,helyez
1112,setzen::V,أجلس,ültet
1113,setzen::V,أجلس,helyez
1114,legen::V,وضع,tesz
1115,legen::V,وضع,fektet
1116,berühren::V,مس,érint
1117,berühren::V,لمس,érint
1118,verbinden::V,ربط,beköt
1119,verbinden::V,ربط,összeköt
1120,verbinden::V,وصل,beköt
1121,verbinden::V,وصل,összeköt
1122,bedecken::V,غطى,betakar
1123,bedecken::V,غطى,beborít
1124,aufhängen::V,علق,felakaszt
1125,anzünden::V,أوقد,gyújt
1126,anzünden::V,أوقد,meggyújt
1127,aufheben::V,لقط,felemel
1128,zurücklassen::V,ترك,hátrahagy
1129,verlieren::V,فقد,veszít
1130,verlieren::V,فقد,elveszít
1131,fallen lassen::V,أسقط,elejt
1132,machen::V,فعل,tesz
1133,machen::V,فعل,csinál
1134,herstellen::V,صنع,gyárt
1135,herstellen::V,صنع,előállít
1136,herstellen::V,أنتج,gyárt
1137,herstellen::V,أنتج,előállít
1138,bauen::V,بنى,épít
1139,bauen::V,شيد,épít
1140,reparieren::V,صلح,javít
1141,reparieren::V,صلح,kijavít
1142,reparieren::V,صلح,megjavít
1143,verbessern::V,صحح,megjavít
1144,ändern::V,غير,változtat
1145,ändern::V,غير,megváltoztat
1146,graben::V,حفر,ás
1147,beugen::V,ثنى,meghajt
1148,beugen::V,أحنى,meghajt
1149,biegen::V,لوى,hajlít
1150,drehen::V,أدار,forgat
1151,drehen::V,دور,forgat
1152,wenden::V,قلب,fordít
1153,wenden::V,قلب,megfordít
1154,umdrehen::V,قلب,megfordít
1155,umdrehen::V,قلب,megforgat
1156,heben::V,رفع,emel
1157,hochheben::V,رفع,felemel
1158,ergreifen::V,مسك,megfog
1159,halten::V,مسك,tart
1160,drücken::V,ضغط,nyom
1161,drücken::V,ضغط,megnyom
1162,schieben::V,حرك,tol
1163,kratzen::V,خدش,vakar
1164,lecken::V,لعق,nyal
1165,beißen::V,عض,harap
1166,abreißen::V,قلع,letép
1167,abschneiden::V,قطع,levág
1168,binden::V,ربط,köt
1169,binden::V,ربط,kötöz
1170,stecken::V,دس,dug
1171,brechen::V,كسر,tör
1172,brechen::V,كسر,eltör
1173,klopfen::V,طرق,kopogtat
1174,hauen::V,ضرب,vág
1175,hauen::V,ضرب,levág
1176,kleben::V,ألصق,tapaszt
1177,reiben::V,حك,dörzsöl
1178,reiben::V,حك,súrol
1179,streichen::V,نشر,simít
1180,schleifen::V,سن,fen
1181,schleifen::V,سن,csiszol
1182,schleifen::V,سن,köszörül
1183,schneiden::V,قطع,vág
1184,schneiden::V,قطع,szel
1185,schneiden::V,قطع,metsz
1186,rütteln::V,رج,ráz
1187,schütteln::V,هز,ráz
1188,schütteln::V,هز,megráz
1189,schwenken::V,لوح,lóbál
1190,schwenken::V,لوح,lobogtat
1191,schütten::V,صب,önt
1192,füllen::V,ملأ,tölt
1193,füllen::V,ملأ,megtölt
1194,einwickeln::V,لف,becsavar
1195,tragen::V,حمل,hord
1196,schleppen::V,سحب,vonszol
1197,ziehen::V,سحب,húz
1198,aufbewahren::V,حفظ,megőriz
1199,werfen::V,رمى,dob
1200,werfen::V,رمى,hajít
1201,werfen::V,ألقى,dob
1202,werfen::V,ألقى,hajít
1203,fangen::V,التقط,fog
1204,packen::V,مسك,megragad
1205,verstecken::V,خبأ,eldug
1206,verstecken::V,خبأ,elrejt
1207,teilen::V,قسم,oszt
1208,teilen::V,قسم,megoszt
1209,schicken::V,بعث,küld
1210,schicken::V,أرسل,küld
1211,bringen::V,جلب,hoz
1212,bringen::V,جلب,visz
1213,hinzufügen::V,أضاف,hozzáad
1214,bekommen::V,حصل,kap
1215,bekommen::V,حصل,megkap
1216,erhalten::V,استلم,kap
1217,erhalten::V,استلم,megkap
1218,nehmen::V,أخذ,vesz
1219,wählen::V,اختار,választ
1220,auswählen::V,انتقى,kiválaszt
1221,bewahren::V,حافظ,megtart
1222,behindern::V,عاق,akadályoz
1223,behindern::V,عاق,gátol
1224,verderben::V,أفسد,elront
1225,beschädigen::V,أضر,rongál
1226,zerbrechen::V,كسر,eltör
1227,zerbrechen::V,كسر,széttör
1228,zerbrechen::V,كسر,kettétör
1229,zerreißen::V,مزق,eltép
1230,zerreißen::V,مزق,széttép
1231,zerstören::V,دمر,elpusztít
1232,verbrennen::V,حرق,éget
1233,verbrennen::V,حرق,eléget
1234,geben::V,أعطى,ad
1235,reichen::V,ناول,nyújt
1236,schenken::V,وهب,ajándékoz
1237,versprechen::V,وعد,ígér
1238,wünschen::V,تمنى,kíván
1239,loben::V,مدح,dicsér
1240,küssen::V,قبل,csókol
1241,wiegen::V,هدهد,ringat
1242,zudecken::V,غطى,betakar
1243,wecken::V,أيقظ,kelt
1244,wecken::V,أيقظ,ébreszt
1245,zeigen::V,أرى,mutat
1246,führen::V,دل,visz
1247,führen::V,دل,vezet
1248,lehren::V,علم,tanít
1249,unterrichten::V,علم,tanít
1250,aufziehen::V,ربى,felnevel
1251,leiten::V,دل,vezet
1252,leiten::V,دل,vezérel
1253,leiten::V,أدار,vezet
1254,leiten::V,أدار,vezérel
1255,antreiben::V,حث,hajt
1256,lassen::V,حدا,-tat
1257,lassen::V,حدا,-at
1258,einladen::V,دعا,meghív
1259,vereinigen::V,وحد,egyesít
1260,besuchen::V,زار,látogat
1261,treffen::V,قابل,talál
1262,sich versammeln::V,اجتمع,gyülekezik
1263,sich versammeln::V,اجتمع,összegyűlik
1264,spielen::V,لعب,játszik
1265,singen::V,غنى,énekel
1266,tanzen::V,رقص,táncol
1267,sich trennen::V,افترق,elválik
1268,verlassen::V,ترك,elhagy
1269,retten::V,نجى,ment
1270,retten::V,أنقذ,ment
1271,bewachen::V,حرس,őriz
1272,schützen::V,حمى,óv
1273,schützen::V,حمى,véd
1274,verteidigen::V,دافع,véd
1275,sich schlagen::V,تضارب,verekszik
1276,schießen::V,أطلق,lő
1277,siegen::V,انتصر,győz
1278,ärgern::V,أزعل,bosszant
1279,schlagen::V,ضرب,üt
1280,schlagen::V,ضرب,ver
1281,treten::V,رفس,rúg
1282,stechen::V,شك,döf
1283,stechen::V,شك,szúr
1284,stoßen::V,دفع,lök
1285,stehlen::V,سرق,lop
1286,stören::V,ضايق,zavar
1287,belästigen::V,أزعج,zaklat
1288,verbergen::V,كتم,rejt
1289,verbergen::V,كتم,elrejt
1290,täuschen::V,خدع,megtéveszt
1291,betrügen::V,غش,csal
1292,töten::V,قتل,öl
1293,wohnen::V,سكن,lakik
1294,arbeiten::V,عمل,dolgozik
1295,arbeiten::V,اشتغل,dolgozik
1296,sammeln::V,جمع,szed
1297,sammeln::V,جمع,gyűjt
1298,pflücken::V,جنى,szed
1299,pflücken::V,قطف,szed
1300,jagen::V,صاد,vadászik
1301,fischen::V,اصطاد,halászik
1302,fassen::V,قبض,fog
1303,hüten::V,رعى,őriz
1304,hüten::V,رعى,legeltet
1305,treiben::V,ساق,hajt
1306,anbinden::V,ربط,köt
1307,füttern::V,علف,etet
1308,melken::V,حلب,fej
1309,hacken::V,فرم,vág
1310,gießen::V,سقى,öntöz
1311,reifen::V,نضج,érik
1312,zubereiten::V,حضر,elkészít
1313,kochen::V,طبخ,főz
1314,backen::V,خبز,süt
1315,braten::V,قلى,süt
1316,braten::V,حمر,süt
1317,umrühren::V,قلب,megkever
1318,stricken::V,حاك,köt
1319,nähen::V,خاط,varr
1320,färben::V,صبغ,fest
1321,färben::V,لون,fest
1322,reinigen::V,نظف,tisztít
1323,waschen::V,غسل,mos
1324,abwischen::V,مسح,letöröl
1325,spülen::V,شطف,mosogat
1326,fegen::V,كنس,söpör
1327,kehren::V,كنس,söpör
1328,baden::V,استحم,fürdik
1329,sich waschen::V,اغتسل,mosdik
1330,sich waschen::V,اغتسل,mosakszik
1331,ausziehen::V,خلع,levesz
1332,anziehen::V,لبس,felölt
1333,anziehen::V,لبس,felvesz
1334,sich anziehen::V,اكتسى,öltözik
1335,sich anziehen::V,اكتسى,felöltözik
1336,kämmen::V,مشط,fésül
1337,schmücken::V,زين,díszít
1338,sagen::V,قال,mond
1339,sprechen::V,تكلم,beszél
1340,reden::V,تكلم,beszél
1341,sich unterhalten::V,تحادث,beszélget
1342,fragen::V,سأل,kérdez
1343,bitten::V,رجا,kér
1344,erzählen::V,حكي,mesél
1345,erzählen::V,حكي,elbeszél
1346,mitteilen::V,بلغ,közöl
1347,nennen::V,سمى,hív
1348,nennen::V,سمى,nevez
1349,rufen::V,نادى,hív
1350,prahlen::V,فشر,dicsekszik
1351,prahlen::V,تفاخر,dicsekszik
1352,übersetzen::V,ترجم,fordít
1353,denken::V,فكر,gondol
1354,glauben::V,اعتقد,hisz
1355,bemerken::V,لاحظ,észrevesz
1356,erkennen::V,عرف,ráismer
1357,erkennen::V,عرف,felismer
1358,begreifen::V,فهم,felfog
1359,begreifen::V,أدرك,felfog
1360,verstehen::V,فهم,ért
1361,verstehen::V,فهم,megért
1362,lernen::V,درس,tanul
1363,lernen::V,درس,megtanul
1364,wissen::V,علم,tud
1365,sich erinnern an::V,تذكر,emlékszik
1366,vergessen::V,نسي,felejt
1367,vergessen::V,نسي,elfelejt
1368,messen::V,قاس,mér
1369,messen::V,قاس,megmér
1370,zählen::V,عد,számol
1371,zählen::V,عد,megszámol
1372,zählen::V,أحصى,számol
1373,zählen::V,أحصى,megszámol
1374,rechnen::V,حسب,számít
1375,lesen::V,قرأ,olvas
1376,malen::V,صور,fest
1377,zeichnen::V,رسم,rajzol
1378,schreiben::V,كتب,ír
1379,besitzen::V,حاز,birtokol
1380,besitzen::V,ملك,birtokol
1381,kaufen::V,اشترى,vesz
1382,kaufen::V,اشترى,megvesz
1383,verkaufen::V,باع,elad
1384,bezahlen::V,دفع,fizet
1385,bezahlen::V,دفع,kifizet
1386,zahlen::V,سدد,fizet
1387,zahlen::V,سدد,megfizet
1388,beherrschen::V,حكم,ural
1389,ertragen::V,أطاق,elbír
1390,ertragen::V,أطاق,elvisel
1391,ertragen::V,تحمل,elbír
1392,ertragen::V,تحمل,elvisel
