,Concept_ID,ml,az
634,traurig::A,വിഷമമുള്ള,qəmgin
635,traurig::A,വിഷമമുള്ള,kədərli
636,lebendig::A,ഉപജീവനം,canlı
637,gut::A,നല്ല,yaxşı
638,schlecht::A,മോശമായ,pis
639,richtig::A,ശരിയായ,doğru
640,schlimm::A,വൃത്തികെട്ട,fəna
641,wahr::A,ശരിയായ,gərçək
642,alt::A,പഴയ,əski
643,alt::A,പഴയ,köhnə
644,neu::A,പുതിയ,yeni
645,ehemalig::A,മുൻ,əvvəlki
646,alt[Lebewesen]::A,വയസ്സുള്ള,qoca
647,jung::A,കൌമാരമായ,gənc
648,arm::A,പാവപ്പെട്ട,kasıb
649,arm::A,പാവപ്പെട്ട,yoxsul
650,reich::A,സമ്പന്നമായ,zəngin
651,bekannt::A,പരിചിതമായ,tanış
652,berühmt::A,പ്രശസ്തനായ,məşhur
653,fremd::A,വൈദേശികമായ,yad
654,verschieden::A,വ്യത്യസ്തമായ,dürlü
655,nah::A,അരികത്തുള്ള,yaxın
656,fern::A,അകലെയുള്ള,uzaq
657,linker::A,അവശേഷിച്ച,sol
658,rechter::A,വലത്തേ,sağ
659,anderer::A,മറ്റുള്ള,başqa
660,erster::A,ആദ്യത്തെ,birinci
661,zweiter::A,രണ്ടാം,ikinci
662,dritter::A,മൂന്നാമത്,üçüncü
663,letzter::A,അവസാനത്തെ,sonuncu
664,letzter::A,അവസാനത്തെ,axırıncı
665,allein::ADV,തനിച്ചുള്ള,tək
666,allein::ADV,തനിച്ചുള്ള,yalqız
667,auf einmal::ADV,ഉടന്,birdən
668,zusammen::ADV,ഒരുമിച്ച,birlikdə
669,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,uzun
670,plötzlich::ADV,പെട്ടെന്ന്,qəfildən
671,sofort::ADV,തത്ക്ഷണം,həmən
672,sofort::ADV,തത്ക്ഷണം,dərhal
673,später::ADV,പിന്നീട്,sonra
674,jetzt::ADV,ഇപ്പോൾ,indi
675,heute::ADV,ഇന്ന്,bugün
676,morgen::ADV,നാളെ,sabah
677,bald::ADV,ഉടനെ,yaxında
678,bald::ADV,ഉടനെ,tezliklə
679,dann::ADV,അപ്പോൾ,onda
680,gestern::ADV,ഇന്നലെ,dünən
681,einst::ADV,പണ്ടൊരിക്കല്,əvvəllər
682,damals::ADV,അപ്പോൾ,o vaxt
683,danach::ADV,പിന്നീട്,sonra
684,vorher::ADV,മുൻപ്,qabaqcadan
685,zuerst::ADV,ആദ്യം,əvvəl
686,einmal::ADV,ഒരിക്കൽ,bir dəfə
687,manchmal::ADV,ചിലപ്പോൾ,hərdənbir
688,oft::ADV,പലപ്പോഴും,tez-tez
689,oft::ADV,പലപ്പോഴും,çox vaxt
690,immer::ADV,എപ്പോഴും,daimi
691,immer::ADV,എപ്പോഴും,həmişə
692,niemals::ADV,ഒരിക്കലും,əsla
693,niemals::ADV,ഒരിക്കലും,heç bir zaman
694,hier::ADV,ഇവിടെ,bura
695,hier::ADV,ഇവിടെ,burada
696,hierhin::ADV,ഇവിടേക്ക്,buraya
697,von hier::ADV,ഇവിടെനിന്ന്,buradan
698,dort::ADV,അവിടെ,ora
699,dort::ADV,അവിടെ,orada
700,dorthin::ADV,അവിടേക്ക്,oraya
701,geradeaus::ADV,മുമ്പിൽ,düz
702,geradeaus::ADV,മുമന്നോട്ട്,düz
703,vorwärts::ADV,മുന്നോട്ട്,irəli
704,rückwärts::ADV,തലതിരിച്ച്,geri
705,zurück::ADV,പുറകിലേക്ക്,geriyə
706,unten::ADV,താഴെ,aşağıda
707,hinab::ADV,താഴേക്ക്,aşağı
708,oben::ADV,മുകളിൽ,yuxarıda
709,hinauf::ADV,മുകളിൽ,yuxarı
710,überall::ADV,എല്ലായിടത്തും,hər yerdə
711,nicht::ADV,ഇല്ല,-ma-
712,ein wenig::ADV,കുറച്ച്,bir az
713,kaum::ADV,കഷ്ടിച്ച്,güclə
714,sehr::ADV,വളരെ,çox
715,so::ADV,അങ്ങനെ,belə
716,noch::ADV,ഇപ്പോഴും,hələ
717,nur::ADV,മാത്രം,yalnız
718,schon::ADV,നേരത്തേ തന്നെ,artıq
719,wieder::ADV,വീണ്ടും,yenə
720,vergebens::ADV,വിഫല,boş yerə
721,vor::PRP,മുമ്പിൽ,önündə
722,hinter::PRP,പുറകിൽ,arxasında
723,unter::PRP,കീഴിൽ,altında
724,durch::PRP,ഉള്ളിലൂടെ,içindən
725,neben::PRP,അടുത്ത്,yanında
726,zwischen::PRP,ഇടയ്ക്ക്,arasında
727,wegen::PRP,നിമിത്തം,üçün
728,wegen::PRP,നിമിത്തം,ötəri
729,dies::PRN,ഇത്,bu
730,das::PRN,അത്,o
731,alles::PRN,എല്ലാം,hər şey
732,ich::PRN,ഞാൻ,mən
733,du::PRN,നിങ്ങൾ,sən
734,er::PRN,അദ്ദേഹം,o
735,er::PRN,അയാൾ,o
736,er::PRN,അവൻ,o
737,er::PRN,അവർ,o
738,er::PRN,അവൾ,o
739,wir::PRN,നമ്മൾ,biz
740,ihr::PRN,നിങ്ങൾ,siz
741,sie::PRN,അവർ,onlar
742,was::FPRN,എന്ത്,nə
743,wer::FPRN,ആര്,kim
744,wo::FADV,എവിടെ,harada
745,wohin::FADV,എവിടേക്ക്,haraya
746,wie::FADV,എങ്ങനെ,necə
747,warum::FADV,എന്തുകൊണ്ട്,niyə
748,warum::FADV,എന്തുകൊണ്ട്,nə üçün
749,wieviel::FNUM,എത്ര,neçə
750,wieviel::FNUM,എത്ര,nə qədər
751,eins::NUM,ഒന്ന്,bir
752,zwei::NUM,രണ്ട്,iki
753,drei::NUM,മൂന്ന്,üç
754,vier::NUM,നാല്,dörd
755,fünf::NUM,അഞ്ച്,beş
756,sechs::NUM,ആറ്,altı
757,sieben::NUM,ഏഴ്,yeddi
758,acht::NUM,എട്ട്,səkkiz
759,neun::NUM,ഒമ്പത്,doqquz
760,zehn::NUM,പത്ത്,on
761,elf::NUM,പതിനൊന്ന്,on bir
762,zwölf::NUM,പന്ത്രണ്ട്,on iki
763,zwanzig::NUM,ഇരുപത്,iyirmi
764,dreißig::NUM,മുപ്പത്,otuz
765,vierzig::NUM,നാൽപ്പത്,qırx
766,fünfzig::NUM,അൻപത്,əlli
767,sechzig::NUM,അറുപത്,altmış
768,siebzig::NUM,എഴുപത്,yetmiş
769,achtzig::NUM,എൺപത്,səksən
770,neunzig::NUM,തൊണ്ണൂറ്,doxsan
771,hundert::NUM,നൂറ്,yüz
772,tausend::NUM,ആയിരം,min
773,und::CNJ,ഉം,və
774,oder::CNJ,അഥവാ,ya
775,stehen::V,നിൽക്കുക,durmaq
776,sitzen::V,ഇരിക്കുക,oturmaq
777,liegen::V,കിടക്കുക,uzanmaq
778,hängen::V,തൂങ്ങുക,asılmaq
779,werden::V,ആയിത്തീരുക,olmaq
780,passieren::V,സംഭവിക്കുക,olmaq
781,passieren::V,സംഭവിക്കുക,baş vermək
782,beginnen::V,ആരംഭിക്കുക,başlamaq
783,enden::V,അവസാനിപ്പിക്കുക,bitmək
784,wechseln::V,മാറ്റുക,dəyişmək
785,aufgehen[Sonne]::V,ഉയരുക,doğmaq
786,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,batmaq
787,scheinen[Sonne]::V,പ്രകാശിക്കുക,parlamaq
788,donnern::V,ഇടിവെട്ടുക,guruldamaq
789,wehen::V,വീശുക,əsmək
790,strömen::V,ഒഴുകുക,axmaq
791,fließen::V,ഒഴുകുക,axmaq
792,sich drehen::V,ചുറ്റുക,dönmək
793,sich drehen::V,കറക്കുക,dönmək
794,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,yellənmək
795,schwingen::V,ആടുക,yellənmək
796,fallen::V,വീഴുക,düşmek
797,brennen::V,കത്തുക,yanmaq
798,rauchen::V,പുകയുക,tüstüləmək
799,regnen::V,മഴ_പെയ്യുക,yağmaq
800,gefrieren::V,തണത്ത്_മരവിക്കുക,donmaq
801,tauen::V,അലിയുക,ərimək
802,schmelzen::V,ഉരുകുക,ərimək
803,trocknen::V,വരളുക,qurumaq
804,sieden::V,തിളപ്പിക്കുക,qaynamaq
805,faulen::V,ചീയുക,çürümək
806,verfaulen::V,അഴുകുക,çürümək
807,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,yırtılmaq
808,versinken::V,മുക്കുക,batmaq
809,vergehen::V,കടന്നുപോകുക,ötmək
810,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,görünmək
811,verschwinden::V,അദൃശ്യമാകുക,yox olmaq
812,sinken::V,താഴുക,enmək
813,abnehmen::V,കുറിയുക,azalmaq
814,zunehmen::V,വർദ്ധിക്കുക,artmaq
815,steigen::V,ഉയരുക,yüksəlmək
816,wachsen::V,വളരുക,böyümək
817,glänzen::V,മിന്നുക,parlamaq
818,funkeln::V,തിളങ്ങുക,parıldamaq
819,lärmen::V,ശബ്ദമുണ്ടാക്കുക,səs-küy etmək
820,läuten::V,മണിമുഴങ്ങുക,çalmaq
821,klingeln::V,ചിലമ്പുക,zəng etmək
822,klirren::V,കിലുക്കുക,cingildəmək
823,brausen::V,മുഴങ്ങുക,gurlamaq
824,rauschen::V,അനങ്ങുക,xışıldamaq
825,klingen::V,മുഴക്കുക,səslənmək
826,bellen::V,കുരയ്ക്കുക,hürmək
827,heulen::V,ഓരിയിടുക,ulamaq
828,blasen::V,ഊതുക,üfləmək
829,pfeifen::V,വിസിലടിക്കുക,fit vermek
830,schreien::V,ആക്രോശിക്കുക,bağırmaq
831,schreien::V,ആക്രോശിക്കുക,qışqırmaq
832,stöhnen::V,അരക്കം,inləmək
833,stöhnen::V,ആർത്തനാദം,inləmək
834,zittern::V,വിറയ്ക്കുക,titrəmək
835,leben::V,താമസിക്കുക,yaşamaq
836,geboren werden::V,ജനിക്കുക,doğmaq
837,atmen::V,ശ്വസിക്കുക,nəfəs almaq
838,trinken::V,കുടിക്കുക,içmek
839,essen::V,കഴിക്കുക,yemək
840,schlucken::V,വിഴുങ്ങുക,udmaq
841,müde werden::V,ക്ഷീണിക്കുക,yorulmaq
842,einschlafen::V,നിദ്രിക്കുക,yuxuya getmək
843,schlafen::V,ഉറങ്ങുക,uyumaq
844,aufwachen::V,ഉണരുക,oyanmaq
845,aufstehen::V,എഴുന്നേൽക്കുക,yuxudan durmaq
846,sich erholen::V,വിശ്രമിക്കുക,dincəlmək
847,krank werden::V,ദീനംപിടിക്കുക,xəstə olmaq
848,krank sein::V,രോഗികളാകുക,azarlanmaq
849,krank sein::V,രോഗികളാകുക,xəstələnmək
850,schmerzen::V,വേദനിക്കുക,ağrimaq
851,husten::V,ചുമയ്ക്കുക,öksürmək
852,genesen::V,സുഖപ്പെടുക,sağalmaq
853,sterben::V,മരിക്കുക,ölmək
854,sterben::V,മരിക്കുക,vəfat etmək
855,umkommen::V,മരിക്കുക,həlak olmaq
856,sich bewegen::V,സ്ഥലം_മാറുക,hərəkət etmək
857,sich rühren::V,ചലിക്കുക,tərpənmək
858,sich erheben::V,നിൽക്കുക,qalxmaq
859,sich setzen::V,ഇരിക്കുക,oturmaq
860,hinfallen::V,വീഴുക,yıxılmaq
861,laufen::V,നടക്കുക,yerimək
862,schreiten::V,നടക്കുക,addım atmaq
863,spazierengehen::V,ഉലാത്തുക,gəzmək
864,eilen::V,പാഞ്ഞെത്തുക,atılmaq
865,sich beeilen::V,തിരിക്കുകൂട്ടുക,tələsmək
866,sich beeilen::V,തിടുക്കം_കാട്ടുക,tələsmək
867,sausen::V,കുതിക്കുക,çırpmaq
868,rennen::V,ഓടുക,qaçmaq
869,springen::V,ചാടുക,sıçramaq
870,klettern::V,കയറുക,dırmanmaq
871,schaukeln::V,ഇളകുക,sallanmaq
872,kriechen::V,പതുങ്ങികയറുക,sürünmək
873,schwimmen::V,നീന്തുക,üzmek
874,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,dalmaq
875,rudern::V,തുഴയുക,avarlamaq
876,fahren::V,വാഹനം ഓടിക്കുക,sürmək
877,fliegen::V,പറക്കുക,uçmaq
878,gehen::V,പോകുക,getmək
879,weggehen::V,വിടുക,getmək
880,abfahren::V,പുറപ്പെടുക,yola düşmək
881,anhalten::V,നിർത്തുക,saxlamaq
882,hineingehen::V,പ്രവേശിക്കുക,girmək
883,eintreten::V,പ്രവേശിക്കുക,girmək
884,eintreten::V,പ്രവേശിക്കുക,daxil olmaq
885,kommen::V,വരുക,gəlmək
886,ankommen::V,എത്തിച്ചേരുക,gəlib çatmaq
887,zurückkommen::V,തിരിച്ചു വരുക,qayıtmaq
888,bleiben::V,തുടരുക,qalmaq
889,warten::V,കാത്തിരിക്കുക,gözləmək
890,erwarten::V,പ്രതീക്ഷിക്കുക,bəkləmək
891,suchen::V,തിരയുക,aramaq
892,suchen::V,തിരയുക,axtarmaq
893,finden::V,കണ്ടെത്തുക,tapmaq
894,versuchen::V,ശ്രമിക്കുക,çalışmaq
895,vorbereiten::V,തയ്യാറെടുക്കുക,hazırlamaq
896,lieben::V,സ്നേഹിക്കുക,sevmək
897,mögen::V,ഇഷ്ടപ്പെടുക,xoşlamaq
898,lachen::V,ചിരിക്കുക,gülmək
899,rühren::V,ഹൃദയം സ്പർശിക്കുക,həyəcanlandırmaq
900,weinen::V,തേങ്ങുക,ağlamaq
901,schimpfen::V,പിറുപിറുക്കുക,küfr etmək
902,sich ärgern::V,കോപിക്കുക,acıqlanmaq
903,sich fürchten::V,പേടിക്കുക,qorxmaq
904,fürchten::V,പേടിക്കുക,qorxmaq
905,fliehen::V,രക്ഷപ്പെടുക,qaçmaq
906,flüchten::V,രക്ഷപ്പെടുക,qaçmaq
907,sehen::V,കാണുക,görmək
908,anschauen::V,നോക്കുക,baxmaq
909,ansehen::V,നോക്കുക,baxmaq
910,hören::V,കേൾക്കുക,duymaq
911,hören::V,കേൾക്കുക,eşitmək
912,zuhören::V,ശ്രദ്ധിക്കുക,dinləmək
913,probieren::V,രുചിയുള്ളതായി_തോന്നുക,dadına baxmaq
914,riechen::V,മണത്തു_നോക്കുക,qoxlamaq
915,fühlen::V,സ്പർശിച്ചറിയുക,duymaq
916,scheinen::V,കാണപ്പെടുക,görünmək
917,zu sehen sein::V,വെളിച്ചപ്പെടുക,görünmək
918,vernehmen::V,കേൾക്കുക,eşitmək
919,frieren::V,വിറയ്ക്കുക,üşümək
920,tun::V,ചെയ്യുക,etmək
921,können::V,കഴിയുക,bilmək
922,können::V,കഴിയുക,bacarmaq
923,wollen::V,വേണുക,istəmək
924,anfangen::V,തുടങ്ങുക,başlamaq
925,beenden::V,പൂർത്തിയാക്കുക,bitirmək
926,aufhören::V,നിർത്തുക,bitmək
927,aufhören::V,നിർത്തുക,qurtarmaq
928,gelingen::V,വിജയിക്കുക,müvəffəq olmaq
929,geraten::V,പരിണമിക്കുക,düşmək
930,öffnen::V,തുറക്കുക,açmaq
931,schließen::V,അടയ്ക്കുക,qapamaq
932,stellen::V,വയ്ക്കുക,qoymaq
933,setzen::V,വയ്ക്കുക,oturtmaq
934,legen::V,ഇടുക,qoymaq
935,berühren::V,തൊടുക,toxunmaq
936,verbinden::V,ഘടിപ്പിക്കുക,bağlamaq
937,bedecken::V,മുടുക,örtmək
938,aufhängen::V,കെട്ടിതൂക്കുക,asmaq
939,anzünden::V,കത്തിക്കുക,yandırmaq
940,aufheben::V,പെറുക്കിയെടുക്കുക,qaldırmaq
941,zurücklassen::V,വച്ചുപോരുക,buraxmaq
942,verlieren::V,നഷ്ടപ്പെടുക,itirmək
943,fallen lassen::V,വീഴ്ത്തുക,düşürmək
944,machen::V,ഉണ്ടാക്കുക,etmək
945,herstellen::V,ഉൽപാദിപ്പിക്കുക,istehsal etmək
946,bauen::V,നിർമ്മിക്കുക,tikmək
947,reparieren::V,നന്നാക്കുക,təmir etmək
948,verbessern::V,മെച്ചപ്പെടുക,düzəltmək
949,ändern::V,മാറ്റംവരുത്തുക,dəyişdirmək
950,graben::V,കുഴിക്കുക,qazımaq
951,beugen::V,വണങ്ങുക,əymək
952,biegen::V,കുനിയുക,bükmək
953,drehen::V,തിരിക്കുക,döndərmək
954,wenden::V,തിരിയുക,çevirmək
955,umdrehen::V,തിരിയുക,çevirmək
956,heben::V,ഉയർത്തുക,qaldırmaq
957,hochheben::V,ഉയർത്തുക,qaldırmaq
958,ergreifen::V,ബലമായി_പിടിക്കുക,tutmaq
959,halten::V,പിടിക്കുക,saxlamaq
960,drücken::V,അമർത്തുക,sıxmaq
961,schieben::V,തള്ളുക,sürmək
962,kratzen::V,ചുരണ്ടുക,qaşımaq
963,lecken::V,നക്കുക,yalamaq
964,beißen::V,കടിക്കുക,dişləmək
965,abreißen::V,കീറിക്കളയുക,qoparmaq
966,abschneiden::V,മുറിച്ചുമാറ്റുക,ayırmaq
967,binden::V,കെട്ടുക,bağlamaq
968,stecken::V,തുളയ്ക്കുക,soxmaq
969,brechen::V,ഉടയുക,qırmaq
970,klopfen::V,തട്ടുക,sındırmaq
971,hauen::V,അടിക്കുക,vurmaq
972,kleben::V,ഒട്ടിക്കുക,apışdırmaq
973,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,ovmaq
974,streichen::V,പടർത്തുക,sürtmək
975,schleifen::V,പൊടിക്കുക,bülövləmək
976,schneiden::V,മുറിക്കുക,kəsmək
977,rütteln::V,മുട്ടുക,sirkələmək
978,schütteln::V,കുലുക്കുക,çalxalamaq
979,schwenken::V,ആടുക,yelləmək
980,schütten::V,ഒഴിക്കുക,tökmək
981,füllen::V,നിറയ്ക്കുക,doldurmaq
982,einwickeln::V,പൊതിയുക,sarımaq
983,tragen::V,വഹിക്കുക,daşımaq
984,schleppen::V,വലിച്ചിഴയ്ക്കുക,sürükləmək
985,ziehen::V,വലിക്കുക,çəkmək
986,aufbewahren::V,വയ്ക്കുക,gizlətmək
987,werfen::V,എറിയുക,atmaq
988,fangen::V,പിടിക്കുക,tutmaq
989,packen::V,തട്ടിപ്പറിക്കുക,yaxalamaq
990,verstecken::V,മറയ്ക്കുക,gizlətmək
991,teilen::V,വിഭജിക്കുക,bölmək
992,schicken::V,അയയ്ക്കുക,yollamaq
993,schicken::V,അയയ്ക്കുക,göndərmək
994,bringen::V,കൊണ്ടുവരുക,gətirmək
995,hinzufügen::V,കൂട്ടുക,əlavə etmək
996,bekommen::V,കിട്ടുക,almaq
997,bekommen::V,കിട്ടുക,əldə etmək
998,erhalten::V,സ്വീകരിക്കുക,almaq
999,nehmen::V,എടുക്കുക,almaq
1000,wählen::V,തിരഞ്ഞെടുക്കുക,seçmək
1001,auswählen::V,തിരഞ്ഞെടുക്കുക,arımaq
1002,bewahren::V,പുലർത്തുക,qorumaq
1003,behindern::V,തടയിടുക,mane olmaq
1004,verderben::V,നശിപ്പിക്കുക,pozmaq
1005,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,zədələmək
1006,zerbrechen::V,ഉടയുക,qırmaq
1007,zerbrechen::V,ഉടയുക,sındırmaq
1008,zerreißen::V,കീറുക,yırtmaq
1009,zerstören::V,നശിപ്പിക്കുക,dağıtmaq
1010,verbrennen::V,കത്തിനശിക്കുക,yandırmaq
1011,verbrennen::V,കത്തിച്ചുകളയുക,yandırmaq
1012,geben::V,കൊടുക്കുക,vermək
1013,geben::V,തരുക,vermək
1014,reichen::V,കൈമാറുക,uzatmaq
1015,schenken::V,സമ്മാനം കൊടുക്കുക,vermək
1016,versprechen::V,വാഗ്ദാനം_നൽകുക,vəd vermək
1017,wünschen::V,ആഗ്രഹിക്കുക,arzulamaq
1018,loben::V,പുകഴ്ത്തുക,tərifləmək
1019,küssen::V,ഉമ്മവയ്ക്കുക,öpmək
1020,wiegen::V,ഇളകുക,tərpətmək
1021,zudecken::V,മുടുക,örtmək
1022,wecken::V,ഉണർത്തുക,oyatmaq
1023,zeigen::V,കാണിക്കുക,göstərmək
1024,führen::V,നടത്തുക,rəhbərlik etmək
1025,lehren::V,പഠിപ്പിക്കുക,öyrətmək
1026,unterrichten::V,പരിശീലിപ്പിക്കുക,öyrətmək
1027,unterrichten::V,പരിശീലിപ്പിക്കുക,dərs vermək
1028,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,tərbiyə etmək
1029,leiten::V,നയിക്കുക,idarə etmək
1030,antreiben::V,പ്രേരിപ്പിക്കുക,bizləmək
1031,lassen::V,അനുവദിക്കുക,-tırmaq
1032,einladen::V,ക്ഷണിക്കുക,dəvət etmək
1033,vereinigen::V,കൂടിച്ചേരുക,birləşdirmək
1034,besuchen::V,സന്ദർശിക്കുക,baş çəkmək
1035,besuchen::V,സന്ദർശിക്കുക,ziyarət etmək
1036,treffen::V,തമ്മിൽ കാണുക,rastlaşmaq
1037,treffen::V,തമ്മിൽ കാണുക,rast gəlmək
1038,sich versammeln::V,സംയോജിപ്പിക്കുക,toplanmaq
1039,spielen::V,കളിക്കുക,oynamaq
1040,singen::V,പാടുക,oxumaq
1041,tanzen::V,നൃത്തം ചെയ്യുക,oynamaq
1042,tanzen::V,നൃത്തം ചെയ്യുക,rəqs etmək
1043,sich trennen::V,നേർപെടുത്തുക,ayrılmaq
1044,verlassen::V,പിൻവാങ്ങുക,tərk etmək
1045,retten::V,രക്ഷിക്കുക,xilas etmək
1046,bewachen::V,കാവൽനിൽക്കുക,gözətmək
1047,schützen::V,പരിരക്ഷിക്കുക,qorumaq
1048,verteidigen::V,പ്രതിരോധിക്കുക,qorumaq
1049,sich schlagen::V,കലഹിക്കുക,döyüşmək
1050,schießen::V,വെടിവെക്കുക,atmaq
1051,schießen::V,വെടിവെക്കുക,atəş açmaq
1052,siegen::V,വിജയിക്കുക,yenmək
1053,ärgern::V,വിഷമിപ്പിക്കുക,acışdırmaq
1054,schlagen::V,അടിക്കുക,döymək
1055,treten::V,തൊഴിക്കുക,təpmək
1056,stechen::V,കുത്തുക,soxmaq
1057,stoßen::V,തള്ളുക,itələmək
1058,stehlen::V,മോഷ്ടിക്കുക,çalmaq
1059,stehlen::V,മോഷ്ടിക്കുക,oğurlamaq
1060,stören::V,ശല്യപ്പെടുത്തുക,pozmaq
1061,belästigen::V,മെനക്കെടുക,narahat etmək
1062,verbergen::V,മറയ്ക്കുക,gizləmək
1063,verbergen::V,ഒളിക്കുക,gizləmək
1064,täuschen::V,കബളിപ്പിക്കുക,aldatmaq
1065,betrügen::V,ചതിക്കുക,aldatmaq
1066,töten::V,കൊല്ലുക,öldürmək
1067,wohnen::V,താമസിക്കുക,yaşamaq
1068,arbeiten::V,ജോലിചെയ്യുക,işləmək
1069,arbeiten::V,ജോലിചെയ്യുക,çalışmaq
1070,sammeln::V,സഞ്ചയിക്കുക,yığmaq
1071,sammeln::V,സഞ്ചയിക്കുക,toplamaq
1072,pflücken::V,പറിച്ചെടുക്കുക,qoparmaq
1073,jagen::V,വേട്ടയാടുക,ovlamaq
1074,fischen::V,മീൻ പിടിക്കുക,balıq tutmaq
1075,fassen::V,പിടിക്കുക,tutmaq
1076,hüten::V,ചേർക്കുക,güdmək
1077,treiben::V,വാഹനം_ഓടിക്കുക,haylamaq
1078,anbinden::V,കെട്ടിയിടുക,bağlamaq
1079,füttern::V,തീറ്റുക,bəsləmək
1080,melken::V,പാലുകറക്കുക,sağmaq
1081,hacken::V,വെട്ടിമുറിക്കുക,yarmaq
1082,gießen::V,നനയ്ക്കുക,sulamaq
1083,reifen::V,പാകമാകുക,dəymək
1084,zubereiten::V,പാചകം_ചെയ്യുക,bişirmək
1085,kochen::V,വേവിക്കുക,qaynatmaq
1086,backen::V,ബേക്ക് ചെയ്യുക,bişirmək
1087,braten::V,പോരിക്കുക,qızartmaq
1088,umrühren::V,ഇളക്കുക,qarışdırmaq
1089,stricken::V,മെടയുക,hörmək
1090,nähen::V,തുന്നുക,tikmək
1091,färben::V,ചായം പൂശുക,boyamaq
1092,reinigen::V,വൃത്തിയാക്കുക,təmizləmək
1093,waschen::V,കഴുകുക,yumaq
1094,abwischen::V,തുടയ്ക്കുക,silmək
1095,spülen::V,കഴുകുക,çalxamaq
1096,fegen::V,അടിച്ചുവാരുക,süpürmək
1097,kehren::V,അടിച്ചുവാരുക,süpürmək
1098,baden::V,നീന്തിത്തുടിക്കുക,çimmək
1099,sich waschen::V,കഴുകുക,yuyunmaq
1100,ausziehen::V,ഇഴുക്കുക,soyunmaq
1101,anziehen::V,ഉടുക്കുക,geymək
1102,sich anziehen::V,ധരിച്ച നേടുകയുക,geyinmək
1103,kämmen::V,മുടിചീകുക,daramaq
1104,schmücken::V,അലങ്കരിക്കുക,bəzəmək
1105,sagen::V,പറയുക,demək
1106,sagen::V,പറയുക,söymek
1107,sprechen::V,സംസാരിക്കുക,danışmaq
1108,reden::V,സംസാരിക്കുക,danışmaq
1109,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,söhbət etmək
1110,fragen::V,ചോദിക്കുക,soruşmaq
1111,bitten::V,അപേക്ഷിക്കുക,diləmək
1112,bitten::V,അപേക്ഷിക്കുക,xahiş etmək
1113,erzählen::V,പറയുക,bəhs etmək
1114,mitteilen::V,അറിയിക്കുക,bildirmək
1115,nennen::V,പേരിടുക,adlandırmaq
1116,rufen::V,വിളിക്കുക,çağırmaq
1117,prahlen::V,പൊങ്ങച്ചം പറയുക,öyünmək
1118,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,tərcümə etmək
1119,denken::V,ചിന്തിക്കുക,düşünmək
1120,denken::V,ചിന്തിക്കുക,fikirləşmək
1121,glauben::V,വിശ്വസിക്കുക,inanmaq
1122,bemerken::V,ശ്രദ്ധിക്കുക,qeyd etmək
1123,erkennen::V,തിരിചറിയുക,tanımaq
1124,begreifen::V,കൈപ്പിടിയിലാക്കുക,anlamaq
1125,verstehen::V,മനസ്സിലാക്കുക,duymaq
1126,lernen::V,പഠിക്കുക,öyrənmək
1127,wissen::V,അറിയുക,bilmək
1128,sich erinnern an::V,ഓർമിക്കുക,xatırlamaq
1129,vergessen::V,മറക്കുക,unutmaq
1130,messen::V,അളക്കുക,ölçmək
1131,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,saymaq
1132,rechnen::V,ഗണിക്കുക,hesablamaq
1133,lesen::V,വായിക്കുക,oxumaq
1134,malen::V,ചിത്രം വരയ്ക്കുക,şəkil çəkmək
1135,zeichnen::V,വരയ്ക്കുക,cızmaq
1136,schreiben::V,എഴുതുക,yazmaq
1137,besitzen::V,സ്വന്തമാക്കുക,yiyələnmək
1138,besitzen::V,സ്വന്തമാക്കുക,malik olmaq
1139,kaufen::V,വാങ്ങുക,satın almaq
1140,verkaufen::V,വിൽക്കുക,satmaq
1141,bezahlen::V,പരിഹാരം ചെയ്യുക,ödəmək
1142,zahlen::V,പണം അടയ്ക്കുക,ödəmək
1143,beherrschen::V,ഭരിക്കുക,idarə etmək
1144,ertragen::V,താങ്ങുക,dözmək
