,Concept_ID,pt,ko
859,passieren::V,acontecer,지장옶다
860,beginnen::V,começar,시작되다
861,enden::V,acabar,큳내다
862,enden::V,terminar,큳내다
863,wechseln::V,variar,병경하다
864,wechseln::V,alternar,병경하다
865,aufgehen[Sonne]::V,nascer,뜨다
866,untergehen[Sonne]::V,pôr-se,지다
867,scheinen[Sonne]::V,brilhar,빛나다
868,donnern::V,trovejar,천둥치다
869,wehen::V,soprar,풀다
870,strömen::V,correr,흐르다
871,fließen::V,fluir,흐르다
872,sich drehen::V,girar,돌다
873,schwanken::V,oscilar,동요하다
874,schwingen::V,vibrar,흔들다
875,fallen::V,cair,떨어지다
876,brennen::V,arder,타다
877,rauchen::V,fumegar,김이나다
878,regnen::V,chover,비가오다
879,gefrieren::V,gelar,얼다
880,gefrieren::V,congelar,얼다
881,tauen::V,derreter,녹다
882,tauen::V,descongelar,녹다
883,schmelzen::V,fundir-se,녹다
884,trocknen::V,secar,홈치다
885,sieden::V,ferver,끓다
886,faulen::V,estragar-se,부패하다
887,verfaulen::V,apodrecer,썩다
888,reißen::V,romper-se,지바찢다
889,versinken::V,afundar-se,가라앉다
890,vergehen::V,passar,지나가다
891,erscheinen::V,aparecer,나타나다
892,verschwinden::V,desaparecer,사라지다
893,sinken::V,descer,가라앉다
894,abnehmen::V,diminuir,떼어내다
895,abnehmen::V,decrescer,떼어내다
896,zunehmen::V,crescer,증가하다
897,zunehmen::V,aumentar,증가하다
898,steigen::V,subir,상승하다
899,wachsen::V,crescer,생기하다
900,glänzen::V,brilhar,뛰오나다
901,funkeln::V,cintilar,불티가잍어나다
902,lärmen::V,fazer barulho,떠들다
903,läuten::V,chocalhar,울시다
904,klingeln::V,tocar,초닌총을울리다
905,klirren::V,tinir,탁탁울리다
906,brausen::V,bramar,쏴쏴소리내다
907,rauschen::V,murmurar,솨솨
908,rauschen::V,rumorejar,솨솨
909,klingen::V,soar,반향하다
910,bellen::V,ladrar,짖다
911,heulen::V,uivar,포효하다
912,blasen::V,soprar,불다
913,pfeifen::V,assobiar,피리를불다
914,schreien::V,gritar,절규하다
915,stöhnen::V,gemer,신음하다
916,zittern::V,tremer,저뉼하다
917,leben::V,viver,살다
918,geboren werden::V,nascer,태어난
919,atmen::V,respirar,숨쉬다
920,trinken::V,beber,마시다
921,essen::V,comer,먹다
922,schlucken::V,engolir,들이켜다
923,müde werden::V,cansar-se,
924,einschlafen::V,adormecer,잠들다
925,schlafen::V,dormir,자다
926,aufwachen::V,acordar,눈트다
927,aufstehen::V,levantar-se,서다
928,sich erholen::V,descansar,회복하다
929,krank werden::V,adoecer,
930,krank werden::V,ficar doente,
931,krank sein::V,estar doente,
932,schmerzen::V,doer,아프다
933,husten::V,tossir,잔기침하다
934,genesen::V,convalescer,낫다
935,sterben::V,morrer,죽다
936,umkommen::V,perecer,못쓰게되다
937,sich bewegen::V,mover-se,움직이다
938,sich rühren::V,mexer-se,움직이다
939,sich erheben::V,levantar-se,이러서다
940,sich setzen::V,sentar-se,앉히다
941,hinfallen::V,cair,넘어지다
942,laufen::V,andar,걷다
943,laufen::V,caminhar,걷다
944,schreiten::V,andar,보행하다
945,schreiten::V,caminhar,보행하다
946,spazierengehen::V,passear,산보하다
947,eilen::V,apressar-se,서둘다
948,sich beeilen::V,apressar-se,서둘게하다
949,sich beeilen::V,despachar-se,서둘게하다
950,sausen::V,correr,서들러 떠나다
951,rennen::V,correr,달리다
952,springen::V,saltar,도약하다
953,klettern::V,trepar,갑겨오르다
954,schaukeln::V,baloiçar,흔들리게하다
955,kriechen::V,rastejar,기다
956,kriechen::V,arrastar-se,기다
957,schwimmen::V,nadar,헤엄치다
958,tauchen::V,mergulhar,잠기다
959,rudern::V,remar,물을헤치다
960,fahren::V,ir,가다
961,fahren::V,ir,나르다
962,fliegen::V,voar,날다
963,gehen::V,ir,가다
964,gehen::V,andar,가다
965,weggehen::V,partir,팔리다
966,weggehen::V,ir-se embora,팔리다
967,abfahren::V,sair,출발하다
968,abfahren::V,partir,출발하다
969,anhalten::V,parar,멈추다
970,hineingehen::V,entrar,(그리로)가다
971,eintreten::V,entrar,들러가다
972,kommen::V,vir,오다
973,ankommen::V,chegar,고챀하다
974,zurückkommen::V,voltar,보기
975,zurückkommen::V,regressar,보기
976,bleiben::V,ficar,체류
977,bleiben::V,permanecer,체류
978,warten::V,esperar,기다리다
979,erwarten::V,esperar,기대하다
980,erwarten::V,aguardar,기대하다
981,suchen::V,buscar,찾다
982,suchen::V,buscar,구하다
983,suchen::V,procurar,찾다
984,suchen::V,procurar,구하다
985,finden::V,achar,찾아내다
986,finden::V,encontrar,찾아내다
987,versuchen::V,tentar,시험하다
988,vorbereiten::V,preparar,재비하다
989,lieben::V,amar,사랑하다
990,lieben::V,querer,사랑하다
991,mögen::V,gostar de,줗아하다
992,lachen::V,rir,웃다
993,lachen::V,rir-se,웃다
994,rühren::V,comover,건드리다
995,weinen::V,chorar,울다
996,schimpfen::V,ralhar,꾸짖다
997,sich ärgern::V,zangar-se,화를내게 하다
998,sich fürchten::V,ter medo de,두려원하다
999,sich fürchten::V,ter receio de,두려원하다
1000,fürchten::V,temer,두려원하다
1001,fürchten::V,recear,두려원하다
1002,fliehen::V,fugir,도망치다
1003,flüchten::V,refugiar-se,도주하다
1004,sehen::V,ver,보다
1005,anschauen::V,olhar,바라보다
1006,ansehen::V,mirar,바라보다
1007,hören::V,ouvir,듣다
1008,zuhören::V,escutar,듣다
1009,probieren::V,provar,시식하다
1010,probieren::V,saborear,시식하다
1011,riechen::V,cheirar,내새를맡다
1012,fühlen::V,sentir,느끼다
1013,scheinen::V,parecer,...것같다
1014,zu sehen sein::V,estar à vista,보이는
1015,vernehmen::V,ouvir,듣다
1016,vernehmen::V,ouvir,들어서일다
1017,frieren::V,ter frio,춥다
1018,tun::V,fazer,하다
1019,können::V,saber,할주릴다
1020,wollen::V,querer,바라다
1021,anfangen::V,iniciar,시작하다
1022,beenden::V,acabar,다하다
1023,beenden::V,terminar,다하다
1024,aufhören::V,cessar,그만두다
1025,aufhören::V,desistir,그만두다
1026,gelingen::V,sair bem,성국하다
1027,gelingen::V,dar bom resultado,성국하다
1028,geraten::V,sair,잘되어가다
1029,geraten::V,dar resultado,잘되어가다
1030,öffnen::V,abrir,열다
1031,schließen::V,fechar,추측하다
1032,stellen::V,pôr,세우다
1033,stellen::V,colocar,세우다
1034,setzen::V,pôr,놓다
1035,setzen::V,meter,놓다
1036,legen::V,pôr,눕히다
1037,legen::V,meter,눕히다
1038,berühren::V,tocar,대다
1039,verbinden::V,unir,옝열하다
1040,verbinden::V,ligar,옝열하다
1041,bedecken::V,cobrir,덮다
1042,aufhängen::V,pendurar,매달다
1043,anzünden::V,acender,점화하다
1044,aufheben::V,apanhar,위로올리다
1045,aufheben::V,levantar,위로올리다
1046,zurücklassen::V,deixar,튀에남기다
1047,verlieren::V,perder,잃다
1048,fallen lassen::V,deixar cair,떨어뜨리다
1049,machen::V,fazer,하다
1050,herstellen::V,produzir,제조하다
1051,bauen::V,edificar,짓다
1052,bauen::V,construir,짓다
1053,reparieren::V,reparar,수셩자다
1054,reparieren::V,consertar,수셩자다
1055,verbessern::V,melhorar,정정하다
1056,ändern::V,mudar,바꾸다
1057,ändern::V,alterar,바꾸다
1058,graben::V,cavar,파다
1059,beugen::V,curvar,구부리다
1060,biegen::V,vergar,굽히다
1061,drehen::V,girar,회전
1062,wenden::V,virar,회전시키다
1063,wenden::V,voltar,회전시키다
1064,umdrehen::V,virar,회전시키다
1065,umdrehen::V,revolver,회전시키다
1066,heben::V,levantar,일으아키다
1067,hochheben::V,erguer,틀어올리다
1068,hochheben::V,levantar,틀어올리다
1069,ergreifen::V,apanhar,잡다
1070,halten::V,segurar,잡다
1071,drücken::V,apertar,누르다
1072,schieben::V,empurrar,밀다
1073,kratzen::V,raspar,긁다
1074,lecken::V,lamber,핥다
1075,beißen::V,morder,물다
1076,abreißen::V,arrancar,
1077,abschneiden::V,talhar,귾어내다
1078,binden::V,ligar,매다
1079,stecken::V,meter,찌르다
1080,stecken::V,enfiar,찌르다
1081,brechen::V,romper,금
1082,brechen::V,quebrar,금
1083,klopfen::V,bater,치다
1084,hauen::V,bater,때리다
1085,kleben::V,colar,들러붙다
1086,reiben::V,esfregar,문지르다
1087,streichen::V,barrar,쓰다듬다
1088,schleifen::V,afiar,갈다
1089,schneiden::V,cortar,베다
1090,rütteln::V,sacudir,흔들다
1091,schütteln::V,abanar,흔들다
1092,schütteln::V,sacudir,흔들다
1093,schwenken::V,agitar,흔들다
1094,schütten::V,deitar,따르다
1095,füllen::V,encher,담다
1096,einwickeln::V,envolver,싸다
1097,einwickeln::V,embrulhar,싸다
1098,tragen::V,levar,지우다
1099,tragen::V,trazer,지우다
1100,schleppen::V,arrastar,끌다
1101,ziehen::V,puxar,당기다
1102,aufbewahren::V,guardar,간직하다
1103,aufbewahren::V,conservar,간직하다
1104,werfen::V,lançar,던지다
1105,fangen::V,apanhar,밥다
1106,packen::V,agarrar,쥐다
1107,verstecken::V,esconder,숨기다
1108,teilen::V,partir,나누다
1109,teilen::V,dividir,나누다
1110,schicken::V,enviar,보내다
1111,bringen::V,trazer,가겨
1112,hinzufügen::V,acrescentar,부가하다
1113,bekommen::V,obter,얻다
1114,erhalten::V,receber,지니다
1115,nehmen::V,tomar,잡다
1116,wählen::V,eleger,선거하다
1117,wählen::V,escolher,선거하다
1118,auswählen::V,escolher,선출하다
1119,auswählen::V,seleccionar,선출하다
1120,bewahren::V,guardar,저장보종
1121,bewahren::V,conservar,저장보종
1122,behindern::V,impedir,훼방하다
1123,verderben::V,estragar,못쓰게 되다
1124,verderben::V,corromper,못쓰게 되다
1125,beschädigen::V,danificar,상하게하다
1126,zerbrechen::V,romper,깨뜨리다
1127,zerbrechen::V,quebrar,깨뜨리다
1128,zerreißen::V,rasgar,잡아쫓다
1129,zerstören::V,destruir,파괴하다
1130,verbrennen::V,queimar,소실하다
1131,geben::V,dar,주다
1132,reichen::V,passar,내일다
1133,schenken::V,oferecer,주다
1134,versprechen::V,prometer,약속하다
1135,wünschen::V,desejar,바라다
1136,loben::V,louvar,칭찬하다
1137,küssen::V,beijar,키스하다
1138,wiegen::V,embalar,어르다
1139,zudecken::V,tapar,뚜꺼을하다
1140,zudecken::V,cobrir,뚜꺼을하다
1141,wecken::V,acordar,깨우다
1142,wecken::V,despertar,깨우다
1143,zeigen::V,mostrar,보이다
1144,führen::V,guiar,가게하다
1145,führen::V,conduzir,가게하다
1146,lehren::V,ensinar,가르치다
1147,unterrichten::V,instruir,가르지다
1148,aufziehen::V,criar,사육하다
1149,leiten::V,dirigir,이끌다
1150,leiten::V,conduzir,이끌다
1151,antreiben::V,impelir,몰다
1152,lassen::V,fazer,내버려두다
1153,einladen::V,convidar,초청하다
1154,vereinigen::V,unir,하나로하다
1155,vereinigen::V,reunir,하나로하다
1156,besuchen::V,ir ver,방문하다
1157,besuchen::V,visitar,방문하다
1158,treffen::V,encontrar,만나다
1159,sich versammeln::V,reunir-se,조립하다
1160,spielen::V,jogar,눌다
1161,spielen::V,brincar,눌다
1162,singen::V,cantar,노래하다
1163,tanzen::V,bailar,춤추하다
1164,sich trennen::V,apartar-se,가르다
1165,verlassen::V,deixar,버림받은
1166,verlassen::V,abandonar,버림받은
1167,retten::V,salvar,구조하다
1168,bewachen::V,vigiar,치키다
1169,bewachen::V,guardar,치키다
1170,schützen::V,proteger,보호하다
1171,verteidigen::V,defender,막다
1172,sich schlagen::V,brigar,치다
1173,sich schlagen::V,bater-se,치다
1174,schießen::V,disparar,쏘다
1175,siegen::V,vencer,이기다
1176,ärgern::V,irritar,성을내게하다
1177,ärgern::V,aborrecer,성을내게하다
1178,schlagen::V,bater,치다
1179,treten::V,pisar,디디다
1180,stechen::V,picar,찌르다
1181,stoßen::V,empurrar,찌르다
1182,stehlen::V,furtar,훔치다
1183,stören::V,perturbar,움직이다
1184,belästigen::V,incomodar,괴롭히다
1185,belästigen::V,importunar,괴롭히다
1186,verbergen::V,ocultar,숨기다
1187,verbergen::V,esconder,숨기다
1188,täuschen::V,iludir,속이다
1189,täuschen::V,enganar,속이다
1190,betrügen::V,burlar,속이다
1191,betrügen::V,enganar,속이다
1192,töten::V,matar,죽이다
1193,wohnen::V,morar,실다
1194,arbeiten::V,trabalhar,일하다
1195,sammeln::V,recolher,모으다
1196,sammeln::V,coleccionar,모으다
1197,pflücken::V,colher,꿔다
1198,jagen::V,caçar,사냥하다
1199,fischen::V,pescar,고기를잡다
1200,fassen::V,apanhar,움켜쥐다
1201,hüten::V,guardar,망보다
1202,treiben::V,conduzir,몰아세우다
1203,anbinden::V,atar,묶다
1204,füttern::V,dar de comer a,사료를주다
1205,melken::V,ordenhar,젖을짜다
1206,hacken::V,rachar,자르다
1207,gießen::V,regar,물을대다
1208,reifen::V,amadurecer,성숙하다
1209,zubereiten::V,preparar,조제하다
1210,kochen::V,cozer,요리하다
1211,backen::V,cozer,쿱다
1212,braten::V,assar,굽다
1213,braten::V,fritar,굽다
1214,umrühren::V,remexer,교반하다
1215,stricken::V,tricotar,뜨개질하다
1216,stricken::V,fazer malha,뜨개질하다
1217,nähen::V,coser,꿰매다
1218,nähen::V,costurar,꿰매다
1219,färben::V,tingir,채색하다
1220,färben::V,colorir,채색하다
1221,reinigen::V,limpar,청소하다
1222,reinigen::V,purificar,청소하다
1223,waschen::V,lavar,씻다
1224,abwischen::V,limpar,닦다
1225,abwischen::V,esfregar,닦다
1226,spülen::V,lavar,씻다
1227,spülen::V,enxaguar,씻다
1228,fegen::V,varrer,소체하다
1229,kehren::V,varrer,청소하다
1230,baden::V,banhar,감다
1231,baden::V,tomar banho,감다
1232,sich waschen::V,lavar-se,모믈 씻다
1233,ausziehen::V,despir,벗다
1234,anziehen::V,vestir,끌어움직이다
1235,sich anziehen::V,vestir-se,
1236,kämmen::V,pentear,빗다
1237,schmücken::V,adornar,치레하다
1238,sagen::V,dizer,말하다
1239,sprechen::V,falar,말하다
1240,reden::V,falar,이야기하다
1241,sich unterhalten::V,conversar,
1242,fragen::V,perguntar,질문하다
1243,bitten::V,pedir,원하다
1244,erzählen::V,contar,이야기하다
1245,mitteilen::V,comunicar,이야기하다
1246,mitteilen::V,participar,이야기하다
1247,nennen::V,nomear,부르다
1248,nennen::V,apelidar,부르다
1249,rufen::V,chamar,불러내다
1250,prahlen::V,gabar-se,자랑하다
1251,prahlen::V,vangloriar-se,자랑하다
1252,übersetzen::V,traduzir,번역하다
1253,denken::V,pensar,생각하다
1254,glauben::V,crer,믿다
1255,bemerken::V,notar,인자하다
1256,bemerken::V,observar,인자하다
1257,erkennen::V,reconhecer,인식하다
1258,begreifen::V,apreender,파악하다
1259,begreifen::V,compreender,파악하다
1260,verstehen::V,entender,이해하다
1261,verstehen::V,compreender,이해하다
1262,lernen::V,aprender,배우다
1263,wissen::V,saber,알다
1264,sich erinnern an::V,lembrar-se de,상기하다
1265,sich erinnern an::V,recordar-se de,상기하다
1266,vergessen::V,esquecer,잊다
1267,messen::V,medir,측정하다
1268,zählen::V,contar,세다
1269,rechnen::V,calcular,게산하다
1270,lesen::V,ler,읽다
1271,malen::V,pintar,그리다
1272,zeichnen::V,desenhar,소묘하다
1273,schreiben::V,escrever,쓰다
1274,besitzen::V,possuir,소유하다
1275,kaufen::V,comprar,사다
1276,verkaufen::V,vender,팔다
1277,bezahlen::V,pagar,지불하다
1278,zahlen::V,pagar,치르다
1279,beherrschen::V,imperar,지배하다
1280,ertragen::V,suportar,참다
