,Concept_ID,sv,zh
875,eintreten::V,träda in,进入
876,kommen::V,komma,来
877,ankommen::V,ankomma,到达
878,zurückkommen::V,återkomma,回来
879,bleiben::V,bli,停留
880,bleiben::V,förbli,停留
881,warten::V,vänta,等
882,erwarten::V,vänta,等候
883,suchen::V,leta,找
884,finden::V,finna,找到
885,versuchen::V,försöka,尝试
886,vorbereiten::V,förbereda,预备
887,lieben::V,älska,爱
888,mögen::V,tycka om,喜欢
889,lachen::V,skratta,笑
890,rühren::V,röra,
891,weinen::V,gråta,哭
892,schimpfen::V,skälla,骂
893,sich ärgern::V,förargas,生气
894,sich fürchten::V,vara rädd,害怕
895,fürchten::V,frukta,害怕
896,fliehen::V,fly,逃走
897,fliehen::V,rymma,逃走
898,flüchten::V,fly,逃跑
899,sehen::V,se,看
900,anschauen::V,se på,注视
901,anschauen::V,betrakta,注视
902,ansehen::V,åse,注视
903,hören::V,höra,听
904,zuhören::V,höra på,倾听
905,zuhören::V,lyssna till,倾听
906,probieren::V,smaka,尝
907,probieren::V,smaka på,尝
908,riechen::V,lukta,闻
909,fühlen::V,känna,感到
910,scheinen::V,verka,照耀
911,scheinen::V,tyckas,照耀
912,zu sehen sein::V,synas,可以看到
913,zu sehen sein::V,kunna ses,可以看到
914,vernehmen::V,få veta,审讯
915,vernehmen::V,förnimma,审讯
916,frieren::V,frysa,觉得冷
917,tun::V,göra,作
918,können::V,kunna,能
919,wollen::V,vilja,要
920,anfangen::V,börja,开始
921,beenden::V,avsluta,结束
922,aufhören::V,sluta,停止
923,aufhören::V,upphöra,停止
924,gelingen::V,lyckas,成功
925,geraten::V,bli,陷于
926,öffnen::V,öppna,打开
927,schließen::V,låsa,关
928,schließen::V,stänga,关
929,stellen::V,ställa,放
930,setzen::V,sätta,放
931,legen::V,lägga,摆
932,berühren::V,beröra,触
933,verbinden::V,förbinda,联结
934,bedecken::V,täcka,覆盖
935,bedecken::V,betäcka,覆盖
936,aufhängen::V,hänga,挂
937,aufhängen::V,hänga upp,挂
938,anzünden::V,tända,点
939,anzünden::V,antända,点
940,anzünden::V,tända på,点
941,aufheben::V,lyfta,拾起
942,zurücklassen::V,lämna,遗留
943,zurücklassen::V,efterlämna,遗留
944,verlieren::V,mista,丧失
945,verlieren::V,förlora,丧失
946,fallen lassen::V,tappa,让掉下
947,fallen lassen::V,släppa,让掉下
948,machen::V,göra,做
949,herstellen::V,tillverka,生产
950,herstellen::V,framställa,生产
951,bauen::V,bygga,建造
952,reparieren::V,reparera,修理
953,verbessern::V,rätta,改进
954,verbessern::V,förbättra,改进
955,ändern::V,ändra,改变
956,ändern::V,förändra,改变
957,graben::V,gräva,挖
958,beugen::V,böja,弯下
959,biegen::V,böja,弯
960,biegen::V,kröka,弯
961,drehen::V,vrida,转动
962,wenden::V,vända,转动
963,umdrehen::V,vrida om,转动
964,heben::V,häva,举起
965,hochheben::V,lyfta,抬高
966,ergreifen::V,gripa,抓住
967,halten::V,hålla,拿着
968,drücken::V,trycka,压
969,schieben::V,skjuta,推
970,kratzen::V,riva,搔
971,kratzen::V,skrapa,搔
972,lecken::V,slicka,舔
973,beißen::V,bita,咬
974,abreißen::V,slita_av,撕下
975,abreißen::V,riva_av,撕下
976,abschneiden::V,skära av,切断
977,binden::V,binda,捆
978,stecken::V,sticka,插
979,brechen::V,bryta,断裂
980,brechen::V,brista,断裂
981,klopfen::V,banka,敲
982,klopfen::V,klappa,敲
983,hauen::V,hugga,揍
984,kleben::V,klistra,粘
985,reiben::V,gnida,摩擦
986,streichen::V,smörja,涂
987,schleifen::V,slipa,拖曳
988,schneiden::V,skära,切
989,schneiden::V,klippa,切
990,rütteln::V,skaka,颠簸
991,schütteln::V,rista,摇动
992,schwenken::V,svänga,摇动
993,schütten::V,hälla,倒
994,füllen::V,fylla,填满
995,einwickeln::V,slå in,包
996,einwickeln::V,veckla in,包
997,tragen::V,bära,提
998,schleppen::V,släpa,扛
999,ziehen::V,dra,拉
1000,aufbewahren::V,förvara,保存
1001,aufbewahren::V,ta vara på,保存
1002,werfen::V,kasta,扔
1003,fangen::V,fånga,捕捉
1004,packen::V,gripa,抓住
1005,packen::V,gripa tag,抓住
1006,verstecken::V,gömma,藏
1007,teilen::V,dela,分
1008,schicken::V,skicka,派遣
1009,bringen::V,bringa,带来
1010,hinzufügen::V,tillägga,添加
1011,bekommen::V,få,得到
1012,bekommen::V,erhålla,得到
1013,erhalten::V,få,接到
1014,erhalten::V,erhålla,接到
1015,nehmen::V,ta,拿
1016,nehmen::V,taga,拿
1017,wählen::V,välja,挑选
1018,auswählen::V,utvälja,选择
1019,bewahren::V,bevara,保持
1020,behindern::V,hindra,防碍
1021,behindern::V,förhindra,防碍
1022,verderben::V,förstöra,败坏
1023,beschädigen::V,skada,损坏
1024,zerbrechen::V,bryta isär,破碎
1025,zerbrechen::V,bryta sönder,破碎
1026,zerreißen::V,riva sönder,撕碎
1027,zerreißen::V,slita sönder,撕碎
1028,zerstören::V,förstöra,毁坏
1029,verbrennen::V,bränna,燃烧
1030,verbrennen::V,bränna upp,燃烧
1031,geben::V,ge,给
1032,reichen::V,räcka,递给
1033,schenken::V,skänka,赠送
1034,versprechen::V,lova,许诺
1035,wünschen::V,önska,祝
1036,loben::V,lova,表扬
1037,loben::V,beröma,表扬
1038,küssen::V,pussa,亲
1039,wiegen::V,vagga,轻摇
1040,zudecken::V,täcka,盖上
1041,wecken::V,väcka,唤起
1042,zeigen::V,visa,指
1043,führen::V,föra,带领
1044,lehren::V,lära,教
1045,unterrichten::V,undervisa,讲课
1046,aufziehen::V,uppfostra,抚养
1047,leiten::V,leda,领导
1048,antreiben::V,driva på,催促
1049,lassen::V,få att,让
1050,einladen::V,bjuda,邀请
1051,einladen::V,inbjuda,邀请
1052,vereinigen::V,förena,统一
1053,besuchen::V,besöka,参观
1054,treffen::V,möta,会面
1055,treffen::V,träffa,会面
1056,sich versammeln::V,församla sig,聚集
1057,spielen::V,leka,玩
1058,spielen::V,spela,玩
1059,singen::V,sjunga,唱歌
1060,tanzen::V,dansa,跳舞
1061,sich trennen::V,skiljas,分别
1062,verlassen::V,lämna,离开
1063,verlassen::V,överge,离开
1064,retten::V,rädda,救
1065,bewachen::V,bevaka,守卫
1066,schützen::V,skydda,保护
1067,schützen::V,beskydda,保护
1068,verteidigen::V,försvara,保卫
1069,sich schlagen::V,slåss,打架
1070,schießen::V,skjuta,射击
1071,siegen::V,segra,获胜
1072,ärgern::V,förarga,激怒
1073,schlagen::V,slå,打
1074,treten::V,sparka,踢
1075,stechen::V,sticka,刺
1076,stoßen::V,stöta,撞
1077,stehlen::V,stjäla,盗窃
1078,stören::V,störa,干扰
1079,belästigen::V,genera,打搅
1080,belästigen::V,besvära,打搅
1081,verbergen::V,dölja,隐藏
1082,täuschen::V,vilseleda,欺骗
1083,betrügen::V,bedra,欺骗
1084,töten::V,döda,杀
1085,wohnen::V,bo,居住
1086,arbeiten::V,arbeta,工作
1087,sammeln::V,samla,收集
1088,pflücken::V,plocka,采
1089,jagen::V,jaga,打猎
1090,fischen::V,fiska,捕鱼
1091,fassen::V,fånga,捉住
1092,hüten::V,vakta,守护
1093,treiben::V,driva,漂
1094,anbinden::V,binda fast,拴
1095,füttern::V,fodra,喂
1096,melken::V,mjölka,挤奶
1097,hacken::V,hacka,剁细
1098,gießen::V,hälla,浇
1099,gießen::V,vattna,浇
1100,reifen::V,mogna,成熟
1101,zubereiten::V,tillaga,
1102,zubereiten::V,tillreda,
1103,kochen::V,koka,煮
1104,backen::V,baka,烤
1105,braten::V,steka,煎
1106,umrühren::V,röra om,搅拌
1107,stricken::V,sticka,织
1108,nähen::V,sy,缝
1109,färben::V,färga,染色
1110,reinigen::V,rensa,清洁
1111,reinigen::V,rengöra,清洁
1112,waschen::V,tvätta,洗
1113,abwischen::V,torka av,擦掉
1114,spülen::V,spola,清洗
1115,spülen::V,skölja,清洗
1116,fegen::V,feja,扫
1117,kehren::V,sopa,打扫
1118,baden::V,bada,给...洗澡
1119,sich waschen::V,tvätta sig,洗澡
1120,ausziehen::V,ta av,脱
1121,anziehen::V,ta på,穿
1122,sich anziehen::V,klä på sig,穿衣
1123,kämmen::V,kamma,梳
1124,schmücken::V,pynta,装饰
1125,schmücken::V,smycka,装饰
1126,sagen::V,säga,说
1127,sprechen::V,tala,说
1128,reden::V,tala,讲
1129,reden::V,prata,讲
1130,sich unterhalten::V,prata,聊天
1131,fragen::V,fråga,问
1132,fragen::V,spörja,问
1133,bitten::V,be,请
1134,erzählen::V,berätta,叙述
1135,mitteilen::V,meddela,通知
1136,nennen::V,kalla,叫做
1137,rufen::V,ropa,叫
1138,prahlen::V,pråla,吹牛
1139,prahlen::V,skryta,吹牛
1140,übersetzen::V,tolka,翻译
1141,übersetzen::V,översätta,翻译
1142,denken::V,tänka,想
1143,glauben::V,tro,以为
1144,bemerken::V,uppmärksamma,发觉
1145,bemerken::V,lägga märke till,发觉
1146,erkennen::V,känna igen,识别
1147,begreifen::V,begripa,理解
1148,verstehen::V,förstå,明白
1149,lernen::V,lära sig,学
1150,wissen::V,veta,知道
1151,sich erinnern an::V,minnas,回忆
1152,sich erinnern an::V,komma ihåg,回忆
1153,vergessen::V,glömma,忘记
1154,messen::V,mäta,测量
1155,zählen::V,räkna,数
1156,rechnen::V,räkna,计算
1157,lesen::V,läsa,读
1158,malen::V,måla,画
1159,zeichnen::V,teckna,绘制
1160,schreiben::V,skriva,写
1161,besitzen::V,äga,占有
1162,besitzen::V,besitta,占有
1163,kaufen::V,köpa,买
1164,verkaufen::V,sälja,卖
1165,bezahlen::V,betala,付钱
1166,zahlen::V,betala,支付
1167,beherrschen::V,behärska,统治
1168,ertragen::V,tåla,忍耐
1169,ertragen::V,uthärda,忍耐
