,Concept_ID,uk,cs
841,fallen::V,падати,padat
842,brennen::V,горіти,hořet
843,rauchen::V,диміти,kouřit
844,regnen::V,дощити,pršet
845,gefrieren::V,змерзнути,zamrznout
846,tauen::V,танути,tát
847,schmelzen::V,плавитися,tavit
848,trocknen::V,сохнути,schnout
849,sieden::V,кипіти,vřít
850,faulen::V,гнити,hnít
851,verfaulen::V,згнити,shnít
852,reißen::V,рватися,roztrhat se
853,versinken::V,тонути,topit se
854,versinken::V,тонути,ponořit se
855,vergehen::V,проходити,plynout
856,erscheinen::V,з’явитися,objevit se
857,verschwinden::V,щезнути,zmizet
858,verschwinden::V,зникнути,zmizet
859,sinken::V,спадати,klesat
860,abnehmen::V,поменшитися,ubýt
861,zunehmen::V,збільшуватися,přibýt
862,steigen::V,підніматися,stoupat
863,wachsen::V,рости,růst
864,glänzen::V,блищати,lesknout se
865,funkeln::V,блискати,jiskřit se
866,lärmen::V,шуміти,dělat hluk
867,läuten::V,дзвонити,zvonit
868,klingeln::V,дзвонити,zvonit
869,klirren::V,дзвякати,řinčet
870,brausen::V,бушувати,hučet
871,rauschen::V,шелестіти,šumět
872,klingen::V,лунати,znít
873,klingen::V,звучати,znít
874,bellen::V,гавкати,štěkat
875,heulen::V,вити,výt
876,blasen::V,дунути,foukat
877,pfeifen::V,свистіти,pískat
878,schreien::V,кричати,křičet
879,stöhnen::V,стогнати,sténat
880,zittern::V,тремтіти,třást se
881,leben::V,жити,žít
882,geboren werden::V,народитися,rodit se
883,atmen::V,дихати,dýchat
884,trinken::V,пити,pít
885,essen::V,їсти,jíst
886,schlucken::V,ковтати,polykat
887,müde werden::V,втомитися,unavit se
888,einschlafen::V,заснути,usnout
889,schlafen::V,спати,spát
890,aufwachen::V,прокинутися,probudit se
891,aufstehen::V,встати,vstát
892,sich erholen::V,відпочивати,zotavovat se
893,krank werden::V,захворіти,onemocnět
894,krank sein::V,хворіти,být nemocný
895,schmerzen::V,боліти,bolet
896,husten::V,кашляти,kašlat
897,genesen::V,одужати,uzdravit se
898,genesen::V,видужати,uzdravit se
899,sterben::V,померти,umřít
900,umkommen::V,згинути,zahynout
901,sich bewegen::V,рухатися,pohnout se
902,sich rühren::V,ворушитися,hnout se
903,sich erheben::V,встати,zdvihnout se
904,sich setzen::V,сісти,posadit se
905,hinfallen::V,упасти,upadnout
906,laufen::V,ходити,běžet
907,schreiten::V,крокувати,kráčet
908,spazierengehen::V,гуляти,procházet se
909,eilen::V,спішити,spěchat
910,sich beeilen::V,поспішати,pospíšit si
911,sausen::V,мчатися,fičet
912,rennen::V,бігати,pádit
913,springen::V,скакати,skákat
914,springen::V,стрибати,skákat
915,klettern::V,лазити,lézt
916,klettern::V,лазити,šplhat
917,schaukeln::V,гойдатися,houpat
918,kriechen::V,повзати,lézt
919,kriechen::V,повзати,plazit se
920,schwimmen::V,пливти,plavat
921,schwimmen::V,плавати,plavat
922,tauchen::V,пірнати,nořit se
923,rudern::V,гребти,veslovat
924,rudern::V,веслувати,veslovat
925,fahren::V,їхати,jet
926,fahren::V,їхати,jezdit
927,fliegen::V,літати,létat
928,gehen::V,іти,jít
929,weggehen::V,піти,odejít
930,abfahren::V,від’їхати,odjet
931,abfahren::V,відправитися,odjet
932,anhalten::V,зупинитися,zastavit se
933,hineingehen::V,входити,vcházet se
934,eintreten::V,увійти,vstoupit
935,kommen::V,прийти,přijít
936,ankommen::V,прибути,dojít
937,zurückkommen::V,повернутися,vrátit se
938,bleiben::V,залишитися,zůstat
939,warten::V,чекати,čekat
940,erwarten::V,чекати,čekat na
941,suchen::V,шукати,hledat
942,finden::V,знайти,najít
943,versuchen::V,випробовувати,zkoušet
944,vorbereiten::V,підготувати,připravit
945,lieben::V,любити,milovat
946,mögen::V,любити,mít rád
947,mögen::V,подобатися,mít rád
948,lachen::V,сміятися,smát se
949,rühren::V,розчулити,dojmout
950,weinen::V,плакати,plakat
951,schimpfen::V,лаятися,nadávat
952,sich ärgern::V,сердитися,pohoršit se
953,sich fürchten::V,боятися,bát se
954,fürchten::V,боятися,bát se
955,fliehen::V,тікати,utéct
956,flüchten::V,утекти,prchnout
957,sehen::V,бачити,vidět
958,anschauen::V,поглянути,podívat se na
959,ansehen::V,дивитися на,sledovat
960,hören::V,чути,slyšet
961,zuhören::V,слухати,poslouchat
962,probieren::V,покуштувати,ochutnávat
963,riechen::V,нюхати,cítit
964,fühlen::V,відчувати,cítit
965,scheinen::V,здаватися,zdát se
966,zu sehen sein::V,виднітися,moci být viděn
967,vernehmen::V,почути,uslyšet
968,frieren::V,мерзнути,mrznout
969,tun::V,робити,dělat
970,können::V,могти,moct
971,wollen::V,хотіти,chtít
972,anfangen::V,почати,začít
973,beenden::V,закінчити,ukončit
974,aufhören::V,перестати,přestat
975,gelingen::V,вдатися,podařit se
976,geraten::V,опинитися,dařit se
977,öffnen::V,відкрити,otevřít
978,schließen::V,закрити,zavřít
979,stellen::V,поставити,postavit
980,setzen::V,посадити,posadit
981,legen::V,класти,klást
982,legen::V,класти,položit
983,berühren::V,чіпати,dotýkat se
984,verbinden::V,зв’язати,spojit
985,bedecken::V,покрити,pokrýt
986,aufhängen::V,повісити,oběsit
987,aufhängen::V,повісити,pověsit
988,anzünden::V,запалити,zapálit
989,anzünden::V,запалити,podpálit
990,aufheben::V,підняти,zvednout
991,aufheben::V,підняти,zdvihnout
992,zurücklassen::V,залишити,zanechat
993,verlieren::V,загубити,ztratit
994,fallen lassen::V,упустити,upustit
995,machen::V,зробити,udělat
996,herstellen::V,виготовити,vyrobit
997,bauen::V,будувати,stavět
998,bauen::V,будувати,budovat
999,reparieren::V,лагодити,opravit
1000,verbessern::V,поліпшити,zlepšit
1001,ändern::V,змінити,změnit
1002,graben::V,копати,rýt
1003,graben::V,копати,kopat
1004,beugen::V,зігнути,ohnout
1005,biegen::V,погнути,ohnout
1006,drehen::V,вертіти,točit
1007,wenden::V,повернути,obrátit
1008,umdrehen::V,перевернути,obrátit
1009,heben::V,піднімати,zdvihnout
1010,hochheben::V,підняти,zvednout
1011,ergreifen::V,схопити,chopit se
1012,halten::V,тримати,držet
1013,drücken::V,натискати,stisknout
1014,schieben::V,пхати,posouvat
1015,schieben::V,штовхати,posouvat
1016,kratzen::V,шкребти,škrábat
1017,lecken::V,лизати,lízat
1018,beißen::V,кусати,kousat
1019,abreißen::V,відірвати,utrhat
1020,abreißen::V,відірвати,odtrhat
1021,abschneiden::V,відрізати,uřezat
1022,abschneiden::V,відрізати,ukrojit
1023,binden::V,в’язати,přivázat
1024,stecken::V,увіткнути,strčit
1025,brechen::V,зламати,lomit
1026,klopfen::V,стукати,ťukat
1027,klopfen::V,стукати,klepat
1028,hauen::V,бити,bít
1029,kleben::V,клеїти,lepit
1030,reiben::V,терти,třít
1031,streichen::V,намазати,mazat
1032,schleifen::V,точити,brousit
1033,schneiden::V,різати,řezat
1034,schneiden::V,різати,střihat
1035,rütteln::V,хитати,třást
1036,rütteln::V,хитати,otřást
1037,schütteln::V,трясти,třást
1038,schütteln::V,трясти,zatřást
1039,schwenken::V,махати,mávat
1040,schütten::V,налити,nasypat
1041,füllen::V,наповнити,naplnit
1042,einwickeln::V,загорнути,zavinout
1043,tragen::V,нести,nést
1044,schleppen::V,тягти,vléct
1045,ziehen::V,тягнути,tahat
1046,ziehen::V,тягнути,táhnout
1047,aufbewahren::V,зберігати,schovat
1048,werfen::V,кидати,házet
1049,fangen::V,ловити,chytat
1050,packen::V,схопити,uchvátit
1051,verstecken::V,сховати,schovat
1052,teilen::V,розділити,rozdělit
1053,schicken::V,посилати,posílat
1054,bringen::V,принести,přinést
1055,hinzufügen::V,додати,připojit
1056,bekommen::V,дістати,dostat
1057,erhalten::V,одержати,uchovat
1058,nehmen::V,взяти,vzít
1059,wählen::V,вибрати,zvolit
1060,auswählen::V,відібрати,vybrat
1061,bewahren::V,зберегти,uchránit
1062,behindern::V,перешкоджати,překážet
1063,verderben::V,зіпсувати,zkazit
1064,beschädigen::V,зашкодити,porušit
1065,beschädigen::V,зашкодити,poškodit
1066,zerbrechen::V,розбити,rozlámat
1067,zerreißen::V,розірвати,roztrhnout
1068,zerstören::V,зруйнувати,zničit
1069,verbrennen::V,спалити,spálit
1070,geben::V,дати,dát
1071,reichen::V,передати,podat
1072,schenken::V,дарувати,darovat
1073,versprechen::V,обіцяти,slíbit
1074,wünschen::V,бажати,přát
1075,loben::V,хвалити,chválit
1076,küssen::V,цілувати,líbat
1077,wiegen::V,качати,chovat
1078,wiegen::V,качати,kolébat
1079,zudecken::V,накрити,přikrýt
1080,zudecken::V,накрити,přiklopit
1081,wecken::V,розбудити,vzbudit
1082,zeigen::V,показати,ukázat
1083,führen::V,вести,vést
1084,lehren::V,вчити,učit
1085,unterrichten::V,викладати,vyučovat
1086,aufziehen::V,виховати,vychovat
1087,leiten::V,керувати,vodit
1088,antreiben::V,підганяти,nutit
1089,lassen::V,змусити,dát
1090,einladen::V,запросити,pozvat
1091,vereinigen::V,об’єднати,spojit
1092,besuchen::V,завітати,návštívit
1093,besuchen::V,відвідати,návštívit
1094,treffen::V,зустріти,potkat
1095,sich versammeln::V,зібратися,shromáždit se
1096,spielen::V,грати,hrát
1097,singen::V,співати,zpívat
1098,tanzen::V,танцювати,tančit
1099,sich trennen::V,розлучитися,rozejít se
1100,verlassen::V,покинути,opustit
1101,retten::V,врятувати,zachránit
1102,bewachen::V,охороняти,hlídat
1103,schützen::V,уберігати,chránit
1104,verteidigen::V,захистити,obhájit
1105,sich schlagen::V,битися,bít se
1106,sich schlagen::V,дратися,bít se
1107,schießen::V,стріляти,střílet
1108,siegen::V,перемогти,zvítězit
1109,ärgern::V,сердити,zlobit
1110,ärgern::V,сердити,pohoršit
1111,schlagen::V,ударити,udeřit
1112,schlagen::V,ударити,praštit
1113,treten::V,штовхати,kopnout
1114,stechen::V,вколоти,bodnout
1115,stechen::V,вколоти,píchnout
1116,stoßen::V,штовхнути,strčit
1117,stehlen::V,украсти,ukrást
1118,stören::V,перешкодити,vyrušit
1119,belästigen::V,докучати,obtěžovat
1120,verbergen::V,сховати,skrýt
1121,täuschen::V,обдурити,klamat
1122,betrügen::V,зшахраювати,podvést
1123,töten::V,убити,zabít
1124,wohnen::V,жити,bydlit
1125,wohnen::V,мешкати,bydlit
1126,arbeiten::V,працювати,pracovat
1127,sammeln::V,зібрати,sebrat
1128,pflücken::V,зривати,česat
1129,jagen::V,полювати,uhonit
1130,fischen::V,рибалити,chytat ryby
1131,fassen::V,піймати,ulovit
1132,hüten::V,пасти,pást
1133,treiben::V,гнати,hnát
1134,anbinden::V,прив’язати,přivázat
1135,füttern::V,годувати,krmit
1136,füttern::V,харчувати,krmit
1137,melken::V,доїти,dojit
1138,hacken::V,рубати,seknout
1139,gießen::V,полити,zalít
1140,reifen::V,дозріти,uzrát
1141,zubereiten::V,зготовити,připravit
1142,zubereiten::V,приготувати,připravit
1143,kochen::V,варити,vařit
1144,kochen::V,готувати,vařit
1145,backen::V,пекти,péct
1146,braten::V,смажити,smažit
1147,umrühren::V,переміщати,zamíchat
1148,stricken::V,в’язати,plést
1149,nähen::V,шити,šít
1150,färben::V,пофарбувати,nabarvit
1151,reinigen::V,очистити,očistit
1152,waschen::V,мити,mýt
1153,abwischen::V,витерти,utřít
1154,spülen::V,полоскати,spláchnout
1155,fegen::V,підмітати,zamést
1156,kehren::V,мести,mést
1157,baden::V,купатися,koupat se
1158,sich waschen::V,митися,mýt se
1159,ausziehen::V,зняти,svléct
1160,anziehen::V,надіти,obléct
1161,sich anziehen::V,одягтися,oblékat se
1162,sich anziehen::V,одягнутися,oblékat se
1163,kämmen::V,зачесати,učesat
1164,schmücken::V,оздобити,ozdobit
1165,sagen::V,сказати,říct
1166,sprechen::V,говорити,mluvit
1167,reden::V,розмовляти,hovořit
1168,sich unterhalten::V,бесідувати,povídat se
1169,fragen::V,запитати,zeptat se
1170,bitten::V,просити,prosit
1171,erzählen::V,розповісти,povídat
1172,mitteilen::V,повідомити,sdělit
1173,mitteilen::V,повідомити,oznámit
1174,nennen::V,назвати,nazvat
1175,rufen::V,кликати,volat
1176,rufen::V,кликати,zavolat
1177,prahlen::V,хвалитися,chlubit se
1178,übersetzen::V,перекласти,přeložit
1179,denken::V,думати,myslit
1180,denken::V,мислити,myslit
1181,glauben::V,вірити,věřit
1182,bemerken::V,помітити,zpozorovat
1183,erkennen::V,пізнати,poznat
1184,begreifen::V,осягнути,pochopit
1185,verstehen::V,почути,porozumět
1186,lernen::V,навчатися,učit se
1187,wissen::V,знати,vědět
1188,sich erinnern an::V,пам’ятати,vzpomínat si na
1189,vergessen::V,забути,zapomínat
1190,messen::V,міряти,měřit
1191,zählen::V,лічити,spočítat
1192,rechnen::V,рахувати,počítat
1193,lesen::V,читати,číst
1194,malen::V,малювати,malovat
1195,zeichnen::V,рисувати,rýsovat
1196,schreiben::V,писати,psát
1197,besitzen::V,мати,mít
1198,besitzen::V,мати,vlastnit
1199,kaufen::V,купити,koupit
1200,verkaufen::V,продати,prodat
1201,bezahlen::V,заплатити,zaplatit
1202,zahlen::V,платити,platit
1203,beherrschen::V,володіти,ovládat
1204,ertragen::V,витерпіти,snést
