,Concept_ID,bn,uz
705,beginnen::V,আরম্ভ হওয়া,boshlanmoq
706,enden::V,শেষ হওয়া,bitmoq
707,wechseln::V,রূপাস্তর করা,o'zgarmoq
708,aufgehen[Sonne]::V,উদিত হওয়া,chiqmoq
709,untergehen[Sonne]::V,অস্ত যাওয়া,botmoq
710,scheinen[Sonne]::V,আলো দেওয়া,yaraqlamoq
711,donnern::V,বজ্রধ্বনি করা,gulduramoq
712,wehen::V,প্রবাহিত হওয়া,elpimoq
713,strömen::V,প্রবাহিত হওয়া,oqmoq
714,fließen::V,ছুটা,oqmoq
715,sich drehen::V,পাক খাওয়া,aylanmoq
716,schwanken::V,দোলা,qoqilmoq
717,schwingen::V,দোলা,lopillamoq
718,fallen::V,পড়া,tushmoq
719,brennen::V,সেঁকা,yonmoq
720,rauchen::V,ধোঁয়া ছড়ান,tutamoq
721,regnen::V,বর্ষণ_করা,yomg'ir yog'moq
722,gefrieren::V,হিমায়িত হওয়া,muzlamoq
723,tauen::V,গলা,ärimoq
724,schmelzen::V,গলা,ärimoq
725,trocknen::V,শুষ্ক করা,qurimoq
726,sieden::V,ফোঁড়া,qaynamoq
727,faulen::V,ক্ষয় হওয়া,chirimoq
728,verfaulen::V,ক্ষয় হওয়া ,chirimoq
729,reißen::V,ছিঁড়া,qayt qilmoq
730,versinken::V,ডুবা,g'arq bo'lmoq
731,vergehen::V,যাওয়া,o'tmoq
732,erscheinen::V,আসা,zuhur ätmoq
733,verschwinden::V,অদৃশ্য হওয়া,yo'qolmoq
734,sinken::V,হ্রাস হওয়া,pasaymoq
735,abnehmen::V,হ্রাস হওয়া,kamaymoq
736,zunehmen::V,বৃদ্ধি পাওয়া,urchimoq
737,steigen::V,ওঠা,oshmoq
738,wachsen::V,বড় হওয়া,o'smoq
739,glänzen::V,জ্বলা,porlamoq
740,funkeln::V,জ্বল্জ্বল করা,yalt ätmoq
741,läuten::V,রুসুঝুসু করা,jiringlamoq
742,klingeln::V,বাজা,jiringlamoq
743,klirren::V,টুংটাং-শব্দ করা,sharaqlamoq
744,brausen::V,গর্জন করা,vag'illamoq
745,rauschen::V,মর্মরধ্বনি করা,shitirlamoq
746,klingen::V,শব্দ করা,yangramoq
747,bellen::V,ঘেউ ঘেউ করা,hurmoq
748,heulen::V,গর্জন করা,uvlamoq
749,blasen::V,ফুঁ দেওয়া,puflamoq
750,pfeifen::V,শিস্ দেওয়া,xushtak chalmoq 
751,schreien::V,চিৎকার করা,qiyqirmoq
752,stöhnen::V,গোঁ-গো করা,nola qilmoq
753,zittern::V,কাঁপা,titramoq
754,leben::V,বাঁচা,yashamoq
755,geboren werden::V,জন্মানো,tug'ilmoq
756,atmen::V,শ্বাস ফেলা,nafas chiqarmoq
757,trinken::V,পান করা,ichmoq
758,essen::V,ভক্ষণ করা,emoq
759,schlucken::V,গেলা,yutmoq
760,müde werden::V,পরিশ্রান্ত হওয়া,horimoq
761,einschlafen::V,নিদ্রামগ্ন হওয়া,uxlab qolmoq
762,schlafen::V,নিদ্রা যাওয়া,uxlamoq
763,aufwachen::V,জাগা,uyg'onmoq
764,aufstehen::V,জাগা,qo'pmoq
765,sich erholen::V,আরাম করা,dam olmoq
766,krank werden::V,অসুস্থ হত্তয়া,kasallanmoq
767,krank sein::V,রূগ্ণ হত্তয়া,betob yotmoq
768,schmerzen::V,কন্কন করা,og'rimoq
769,husten::V,কাশা,yo'talmoq
770,genesen::V,আরোগ্য হওয়া,tuzalmoq
771,sterben::V,মারা যাওয়া,o'lmoq
772,umkommen::V,মারা যাওয়া,halok bo'lmoq
773,sich bewegen::V,চলা,harakat qilmoq
774,sich rühren::V,নড়া,qimirlamoq
775,sich erheben::V,উদিত হওয়া,qo'pmoq
776,sich setzen::V,বসা,o'tirmoq
777,hinfallen::V,পড়া,yiqilmoq
778,laufen::V,হাঁটা,yurmoq
779,schreiten::V,হাঁটা,yurmoq
780,spazierengehen::V,পায়চারি করা,sayr ätmoq
781,eilen::V,ত্বরাম্বিত করা,tezlamoq
782,sich beeilen::V,ত্বরাম্বিত করা,shoshmoq
783,sausen::V,ধেয়ে যাওয়া,chopqillamoq
784,rennen::V,চলা,yugurmoq
785,springen::V,লাফানো,sakramoq
786,klettern::V,আরোহণ করা,yuqorilamoq
787,schaukeln::V,দোলা,irg'amoq
788,kriechen::V,হামাগুড়ি দেওয়া,ämaklamoq
789,schwimmen::V,সাঁতার কাটা,suzmoq
790,tauchen::V,ডোবা,chu'mmoq
791,rudern::V,দাঁড় টানা,eshkak eshmoq
792,fahren::V,চালান,haydamoq
793,fliegen::V,ওড়া,uchmoq
794,gehen::V,যাওয়া,bormoq
795,weggehen::V,প্রস্থান করা,ketoq
796,abfahren::V,প্রস্থান করা,jo'namoq
797,anhalten::V,থামা,to'xtamoq
798,hineingehen::V,ঢোকা,kirmoq
799,eintreten::V,ঢোকা,kirmoq
800,kommen::V,আসা,kelmoq
801,ankommen::V,আসা,etib kelmoq
802,zurückkommen::V,ফিরা,qaytib kelmoq
803,bleiben::V,থাকা,qolmoq
804,warten::V,অপেক্ষা করা,poylamoq
805,erwarten::V,অপেক্ষা করা,kutmoq
806,suchen::V,খোঁজ করা,izlamoq
807,finden::V,পাওয়া,topmoq
808,versuchen::V,পরখ করা,chalishmoq
809,vorbereiten::V,প্রস্তুত করা,hozirlamoq
810,lieben::V,ভালবাসা,sevmoq
811,mögen::V,পছন্দ করা,ardoqlamoq
812,lachen::V,হাসা,kulmoq
813,rühren::V,হৃদয়ম্পর্শ করা,ta'sirlantirmoq
814,weinen::V,কাঁদা,yig'lamoq
815,schimpfen::V,নালিশ করা,koyinmoq
816,sich ärgern::V,রাগ হত্তয়া,g'azab qilmoq
817,sich fürchten::V,ভয় করা,hurkmoq
818,fürchten::V,ডরা,qo'rqmoq
819,fliehen::V,পালানো,qochmoq
820,flüchten::V,পালানো,qochmoq
821,sehen::V,দেখা,ko'rmoq
822,anschauen::V,দেখা,razm solmoq
823,ansehen::V,দেখা,razm qilmoq
824,hören::V,শোনা,äshitmoq
825,zuhören::V,শোনা,tinglamoq
826,probieren::V,পরখ করা,tatib ko'rmoq
827,riechen::V,শুঁকা,iskamoq
828,fühlen::V,অনুভব করা,sezmoq
829,scheinen::V,মনে হত্তয়া,tuyilmoq
830,zu sehen sein::V,দেখা দেত্তয়া,ko'rinmoq
831,vernehmen::V,শোনা,äshitmoq
832,frieren::V,শীত লাগা,sovuq qotmoq
833,tun::V,করা,ätmoq
834,können::V,পারা,-a olmoq
835,können::V,পারা,-y olmoq
836,wollen::V,ইচ্ছা করা,istamoq
837,anfangen::V,আরম্ভ করা,boshlamoq
838,beenden::V,শেষ করা,bitirmoq
839,aufhören::V,থামা,tinmoq
840,gelingen::V,সিদ্ধিলাভ করা,muvaffaqiyat qozonmoq
841,geraten::V,পরিণত হত্তয়া,bo'lmoq
842,öffnen::V,খোলা,ochmoq
843,schließen::V,বন্ধ করা,yopmoq
844,stellen::V,স্থাপন করা,qo'ymoq
845,setzen::V,স্থাপন করা,o'tqazmoq
846,legen::V,স্থাপন করা,yotqizmoq
847,berühren::V,স্পর্শ করা,tegmoq
848,verbinden::V,সংযুক্ত করা,ulamoq
849,bedecken::V,ঢাকা,bekitmoq
850,aufhängen::V,ঝুলানো,ildirmoq
851,anzünden::V,জ্বালান,yondirmoq
852,aufheben::V,কুড়াইয়া তোলা,ko'tarmoq
853,zurücklassen::V,পরিত্যাগ করা,ayrilmoq
854,verlieren::V,হারান,yo'qotmoq
855,fallen lassen::V,ফেলা,tushirmoq
856,machen::V,গঠন করা,qilmoq
857,herstellen::V,সৃষ্টি করা,chiqarmoq
858,bauen::V,নির্মাণ করা,solmoq
859,reparieren::V,মেরামত করা,tuzatmoq
860,verbessern::V,উন্নতিলাভ করা,isloh qilmoq
861,ändern::V,পরিবর্তিত করা,o'zgartirmoq
862,graben::V,খনন করা,qazimoq
863,beugen::V,নোয়া,bukmoq
864,biegen::V,নোয়া,bukmoq
865,drehen::V,ঘোরান,aylantirmoq
866,wenden::V,উলটাইয়া দেত্তয়া,burmoq
867,umdrehen::V,উলটানো,ag'darmoq
868,heben::V,উত্তোলন করা,yuksaltirmoq
869,hochheben::V,উঁচু করা,ko'tarmoq
870,ergreifen::V,দখল করা,tutamlamoq
871,halten::V,ধরা,tutmoq
872,drücken::V,টেপা,bosmoq
873,schieben::V,ঠেলা,surmoq
874,kratzen::V,চাঁচা,qashimoq
875,lecken::V,চাটা,mijimoq
876,beißen::V,দংশন করা,tishlamoq
877,abreißen::V,বিচ্ছিন্ন করা,emirmoq
878,abschneiden::V,বিচ্ছিন্ন করা,cho'rt kesmoq
879,binden::V,বন্ধন করা,bog'lamoq
880,stecken::V,বিদ্ধ করা,suqmoq
881,brechen::V,ভাঙা,sindirmoq
882,klopfen::V,আঘাত করা,dukurlamoq
883,hauen::V,আঘাত করা,urmoq
884,kleben::V,সাঁটা,yopishtirmoq
885,reiben::V,ঘষা,surkamoq
886,streichen::V,ছড়াইয়া,surkamoq
887,schleifen::V,ধার দেওয়া,qayramoq
888,schneiden::V,কাটা,kesmoq
889,rütteln::V,নাড়ান,chayqamoq
890,schütteln::V,নড়া,chayqamoq
891,schwenken::V,দোলা,chayqatmoq
892,schütten::V,বর্ষণ করা,quymoq
893,füllen::V,পরিপূর্ণ করা,to'ldirmoq
894,einwickeln::V,মুড়া,chulg'amoq
895,tragen::V,বহন করা,tashimoq
896,schleppen::V,টানা,sudramoq
897,ziehen::V,টানা,tortmoq
898,aufbewahren::V,রাখা,tutmoq
899,werfen::V,ছুড়া,tashlamoq
900,fangen::V,লোফা,tutmoq
901,packen::V,ধরা,opqochmoq
902,verstecken::V,গোপন করা,yashirmoq
903,teilen::V,বিভক্ত করা,bo'lmoq
904,schicken::V,প্রেরণ করা,yubormoq
905,bringen::V,আনা,keltirmoq
906,hinzufügen::V,একত্র করা,tirkamoq
907,bekommen::V,পাওয়া,olmoq
908,erhalten::V,পাওয়া,olmoq
909,nehmen::V,নেওয়া,olmoq
910,wählen::V,বাছা,saylamoq
911,auswählen::V,বাছা,saylamoq
912,bewahren::V,বাঁচাইয়া রাখা,saqlamoq
913,behindern::V,বাধা দেওয়া,xalal bermoq
914,verderben::V,নষ্ট করা,xazon qilmoq
915,beschädigen::V,ক্ষতি করা,buzmoq
916,zerbrechen::V,ভাঙ্গিয়া যাওয়া,sindirmoq
917,zerreißen::V,ছিঁড়া,yirtmoq
918,zerstören::V,বিনাশ করা,vayron qilmoq
919,verbrennen::V,দহন করা,kuydirmoq
920,geben::V,দেওয়া,bermoq
921,reichen::V,দেওয়া,bermoq
922,schenken::V,উপহার দেত্তয়া,sovg'a qilmoq
923,versprechen::V,প্রতিশ্রুতি দেওয়া,va'da bermoq
924,wünschen::V,আকাঙ্ক্ষা করা,orziqmoq
925,loben::V,প্রশংসা করা,maqtamoq
926,küssen::V,চুম্বন করা,o'pmoq
927,wiegen::V,দুলানো,tebratmoq
928,zudecken::V,ঢাকা,yopmoq
929,wecken::V,জাগানো,uyg'otmoq
930,zeigen::V,দেখানো,ko'rsatmoq
931,führen::V,পথ দেখানো,boshlik bo'lmoq
932,lehren::V,শেখানো,o'rgatmoq
933,unterrichten::V,শিক্ষা দেওয়া,dars bermoq
934,aufziehen::V,পালন করা,o'stirmoq
935,leiten::V,পরিচালনা করা,boshqarmoq
936,antreiben::V,চালনা করা,shoshiltirmoq
937,lassen::V,অনুমতি দেওয়া,ruxsat bermoq
938,einladen::V,নিমন্ত্রণ করা,taklif kilmoq
939,vereinigen::V,এক করা,qo'shmoq
940,besuchen::V,দেখিতে যাওয়া,mehmonga bormoq
941,treffen::V,সন্মুখীন হওয়া,duchor bo'lmoq
942,sich versammeln::V,জড়ো হওয়া,to'planmoq
943,spielen::V,খেলা,o'ynamoq
944,singen::V,গাওয়া,yalla qilmoq
945,tanzen::V,নাচা,raqs qilmoq
946,sich trennen::V,পৃথক করা,yakkalanmoq
947,verlassen::V,পরিত্যাগ করা,qoldirmoq
948,retten::V,উদ্ধার করা,qutqazmoq
949,bewachen::V,পাহারা দেওয়া,qo'rimoq
950,schützen::V,রক্ষা করা,yoniga olmoq
951,verteidigen::V,রক্ষা করা,yoqlamoq
952,sich schlagen::V,লড়াই করা,yoqalashmoq
953,schießen::V,তীরবেগে ছোটা,otmoq
954,siegen::V,জেতা,engmoq
955,ärgern::V,বিরক্ত করা,jahl chiqarmoq
956,schlagen::V,আঘাত করা,urmoq
957,treten::V,লাথি মারা,tepmoq
958,stechen::V,দংশন করা,qadamoq
959,stoßen::V,ঠেলা,turtmoq
960,stehlen::V,অপহরণ করা,o'g'rilamoq
961,stören::V,ঘাঁটান,tebratmoq
962,belästigen::V,বিরক্ত করা,g'ashini keltirmoq
963,verbergen::V,গোপন করা,berkitmoq
964,täuschen::V,প্রবঞ্চনা করা,aldamoq
965,betrügen::V,প্রতারণা করা,tirriq qilmoq
966,töten::V,হত্যা করা,o'ldirmoq
967,wohnen::V,বাস করা,istiqomat qilmoq
968,arbeiten::V,কাজ করা,ishlamoq
969,sammeln::V,সংগ্রহ করা,yig'moq
970,pflücken::V,চয়ন করা,termoq
971,jagen::V,শিকার করা,ov qilmoq
972,fischen::V,মাছ ধরা,baliq ovlamoq
973,fassen::V,ধরা,ilinmoq
974,hüten::V,যুথভুক্ত করা,boqtirmoq
975,treiben::V,চালনা করা,haydamoq
976,anbinden::V,বন্ধন করা,bog'lamoq
977,füttern::V,ভোজন করানো,edirmoq
978,melken::V,দুগ্ধ দোহন করা,sog'moq
979,hacken::V,কাটা,chopmoq
980,gießen::V,বর্ষণ করা,oqizmoq
981,reifen::V,পাকা,qizarmoq
982,zubereiten::V,রন্ধন করা,pishirmoq
983,kochen::V,রন্ধন করা,qaynatmoq
984,backen::V,সেকা,yopmoq
985,braten::V,ভাজা,qovurmoq
986,umrühren::V,নড়ানো,atalamoq
987,stricken::V,বোনা,to'qimoq
988,nähen::V,সেলাই করা,tikmoq
989,färben::V,রঞ্জিত করা,bo'yoqlamoq
990,reinigen::V,পরিষ্কার করা,tozalamoq
991,waschen::V,পরিষ্কার করা,yuvmoq
992,abwischen::V,মুছা,surkamoq
993,spülen::V,পরিষ্কার করা,chaymoq
994,fegen::V,ঝাঁট দেওয়া,cho'tkalamoq
995,kehren::V,ঝাঁট দেওয়া,supurmoq
996,baden::V,অবগাহন করা,cho'milmoq
997,sich waschen::V,ধোয়া,yuvinmoq
998,ausziehen::V,খুলা,echintirmoq
999,anziehen::V,গায়ে দেত্তয়া,kiymoq
1000,sich anziehen::V,পোশাক পরা,kiyinmoq
1001,kämmen::V,আঁচড়ানো,taramoq
1002,schmücken::V,সাজান করা,yasatmoq
1003,sagen::V,উচ্চারণ করা,aytmoq
1004,sprechen::V,বলা,so'zlamoq
1005,reden::V,আলাপ করা,gapirmoq
1006,sich unterhalten::V,আড্ডা দেওয়া,suhbatlashmoq
1007,fragen::V,জিজ্ঞাসা করা,so'ramoq
1008,bitten::V,প্রার্থনা করা,iltimos qilmoq
1009,erzählen::V,বর্ণনা করা,aytib bermoq
1010,mitteilen::V,বলা,bildirmoq
1011,nennen::V,নাম দেওয়া,atamoq
1012,rufen::V,আমন্ত্রণ করা,chaqirmoq
1013,prahlen::V,বড়াই করা,gerdaymoq
1014,übersetzen::V,ভাষাস্তরিত করা,tarjima qilmoq
1015,denken::V,ভাবা,o'ylamoq
1016,glauben::V,বিশ্বাস করা,ishonmoq
1017,bemerken::V,লক্ষ্য করা,payqamoq
1018,erkennen::V,চিনিতে পারা,tanimoq
1019,begreifen::V,উপলব্ধি করা,tushunmoq
1020,verstehen::V,উপলব্ধি করা,anglamoq
1021,lernen::V,শেখা,o'qimoq
1022,wissen::V,জানা,bilmoq
1023,sich erinnern an::V,মনে করা,äsni tanimoq
1024,vergessen::V,বিস্মৃত হওয়া,unutmoq
1025,messen::V,মাপা,o'lchamoq
1026,zählen::V,গণনা করা,raqamlamoq
1027,rechnen::V,হিসাব করা,cho'tlamoq
1028,lesen::V,পাঠ করা,o'qimoq
1029,malen::V,আঁকা,rasm solmoq
1030,zeichnen::V,ছকা,chizmoq
1031,schreiben::V,লেখা,yozmoq
1032,besitzen::V,অধিকার করা,ägalamoq
1033,kaufen::V,ক্রয় করা,olmoq
1034,verkaufen::V,বেচা,sotmoq
1035,bezahlen::V,প্রদান করা,to'lamoq
1036,zahlen::V,প্রদান করা,to'lamoq
1037,beherrschen::V,শাসন করা,ägalamoq
1038,ertragen::V,বহন করা,chidamoq
1039,lärmen::V,,taraq ätmoq
