,Concept_ID,ba,ja
790,sechzig::NUM,алтмыш,六十
791,siebzig::NUM,етмеш,七十
792,achtzig::NUM,һикһән,八十
793,neunzig::NUM,туҡһан,九十
794,hundert::NUM,йөҙ,百
795,tausend::NUM,мең,千
796,und::CNJ,да,-と
797,und::CNJ,да,そして
798,oder::CNJ,йәки,或いは
799,stehen::V,тороу,立っている
800,sitzen::V,ултырыу,座っている
801,liegen::V,ятыу,横になっている
802,hängen::V,аҫылынып тороу,掛かっている
803,werden::V,булыу,なる
804,passieren::V,булыу,起こる
805,beginnen::V,башлау,始まる
806,enden::V,бөтөү,終わる
807,enden::V,тамамланыү,終わる
808,wechseln::V,үҙгәреү,変わる
809,aufgehen[Sonne]::V,ҡалҡыу,出る
810,untergehen[Sonne]::V,байыу,沈む
811,scheinen[Sonne]::V,яҡтыртып тороу,輝く
812,donnern::V,күкрәү,雷が鳴る
813,wehen::V,иҫеү,吹く
814,strömen::V,ташыу,流れる
815,fließen::V,ағыу,流れる
816,sich drehen::V,әйләнеү,回転する
817,schwanken::V,тирбәлеү,揺れる
818,schwingen::V,бәүетеү,振動する
819,fallen::V,йығылыу,落ちる
820,brennen::V,яныу,燃える
821,rauchen::V,төтәү,煙を出す
822,regnen::V,ямғыр яуа,雨が降る
823,gefrieren::V,туңыү,凍る
824,tauen::V,иреү,溶ける
825,schmelzen::V,иреү,溶ける
826,trocknen::V,кибеү,乾く
827,sieden::V,ҡайнау,沸く
828,faulen::V,сереу,腐る
829,verfaulen::V,сереу,朽ちる
830,reißen::V,өҙөү,切れる
831,reißen::V,йыртылыу,切れる
832,versinken::V,батыу,沈む
833,vergehen::V,үтеү,経つ
834,erscheinen::V,килеп сығыу,現れる
835,verschwinden::V,юғалыу,消える
836,sinken::V,түбәнәйеү,下がる
837,abnehmen::V,кәметеү,減る
838,zunehmen::V,артыу,増える
839,steigen::V,күтәрелеү,上がる
840,wachsen::V,үҫеү,伸びる
841,glänzen::V,ялтырау,輝く
842,funkeln::V,баҙлау,ぴかぴか光る
843,lärmen::V,шаулау,騒ぐ
844,läuten::V,ҡағыу,鳴る
845,klingeln::V,ҡағыу,鳴る
846,klingeln::V,шылтыратыу,鳴る
847,klirren::V,шылтыратыу,がらんがらんと鳴る
848,brausen::V,ҡотороноу,逆巻く
849,rauschen::V,шыптырлау,戦ぐ
850,klingen::V,яңғырау,鳴る
851,bellen::V,өрөү,吠える
852,heulen::V,олоу,きゃんきゃん鳴く
853,blasen::V,өрөү,吹く
854,pfeifen::V,һызғырып ебәреү,口笛を吹く
855,schreien::V,ҡысҡырыу,叫ぶ
856,stöhnen::V,уңғырашыу,うめく
857,zittern::V,ҡалтырау,震える
858,leben::V,йәшәү,生きている
859,geboren werden::V,тыуыу,生まれる
860,atmen::V,тын алыү,呼吸する
861,trinken::V,эсеү,飲む
862,essen::V,ашау,食べる
863,schlucken::V,йотоу,飲み込む
864,müde werden::V,арыу,眠くなる
865,einschlafen::V,йоҡлап китеү,寝付く
866,schlafen::V,йоҡлау,眠る
867,aufwachen::V,уяныу,目が覚める
868,aufstehen::V,тороу,起きる
869,sich erholen::V,ял итеү,休養する
870,krank werden::V,сирләү,病気になる
871,krank sein::V,сирләү,病気である
872,schmerzen::V,ауыртыу,痛む
873,husten::V,йүтәлләү,咳をする
874,genesen::V,һауығыу,元気になる
875,sterben::V,үлеү,死ぬ
876,sterben::V,үлеү,亡くなる
877,umkommen::V,һәләк булыу,死亡する
878,sich bewegen::V,хәрәкәт итеү,移動する
879,sich rühren::V,ҡуҙғалыу,動く
880,sich erheben::V,тороу,立ち上がる
881,sich setzen::V,ултырыу,座る
882,hinfallen::V,ҡолау,転ぶ
883,laufen::V,йөрөү,歩く
884,schreiten::V,атлау,跨ぐ
885,spazierengehen::V,ял итеп йороү,散歩する
886,eilen::V,ашығыу,急ぐ
887,eilen::V,ҡабаланыу,急ぐ
888,sich beeilen::V,ашығыу,焦る
889,sich beeilen::V,ҡабаланыу,焦る
890,sausen::V,елеү,疾駆する
891,rennen::V,йүгеп йөрөү,走る
892,springen::V,һикереү,跳ぶ
893,klettern::V,үрмәләү,よじ登る
894,klettern::V,үрмәләп менеү,よじ登る
895,schaukeln::V,сайҡалыу,ぶらんこに乗る
896,kriechen::V,шыуышыу,這う
897,schwimmen::V,йоҙөү,泳ぐ
898,tauchen::V,сумыу,潜る
899,rudern::V,ишеү,漕ぐ
900,fahren::V,йөрөү,行く
901,fahren::V,йөрөү,乗車する
902,fliegen::V,осоу,飛ぶ
903,gehen::V,барыу,行く
904,weggehen::V,китеү,立ち去る
905,abfahren::V,сығыу,出発する
906,anhalten::V,тукталыу,止まる
907,hineingehen::V,инеү,入る
908,eintreten::V,инеү,中に入る
909,kommen::V,килеү,来る
910,ankommen::V,килеү,着く
911,ankommen::V,килеү,到着する
912,zurückkommen::V,ҡайтыу,帰る
913,bleiben::V,ҡалыу,留まる
914,warten::V,көтөп тороу,待つ
915,erwarten::V,көтөү,期待する
916,suchen::V,эҙләү,探る
917,finden::V,табыу,見つける
918,versuchen::V,тырышып ҡарау,試す
919,vorbereiten::V,әҙерләү,準備する
920,lieben::V,яратыу,愛する
921,mögen::V,һөйөү,好きである
922,mögen::V,яратыу,好きである
923,lachen::V,көлөү,笑う
924,rühren::V,ҡағылыу,感情を動かす
925,weinen::V,илау,泣く
926,schimpfen::V,һүгенеү,叱る
927,schimpfen::V,тиргәнеү,叱る
928,schimpfen::V,һуҡраныу,叱る
929,sich ärgern::V,асыуланыу,怒る
930,sich ärgern::V,асыуланыу,腹を立てる
931,sich fürchten::V,ҡурҡыу,怖がる
932,fürchten::V,ҡурҡыу,恐れる
933,fliehen::V,ҡасыу,逃げる
934,flüchten::V,ҡасыу,逃亡する
935,sehen::V,күреү,見る
936,anschauen::V,ҡарау,眺める
937,ansehen::V,ҡарау,見る
938,ansehen::V,тикшереү,見る
939,hören::V,ишетеү,聞く
940,zuhören::V,тыңлау,聴く
941,probieren::V,татыу,食べてみる
942,riechen::V,еҫкәү,気取る
943,fühlen::V,тойоу,感じる
944,scheinen::V,кеүек күренеү,ように見える
945,scheinen::V,тойолоу,ように見える
946,zu sehen sein::V,күренеү,見える
947,vernehmen::V,ишетеү,承る
948,frieren::V,туңыү,寒気がする
949,tun::V,яһау,する
950,tun::V,әшләү,する
951,können::V,алыу,出来る
952,können::V,мөмкин булыу,出来る
953,wollen::V,теләү,-たい
954,anfangen::V,башлау,始める
955,beenden::V,бөтөрөү,終える
956,beenden::V,тамамлау,終える
957,aufhören::V,туктау,止める
958,gelingen::V,уңышлы булыу,成功する
959,geraten::V,булып сығыу,当たる
960,öffnen::V,асыу,開く
961,öffnen::V,асыу,開ける
962,schließen::V,йомоу,閉める
963,stellen::V,ҡуйыу,置く
964,stellen::V,ҡуйыу,据える
965,setzen::V,урынлаштырыу,座らせる
966,legen::V,һалыу,置く
967,berühren::V,тейеү,触る
968,berühren::V,тейеү,触れる
969,berühren::V,ҡағылыу,触る
970,berühren::V,ҡағылыу,触れる
971,verbinden::V,ҡушыу,結びつける
972,verbinden::V,бәйләү,結びつける
973,bedecken::V,ҡаплау,覆う
974,aufhängen::V,элеү,掛ける
975,anzünden::V,тоҡандырыу,燃やす
976,anzünden::V,тоҡандырыу,火をつける
977,aufheben::V,мендереү,拾う
978,zurücklassen::V,ҡалдырыу,残す
979,verlieren::V,юғалтыу,無くす
980,fallen lassen::V,төшөрөп ебәреү,落とす
981,machen::V,яһау,作る
982,machen::V,эшләү,作る
983,herstellen::V,эшләп сығарыу,製造する
984,bauen::V,төҙөү,建設する
985,reparieren::V,төҙәтеү,直す
986,reparieren::V,төҙәтеү,修理する
987,verbessern::V,яҡшыртыу,改良する
988,ändern::V,үҙгәртеү,変える
989,graben::V,ҡаҙыу,掘る
990,beugen::V,бөгөү,折る
991,biegen::V,бөгөү,曲げる
992,drehen::V,өйрөлтөү,回す
993,drehen::V,әйләндереү,回す
994,wenden::V,әйләндереү,裏返す
995,umdrehen::V,түңкәреү,裏返す
996,heben::V,күтәреү,挙げる
997,heben::V,мендереү,挙げる
998,hochheben::V,күтәреү,持ち上げる
999,ergreifen::V,тотоп алыу,取り上げる
1000,halten::V,тотоу,持つ
1001,drücken::V,ҡыҫыу,押す
1002,schieben::V,этеү,ずらす
1003,schieben::V,төртөү,ずらす
1004,kratzen::V,ҡырыу,引っ掻く
1005,lecken::V,ялау,なめる
1006,beißen::V,тешләү,噛む
1007,abreißen::V,өҙөү,剝ぎ取る
1008,abschneiden::V,ҡырҡыу,切り取る
1009,binden::V,бәйләү,縛る
1010,stecken::V,ҡаҙау,差し込む
1011,brechen::V,боҙоу,破る
1012,klopfen::V,шаҡылдау,とんとん叩く
1013,hauen::V,туҡмау,叩く
1014,kleben::V,йәбештереү,貼る
1015,kleben::V,йәбештереү,くっ付ける
1016,reiben::V,ыуыу,擦る
1017,reiben::V,ышҡыу,擦る
1018,streichen::V,яғыу,塗る
1019,schleifen::V,үткерләү,研ぐ
1020,schneiden::V,ҡырҡыу,切る
1021,rütteln::V,һелкетеү,揺さぶる
1022,schütteln::V,һелкетеү,振る
1023,schütteln::V,һелкетеү,揺さぶる
1024,schwenken::V,болғау,振る
1025,schütten::V,ҡойоу,注ぐ
1026,füllen::V,тултырыу,いっぱいにする
1027,einwickeln::V,төрөү,包む
1028,tragen::V,алып барыу,運ぶ
1029,schleppen::V,һөйрәү,引きずる
1030,ziehen::V,тартыу,引く
1031,aufbewahren::V,һаҡлау,預かる
1032,werfen::V,ырғытыу,投げる
1033,fangen::V,тотоу,受ける
1034,packen::V,етеү,掴む
1035,packen::V,тотоп алыу,掴む
1036,verstecken::V,йәшереү,隠す
1037,teilen::V,бүлеү,分ける
1038,schicken::V,ебәреү,送る
1039,bringen::V,килтереү,持って行く
1040,hinzufügen::V,өтәү,加える
1041,bekommen::V,алыу,得る
1042,erhalten::V,алыу,受ける
1043,nehmen::V,алыу,取る
1044,wählen::V,һайлаү,選ぶ
1045,auswählen::V,һайлап алыу,選ぶ
1046,bewahren::V,һаҡлау,保存する
1047,behindern::V,тотҡарлыҡ яһау,妨害する
1048,verderben::V,боҙоу,台無しにする
1049,beschädigen::V,боҙоу,損傷する
1050,zerbrechen::V,ҡыйратыу,割る
1051,zerreißen::V,йыртыу,引き裂く
1052,zerstören::V,емереү,破壊する
1053,verbrennen::V,үртәү,焼く
1054,geben::V,биреү,上げる
1055,reichen::V,биреү,渡す
1056,schenken::V,бүләк итеү,贈る
1057,versprechen::V,вәғәҙә биреү,約束する
1058,wünschen::V,теләу,望む
1059,loben::V,маҡтау,褒める
1060,küssen::V,үбеү,キスする
1061,wiegen::V,бәүетеү,揺する
1062,wiegen::V,тирбәтеү,揺する
1063,zudecken::V,ҡаплау,覆う
1064,wecken::V,уятыу,起こす
1065,zeigen::V,күрһәтеү,見せる
1066,führen::V,етәкләү,案内する
1067,lehren::V,уҡытыу,教える
1068,lehren::V,өйрәтеү,教える
1069,unterrichten::V,уҡытыу,通知する
1070,aufziehen::V,тәрбиәле,育てる
1071,leiten::V,етәкләү,導く
1072,leiten::V,етәкселек итеү,導く
1073,antreiben::V,ашыҡтырыу,励ます
1074,lassen::V,мәжбүр итеү,～させる
1075,einladen::V,саҡырыу,誘う
1076,einladen::V,саҡырыу,招待する
1077,vereinigen::V,берләштереү,一つにする
1078,besuchen::V,килеп сығыу,訪ねる
1079,treffen::V,тойоү,出会う
1080,treffen::V,осратыу,出会う
1081,treffen::V,ҡаршылау,出会う
1082,sich versammeln::V,йыйылыу,集まる
1083,spielen::V,тартыу,遊ぶ
1084,singen::V,йырлау,歌う
1085,tanzen::V,бейеү,踊る
1086,sich trennen::V,айырылышыу,別れる
1087,verlassen::V,ташлау,別れる
1088,verlassen::V,ташлап китеү,別れる
1089,retten::V,ҡотҡарыу,救う
1090,retten::V,ҡотҡарыу,助ける
1091,bewachen::V,һаҡлау,見張る
1092,bewachen::V,һаҡлау,軽微する
1093,schützen::V,һаҡлау,保護する
1094,verteidigen::V,яҡлау,守る
1095,sich schlagen::V,һуғышыу,殴る
1096,schießen::V,атыу,撃つ
1097,siegen::V,еңеү,勝つ
1098,ärgern::V,асыуландырыу,怒らせる
1099,schlagen::V,бәреү,殴る
1100,schlagen::V,туҡмау,殴る
1101,treten::V,тибеү,蹴る
1102,treten::V,типкеләү,蹴る
1103,stechen::V,сәнсеү,突く
1104,stoßen::V,этеү,突く
1105,stoßen::V,төртөү,突く
1106,stehlen::V,урлау,盗る
1107,stören::V,ҡамасаулау,構う
1108,belästigen::V,бимазалау,邪魔する
1109,belästigen::V,ҡамасаулау,邪魔する
1110,verbergen::V,йәшереү,隠す
1111,täuschen::V,ултыртыу,だます
1112,betrügen::V,алдау,だます
1113,töten::V,үлтереү,殺す
1114,wohnen::V,йәшәү,住む
1115,arbeiten::V,эшләү,働く
1116,sammeln::V,йыйыу,集める
1117,sammeln::V,йыйыу,収集する
1118,pflücken::V,өҙөү,摘む
1119,jagen::V,аулау,狩りをする
1120,fischen::V,аулау,釣る
1121,fassen::V,тотоу,捕る
1122,hüten::V,көтөү,放牧する
1123,treiben::V,ҡыуыу,追う
1124,anbinden::V,бәйләү,繋ぐ
1125,füttern::V,ашатыу,餌をやる
1126,melken::V,һауыү,搾乳する
1127,hacken::V,турау,刻む
1128,hacken::V,тапау,刻む
1129,gießen::V,ҡойоу,水をやる
1130,reifen::V,өлғөрөү,熟す
1131,zubereiten::V,бешереү,調理する
1132,kochen::V,бешереү,煮る
1133,backen::V,бешереү,焼く
1134,braten::V,ҡурыу,焼く
1135,braten::V,ҡурыу,炒める
1136,umrühren::V,ҡатнаштырыу,混ぜる
1137,stricken::V,бәйләү,編む
1138,nähen::V,тегеү,縫う
1139,färben::V,буяу,染める
1140,reinigen::V,таҙартыу,掃除する
1141,waschen::V,йыуыу,洗う
1142,waschen::V,йыуыу,洗濯する
1143,abwischen::V,һөртөү,拭く
1144,spülen::V,сайҡау,洗う
1145,spülen::V,сайҡау,すすぐ
1146,fegen::V,һепереү,掃除する
1147,kehren::V,һепереү,掃く
1148,baden::V,һыу инеү,入浴する
1149,sich waschen::V,йыуыныу,洗う
1150,ausziehen::V,сисеү,脱ぐ
1151,anziehen::V,кейеү,着る
1152,sich anziehen::V,кейенеү,着る
1153,kämmen::V,тарау,梳く
1154,schmücken::V,биҙәү,飾る
1155,sagen::V,әйтеү,言う
1156,sprechen::V,әйтеү,話す
1157,sprechen::V,һөйләшеү,話す
1158,reden::V,һөйләшеү,話す
1159,sich unterhalten::V,әңгәмәләшеү,話をする
1160,fragen::V,һорау,聞く
1161,bitten::V,үтенеү,頼む
1162,bitten::V,үтенеү,お願いする
1163,erzählen::V,һөйләү,物語る
1164,mitteilen::V,әйтеү,伝える
1165,nennen::V,атау,名づける
1166,nennen::V,исемләү,名づける
1167,rufen::V,саҡырыу,呼ぶ
1168,prahlen::V,маҡтаныу,自慢する
1169,prahlen::V,шапырыныу,自慢する
1170,übersetzen::V,тәржемә итеү,訳す
1171,denken::V,уйлау,考える
1172,glauben::V,ышаныу,信じる
1173,bemerken::V,күреү,気が付く
1174,erkennen::V,таныу,認識する
1175,begreifen::V,аңлау,分かる
1176,verstehen::V,аңлау,聞き取る
1177,lernen::V,өйрәнеү,学ぶ
1178,lernen::V,өйрәнеү,勉強する
1179,wissen::V,белеү,知っている
1180,sich erinnern an::V,хәтергә алыу,思い出す
1181,vergessen::V,онотоу,忘れる
1182,messen::V,үлсәү,計る
1183,messen::V,үлсәү,測定する
1184,zählen::V,һанау,数える
1185,rechnen::V,һанау,計算する
1186,lesen::V,уҡыу,読む
1187,malen::V,һүрәт яһау,描く
1188,malen::V,рәсем төшөрөү,描く
1189,zeichnen::V,һүрәт яһау,写生する
1190,zeichnen::V,рәсем төшөрөү,写生する
1191,schreiben::V,яҙыу,書く
1192,besitzen::V,биләү,所持する
1193,kaufen::V,һатып алыу,買う
1194,verkaufen::V,һатыу,売る
1195,bezahlen::V,түләү,払う
1196,zahlen::V,түләү,支払う
1197,beherrschen::V,биләү,支配する
1198,ertragen::V,түҙеү,耐える
