,Concept_ID,hy,fi
754,verschieden::A,տարբեր,erilainen
755,nah::A,մոտ,läheinen
756,nah::A,մերձ,läheinen
757,fern::A,հեռավոր,etäinen
758,linker::A,ձախ,vasen
759,rechter::A,աջ,oikea
760,anderer::A,այլ,muu
761,anderer::A,այլ,toinen
762,anderer::A,ուրիշ,muu
763,anderer::A,ուրիշ,toinen
764,erster::A,առաջին,ensimmäinen
765,zweiter::A,երկրորդ,toinen
766,dritter::A,երրորդ,kolmas
767,letzter::A,վերջին,viimeinen
768,allein::ADV,միայնակ,yksin
769,auf einmal::ADV,միասնաբար,yhdellä kertaa
770,zusammen::ADV,միասին,yhdessä
771,zusammen::ADV,իրար հետ,yhdessä
772,lange::ADV,երկար ժամանակ,kauan
773,lange::ADV,երկար ժամանակ,pitkään
774,plötzlich::ADV,հանկարծ,äkkiä
775,sofort::ADV,իսկույն,heti
776,später::ADV,ավելի ուշ,myöhemmin
777,später::ADV,հետո,myöhemmin
778,jetzt::ADV,այժմ,nyt
779,heute::ADV,այսօր,tänään
780,morgen::ADV,վաղը,huomenna
781,bald::ADV,շուտով,pian
782,dann::ADV,ապա,sitten
783,dann::ADV,հետո,sitten
784,gestern::ADV,երեկ,eilen
785,einst::ADV,հին ատեն,aikanaan
786,damals::ADV,ատէնին,silloin
787,damals::ADV,ատէնին,siihen aikaan
788,danach::ADV,ապա,sen jälkeen
789,danach::ADV,այն ժամանակ,sen jälkeen
790,vorher::ADV,առաջ,ennen
791,zuerst::ADV,նախ,ensin
792,zuerst::ADV,նախ,ensiksi
793,einmal::ADV,մի անգամ,kerran
794,manchmal::ADV,երբեմն,joskus
795,oft::ADV,հաճախ,usein
796,immer::ADV,միշտ,aina
797,niemals::ADV,երբեք,ei koskaan
798,hier::ADV,այստեղ,tässä
799,hier::ADV,այստեղ,täällä
800,hierhin::ADV,այստեղ,tähän
801,von hier::ADV,այդտեղից,tästä
802,von hier::ADV,այդտեղից,täältä
803,dort::ADV,այնտեղ,siinä
804,dort::ADV,այնտեղ,siellä
805,dorthin::ADV,այնտեղ,sinne
806,dorthin::ADV,այնտեղ,tuonne
807,geradeaus::ADV,ուղիղ,suoraan
808,vorwärts::ADV,առաջ,eteenpäin
809,rückwärts::ADV,դեպի ետ,taaksepäin
810,zurück::ADV,ետ,takaisin
811,unten::ADV,ներքեւում,alhaalla
812,hinab::ADV,ներքեւ,alas
813,oben::ADV,վերեւում,ylhäällä
814,hinauf::ADV,վերեւ,ylös
815,überall::ADV,ամենուր,kaikkialla
816,nicht::ADV,չէ,ei
817,ein wenig::ADV,մի քիչ,vähän
818,kaum::ADV,հազիվ,tuskin
819,sehr::ADV,շատ,kovin
820,sehr::ADV,շատ,oikein
821,so::ADV,այդպես,näin
822,noch::ADV,դեռ,vielä
823,nur::ADV,միայն,vain
824,nur::ADV,միայն,ainoastaan
825,schon::ADV,արդեն,jo
826,wieder::ADV,նորից,taas
827,wieder::ADV,նորից,jälleen
828,wieder::ADV,դարձյալ,taas
829,wieder::ADV,դարձյալ,jälleen
830,vergebens::ADV,իզուր,turhaan
831,vor::PRP,դիմացը,edessä
832,hinter::PRP,ետեւը,takana
833,unter::PRP,տակ,alla
834,durch::PRP,միջով,läpi
835,durch::PRP,միջով,kautta
836,neben::PRP,քովը,vieressä
837,zwischen::PRP,միջեւ,välillä
838,wegen::PRP,պատճառով,takia
839,wegen::PRP,պատճառով,vuoksi
840,wegen::PRP,շնորհից,takia
841,wegen::PRP,շնորհից,vuoksi
842,dies::PRN,սա,tämä
843,dies::PRN,այս,tämä
844,das::PRN,դա,se
845,das::PRN,այդ,se
846,alles::PRN,ամեն ինչ,kaikki
847,ich::PRN,ես,minä
848,du::PRN,դու,sinä
849,er::PRN,նա,hän
850,wir::PRN,մենք,me
851,ihr::PRN,դուք,te
852,sie::PRN,նրանք,he
853,was::FPRN,ինչ,mikä
854,wer::FPRN,ով,ken
855,wer::FPRN,ով,kuka
856,wo::FADV,ուր,missä
857,wo::FADV,որտեղ,missä
858,wohin::FADV,դեպի ուր,mihin
859,wie::FADV,ինչպես,miten
860,wie::FADV,ինչպես,kuinka
861,warum::FADV,ինչու,miksi
862,wieviel::FNUM,որչափ,paljonko
863,wieviel::FNUM,որչափ,kuinka paljon
864,eins::NUM,մեկ,yksi
865,zwei::NUM,երկու,kaksi
866,drei::NUM,երեք,kolme
867,vier::NUM,չորս,neljä
868,fünf::NUM,հինգ,viisi
869,sechs::NUM,վեց,kuusi
870,sieben::NUM,յոթ,seitsemän
871,acht::NUM,ութ,kahdeksan
872,neun::NUM,ինը,yhdeksän
873,zehn::NUM,տասը,kymmenen
874,elf::NUM,տասնմեկ,yksitoista
875,zwölf::NUM,տասներկու,kaksitoista
876,zwanzig::NUM,քսան,kaksikymmentä
877,dreißig::NUM,երեսուն,kolmekymmentä
878,vierzig::NUM,քառասուն,neljäkymmentä
879,fünfzig::NUM,հիսուն,viisikymmentä
880,sechzig::NUM,վաթսուն,kuusikymmentä
881,siebzig::NUM,յոթանասուն,seitsemänkymmentä
882,achtzig::NUM,ութսուն,kahdeksankymmentä
883,neunzig::NUM,իննսուն,yhdeksänkymmentä
884,hundert::NUM,հարյուր,sata
885,tausend::NUM,հազար,tuhat
886,und::CNJ,ու,ja
887,oder::CNJ,կամ,tai
888,stehen::V,կանգնել,seisoa
889,sitzen::V,նստել,istua
890,liegen::V,ստել,maata
891,hängen::V,կախվել,riippua
892,werden::V,դառնալ,tulla
893,werden::V,դառնալ,joutua
894,passieren::V,պատահել,sattua
895,passieren::V,պատահել,tapahtua
896,beginnen::V,սկսվել,alkaa
897,enden::V,վերջանալ,loppua
898,enden::V,վերջանալ,päättyä
899,wechseln::V,փոխվել,vaihtua
900,wechseln::V,փոխվել,vaihdella
901,aufgehen[Sonne]::V,բարձրանալ,nousta
902,aufgehen[Sonne]::V,ելնել ,nousta
903,untergehen[Sonne]::V,մտնել,laskea
904,scheinen[Sonne]::V,շողալ,paistaa
905,scheinen[Sonne]::V,փայլել,paistaa
906,donnern::V,որոտալ,jyristä
907,wehen::V,փչել,tuulla
908,wehen::V,փչել,puhaltaa
909,strömen::V,հոսել,virrata
910,fließen::V,հոսել,valua
911,fließen::V,հոսել,juosta
912,sich drehen::V,պտտվել,pyöriä
913,schwanken::V,տատանվել,horjua
914,schwingen::V,ճոճվել,heilua
915,schwingen::V,ճոճվել,värähdellä
916,fallen::V,ընկնել,pudota
917,fallen::V,ընկնել,langeta
918,brennen::V,այրվել,palaa
919,rauchen::V,ծխել,savuta
920,regnen::V,անձրեւ գալ,sataa
921,gefrieren::V,սառչել,jäätyä
922,tauen::V,լկիլ,sulaa
923,schmelzen::V,հալիլ,sulaa
924,trocknen::V,չորանալ,kuivua
925,sieden::V,եռալ,kiehua
926,faulen::V,փտել,mädätä
927,verfaulen::V,նեխել,mädätä
928,verfaulen::V,նեխել,mädäntyä
929,reißen::V,պատռվել,revetä
930,reißen::V,ճղվել,revetä
931,versinken::V,սուզվել,upota
932,versinken::V,սուզվել,vajota
933,vergehen::V,անցնել ,kulua
934,erscheinen::V,հայտնվել,ilmestyä
935,erscheinen::V,երեւալ,ilmestyä
936,verschwinden::V,անհետանալ,kadota
937,sinken::V,ընկնել,vajota
938,abnehmen::V,փոքրանալ,vähetä
939,zunehmen::V,մեծանալ,kasvaa
940,zunehmen::V,մեծանալ,lisääntyä
941,steigen::V,բարձրանալ,nousta
942,wachsen::V,աճել,kasvaa
943,glänzen::V,նշուլել,kiiltää
944,glänzen::V,փայլիլ,kiiltää
945,funkeln::V,փայլատակել,kipinöidä
946,lärmen::V,աղմուկ հանել,meluta
947,läuten::V,զնգալ,soida
948,klingeln::V,զնգալ,soida
949,klirren::V,զնգզնգալ,kalista
950,brausen::V,մոլեգնել,kohista
951,rauschen::V,սոսափել,kohista
952,klingen::V,հնչել,soida
953,bellen::V,հաչել,haukkua
954,heulen::V,ոռնալ ,ulvoa
955,blasen::V,փչել ,puhaltaa
956,pfeifen::V,սուլել,viheltää
957,schreien::V,գոռալ ,kirkua
958,stöhnen::V,տնքալ,voihkia
959,zittern::V,դողալ,vapista
960,leben::V,ապրել,elää
961,geboren werden::V,ծնվել,syntyä
962,atmen::V,շնչել,hengittää
963,trinken::V,խմել,juoda
964,essen::V,ուտել,syödä
965,schlucken::V,կլանել,niellä
966,schlucken::V,կուլ տալ,niellä
967,müde werden::V,հոգնել,uupua
968,einschlafen::V,քուն մտնել,uinahtaa
969,schlafen::V,քնել,maata
970,schlafen::V,քնել,nukkua
971,aufwachen::V,արթննալ,herätä
972,aufstehen::V,ելլել,nousta
973,aufstehen::V,ելլել,nousta ylös
974,sich erholen::V,հանգստանալ,levätä
975,krank werden::V,հիւանդանալ,sairastua
976,krank sein::V,հիվանդ լինել,potea
977,krank sein::V,հիվանդ լինել,sairastaa
978,schmerzen::V,ցավել,särkeä
979,schmerzen::V,ցավել,kivistää
980,husten::V,հազալ,yskiä
981,genesen::V,ապաքինվել,toipua
982,sterben::V,մեռնել,kuolla
983,sterben::V,վախճանվել,kuolla
984,umkommen::V,կործանվել,saada surmansa
985,umkommen::V,կործանվել,kuolla
986,sich bewegen::V,ընթանալ,liikkua
987,sich rühren::V,շարժվել,liikahtaa
988,sich erheben::V,կանգնել,nousta
989,sich erheben::V,վեր կենալ,nousta
990,sich setzen::V,նստել,istuutua
991,hinfallen::V,ընկնել,kaatua
992,laufen::V,քայլել,kävellä
993,schreiten::V,ճեմել,astua
994,schreiten::V,ճեմել,astella
995,spazierengehen::V,շրջագայել,kävellä
996,eilen::V,շտապել,kiirehtiä
997,sich beeilen::V,շտապել ,kiirehtiä
998,sich beeilen::V,շտապել ,olla kiireissään
999,sausen::V,սլանալ,rynnätä
1000,sausen::V,սլանալ,viilettää
1001,rennen::V,վազել,juosta
1002,springen::V,ցատկել,hypätä
1003,klettern::V,մագլցել,kiivetä
1004,schaukeln::V,ճոճվել,kiikkua
1005,schaukeln::V,օրորվել,kiikkua
1006,kriechen::V,սողալ,ryömiä
1007,schwimmen::V,լողալ,uida
1008,tauchen::V,սուզվել,sukeltaa
1009,rudern::V,թիավարել,soutaa
1010,fahren::V,ընթանալ,ajaa
1011,fahren::V,ընթանալ,kulkea
1012,fliegen::V,թռչել,lentää
1013,gehen::V,գնալ,käydä
1014,weggehen::V,հեռանալ,lähteä
1015,weggehen::V,հեռանալ,poistua
1016,abfahren::V,ճանապարհվել,lähteä
1017,anhalten::V,կանգնել,pysähtyä
1018,anhalten::V,կանգնել,seisahtua
1019,hineingehen::V,մտնել,mennä sisään
1020,eintreten::V,մտնել,astua sisään
1021,kommen::V,գալ,tulla
1022,ankommen::V,ժամանել,saapua
1023,zurückkommen::V,վերադառնալ,palata
1024,bleiben::V,մնալ,jäädä
1025,bleiben::V,մնալ,viipyä
1026,warten::V,սպասել,odottaa
1027,erwarten::V,սպասել,odottaa
1028,suchen::V,որոնել,etsiä
1029,finden::V,գտնել,löytää
1030,versuchen::V,փորձել,yrittää
1031,vorbereiten::V,պատրաստել,valmistaa
1032,lieben::V,սիրել,pitää
1033,lieben::V,սիրել,rakastaa
1034,mögen::V,հավանել,pitää
1035,mögen::V,հավանել,tykätä
1036,mögen::V,սիրել,pitää
1037,mögen::V,սիրել,tykätä
1038,lachen::V,ծիծաղել,nauraa
1039,rühren::V,հուզել,liikuttaa
1040,weinen::V,լալ,itkeä
1041,schimpfen::V,տրտնջալ,haukkua
1042,schimpfen::V,քրթմնջել,haukkua
1043,sich ärgern::V,զայրանալ,suuttua
1044,sich fürchten::V,վախնալ,pelätä
1045,fürchten::V,վախենալ,pelätä
1046,fliehen::V,փախչել,paeta
1047,flüchten::V,փախչել,paeta
1048,sehen::V,տեսնել,nähdä
1049,anschauen::V,դիտել,katsoa
1050,ansehen::V,նայել,katsoa
1051,hören::V,լսել,kuulla
1052,zuhören::V,ունկնդրել,kuunnella
1053,probieren::V,համը տեսել,maistaa
1054,riechen::V,հոտ առնել,haistaa
1055,fühlen::V,զգալ,tuntea
1056,scheinen::V,երեւալ,tuntua
1057,zu sehen sein::V,երեւալ,näkyä
1058,vernehmen::V,իմանալ ,kuulla
1059,frieren::V,մրսել,palella
1060,tun::V,անել,tehdä
1061,können::V,կարողանալ,osata
1062,wollen::V,ուզել,tahtoa
1063,wollen::V,ցանկանալ,tahtoa
1064,anfangen::V,սկսել,ruveta
1065,anfangen::V,սկսել,aloittaa
1066,beenden::V,վերջացնել,lopettaa
1067,aufhören::V,դադարել,loppua
1068,gelingen::V,հաջողվել,onnistua
1069,gelingen::V,գլուխ գալ,onnistua
1070,geraten::V,ստացվել,sujua
1071,geraten::V,ստացվել,joutua
1072,öffnen::V,բաց անել,avata
1073,öffnen::V,բաց անել,aukaista
1074,schließen::V,փակել ,sulkea
1075,stellen::V,դնել,panna
1076,stellen::V,դնել,asettaa
1077,setzen::V,նստեցնել,panna
1078,setzen::V,նստեցնել,istuttaa
1079,legen::V,դնել,panna
1080,legen::V,դնել,asettaa
1081,berühren::V,դիպչել,koskea
1082,berühren::V,դիպչել,koskettaa
1083,berühren::V,շոշափել,koskea
1084,berühren::V,շոշափել,koskettaa
1085,verbinden::V,շաղկապել,liittää
1086,verbinden::V,շաղկապել,yhdistää
1087,bedecken::V,ծածկել,kattaa
1088,bedecken::V,ծածկել,peittää
1089,aufhängen::V,կախել,ripustaa
1090,anzünden::V,վառել,sytyttää
1091,aufheben::V,վերցնել,ylös nostaa
1092,aufheben::V,վերցնել,nostaa
1093,zurücklassen::V,թողնել,jättää
1094,verlieren::V,կորցնել,kadottaa
1095,fallen lassen::V,գցել,pudottaa
1096,machen::V,անել,tehdä
1097,herstellen::V,արտադրել,tuottaa
1098,herstellen::V,արտադրել,valmistaa
1099,bauen::V,կառուցել,rakentaa
1100,reparieren::V,նորոգել,korjata
1101,verbessern::V,բարելավել,parantaa
1102,ändern::V,փոխել,muuttaa
1103,graben::V,փորել,kaivaa
1104,beugen::V,ծռել,taivuttaa
1105,biegen::V,թեքել,taivuttaa
1106,drehen::V,ոլորել,kääntää
1107,wenden::V,պտտել,kääntää
1108,umdrehen::V,շրջել,kääntää
1109,heben::V,բարձրացնել,nostaa
1110,heben::V,բարձրացնել,kohottaa
1111,hochheben::V,բարձրացնել,nostaa
1112,ergreifen::V,վարակվել,tarttua
1113,halten::V,բռնել,pitää
1114,drücken::V,ճնշել,painaa
1115,drücken::V,ճնշել,puristaa
1116,schieben::V,հրել,työntää
1117,kratzen::V,քերել,raapia
1118,lecken::V,լիզել,nuolla
1119,beißen::V,կծել,purra
1120,abreißen::V,պոկել,repiä
1121,abschneiden::V,կտրել ,leikata poikki
1122,abschneiden::V,կտրել ,leikata
1123,binden::V,կապել,sitoa
1124,stecken::V,խրել,pistää
1125,brechen::V,կոտրել ,murtaa
1126,klopfen::V,թակել,koputtaa
1127,klopfen::V,թակել,kolkuttaa
1128,hauen::V,ծեծել,lyödä
1129,kleben::V,կպցնել,liimata
1130,reiben::V,շփել,hieroa
1131,reiben::V,շփել,hangata
1132,streichen::V,վրան քսել,sivellä
1133,schleifen::V,սրել ,hioa
1134,schneiden::V,կտրել,leikata
1135,rütteln::V,ցնցել,ravistaa
1136,schütteln::V,թափահարել,pudistaa
1137,schwenken::V,ճոճել,heiluttaa
1138,schütten::V,լցնել,kaataa
1139,füllen::V,լիքը լցնել,täyttää
1140,einwickeln::V,փաթաթել,kääriä
1141,tragen::V,կրել,kantaa
1142,tragen::V,տանել,kantaa
1143,schleppen::V,քաշել,raahata
1144,ziehen::V,ձգել,vetää
1145,ziehen::V,քաշել,vetää
1146,aufbewahren::V,պահել ,säilyttää
1147,werfen::V,նետել,viskata
1148,packen::V,հափշտակել,tarttua
1149,verstecken::V,ծածկել,kätkeä
1150,verstecken::V,ծածկել,piilottaa
1151,teilen::V,բաժանել,jakaa
1152,schicken::V,ուղարկել,lähettää
1153,bringen::V,բերել,viedä
1154,hinzufügen::V,ավելացնել,lisätä
1155,bekommen::V,հայթայթել,saada
1156,erhalten::V,ստանալ,saada
1157,nehmen::V,վերցնել,ottaa
1158,wählen::V,ընտրել,valita
1159,auswählen::V,գերադասել,valikoida
1160,bewahren::V,պահպանել,säilyttää
1161,behindern::V,խոչընդոտել,estää
1162,verderben::V,փչացնել,pilata
1163,verderben::V,փչացնել,turmella
1164,beschädigen::V,վնասել,vioittaa
1165,beschädigen::V,վնասել,vahingoittaa
1166,zerbrechen::V,ջարդել,rikkoa
1167,zerbrechen::V,կոտրել,rikkoa
1168,zerreißen::V,պատռել,repiä rikki
1169,zerreißen::V,պատռել,repiä palasiksi
1170,zerstören::V,քանդել,hävittää
1171,verbrennen::V,այրել,polttaa
1172,geben::V,տալ,antaa
1173,reichen::V,հանձնել,ojentaa
1174,schenken::V,նվիրել,lahjoittaa
1175,versprechen::V,խոստանալ,luvata
1176,wünschen::V,մաղթել,toivottaa
1177,loben::V,գովել,ylistää
1178,küssen::V,համբուրել,suudella
1179,wiegen::V,օրորել,tuudittaa
1180,wiegen::V,օրորել,keinuttaa
1181,zudecken::V,վրան գցել,peittää
1182,wecken::V,զարթնեցնել,herättää
1183,zeigen::V,ցույց տալ,näyttää
1184,zeigen::V,ցույց տալ,osoittaa
1185,führen::V,ուղեկցել,johdattaa
1186,lehren::V,սովորեցնել,opettaa
1187,unterrichten::V,ավանդել,opettaa
1188,aufziehen::V,դաստիարակել,kasvattaa
1189,leiten::V,ղեկավարել,johtaa
1190,leiten::V,կառավարել,johtaa
1191,antreiben::V,շտապեցնել,hoputtaa
1192,lassen::V,ստիպել,antaa
1193,einladen::V,հրավիրել,kutsua
1194,vereinigen::V,միացնել,yhdistää
1195,besuchen::V,այցելել,vierailla
1196,treffen::V,հանդիպել,tavata
1197,sich versammeln::V,հավաքվել,kokoontua
1198,spielen::V,խաղալ,pelata
1199,spielen::V,խաղալ,leikkiä
1200,singen::V,երգել,laulaa
1201,tanzen::V,պարել,tanssia
1202,sich trennen::V,ցրվել,erota
1203,verlassen::V,լքել,jättää
1204,retten::V,փրկել,pelastaa
1205,bewachen::V,պահել,vartioida
1206,schützen::V,պաշտպանել,suojella
1207,verteidigen::V,պաշտպանել,puolustaa
1208,sich schlagen::V,կռվել,tapella
1209,schießen::V,կրակել,ampua
1210,siegen::V,հաղթել,voittaa
1211,ärgern::V,ձանձրացնել,ärsyttää
1212,schlagen::V,խփել,lyödä
1213,treten::V,քացի տալ,potkaista
1214,stechen::V,խայթել,pistää
1215,stoßen::V,մղել,sysätä
1216,stoßen::V,մղել,työntää
1217,stehlen::V,գողանալ,varastaa
1218,stören::V,խանգարել,häiritä
1219,belästigen::V,անհանգստացնել,häiritä
1220,verbergen::V,թաքցնել,kätkeä
1221,täuschen::V,խաբել,harhauttaa
1222,betrügen::V,խաբել,pettää
1223,betrügen::V,խաբել,petkuttaa
1224,töten::V,սպանել ,tappaa
1225,wohnen::V,բնակվել,asua
1226,arbeiten::V,աշխատել,tehdä työtä
1227,arbeiten::V,աշխատել,työskennellä
1228,sammeln::V,հավաքել,koota
1229,sammeln::V,հավաքել,kerätä
1230,pflücken::V,քաղել,poimia
1231,jagen::V,որս անել,metsästää
1232,fischen::V,ձուկ բռնել,kalastaa
1233,fassen::V,բռնել,pyydystää
1234,fassen::V,բռնել,saalistaa
1235,hüten::V,արածեցնել,paimentaa
1236,treiben::V,հովուել,ajaa
1237,anbinden::V,չուանել,kytkeä
1238,füttern::V,կերակրել,ruokkia
1239,melken::V,կթել,lypsää
1240,hacken::V,կոտորել,hakata
1241,gießen::V,ջրել,kastella
1242,reifen::V,հասունանալ ,kypsyä
1243,zubereiten::V,պատրաստել,valmistaa
1244,kochen::V,եփել,keittää
1245,backen::V,թխել,leipoa
1246,braten::V,տապակել,paistaa
1247,umrühren::V,խառնել,hämmentää
1248,stricken::V,գործել,kutoa
1249,stricken::V,գործել,neuloa
1250,nähen::V,կարել,ommella
1251,färben::V,ներկել,värjätä
1252,färben::V,ներկել,värittää
1253,reinigen::V,մաքրել,puhdistaa
1254,waschen::V,լվանալ,pestä
1255,abwischen::V,սրբել,pyyhkiä
1256,spülen::V,ողողել,huuhtoa
1257,spülen::V,պարզաջրել,huuhtoa
1258,fegen::V,ավլել,pyyhkäistä
1259,kehren::V,ավլել,lakaista
1260,baden::V,լողանալ,kylpeä
1261,sich waschen::V,լվացվել,peseytyä
1262,ausziehen::V,հանել,riisua
1263,anziehen::V,հագնել,pukea ylleen
1264,sich anziehen::V,հագնվել,pukeutua
1265,kämmen::V,սանրել,kammata
1266,schmücken::V,զարդարել,koristaa
1267,schmücken::V,զարդարել,kaunistaa
1268,sagen::V,ասել,sanoa
1269,sprechen::V,խոսել,puhua
1270,reden::V,զրուցել,keskustella
1271,sich unterhalten::V,խոսակցել,jutella
1272,fragen::V,հարցնել,kysyä
1273,bitten::V,խնդրել,pyytää
1274,erzählen::V,պատմել,kertoa
1275,mitteilen::V,հաղորդել,ilmoittaa
1276,nennen::V,անվանել,kutsua
1277,nennen::V,անվանել,nimittää
1278,rufen::V,կանչել,kutsua
1279,prahlen::V,պարծենալ,kerskailla
1280,übersetzen::V,թարգմանել,kääntää
1281,denken::V,մտածել,miettiä
1282,denken::V,մտածել,ajatella
1283,glauben::V,հավատալ,uskoa
1284,bemerken::V,նկատել,huomata
1285,erkennen::V,ճանաչել,tunnistaa
1286,begreifen::V,հասկանալ,ymmärtää
1287,verstehen::V,ըմբռնել,ymmärtää
1288,lernen::V,սովորել,oppia
1289,wissen::V,իմանալ,tietää
1290,sich erinnern an::V,հիշել,muistaa
1291,sich erinnern an::V,մտաբերել,muistaa
1292,vergessen::V,մոռանալ,unohtaa
1293,messen::V,չափել,mitata
1294,zählen::V,թվել,laskea
1295,zählen::V,հաշվել,laskea
1296,rechnen::V,հաշվել,laskea
1297,rechnen::V,հաշվարկել,laskea
1298,lesen::V,կարդալ,lukea
1299,malen::V,նկարել,maalata
1300,zeichnen::V,գծել,piirtää
1301,zeichnen::V,գծել,piirustaa
1302,schreiben::V,գրել,kirjoittaa
1303,besitzen::V,ունենալ,omistaa
1304,besitzen::V,տեր լինել,omistaa
1305,kaufen::V,գնել,ostaa
1306,verkaufen::V,վաճառել,myydä
1307,bezahlen::V,վճարել,maksaa
1308,zahlen::V,վճարել,maksaa
1309,beherrschen::V,ղեկավարել,hallita
1310,ertragen::V,դիմանալ,kestää
1311,Horn::N,,sarvi
1312,fangen::V,,napata
1313,fangen::V,,ottaa kiinni
