,Concept_ID,zh,be
842,lachen::V,笑,смяяцца
843,weinen::V,哭,плакаць
844,schimpfen::V,骂,лаяцца
845,sich ärgern::V,生气,сердаваць
846,sich fürchten::V,害怕,баяцца
847,fürchten::V,害怕,баяцца
848,fliehen::V,逃走,уцякаць
849,flüchten::V,逃跑,уцячы
850,sehen::V,看,бачыць
851,anschauen::V,注视,паглядзець
852,ansehen::V,注视,глядзець
853,hören::V,听,чуць
854,zuhören::V,倾听,слухаць
855,probieren::V,尝,каштаваць
856,riechen::V,闻,нюхаць
857,fühlen::V,感到,адчуваць
858,scheinen::V,照耀,здавацца
859,zu sehen sein::V,可以看到,віднецца
860,vernehmen::V,审讯,пачуць
861,frieren::V,觉得冷,мёрзнуць
862,tun::V,作,рабіць
863,können::V,能,умець
864,wollen::V,要,хацець
865,anfangen::V,开始,пачаць
866,beenden::V,结束,закончыць
867,aufhören::V,停止,перастаць
868,gelingen::V,成功,удацца
869,geraten::V,陷于,аказацца
870,öffnen::V,打开,адчыніць
871,schließen::V,关,зачыніць
872,stellen::V,放,паставіць
873,setzen::V,放,пасадзіць
874,legen::V,摆,класці
875,berühren::V,触,чапаць
876,verbinden::V,联结,звязаць
877,bedecken::V,覆盖,накрыць
878,aufhängen::V,挂,павесіць
879,anzünden::V,点,запаліць
880,aufheben::V,拾起,падняць
881,zurücklassen::V,遗留,пакінуць
882,verlieren::V,丧失,згубіць
883,fallen lassen::V,让掉下,упусціць
884,machen::V,做,зрабіць
885,herstellen::V,生产,вырабіць
886,bauen::V,建造,будаваць
887,reparieren::V,修理,правіць
888,verbessern::V,改进,палепшыць
889,ändern::V,改变,змяніць
890,graben::V,挖,капаць
891,beugen::V,弯下,сагнуць
892,biegen::V,弯,пагнуць
893,drehen::V,转动,вярцець
894,wenden::V,转动,павярнуць
895,umdrehen::V,转动,перавярнуць
896,heben::V,举起,падымаць
897,hochheben::V,抬高,падняць
898,ergreifen::V,抓住,схапіць
899,ergreifen::V,抓住,схваціць
900,halten::V,拿着,трымаць
901,drücken::V,压,націскаць
902,schieben::V,推,пхаць
903,schieben::V,推,штурхаць
904,kratzen::V,搔,скрэбці
905,lecken::V,舔,лізаць
906,beißen::V,咬,кусаць
907,abreißen::V,撕下,адарваць
908,abschneiden::V,切断,адрэзаць
909,binden::V,捆,вязаць
910,stecken::V,插,уваткнуць
911,brechen::V,断裂,зламаць
912,klopfen::V,敲,стукаць
913,hauen::V,揍,біць
914,kleben::V,粘,клеіць
915,reiben::V,摩擦,церці
916,streichen::V,涂,намазаць
917,schleifen::V,拖曳,тачыць
918,schneiden::V,切,рэзаць
919,rütteln::V,颠簸,хістаць
920,schütteln::V,摇动,трэсці
921,schwenken::V,摇动,махаць
922,schütten::V,倒,наліць
923,füllen::V,填满,напоўніць
924,einwickeln::V,包,загарнуць
925,tragen::V,提,несці
926,schleppen::V,扛,цягнуць
927,ziehen::V,拉,цягнуць
928,aufbewahren::V,保存,захоўваць
929,werfen::V,扔,кідаць
930,fangen::V,捕捉,лавіць
931,packen::V,抓住,схапіць
932,packen::V,抓住,схваціць
933,verstecken::V,藏,схаваць
934,teilen::V,分,раздзяліць
935,schicken::V,派遣,пасылаць
936,bringen::V,带来,прынесці
937,hinzufügen::V,添加,дабавіць
938,bekommen::V,得到,дастаць
939,erhalten::V,接到,атрымаць
940,nehmen::V,拿,ўзяць
941,wählen::V,挑选,выбраць
942,auswählen::V,选择,адабраць
943,bewahren::V,保持,захаваць
944,behindern::V,防碍,перашкаджаць
945,verderben::V,败坏,сапсаваць
946,beschädigen::V,损坏,пашкодзіць
947,zerbrechen::V,破碎,разбіць
948,zerreißen::V,撕碎,разадраць
949,zerstören::V,毁坏,разбурыць
950,verbrennen::V,燃烧,спаліць
951,geben::V,给,даць
952,reichen::V,递给,перадаць
953,schenken::V,赠送,дарыць
954,versprechen::V,许诺,абяцаць
955,wünschen::V,祝,жадаць
956,loben::V,表扬,хваліць
957,küssen::V,亲,цалаваць
958,wiegen::V,轻摇,гушкаць
959,wiegen::V,轻摇,калыхаць
960,zudecken::V,盖上,накрыць
961,wecken::V,唤起,пабудзіць
962,zeigen::V,指,паказаць
963,führen::V,带领,весці
964,lehren::V,教,вучыць
965,unterrichten::V,讲课,выкладаць
966,aufziehen::V,抚养,выхаваць
967,leiten::V,领导,кіраваць
968,antreiben::V,催促,падганяць
969,lassen::V,让,прымусіць
970,einladen::V,邀请,запрасіць
971,vereinigen::V,统一,абʼяднаць
972,besuchen::V,参观,наведаць
973,treffen::V,会面,сустрэць
974,sich versammeln::V,聚集,сабрацца
975,spielen::V,玩,гуляць
976,singen::V,唱歌,пець
977,singen::V,唱歌,спяваць
978,tanzen::V,跳舞,танцаваць
979,sich trennen::V,分别,расстацца
980,verlassen::V,离开,пакінуць
981,retten::V,救,выратаваць
982,bewachen::V,守卫,ахоўваць
983,schützen::V,保护,уберагаць
984,verteidigen::V,保卫,абараніць
985,sich schlagen::V,打架,біцца
986,sich schlagen::V,打架,драцца
987,schießen::V,射击,страляць
988,siegen::V,获胜,перамагчы
989,ärgern::V,激怒,злаваць
990,schlagen::V,打,ударыць
991,treten::V,踢,штурхаць
992,stechen::V,刺,укалоць
993,stoßen::V,撞,папхнуць
994,stehlen::V,盗窃,украсці
995,stören::V,干扰,перашкодзіць
996,belästigen::V,打搅,дакучаць
997,verbergen::V,隐藏,скрыць
998,verbergen::V,隐藏,схаваць
999,täuschen::V,欺骗,падмануць
1000,betrügen::V,欺骗,змахляваць
1001,töten::V,杀,забіць
1002,wohnen::V,居住,жыць
1003,arbeiten::V,工作,працаваць
1004,sammeln::V,收集,сабраць
1005,pflücken::V,采,зрываць
1006,jagen::V,打猎,паляваць
1007,fischen::V,捕鱼,рыбачыць
1008,fassen::V,捉住,злавіць
1009,hüten::V,守护,пасвіць
1010,treiben::V,漂,гнаць
1011,anbinden::V,拴,прывязаць
1012,füttern::V,喂,карміць
1013,melken::V,挤奶,даіць
1014,hacken::V,剁细,сячы
1015,gießen::V,浇,паліць
1016,reifen::V,成熟,паспець
1017,kochen::V,煮,варыць
1018,backen::V,烤,пячы
1019,braten::V,煎,смажыць
1020,umrühren::V,搅拌,перамяшаць
1021,stricken::V,织,вязаць
1022,nähen::V,缝,шыць
1023,färben::V,染色,пафарбаваць
1024,reinigen::V,清洁,ачысціць
1025,waschen::V,洗,мыць
1026,abwischen::V,擦掉,выцерці
1027,spülen::V,清洗,паласкаць
1028,fegen::V,扫,падмятаць
1029,kehren::V,打扫,месці
1030,baden::V,给...洗澡,купацца
1031,sich waschen::V,洗澡,мыцца
1032,ausziehen::V,脱,зняць
1033,anziehen::V,穿,надзець
1034,sich anziehen::V,穿衣,адзецца
1035,kämmen::V,梳,прычасаць
1036,schmücken::V,装饰,аздобіць
1037,sagen::V,说,сказаць
1038,sprechen::V,说,гаварыць
1039,reden::V,讲,размаўляць
1040,sich unterhalten::V,聊天,гутарыць
1041,fragen::V,问,спытаць
1042,bitten::V,请,прасіць
1043,erzählen::V,叙述,расказаць
1044,mitteilen::V,通知,паведаміць
1045,nennen::V,叫做,назваць
1046,rufen::V,叫,зваць
1047,prahlen::V,吹牛,хваліцца
1048,übersetzen::V,翻译,перакласці
1049,denken::V,想,думаць
1050,glauben::V,以为,верыць
1051,bemerken::V,发觉,заўважыць
1052,erkennen::V,识别,пазнаць
1053,begreifen::V,理解,спасцігнуць
1054,verstehen::V,明白,пачуць
1055,lernen::V,学,вучыцца
1056,wissen::V,知道,знаць
1057,sich erinnern an::V,回忆,памятаць
1058,vergessen::V,忘记,забыць
1059,messen::V,测量,мераць
1060,zählen::V,数,лічыць
1061,rechnen::V,计算,лічыць
1062,lesen::V,读,чытаць
1063,malen::V,画,маляваць
1064,zeichnen::V,绘制,рысаваць
1065,schreiben::V,写,пісаць
1066,besitzen::V,占有,мець
1067,kaufen::V,买,купіць
1068,verkaufen::V,卖,прадаць
1069,bezahlen::V,付钱,заплаціць
1070,zahlen::V,支付,плаціць
1071,beherrschen::V,统治,уладаць
1072,beherrschen::V,统治,валодаць
1073,ertragen::V,忍耐,выцерпець
1074,vergebens::ADV,,дарма
1075,vergebens::ADV,,дарэмна
1076,klirren::V,,бразгаць
1077,rauschen::V,,шастаць
1078,rühren::V,,расчуліць
1079,zubereiten::V,,зварыць
1080,zubereiten::V,,згатаваць
