,Concept_ID,zh,es
861,aufstehen::V,起床,levantarse
862,sich erholen::V,休养,reposar
863,sich erholen::V,休养,descansar
864,krank werden::V,生病,caer enfermo
865,krank sein::V,生病,estar enfermo
866,schmerzen::V,疼痛,doler
867,husten::V,咳,toser
868,genesen::V,痊愈,convalecer
869,genesen::V,痊愈,restablecerse
870,sterben::V,死,morir
871,umkommen::V,丧命,perecer
872,sich bewegen::V,移动,moverse
873,sich rühren::V,动弹,rebullir
874,sich erheben::V,站起,levantarse
875,sich setzen::V,坐,sentarse
876,hinfallen::V,跌倒,caerse
877,laufen::V,步行,andar
878,schreiten::V,迈步,proceder
879,spazierengehen::V,散步,pasear
880,spazierengehen::V,散步,pasearse
881,eilen::V,急忙,correr prisa
882,sich beeilen::V,赶快,darse prisa
883,sausen::V,疾驰,correr
884,rennen::V,奔跑,correr
885,springen::V,跳,saltar
886,klettern::V,攀缘,trepar
887,klettern::V,攀缘,escalar
888,schaukeln::V,荡秋千,bambolearse
889,kriechen::V,爬行,reptar
890,kriechen::V,爬行,arrastrarse
891,schwimmen::V,游泳,nadar
892,tauchen::V,潜水,bucear
893,tauchen::V,潜水,sumergirse
894,rudern::V,划船,remar
895,fahren::V,行驶,ir
896,fliegen::V,飞,volar
897,gehen::V,走,ir
898,gehen::V,走,andar
899,weggehen::V,离去,irse
900,weggehen::V,离去,marcharse
901,abfahren::V,出发,salir
902,abfahren::V,出发,partir
903,anhalten::V,停住,parar
904,anhalten::V,停住,pararse
905,hineingehen::V,进去,entrar
906,eintreten::V,进入,entrar
907,kommen::V,来,venir
908,ankommen::V,到达,llegar
909,zurückkommen::V,回来,volver
910,zurückkommen::V,回来,regresar
911,bleiben::V,停留,quedarse
912,warten::V,等,esperar
913,erwarten::V,等候,esperar
914,suchen::V,找,buscar
915,finden::V,找到,hallar
916,finden::V,找到,encontrar
917,versuchen::V,尝试,intentar
918,vorbereiten::V,预备,preparar
919,lieben::V,爱,amar
920,lieben::V,爱,querer
921,mögen::V,喜欢,querer
922,lachen::V,笑,reír
923,weinen::V,哭,llorar
924,schimpfen::V,骂,regañar
925,sich ärgern::V,生气,enfadarse
926,sich fürchten::V,害怕,tener miedo
927,fürchten::V,害怕,temer
928,fürchten::V,害怕,tener miedo a
929,fliehen::V,逃走,huir
930,flüchten::V,逃跑,escaparse
931,sehen::V,看,ver
932,anschauen::V,注视,mirar
933,ansehen::V,注视,mirar
934,hören::V,听,oír
935,zuhören::V,倾听,escuchar
936,probieren::V,尝,probar
937,probieren::V,尝,degustar
938,riechen::V,闻,oler
939,fühlen::V,感到,sentir
940,scheinen::V,照耀,parecer
941,zu sehen sein::V,可以看到,poder verse
942,vernehmen::V,审讯,oír
943,vernehmen::V,审讯,percibir
944,frieren::V,觉得冷,tener frío
945,tun::V,作,hacer
946,können::V,能,poder
947,wollen::V,要,querer
948,anfangen::V,开始,iniciar
949,beenden::V,结束,acabar
950,beenden::V,结束,terminar
951,aufhören::V,停止,cesar
952,gelingen::V,成功,salir bien
953,geraten::V,陷于,salir
954,geraten::V,陷于,dar resultado
955,öffnen::V,打开,abrir
956,schließen::V,关,cerrar
957,stellen::V,放,poner
958,stellen::V,放,colocar
959,setzen::V,放,poner
960,setzen::V,放,colocar
961,legen::V,摆,poner
962,berühren::V,触,tocar
963,verbinden::V,联结,unir
964,verbinden::V,联结,juntar
965,bedecken::V,覆盖,tapar
966,bedecken::V,覆盖,cubrir
967,aufhängen::V,挂,colgar
968,anzünden::V,点,encender
969,aufheben::V,拾起,recoger
970,zurücklassen::V,遗留,dejar
971,verlieren::V,丧失,perder
972,fallen lassen::V,让掉下,dejar caer
973,machen::V,做,hacer
974,herstellen::V,生产,fabricar
975,bauen::V,建造,construir
976,reparieren::V,修理,reparar
977,verbessern::V,改进,mejorar
978,ändern::V,改变,mudar
979,ändern::V,改变,modificar
980,graben::V,挖,cavar
981,beugen::V,弯下,doblar
982,beugen::V,弯下,inclinar
983,biegen::V,弯,doblar
984,drehen::V,转动,volver
985,drehen::V,转动,hacer girar
986,wenden::V,转动,volver
987,umdrehen::V,转动,revolver
988,heben::V,举起,levantar
989,hochheben::V,抬高,alzar
990,ergreifen::V,抓住,coger
991,halten::V,拿着,tener
992,drücken::V,压,apretar
993,schieben::V,推,empujar
994,kratzen::V,搔,rascar
995,lecken::V,舔,lamer
996,beißen::V,咬,morder
997,abreißen::V,撕下,arrancar
998,abschneiden::V,切断,cortar
999,binden::V,捆,atar
1000,stecken::V,插,meter
1001,brechen::V,断裂,romper
1002,brechen::V,断裂,quebrar
1003,klopfen::V,敲,golpear
1004,hauen::V,揍,pegar
1005,kleben::V,粘,pegar
1006,kleben::V,粘,encolar
1007,reiben::V,摩擦,frotar
1008,streichen::V,涂,untar
1009,streichen::V,涂,recubrir
1010,schleifen::V,拖曳,afilar
1011,schneiden::V,切,cortar
1012,rütteln::V,颠簸,agitar
1013,schütteln::V,摇动,agitar
1014,schütteln::V,摇动,sacudir
1015,schwenken::V,摇动,menear
1016,schütten::V,倒,verter
1017,füllen::V,填满,llenar
1018,einwickeln::V,包,envolver
1019,tragen::V,提,llevar
1020,schleppen::V,扛,arrastrar
1021,ziehen::V,拉,tirar
1022,aufbewahren::V,保存,conservar
1023,werfen::V,扔,echar
1024,werfen::V,扔,lanzar
1025,fangen::V,捕捉,coger
1026,packen::V,抓住,agarrar
1027,verstecken::V,藏,esconder
1028,teilen::V,分,partir
1029,teilen::V,分,dividir
1030,schicken::V,派遣,enviar
1031,bringen::V,带来,traer
1032,hinzufügen::V,添加,añadir
1033,bekommen::V,得到,obtener
1034,bekommen::V,得到,conseguir
1035,erhalten::V,接到,recibir
1036,nehmen::V,拿,tomar
1037,wählen::V,挑选,elegir
1038,auswählen::V,选择,escoger
1039,auswählen::V,选择,seleccionar
1040,bewahren::V,保持,guardar
1041,bewahren::V,保持,preservar
1042,behindern::V,防碍,estorbar
1043,behindern::V,防碍,obstaculizar
1044,verderben::V,败坏,estropear
1045,beschädigen::V,损坏,deteriorar
1046,zerbrechen::V,破碎,romper
1047,zerbrechen::V,破碎,quebrar
1048,zerreißen::V,撕碎,desgarrar
1049,zerreißen::V,撕碎,despedazar
1050,zerstören::V,毁坏,destruir
1051,zerstören::V,毁坏,destrozar
1052,verbrennen::V,燃烧,quemar
1053,geben::V,给,dar
1054,reichen::V,递给,pasar
1055,schenken::V,赠送,regalar
1056,versprechen::V,许诺,prometer
1057,wünschen::V,祝,desear
1058,loben::V,表扬,alabar
1059,küssen::V,亲,besar
1060,wiegen::V,轻摇,mecer
1061,zudecken::V,盖上,tapar
1062,zudecken::V,盖上,cubrir
1063,wecken::V,唤起,despertar
1064,zeigen::V,指,mostrar
1065,führen::V,带领,guiar
1066,führen::V,带领,conducir
1067,lehren::V,教,enseñar
1068,lehren::V,教,instruir
1069,unterrichten::V,讲课,enseñar
1070,aufziehen::V,抚养,criar
1071,leiten::V,领导,guiar
1072,leiten::V,领导,dirigir
1073,antreiben::V,催促,impeler
1074,antreiben::V,催促,impulsar
1075,lassen::V,让,hacer
1076,einladen::V,邀请,invitar
1077,vereinigen::V,统一,unir
1078,besuchen::V,参观,visitar
1079,besuchen::V,参观,ir a ver
1080,treffen::V,会面,encontrar
1081,sich versammeln::V,聚集,reunirse
1082,sich versammeln::V,聚集,congregarse
1083,spielen::V,玩,jugar
1084,singen::V,唱歌,cantar
1085,tanzen::V,跳舞,bailar
1086,sich trennen::V,分别,separarse
1087,verlassen::V,离开,dejar
1088,verlassen::V,离开,abandonar
1089,retten::V,救,salvar
1090,bewachen::V,守卫,vigilar
1091,schützen::V,保护,proteger
1092,verteidigen::V,保卫,defender
1093,sich schlagen::V,打架,batirse
1094,schießen::V,射击,tirar
1095,schießen::V,射击,disparar
1096,siegen::V,获胜,vencer
1097,ärgern::V,激怒,enojar
1098,ärgern::V,激怒,enfadar
1099,schlagen::V,打,pegar
1100,schlagen::V,打,golpear
1101,treten::V,踢,dar una patada a
1102,stechen::V,刺,pinchar
1103,stoßen::V,撞,empujar
1104,stehlen::V,盗窃,robar
1105,stehlen::V,盗窃,hurtar
1106,stören::V,干扰,molestar
1107,belästigen::V,打搅,molestar
1108,belästigen::V,打搅,importunar
1109,verbergen::V,隐藏,ocultar
1110,verbergen::V,隐藏,esconder
1111,täuschen::V,欺骗,engañar
1112,betrügen::V,欺骗,engañar
1113,töten::V,杀,matar
1114,wohnen::V,居住,vivir
1115,wohnen::V,居住,habitar
1116,arbeiten::V,工作,trabajar
1117,sammeln::V,收集,recoger
1118,sammeln::V,收集,coleccionar
1119,pflücken::V,采,coger
1120,jagen::V,打猎,cazar
1121,fischen::V,捕鱼,pescar
1122,fassen::V,捉住,atrapar
1123,fassen::V,捉住,capturar
1124,hüten::V,守护,guardar
1125,treiben::V,漂,aballar
1126,anbinden::V,拴,atar
1127,füttern::V,喂,echar de comer
1128,melken::V,挤奶,ordeñar
1129,hacken::V,剁细,picar
1130,hacken::V,剁细,cortar
1131,gießen::V,浇,regar
1132,reifen::V,成熟,madurar
1133,kochen::V,煮,cocer
1134,kochen::V,煮,guisar
1135,backen::V,烤,hornear
1136,backen::V,烤,cocer al horno
1137,braten::V,煎,asar
1138,braten::V,煎,freír
1139,umrühren::V,搅拌,remover
1140,stricken::V,织,hacer punto
1141,stricken::V,织,hacer calceta
1142,nähen::V,缝,coser
1143,färben::V,染色,teñir
1144,färben::V,染色,colorear
1145,reinigen::V,清洁,limpiar
1146,waschen::V,洗,lavar
1147,abwischen::V,擦掉,fregar
1148,abwischen::V,擦掉,limpiar
1149,spülen::V,清洗,aclarar
1150,spülen::V,清洗,enjuagar
1151,fegen::V,扫,barrer
1152,fegen::V,扫,pasar la escoba
1153,kehren::V,打扫,barrer
1154,baden::V,给...洗澡,bañarse
1155,sich waschen::V,洗澡,lavarse
1156,ausziehen::V,脱,quitar
1157,ausziehen::V,脱,quitarse
1158,anziehen::V,穿,ponerse
1159,sich anziehen::V,穿衣,vestirse
1160,kämmen::V,梳,peinar
1161,schmücken::V,装饰,adornar
1162,sagen::V,说,decir
1163,sprechen::V,说,hablar
1164,reden::V,讲,hablar
1165,reden::V,讲,conversar
1166,sich unterhalten::V,聊天,charlar
1167,sich unterhalten::V,聊天,conversar
1168,fragen::V,问,preguntar
1169,bitten::V,请,rogar
1170,erzählen::V,叙述,contar
1171,mitteilen::V,通知,comunicar
1172,mitteilen::V,通知,participar
1173,nennen::V,叫做,llamar
1174,nennen::V,叫做,nombrar
1175,rufen::V,叫,llamar
1176,prahlen::V,吹牛,jactarse
1177,übersetzen::V,翻译,traducir
1178,denken::V,想,pensar
1179,glauben::V,以为,creer
1180,bemerken::V,发觉,notar
1181,erkennen::V,识别,reconocer
1182,begreifen::V,理解,concebir
1183,verstehen::V,明白,entender
1184,verstehen::V,明白,comprender
1185,lernen::V,学,aprender
1186,wissen::V,知道,saber
1187,sich erinnern an::V,回忆,recordar
1188,sich erinnern an::V,回忆,acordarse de
1189,vergessen::V,忘记,olvidar
1190,messen::V,测量,medir
1191,zählen::V,数,contar
1192,rechnen::V,计算,contar
1193,rechnen::V,计算,calcular
1194,lesen::V,读,leer
1195,malen::V,画,pintar
1196,zeichnen::V,绘制,dibujar
1197,schreiben::V,写,escribir
1198,besitzen::V,占有,poseer
1199,kaufen::V,买,comprar
1200,verkaufen::V,卖,vender
1201,bezahlen::V,付钱,pagar
1202,zahlen::V,支付,pagar
1203,beherrschen::V,统治,dominar
1204,ertragen::V,忍耐,soportar
1205,vergebens::ADV,,en vano
1206,klirren::V,,tintinear
1207,rauschen::V,,murmurar
1208,rühren::V,,conmover
1209,zubereiten::V,,preparar
