,Concept_ID,uz,hy
745,eins::NUM,bir,մեկ
746,zwei::NUM,ikki,երկու
747,drei::NUM,uch,երեք
748,vier::NUM,to'rt,չորս
749,fünf::NUM,besh,հինգ
750,sechs::NUM,olti,վեց
751,sieben::NUM,etti,յոթ
752,acht::NUM,sakkiz,ութ
753,neun::NUM,to'qqiz,ինը
754,zehn::NUM,o'n,տասը
755,elf::NUM,o'n bir,տասնմեկ
756,zwölf::NUM,o'n ikki,տասներկու
757,zwanzig::NUM,yigirma,քսան
758,dreißig::NUM,o'ttiz,երեսուն
759,vierzig::NUM,qirq,քառասուն
760,fünfzig::NUM,ällik,հիսուն
761,sechzig::NUM,oltmish,վաթսուն
762,siebzig::NUM,etmish,յոթանասուն
763,achtzig::NUM,sakson,ութսուն
764,neunzig::NUM,to'qson,իննսուն
765,hundert::NUM,yuz,հարյուր
766,tausend::NUM,ming,հազար
767,und::CNJ,va,ու
768,oder::CNJ,yo,կամ
769,stehen::V,turmoq,կանգնել
770,sitzen::V,o'tirmoq,նստել
771,liegen::V,yotmoq,ստել
772,hängen::V,osilmoq,կախվել
773,werden::V,bo'lmoq,դառնալ
774,passieren::V,bo'lib o'tmoq,պատահել
775,beginnen::V,boshlanmoq,սկսվել
776,enden::V,bitmoq,վերջանալ
777,wechseln::V,o'zgarmoq,փոխվել
778,aufgehen[Sonne]::V,chiqmoq,բարձրանալ
779,aufgehen[Sonne]::V,chiqmoq,ելնել 
780,untergehen[Sonne]::V,botmoq,մտնել
781,scheinen[Sonne]::V,yaraqlamoq,շողալ
782,scheinen[Sonne]::V,yaraqlamoq,փայլել
783,donnern::V,gulduramoq,որոտալ
784,wehen::V,elpimoq,փչել
785,strömen::V,oqmoq,հոսել
786,fließen::V,oqmoq,հոսել
787,sich drehen::V,aylanmoq,պտտվել
788,schwanken::V,qoqilmoq,տատանվել
789,schwingen::V,lopillamoq,ճոճվել
790,fallen::V,tushmoq,ընկնել
791,brennen::V,yonmoq,այրվել
792,rauchen::V,tutamoq,ծխել
793,regnen::V,yomg'ir yog'moq,անձրեւ գալ
794,gefrieren::V,muzlamoq,սառչել
795,tauen::V,ärimoq,լկիլ
796,schmelzen::V,ärimoq,հալիլ
797,trocknen::V,qurimoq,չորանալ
798,sieden::V,qaynamoq,եռալ
799,faulen::V,chirimoq,փտել
800,verfaulen::V,chirimoq,նեխել
801,reißen::V,qayt qilmoq,պատռվել
802,reißen::V,qayt qilmoq,ճղվել
803,versinken::V,g'arq bo'lmoq,սուզվել
804,vergehen::V,o'tmoq,անցնել 
805,erscheinen::V,zuhur ätmoq,հայտնվել
806,erscheinen::V,zuhur ätmoq,երեւալ
807,verschwinden::V,yo'qolmoq,անհետանալ
808,sinken::V,pasaymoq,ընկնել
809,abnehmen::V,kamaymoq,փոքրանալ
810,zunehmen::V,urchimoq,մեծանալ
811,steigen::V,oshmoq,բարձրանալ
812,wachsen::V,o'smoq,աճել
813,glänzen::V,porlamoq,նշուլել
814,glänzen::V,porlamoq,փայլիլ
815,funkeln::V,yalt ätmoq,փայլատակել
816,lärmen::V,taraq ätmoq,աղմուկ հանել
817,läuten::V,jiringlamoq,զնգալ
818,klingeln::V,jiringlamoq,զնգալ
819,klirren::V,sharaqlamoq,զնգզնգալ
820,brausen::V,vag'illamoq,մոլեգնել
821,rauschen::V,shitirlamoq,սոսափել
822,klingen::V,yangramoq,հնչել
823,bellen::V,hurmoq,հաչել
824,heulen::V,uvlamoq,ոռնալ 
825,blasen::V,puflamoq,փչել 
826,pfeifen::V,xushtak chalmoq ,սուլել
827,schreien::V,qiyqirmoq,գոռալ 
828,stöhnen::V,nola qilmoq,տնքալ
829,zittern::V,titramoq,դողալ
830,leben::V,yashamoq,ապրել
831,geboren werden::V,tug'ilmoq,ծնվել
832,atmen::V,nafas chiqarmoq,շնչել
833,trinken::V,ichmoq,խմել
834,essen::V,emoq,ուտել
835,schlucken::V,yutmoq,կլանել
836,schlucken::V,yutmoq,կուլ տալ
837,müde werden::V,horimoq,հոգնել
838,einschlafen::V,uxlab qolmoq,քուն մտնել
839,schlafen::V,uxlamoq,քնել
840,aufwachen::V,uyg'onmoq,արթննալ
841,aufstehen::V,qo'pmoq,ելլել
842,sich erholen::V,dam olmoq,հանգստանալ
843,krank werden::V,kasallanmoq,հիւանդանալ
844,krank sein::V,betob yotmoq,հիվանդ լինել
845,schmerzen::V,og'rimoq,ցավել
846,husten::V,yo'talmoq,հազալ
847,genesen::V,tuzalmoq,ապաքինվել
848,sterben::V,o'lmoq,մեռնել
849,sterben::V,o'lmoq,վախճանվել
850,umkommen::V,halok bo'lmoq,կործանվել
851,sich bewegen::V,harakat qilmoq,ընթանալ
852,sich rühren::V,qimirlamoq,շարժվել
853,sich erheben::V,qo'pmoq,կանգնել
854,sich erheben::V,qo'pmoq,վեր կենալ
855,sich setzen::V,o'tirmoq,նստել
856,hinfallen::V,yiqilmoq,ընկնել
857,laufen::V,yurmoq,քայլել
858,schreiten::V,yurmoq,ճեմել
859,spazierengehen::V,sayr ätmoq,շրջագայել
860,eilen::V,tezlamoq,շտապել
861,sich beeilen::V,shoshmoq,շտապել 
862,sausen::V,chopqillamoq,սլանալ
863,rennen::V,yugurmoq,վազել
864,springen::V,sakramoq,ցատկել
865,klettern::V,yuqorilamoq,մագլցել
866,schaukeln::V,irg'amoq,ճոճվել
867,schaukeln::V,irg'amoq,օրորվել
868,kriechen::V,ämaklamoq,սողալ
869,schwimmen::V,suzmoq,լողալ
870,tauchen::V,chu'mmoq,սուզվել
871,rudern::V,eshkak eshmoq,թիավարել
872,fahren::V,haydamoq,ընթանալ
873,fliegen::V,uchmoq,թռչել
874,gehen::V,bormoq,գնալ
875,weggehen::V,ketoq,հեռանալ
876,abfahren::V,jo'namoq,ճանապարհվել
877,anhalten::V,to'xtamoq,կանգնել
878,hineingehen::V,kirmoq,մտնել
879,eintreten::V,kirmoq,մտնել
880,kommen::V,kelmoq,գալ
881,ankommen::V,etib kelmoq,ժամանել
882,zurückkommen::V,qaytib kelmoq,վերադառնալ
883,bleiben::V,qolmoq,մնալ
884,warten::V,poylamoq,սպասել
885,erwarten::V,kutmoq,սպասել
886,suchen::V,izlamoq,որոնել
887,finden::V,topmoq,գտնել
888,versuchen::V,chalishmoq,փորձել
889,vorbereiten::V,hozirlamoq,պատրաստել
890,lieben::V,sevmoq,սիրել
891,mögen::V,ardoqlamoq,հավանել
892,mögen::V,ardoqlamoq,սիրել
893,lachen::V,kulmoq,ծիծաղել
894,rühren::V,ta'sirlantirmoq,հուզել
895,weinen::V,yig'lamoq,լալ
896,schimpfen::V,koyinmoq,տրտնջալ
897,schimpfen::V,koyinmoq,քրթմնջել
898,sich ärgern::V,g'azab qilmoq,զայրանալ
899,sich fürchten::V,hurkmoq,վախնալ
900,fürchten::V,qo'rqmoq,վախենալ
901,fliehen::V,qochmoq,փախչել
902,flüchten::V,qochmoq,փախչել
903,sehen::V,ko'rmoq,տեսնել
904,anschauen::V,razm solmoq,դիտել
905,ansehen::V,razm qilmoq,նայել
906,hören::V,äshitmoq,լսել
907,zuhören::V,tinglamoq,ունկնդրել
908,probieren::V,tatib ko'rmoq,համը տեսել
909,riechen::V,iskamoq,հոտ առնել
910,fühlen::V,sezmoq,զգալ
911,scheinen::V,tuyilmoq,երեւալ
912,zu sehen sein::V,ko'rinmoq,երեւալ
913,vernehmen::V,äshitmoq,իմանալ 
914,frieren::V,sovuq qotmoq,մրսել
915,tun::V,ätmoq,անել
916,können::V,-a olmoq,կարողանալ
917,können::V,-y olmoq,կարողանալ
918,wollen::V,istamoq,ուզել
919,wollen::V,istamoq,ցանկանալ
920,anfangen::V,boshlamoq,սկսել
921,beenden::V,bitirmoq,վերջացնել
922,aufhören::V,tinmoq,դադարել
923,gelingen::V,muvaffaqiyat qozonmoq,հաջողվել
924,gelingen::V,muvaffaqiyat qozonmoq,գլուխ գալ
925,geraten::V,bo'lmoq,ստացվել
926,öffnen::V,ochmoq,բաց անել
927,schließen::V,yopmoq,փակել 
928,stellen::V,qo'ymoq,դնել
929,setzen::V,o'tqazmoq,նստեցնել
930,legen::V,yotqizmoq,դնել
931,berühren::V,tegmoq,դիպչել
932,berühren::V,tegmoq,շոշափել
933,verbinden::V,ulamoq,շաղկապել
934,bedecken::V,bekitmoq,ծածկել
935,aufhängen::V,ildirmoq,կախել
936,anzünden::V,yondirmoq,վառել
937,aufheben::V,ko'tarmoq,վերցնել
938,zurücklassen::V,ayrilmoq,թողնել
939,verlieren::V,yo'qotmoq,կորցնել
940,fallen lassen::V,tushirmoq,գցել
941,machen::V,qilmoq,անել
942,herstellen::V,chiqarmoq,արտադրել
943,bauen::V,solmoq,կառուցել
944,reparieren::V,tuzatmoq,նորոգել
945,verbessern::V,isloh qilmoq,բարելավել
946,ändern::V,o'zgartirmoq,փոխել
947,graben::V,qazimoq,փորել
948,beugen::V,bukmoq,ծռել
949,biegen::V,bukmoq,թեքել
950,drehen::V,aylantirmoq,ոլորել
951,wenden::V,burmoq,պտտել
952,umdrehen::V,ag'darmoq,շրջել
953,heben::V,yuksaltirmoq,բարձրացնել
954,hochheben::V,ko'tarmoq,բարձրացնել
955,ergreifen::V,tutamlamoq,վարակվել
956,halten::V,tutmoq,բռնել
957,drücken::V,bosmoq,ճնշել
958,schieben::V,surmoq,հրել
959,kratzen::V,qashimoq,քերել
960,lecken::V,mijimoq,լիզել
961,beißen::V,tishlamoq,կծել
962,abreißen::V,emirmoq,պոկել
963,abschneiden::V,cho'rt kesmoq,կտրել 
964,binden::V,bog'lamoq,կապել
965,stecken::V,suqmoq,խրել
966,brechen::V,sindirmoq,կոտրել 
967,klopfen::V,dukurlamoq,թակել
968,hauen::V,urmoq,ծեծել
969,kleben::V,yopishtirmoq,կպցնել
970,reiben::V,surkamoq,շփել
971,streichen::V,surkamoq,վրան քսել
972,schleifen::V,qayramoq,սրել 
973,schneiden::V,kesmoq,կտրել
974,rütteln::V,chayqamoq,ցնցել
975,schütteln::V,chayqamoq,թափահարել
976,schwenken::V,chayqatmoq,ճոճել
977,schütten::V,quymoq,լցնել
978,füllen::V,to'ldirmoq,լիքը լցնել
979,einwickeln::V,chulg'amoq,փաթաթել
980,tragen::V,tashimoq,կրել
981,tragen::V,tashimoq,տանել
982,schleppen::V,sudramoq,քաշել
983,ziehen::V,tortmoq,ձգել
984,ziehen::V,tortmoq,քաշել
985,aufbewahren::V,tutmoq,պահել 
986,werfen::V,tashlamoq,նետել
987,fangen::V,tutmoq,
988,packen::V,opqochmoq,հափշտակել
989,verstecken::V,yashirmoq,ծածկել
990,teilen::V,bo'lmoq,բաժանել
991,schicken::V,yubormoq,ուղարկել
992,bringen::V,keltirmoq,բերել
993,hinzufügen::V,tirkamoq,ավելացնել
994,bekommen::V,olmoq,հայթայթել
995,erhalten::V,olmoq,ստանալ
996,nehmen::V,olmoq,վերցնել
997,wählen::V,saylamoq,ընտրել
998,auswählen::V,saylamoq,գերադասել
999,bewahren::V,saqlamoq,պահպանել
1000,behindern::V,xalal bermoq,խոչընդոտել
1001,verderben::V,xazon qilmoq,փչացնել
1002,beschädigen::V,buzmoq,վնասել
1003,zerbrechen::V,sindirmoq,ջարդել
1004,zerbrechen::V,sindirmoq,կոտրել
1005,zerreißen::V,yirtmoq,պատռել
1006,zerstören::V,vayron qilmoq,քանդել
1007,verbrennen::V,kuydirmoq,այրել
1008,geben::V,bermoq,տալ
1009,reichen::V,bermoq,հանձնել
1010,schenken::V,sovg'a qilmoq,նվիրել
1011,versprechen::V,va'da bermoq,խոստանալ
1012,wünschen::V,orziqmoq,մաղթել
1013,loben::V,maqtamoq,գովել
1014,küssen::V,o'pmoq,համբուրել
1015,wiegen::V,tebratmoq,օրորել
1016,zudecken::V,yopmoq,վրան գցել
1017,wecken::V,uyg'otmoq,զարթնեցնել
1018,zeigen::V,ko'rsatmoq,ցույց տալ
1019,führen::V,boshlik bo'lmoq,ուղեկցել
1020,lehren::V,o'rgatmoq,սովորեցնել
1021,unterrichten::V,dars bermoq,ավանդել
1022,aufziehen::V,o'stirmoq,դաստիարակել
1023,leiten::V,boshqarmoq,ղեկավարել
1024,leiten::V,boshqarmoq,կառավարել
1025,antreiben::V,shoshiltirmoq,շտապեցնել
1026,lassen::V,ruxsat bermoq,ստիպել
1027,einladen::V,taklif kilmoq,հրավիրել
1028,vereinigen::V,qo'shmoq,միացնել
1029,besuchen::V,mehmonga bormoq,այցելել
1030,treffen::V,duchor bo'lmoq,հանդիպել
1031,sich versammeln::V,to'planmoq,հավաքվել
1032,spielen::V,o'ynamoq,խաղալ
1033,singen::V,yalla qilmoq,երգել
1034,tanzen::V,raqs qilmoq,պարել
1035,sich trennen::V,yakkalanmoq,ցրվել
1036,verlassen::V,qoldirmoq,լքել
1037,retten::V,qutqazmoq,փրկել
1038,bewachen::V,qo'rimoq,պահել
1039,schützen::V,yoniga olmoq,պաշտպանել
1040,verteidigen::V,yoqlamoq,պաշտպանել
1041,sich schlagen::V,yoqalashmoq,կռվել
1042,schießen::V,otmoq,կրակել
1043,siegen::V,engmoq,հաղթել
1044,ärgern::V,jahl chiqarmoq,ձանձրացնել
1045,schlagen::V,urmoq,խփել
1046,treten::V,tepmoq,քացի տալ
1047,stechen::V,qadamoq,խայթել
1048,stoßen::V,turtmoq,մղել
1049,stehlen::V,o'g'rilamoq,գողանալ
1050,stören::V,tebratmoq,խանգարել
1051,belästigen::V,g'ashini keltirmoq,անհանգստացնել
1052,verbergen::V,berkitmoq,թաքցնել
1053,täuschen::V,aldamoq,խաբել
1054,betrügen::V,tirriq qilmoq,խաբել
1055,töten::V,o'ldirmoq,սպանել 
1056,wohnen::V,istiqomat qilmoq,բնակվել
1057,arbeiten::V,ishlamoq,աշխատել
1058,sammeln::V,yig'moq,հավաքել
1059,pflücken::V,termoq,քաղել
1060,jagen::V,ov qilmoq,որս անել
1061,fischen::V,baliq ovlamoq,ձուկ բռնել
1062,fassen::V,ilinmoq,բռնել
1063,hüten::V,boqtirmoq,արածեցնել
1064,treiben::V,haydamoq,հովուել
1065,anbinden::V,bog'lamoq,չուանել
1066,füttern::V,edirmoq,կերակրել
1067,melken::V,sog'moq,կթել
1068,hacken::V,chopmoq,կոտորել
1069,gießen::V,oqizmoq,ջրել
1070,reifen::V,qizarmoq,հասունանալ 
1071,zubereiten::V,pishirmoq,պատրաստել
1072,kochen::V,qaynatmoq,եփել
1073,backen::V,yopmoq,թխել
1074,braten::V,qovurmoq,տապակել
1075,umrühren::V,atalamoq,խառնել
1076,stricken::V,to'qimoq,գործել
1077,nähen::V,tikmoq,կարել
1078,färben::V,bo'yoqlamoq,ներկել
1079,reinigen::V,tozalamoq,մաքրել
1080,waschen::V,yuvmoq,լվանալ
1081,abwischen::V,surkamoq,սրբել
1082,spülen::V,chaymoq,ողողել
1083,spülen::V,chaymoq,պարզաջրել
1084,fegen::V,cho'tkalamoq,ավլել
1085,kehren::V,supurmoq,ավլել
1086,baden::V,cho'milmoq,լողանալ
1087,sich waschen::V,yuvinmoq,լվացվել
1088,ausziehen::V,echintirmoq,հանել
1089,anziehen::V,kiymoq,հագնել
1090,sich anziehen::V,kiyinmoq,հագնվել
1091,kämmen::V,taramoq,սանրել
1092,schmücken::V,yasatmoq,զարդարել
1093,sagen::V,aytmoq,ասել
1094,sprechen::V,so'zlamoq,խոսել
1095,reden::V,gapirmoq,զրուցել
1096,sich unterhalten::V,suhbatlashmoq,խոսակցել
1097,fragen::V,so'ramoq,հարցնել
1098,bitten::V,iltimos qilmoq,խնդրել
1099,erzählen::V,aytib bermoq,պատմել
1100,mitteilen::V,bildirmoq,հաղորդել
1101,nennen::V,atamoq,անվանել
1102,rufen::V,chaqirmoq,կանչել
1103,prahlen::V,gerdaymoq,պարծենալ
1104,übersetzen::V,tarjima qilmoq,թարգմանել
1105,denken::V,o'ylamoq,մտածել
1106,glauben::V,ishonmoq,հավատալ
1107,bemerken::V,payqamoq,նկատել
1108,erkennen::V,tanimoq,ճանաչել
1109,begreifen::V,tushunmoq,հասկանալ
1110,verstehen::V,anglamoq,ըմբռնել
1111,lernen::V,o'qimoq,սովորել
1112,wissen::V,bilmoq,իմանալ
1113,sich erinnern an::V,äsni tanimoq,հիշել
1114,sich erinnern an::V,äsni tanimoq,մտաբերել
1115,vergessen::V,unutmoq,մոռանալ
1116,messen::V,o'lchamoq,չափել
1117,zählen::V,raqamlamoq,թվել
1118,zählen::V,raqamlamoq,հաշվել
1119,rechnen::V,cho'tlamoq,հաշվել
1120,rechnen::V,cho'tlamoq,հաշվարկել
1121,lesen::V,o'qimoq,կարդալ
1122,malen::V,rasm solmoq,նկարել
1123,zeichnen::V,chizmoq,գծել
1124,schreiben::V,yozmoq,գրել
1125,besitzen::V,ägalamoq,ունենալ
1126,besitzen::V,ägalamoq,տեր լինել
1127,kaufen::V,olmoq,գնել
1128,verkaufen::V,sotmoq,վաճառել
1129,bezahlen::V,to'lamoq,վճարել
1130,zahlen::V,to'lamoq,վճարել
1131,beherrschen::V,ägalamoq,ղեկավարել
1132,ertragen::V,chidamoq,դիմանալ
