,Concept_ID,pt,be
839,ihr::PRN,vocês,вы
840,sie::PRN,eles,яны
841,was::FPRN,quê,што
842,wer::FPRN,quem,хто
843,wo::FADV,onde,дзе
844,wohin::FADV,aonde,куды
845,wohin::FADV,para onde,куды
846,wie::FADV,como,як
847,warum::FADV,porquê,чаму
848,warum::FADV,por que,чаму
849,wieviel::FNUM,quanto,колькі
850,eins::NUM,um,адзін
851,zwei::NUM,dois,два
852,drei::NUM,três,тры
853,vier::NUM,quatro,чатыры
854,fünf::NUM,cinco,пяць
855,sechs::NUM,seis,шесць
856,sieben::NUM,sete,сем
857,acht::NUM,oito,восем
858,neun::NUM,nove,дзевяць
859,zehn::NUM,dez,дзесяць
860,elf::NUM,onze,адзінаццаць
861,zwölf::NUM,doze,дванаццаць
862,zwanzig::NUM,vinte,дваццаць
863,dreißig::NUM,trinta,трыццаць
864,vierzig::NUM,quarenta,сорак
865,fünfzig::NUM,cinquenta,пядзесят
866,sechzig::NUM,sessenta,шесдзесят
867,siebzig::NUM,setenta,семдзесят
868,achtzig::NUM,oitenta,восемдзесят
869,neunzig::NUM,noventa,дзевяноста
870,hundert::NUM,cem,сто
871,hundert::NUM,cento,сто
872,tausend::NUM,mil,тысяча
873,und::CNJ,e,і
874,und::CNJ,e,ды
875,oder::CNJ,ou,або
876,stehen::V,estar em pé,стаяць
877,sitzen::V,estar sentado,сядзець
878,liegen::V,jazer,ляжаць
879,liegen::V,estar deitado,ляжаць
880,hängen::V,pender,вісець
881,hängen::V,estar pendurado,вісець
882,werden::V,tornar-se,стаць
883,werden::V,tornar-se,зрабіцца
884,passieren::V,acontecer,трапіцца
885,beginnen::V,começar,пачацца
886,enden::V,acabar,кончыцца
887,enden::V,terminar,кончыцца
888,wechseln::V,variar,мяняцца
889,wechseln::V,alternar,мяняцца
890,aufgehen[Sonne]::V,nascer,узысці
891,untergehen[Sonne]::V,pôr-se,зайсці
892,scheinen[Sonne]::V,brilhar,свяціць
893,donnern::V,trovejar,грымець
894,wehen::V,soprar,дзьмуць
895,strömen::V,correr,ліцца
896,fließen::V,fluir,цячы
897,sich drehen::V,girar,круціцца
898,sich drehen::V,girar,варочацца
899,schwanken::V,oscilar,хістацца
900,schwingen::V,vibrar,гайдацца
901,schwingen::V,vibrar,калыхацца
902,fallen::V,cair,падаць
903,brennen::V,arder,гарэць
904,rauchen::V,fumegar,дымець
905,regnen::V,chover,дажджыць
906,gefrieren::V,gelar,замерзнуць
907,gefrieren::V,congelar,замерзнуць
908,tauen::V,derreter,раставаць
909,tauen::V,descongelar,раставаць
910,schmelzen::V,fundir-se,плавіцца
911,trocknen::V,secar,сохнуць
912,sieden::V,ferver,кіпець
913,faulen::V,estragar-se,гнісці
914,verfaulen::V,apodrecer,згнісці
915,reißen::V,romper-se,ірвацца
916,versinken::V,afundar-se,тануць
917,vergehen::V,passar,праходзіць
918,erscheinen::V,aparecer,зʼявіцца
919,verschwinden::V,desaparecer,знікнуць
920,sinken::V,descer,спадаць
921,abnehmen::V,diminuir,паменшыцца
922,abnehmen::V,decrescer,паменшыцца
923,zunehmen::V,crescer,павялічвацца
924,zunehmen::V,aumentar,павялічвацца
925,steigen::V,subir,паднімацца
926,wachsen::V,crescer,расці
927,glänzen::V,brilhar,блішчаць
928,funkeln::V,cintilar,бліскаць
929,lärmen::V,fazer barulho,шумець
930,läuten::V,chocalhar,званіць
931,klingeln::V,tocar,званіць
932,klirren::V,tinir,бразгаць
933,brausen::V,bramar,бушаваць
934,rauschen::V,murmurar,шастаць
935,rauschen::V,rumorejar,шастаць
936,klingen::V,soar,гучаць
937,bellen::V,ladrar,брахаць
938,heulen::V,uivar,выць
939,blasen::V,soprar,дзьмухнуць
940,pfeifen::V,assobiar,свістаць
941,schreien::V,gritar,крычаць
942,stöhnen::V,gemer,стагнаць
943,zittern::V,tremer,дрыжаць
944,leben::V,viver,жыць
945,geboren werden::V,nascer,нарадзіцца
946,atmen::V,respirar,дыхаць
947,trinken::V,beber,піць
948,essen::V,comer,есці
949,schlucken::V,engolir,глытаць
950,müde werden::V,cansar-se,стаміцца
951,einschlafen::V,adormecer,заснуць
952,schlafen::V,dormir,спаць
953,aufwachen::V,acordar,рассыпацца
954,aufstehen::V,levantar-se,устаць
955,sich erholen::V,descansar,адпачываць
956,krank werden::V,adoecer,захварэць
957,krank werden::V,ficar doente,захварэць
958,krank sein::V,estar doente,хварэць
959,schmerzen::V,doer,балець
960,husten::V,tossir,кашляць
961,genesen::V,convalescer,паправіцца
962,genesen::V,convalescer,паздаравець
963,sterben::V,morrer,памерці
964,umkommen::V,perecer,загінуць
965,sich bewegen::V,mover-se,рухацца
966,sich rühren::V,mexer-se,варушыцца
967,sich erheben::V,levantar-se,устаць
968,sich setzen::V,sentar-se,сесці
969,hinfallen::V,cair,упасці
970,laufen::V,andar,хадзіць
971,laufen::V,caminhar,хадзіць
972,schreiten::V,andar,шагаць
973,schreiten::V,andar,крочыць
974,schreiten::V,caminhar,шагаць
975,schreiten::V,caminhar,крочыць
976,spazierengehen::V,passear,гуляць
977,eilen::V,apressar-se,спяшацца
978,sich beeilen::V,apressar-se,спяшацца
979,sich beeilen::V,despachar-se,спяшацца
980,sausen::V,correr,імчацца
981,rennen::V,correr,бегаць
982,springen::V,saltar,скакаць
983,klettern::V,trepar,лазіць
984,schaukeln::V,baloiçar,гайдацца
985,kriechen::V,rastejar,поўзаць
986,kriechen::V,arrastar-se,поўзаць
987,schwimmen::V,nadar,плаваць
988,tauchen::V,mergulhar,ныраць
989,rudern::V,remar,веславаць
990,fahren::V,ir,ехаць
991,fliegen::V,voar,лятаць
992,gehen::V,ir,ісці
993,gehen::V,andar,ісці
994,weggehen::V,partir,пайсці
995,weggehen::V,ir-se embora,пайсці
996,abfahren::V,sair,адʼяжджаць
997,abfahren::V,partir,адʼяжджаць
998,anhalten::V,parar,спыніцца
999,anhalten::V,parar,затрымацца
1000,hineingehen::V,entrar,уваходзіць
1001,eintreten::V,entrar,увайсці
1002,kommen::V,vir,прыйсці
1003,ankommen::V,chegar,прыбыць
1004,zurückkommen::V,voltar,вярнуцца
1005,zurückkommen::V,regressar,вярнуцца
1006,bleiben::V,ficar,застацца
1007,bleiben::V,permanecer,застацца
1008,warten::V,esperar,чакаць
1009,erwarten::V,esperar,чакаць
1010,erwarten::V,aguardar,чакаць
1011,suchen::V,buscar,шукаць
1012,suchen::V,procurar,шукаць
1013,finden::V,achar,знайсці
1014,finden::V,encontrar,знайсці
1015,versuchen::V,tentar,прабаваць
1016,vorbereiten::V,preparar,падрыхтаваць
1017,lieben::V,amar,кахаць
1018,lieben::V,querer,кахаць
1019,mögen::V,gostar de,любіць
1020,lachen::V,rir,смяяцца
1021,lachen::V,rir-se,смяяцца
1022,rühren::V,comover,расчуліць
1023,weinen::V,chorar,плакаць
1024,schimpfen::V,ralhar,лаяцца
1025,sich ärgern::V,zangar-se,сердаваць
1026,sich fürchten::V,ter medo de,баяцца
1027,sich fürchten::V,ter receio de,баяцца
1028,fürchten::V,temer,баяцца
1029,fürchten::V,recear,баяцца
1030,fliehen::V,fugir,уцякаць
1031,flüchten::V,refugiar-se,уцячы
1032,sehen::V,ver,бачыць
1033,anschauen::V,olhar,паглядзець
1034,ansehen::V,mirar,глядзець
1035,hören::V,ouvir,чуць
1036,zuhören::V,escutar,слухаць
1037,probieren::V,provar,каштаваць
1038,probieren::V,saborear,каштаваць
1039,riechen::V,cheirar,нюхаць
1040,fühlen::V,sentir,адчуваць
1041,scheinen::V,parecer,здавацца
1042,zu sehen sein::V,estar à vista,віднецца
1043,vernehmen::V,ouvir,пачуць
1044,frieren::V,ter frio,мёрзнуць
1045,tun::V,fazer,рабіць
1046,können::V,saber,умець
1047,wollen::V,querer,хацець
1048,anfangen::V,iniciar,пачаць
1049,beenden::V,acabar,закончыць
1050,beenden::V,terminar,закончыць
1051,aufhören::V,cessar,перастаць
1052,aufhören::V,desistir,перастаць
1053,gelingen::V,sair bem,удацца
1054,gelingen::V,dar bom resultado,удацца
1055,geraten::V,sair,аказацца
1056,geraten::V,dar resultado,аказацца
1057,öffnen::V,abrir,адчыніць
1058,schließen::V,fechar,зачыніць
1059,stellen::V,pôr,паставіць
1060,stellen::V,colocar,паставіць
1061,setzen::V,pôr,пасадзіць
1062,setzen::V,meter,пасадзіць
1063,legen::V,pôr,класці
1064,legen::V,meter,класці
1065,berühren::V,tocar,чапаць
1066,verbinden::V,unir,звязаць
1067,verbinden::V,ligar,звязаць
1068,bedecken::V,cobrir,накрыць
1069,aufhängen::V,pendurar,павесіць
1070,anzünden::V,acender,запаліць
1071,aufheben::V,apanhar,падняць
1072,aufheben::V,levantar,падняць
1073,zurücklassen::V,deixar,пакінуць
1074,verlieren::V,perder,згубіць
1075,fallen lassen::V,deixar cair,упусціць
1076,machen::V,fazer,зрабіць
1077,herstellen::V,produzir,вырабіць
1078,bauen::V,edificar,будаваць
1079,bauen::V,construir,будаваць
1080,reparieren::V,reparar,правіць
1081,reparieren::V,consertar,правіць
1082,verbessern::V,melhorar,палепшыць
1083,ändern::V,mudar,змяніць
1084,ändern::V,alterar,змяніць
1085,graben::V,cavar,капаць
1086,beugen::V,curvar,сагнуць
1087,biegen::V,vergar,пагнуць
1088,drehen::V,girar,вярцець
1089,wenden::V,virar,павярнуць
1090,wenden::V,voltar,павярнуць
1091,umdrehen::V,virar,перавярнуць
1092,umdrehen::V,revolver,перавярнуць
1093,heben::V,levantar,падымаць
1094,hochheben::V,erguer,падняць
1095,hochheben::V,levantar,падняць
1096,ergreifen::V,apanhar,схапіць
1097,ergreifen::V,apanhar,схваціць
1098,halten::V,segurar,трымаць
1099,drücken::V,apertar,націскаць
1100,schieben::V,empurrar,пхаць
1101,schieben::V,empurrar,штурхаць
1102,kratzen::V,raspar,скрэбці
1103,lecken::V,lamber,лізаць
1104,beißen::V,morder,кусаць
1105,abreißen::V,arrancar,адарваць
1106,abschneiden::V,talhar,адрэзаць
1107,binden::V,ligar,вязаць
1108,stecken::V,meter,уваткнуць
1109,stecken::V,enfiar,уваткнуць
1110,brechen::V,romper,зламаць
1111,brechen::V,quebrar,зламаць
1112,klopfen::V,bater,стукаць
1113,hauen::V,bater,біць
1114,kleben::V,colar,клеіць
1115,reiben::V,esfregar,церці
1116,streichen::V,barrar,намазаць
1117,schleifen::V,afiar,тачыць
1118,schneiden::V,cortar,рэзаць
1119,rütteln::V,sacudir,хістаць
1120,schütteln::V,abanar,трэсці
1121,schütteln::V,sacudir,трэсці
1122,schwenken::V,agitar,махаць
1123,schütten::V,deitar,наліць
1124,füllen::V,encher,напоўніць
1125,einwickeln::V,envolver,загарнуць
1126,einwickeln::V,embrulhar,загарнуць
1127,tragen::V,levar,несці
1128,tragen::V,trazer,несці
1129,schleppen::V,arrastar,цягнуць
1130,ziehen::V,puxar,цягнуць
1131,aufbewahren::V,guardar,захоўваць
1132,aufbewahren::V,conservar,захоўваць
1133,werfen::V,lançar,кідаць
1134,fangen::V,apanhar,лавіць
1135,packen::V,agarrar,схапіць
1136,packen::V,agarrar,схваціць
1137,verstecken::V,esconder,схаваць
1138,teilen::V,partir,раздзяліць
1139,teilen::V,dividir,раздзяліць
1140,schicken::V,enviar,пасылаць
1141,bringen::V,trazer,прынесці
1142,hinzufügen::V,acrescentar,дабавіць
1143,bekommen::V,obter,дастаць
1144,erhalten::V,receber,атрымаць
1145,nehmen::V,tomar,ўзяць
1146,wählen::V,eleger,выбраць
1147,wählen::V,escolher,выбраць
1148,auswählen::V,escolher,адабраць
1149,auswählen::V,seleccionar,адабраць
1150,bewahren::V,guardar,захаваць
1151,bewahren::V,conservar,захаваць
1152,behindern::V,impedir,перашкаджаць
1153,verderben::V,estragar,сапсаваць
1154,verderben::V,corromper,сапсаваць
1155,beschädigen::V,danificar,пашкодзіць
1156,zerbrechen::V,romper,разбіць
1157,zerbrechen::V,quebrar,разбіць
1158,zerreißen::V,rasgar,разадраць
1159,zerstören::V,destruir,разбурыць
1160,verbrennen::V,queimar,спаліць
1161,geben::V,dar,даць
1162,reichen::V,passar,перадаць
1163,schenken::V,oferecer,дарыць
1164,versprechen::V,prometer,абяцаць
1165,wünschen::V,desejar,жадаць
1166,loben::V,louvar,хваліць
1167,küssen::V,beijar,цалаваць
1168,wiegen::V,embalar,гушкаць
1169,wiegen::V,embalar,калыхаць
1170,zudecken::V,tapar,накрыць
1171,zudecken::V,cobrir,накрыць
1172,wecken::V,acordar,пабудзіць
1173,wecken::V,despertar,пабудзіць
1174,zeigen::V,mostrar,паказаць
1175,führen::V,guiar,весці
1176,führen::V,conduzir,весці
1177,lehren::V,ensinar,вучыць
1178,unterrichten::V,instruir,выкладаць
1179,aufziehen::V,criar,выхаваць
1180,leiten::V,dirigir,кіраваць
1181,leiten::V,conduzir,кіраваць
1182,antreiben::V,impelir,падганяць
1183,lassen::V,fazer,прымусіць
1184,einladen::V,convidar,запрасіць
1185,vereinigen::V,unir,абʼяднаць
1186,vereinigen::V,reunir,абʼяднаць
1187,besuchen::V,ir ver,наведаць
1188,besuchen::V,visitar,наведаць
1189,treffen::V,encontrar,сустрэць
1190,sich versammeln::V,reunir-se,сабрацца
1191,spielen::V,jogar,гуляць
1192,spielen::V,brincar,гуляць
1193,singen::V,cantar,пець
1194,singen::V,cantar,спяваць
1195,tanzen::V,bailar,танцаваць
1196,sich trennen::V,apartar-se,расстацца
1197,verlassen::V,deixar,пакінуць
1198,verlassen::V,abandonar,пакінуць
1199,retten::V,salvar,выратаваць
1200,bewachen::V,vigiar,ахоўваць
1201,bewachen::V,guardar,ахоўваць
1202,schützen::V,proteger,уберагаць
1203,verteidigen::V,defender,абараніць
1204,sich schlagen::V,brigar,біцца
1205,sich schlagen::V,brigar,драцца
1206,sich schlagen::V,bater-se,біцца
1207,sich schlagen::V,bater-se,драцца
1208,schießen::V,disparar,страляць
1209,siegen::V,vencer,перамагчы
1210,ärgern::V,irritar,злаваць
1211,ärgern::V,aborrecer,злаваць
1212,schlagen::V,bater,ударыць
1213,treten::V,pisar,штурхаць
1214,stechen::V,picar,укалоць
1215,stoßen::V,empurrar,папхнуць
1216,stehlen::V,furtar,украсці
1217,stören::V,perturbar,перашкодзіць
1218,belästigen::V,incomodar,дакучаць
1219,belästigen::V,importunar,дакучаць
1220,verbergen::V,ocultar,скрыць
1221,verbergen::V,ocultar,схаваць
1222,verbergen::V,esconder,скрыць
1223,verbergen::V,esconder,схаваць
1224,täuschen::V,iludir,падмануць
1225,täuschen::V,enganar,падмануць
1226,betrügen::V,burlar,змахляваць
1227,betrügen::V,enganar,змахляваць
1228,töten::V,matar,забіць
1229,wohnen::V,morar,жыць
1230,arbeiten::V,trabalhar,працаваць
1231,sammeln::V,recolher,сабраць
1232,sammeln::V,coleccionar,сабраць
1233,pflücken::V,colher,зрываць
1234,jagen::V,caçar,паляваць
1235,fischen::V,pescar,рыбачыць
1236,fassen::V,apanhar,злавіць
1237,hüten::V,guardar,пасвіць
1238,treiben::V,conduzir,гнаць
1239,anbinden::V,atar,прывязаць
1240,füttern::V,dar de comer a,карміць
1241,melken::V,ordenhar,даіць
1242,hacken::V,rachar,сячы
1243,gießen::V,regar,паліць
1244,reifen::V,amadurecer,паспець
1245,zubereiten::V,preparar,зварыць
1246,zubereiten::V,preparar,згатаваць
1247,kochen::V,cozer,варыць
1248,backen::V,cozer,пячы
1249,braten::V,assar,смажыць
1250,braten::V,fritar,смажыць
1251,umrühren::V,remexer,перамяшаць
1252,stricken::V,tricotar,вязаць
1253,stricken::V,fazer malha,вязаць
1254,nähen::V,coser,шыць
1255,nähen::V,costurar,шыць
1256,färben::V,tingir,пафарбаваць
1257,färben::V,colorir,пафарбаваць
1258,reinigen::V,limpar,ачысціць
1259,reinigen::V,purificar,ачысціць
1260,waschen::V,lavar,мыць
1261,abwischen::V,limpar,выцерці
1262,abwischen::V,esfregar,выцерці
1263,spülen::V,lavar,паласкаць
1264,spülen::V,enxaguar,паласкаць
1265,fegen::V,varrer,падмятаць
1266,kehren::V,varrer,месці
1267,baden::V,banhar,купацца
1268,baden::V,tomar banho,купацца
1269,sich waschen::V,lavar-se,мыцца
1270,ausziehen::V,despir,зняць
1271,anziehen::V,vestir,надзець
1272,sich anziehen::V,vestir-se,адзецца
1273,kämmen::V,pentear,прычасаць
1274,schmücken::V,adornar,аздобіць
1275,sagen::V,dizer,сказаць
1276,sprechen::V,falar,гаварыць
1277,reden::V,falar,размаўляць
1278,sich unterhalten::V,conversar,гутарыць
1279,fragen::V,perguntar,спытаць
1280,bitten::V,pedir,прасіць
1281,erzählen::V,contar,расказаць
1282,mitteilen::V,comunicar,паведаміць
1283,mitteilen::V,participar,паведаміць
1284,nennen::V,nomear,назваць
1285,nennen::V,apelidar,назваць
1286,rufen::V,chamar,зваць
1287,prahlen::V,gabar-se,хваліцца
1288,prahlen::V,vangloriar-se,хваліцца
1289,übersetzen::V,traduzir,перакласці
1290,denken::V,pensar,думаць
1291,glauben::V,crer,верыць
1292,bemerken::V,notar,заўважыць
1293,bemerken::V,observar,заўважыць
1294,erkennen::V,reconhecer,пазнаць
1295,begreifen::V,apreender,спасцігнуць
1296,begreifen::V,compreender,спасцігнуць
1297,verstehen::V,entender,пачуць
1298,verstehen::V,compreender,пачуць
1299,lernen::V,aprender,вучыцца
1300,wissen::V,saber,знаць
1301,sich erinnern an::V,lembrar-se de,памятаць
1302,sich erinnern an::V,recordar-se de,памятаць
1303,vergessen::V,esquecer,забыць
1304,messen::V,medir,мераць
1305,zählen::V,contar,лічыць
1306,rechnen::V,calcular,лічыць
1307,lesen::V,ler,чытаць
1308,malen::V,pintar,маляваць
1309,zeichnen::V,desenhar,рысаваць
1310,schreiben::V,escrever,пісаць
1311,besitzen::V,possuir,мець
1312,kaufen::V,comprar,купіць
1313,verkaufen::V,vender,прадаць
1314,bezahlen::V,pagar,заплаціць
1315,zahlen::V,pagar,плаціць
1316,beherrschen::V,imperar,уладаць
1317,beherrschen::V,imperar,валодаць
1318,ertragen::V,suportar,выцерпець
